timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
10,-0.07833102334,[-1.19394156 -0.0535877 ],"[-0.27107037 -0.53072111 -1.44388995  0.32881182  0.98575501  0.08611938
  0.47522753  2.152183   -0.77894718 -0.06272837  0.        ]",-0.27689,"[[ -1.60119375e+00   2.79512056e+00   1.15269446e-01   1.11891018e-02]
 [ -1.33946053e+01   1.82086429e+01   0.00000000e+00   0.00000000e+00]]",[-1.1516068  0.579786 ],[-0.16026872 -0.25059313]
11,-0.10354374625,[ 0.70654031  1.42804639],"[-0.68338011 -0.61072874 -1.361188   -0.62238342  0.98575143  0.08611922
  0.35081429  0.54050437 -0.9620968  -0.03071563  0.        ]",-0.531382,"[[ -1.90615410e+00   3.10572852e+00   1.15269446e-01   1.11891018e-02]
 [ -1.70893845e+01   6.52936406e+00   0.00000000e+00   0.00000000e+00]]",[-1.12792993  0.62039143],[-0.16026872 -0.25059313]
12,-0.108375670687,[ 0.28318569  1.76872698],"[-1.05970027 -0.61144967 -1.1432295  -0.68774821  0.98574785  0.08611906
  0.4563881  -0.61636028 -0.99708342 -0.02027443  0.        ]",-0.568069,"[[ -2.21648517e+00   3.12660775e+00   1.15269446e-01   1.11891018e-02]
 [ -1.39540484e+01  -1.85404193e+00   0.00000000e+00   0.00000000e+00]]",[-1.09305     0.73380005],[-0.16026872 -0.25059313]
13,-0.103989908543,[-0.91277311  1.40308174],"[-1.31948383 -0.60906209 -0.86551257 -0.54348324  0.98574427  0.0861189
  0.50344284 -0.6709174  -0.96245711 -0.07604486  0.        ]",-0.483602,"[[ -2.48154529e+00   3.08050581e+00   1.15269446e-01   1.11891018e-02]
 [ -1.25565954e+01  -2.24941089e+00   0.00000000e+00   0.00000000e+00]]",[-1.08738518  0.76553696],[-0.16026872 -0.25059313]
14,-0.104037076207,[-1.78277639  0.74816689],"[-1.51339031 -0.60508682 -0.49617312 -0.42868261  0.9857407   0.08611874
  0.39012308 -0.55443054 -0.95566126 -0.13881112  0.        ]",-0.415197,"[[ -2.76644246e+00   3.04373128e+00   1.15269446e-01   1.11891018e-02]
 [ -1.59219044e+01  -1.40528276e+00   0.00000000e+00   0.00000000e+00]]",[-1.10705876  0.75982016],[-0.16026872 -0.25059313]
15,-0.108488049144,[-0.70231252  1.64912259],"[-1.60909458 -0.60197736  0.02213562 -0.36298121  0.98573712  0.08611858
  0.26741745 -0.46381354 -0.97904637 -0.19341615  0.        ]",-0.41282,"[[ -3.12144248e+00   3.02262832e+00   1.15269446e-01   1.11891018e-02]
 [ -1.95659554e+01  -7.48622703e-01   0.00000000e+00   0.00000000e+00]]",[-1.13553154  0.74913865],[-0.16026872 -0.25059313]
16,-0.115742546278,[-2.20398819  0.67761601],"[-1.50298305 -0.60021796  0.62855095 -0.33057705  0.98573354  0.08611843
  0.18682823 -0.40776855 -1.02607245 -0.22548141  0.        ]",-0.30478,"[[ -3.53677425e+00   3.01220135e+00   1.15269446e-01   1.11891018e-02]
 [ -2.19592499e+01  -3.42492552e-01   0.00000000e+00   0.00000000e+00]]",[-1.17593229  0.72709018],[-0.16026872 -0.25059313]
17,-0.123836298696,[-2.40636422  1.09155941],"[-1.11940863 -0.59931646  1.19612577 -0.31496887  0.98572996  0.08611827
  0.06814612 -0.38457777 -1.08597058 -0.22368838  0.        ]",-0.210085,"[[ -4.01132231e+00   3.00717409e+00   1.15269446e-01   1.11891018e-02]
 [ -2.54838113e+01  -1.74444013e-01   0.00000000e+00   0.00000000e+00]]",[-1.22506166  0.69453156],[-0.16026872 -0.25059313]
18,-0.130594993815,[-0.99218236 -0.54086468],"[-0.44452668 -0.5989251   1.53079874 -0.30838785  0.98572638  0.08611811
 -0.04818667 -0.36857027 -1.14276549 -0.17906575  0.        ]",-0.268346,"[[ -4.55566158e+00   3.00505350e+00   1.15269446e-01   1.11891018e-02]
 [ -2.89386040e+01  -5.84497322e-02   0.00000000e+00   0.00000000e+00]]",[-1.32608247  0.63655519],[-0.16026872 -0.25059313]
19,-0.135183804682,[-2.07526948  1.18724648],"[ 0.37837744 -0.59438122  1.39637993 -0.23822218  0.9857228   0.08611795
 -0.161176   -0.66404237 -1.18609541 -0.08322887  0.        ]",-0.234961,"[[ -5.16810066e+00   2.98240175e+00   1.15269446e-01   1.11891018e-02]
 [ -3.22941044e+01  -2.19962529e+00   0.00000000e+00   0.00000000e+00]]",[-1.3488822  0.6261245],[-0.16026872 -0.25059313]
20,-0.130558509648,[-0.11191967  0.5489217 ],"[ 1.02212407 -0.59354188  0.68428194 -0.22635987  0.98571922  0.08611779
 -0.27296304 -0.1117593  -1.15628502  0.02542428  0.        ]",-0.340395,"[[ -5.84729102e+00   2.97856452e+00   1.15269446e-01   1.11891018e-02]
 [ -3.56139010e+01   1.80253359e+00   0.00000000e+00   0.00000000e+00]]",[-1.29835534  0.57486182],[-0.16026872 -0.25059313]
21,-0.120471938738,[-0.79031925  1.16067642],"[ 1.09978683 -0.60076469 -0.35240054 -0.34049767  0.98571564  0.08611763
 -0.26414768 -0.26675134 -1.08355596  0.05147377  0.        ]",-0.303275,"[[ -6.55694217e+00   3.01539587e+00   1.15269446e-01   1.11891018e-02]
 [ -3.53521238e+01   6.79370428e-01   0.00000000e+00   0.00000000e+00]]",[-1.18068099  0.59878218],[-0.16026872 -0.25059313]
22,-0.108777657598,[-0.07970633  1.24106385],"[ 0.5106546  -0.60109586 -1.21145183 -0.34657782  0.98571206  0.08611747
 -0.34594913 -0.38917724 -0.9999473   0.04633487  0.        ]",-0.42294,"[[ -7.28835879e+00   3.01735283e+00   1.15269446e-01   1.11891018e-02]
 [ -3.77814244e+01  -2.07800778e-01   0.00000000e+00   0.00000000e+00]]",[-1.11637664  0.63853312],[-0.16026872 -0.25059313]
23,-0.0997816926412,[-2.18274014  1.16127504],"[-0.48389804 -0.60022281 -1.41884657 -0.33084393  0.98570849  0.08611731
 -0.33138929 -0.39431126 -0.93517985 -0.02847975  0.        ]",-0.340125,"[[ -8.03964922e+00   3.01228853e+00   1.15269446e-01   1.11891018e-02]
 [ -3.73490577e+01  -2.45010775e-01   0.00000000e+00   0.00000000e+00]]",[-1.06260014  0.71928108],[-0.16026872 -0.25059313]
24,-0.101153050322,[-0.76972425  0.43244181],"[-1.3637116  -0.59950951 -0.80010336 -0.31844198  0.98570491  0.08611715
 -0.43981278 -0.38151366 -0.93420438 -0.14187354  0.        ]",-0.437025,"[[ -8.81893667e+00   3.00829439e+00   1.15269446e-01   1.11891018e-02]
 [ -4.05689569e+01  -1.52278422e-01   0.00000000e+00   0.00000000e+00]]",[-1.06407261  0.76240903],[-0.16026872 -0.25059313]
25,-0.113346979329,[-1.43966181 -0.02607076],"[-1.57362042 -0.59898561  0.39070656 -0.30957398  0.98570133  0.08611699
 -0.515389   -0.37713359 -1.00841299 -0.2252309   0.        ]",-0.343245,"[[ -9.65283493e+00   3.00543713e+00   1.15269446e-01   1.11891018e-02]
 [ -4.28133889e+01  -1.20543947e-01   0.00000000e+00   0.00000000e+00]]",[-1.1356765   0.74690521],[-0.16026872 -0.25059313]
26,-0.127750312343,[-1.37634951  1.63375535],"[-0.83597001 -0.59834142  1.39668886 -0.29891615  0.98569775  0.08611683
 -0.62016982 -0.39122926 -1.11716704 -0.20956102  0.        ]",-0.235976,"[[ -1.05403237e+01   3.00200166e+00   1.15269446e-01   1.11891018e-02]
 [ -4.59251207e+01  -2.22694263e-01   0.00000000e+00   0.00000000e+00]]",[-1.2180717   0.69280934],[-0.16026872 -0.25059313]
27,-0.133591248508,[-1.2003945   0.89068456],"[ 0.42520372 -0.59814169  1.37027897 -0.29568157  0.98569417  0.08611667
 -0.72287566 -0.35452417 -1.17432686 -0.0873534   0.        ]",-0.262111,"[[ -1.14894289e+01   3.00095883e+00   1.15269446e-01   1.11891018e-02]
 [ -4.89752411e+01   4.32835783e-02   0.00000000e+00   0.00000000e+00]]",[-1.29995632  0.59422112],[-0.16026872 -0.25059313]
28,-0.125258834234,[-1.50321825  1.06317   ],"[ 1.14805593 -0.59833174  0.15314847 -0.29880552  0.98569059  0.08611651
 -0.8235484  -0.35390932 -1.11802467  0.04343728  0.        ]",-0.247486,"[[ -1.24989309e+01   3.00196637e+00   1.15269446e-01   1.11891018e-02]
 [ -5.19649973e+01   4.77337376e-02   0.00000000e+00   0.00000000e+00]]",[-1.17945623  0.59227788],[-0.16026872 -0.25059313]
29,-0.10737660501,[-1.99386001  0.06139836],"[ 0.51521305 -0.59849802 -1.20830267 -0.30156053  0.98568702  0.08611635
 -0.9222276  -0.35535008 -0.9896828   0.05255731  0.        ]",-0.284928,"[[ -1.35676343e+01   3.00285483e+00   1.15269446e-01   1.11891018e-02]
 [ -5.48955675e+01   3.72879819e-02   0.00000000e+00   0.00000000e+00]]",[-1.06893086  0.64114302],[-0.16026872 -0.25059313]
30,-0.0982930524505,[-1.82720375  0.5926978 ],"[-0.95899292 -0.5984175  -1.21815551 -0.30025981  0.98568344  0.08611619
 -1.01895256 -0.3670902  -0.92037565 -0.08686177  0.        ]",-0.318132,"[[ -1.46943669e+01   3.00243566e+00   1.15269446e-01   1.11891018e-02]
 [ -5.77681219e+01  -4.77918326e-02   0.00000000e+00   0.00000000e+00]]",[-1.02483761  0.76075715],[-0.16026872 -0.25059313]
31,-0.112538569078,[-1.67653952  0.73030755],"[-1.58945378 -0.5983464   0.30555199 -0.29911729  0.98567986  0.08611603
 -1.11376166 -0.36067518 -1.00238602 -0.22538636  0.        ]",-0.24491,"[[ -1.58779800e+01   3.00206748e+00   1.15269446e-01   1.11891018e-02]
 [ -6.05838043e+01  -1.31119528e-03   0.00000000e+00   0.00000000e+00]]",[-1.10204887  0.76329148],[-0.16026872 -0.25059313]
32,-0.130853080473,[-0.06089288  1.99499731],"[-0.45090383 -0.59838576  1.52967848 -0.29978663  0.98567628  0.08611587
 -1.206693   -0.35834259 -1.14449579 -0.17966552  0.        ]",-0.327534,"[[ -1.71173475e+01   3.00228349e+00   1.15269446e-01   1.11891018e-02]
 [ -6.33437495e+01   1.55863868e-02   0.00000000e+00   0.00000000e+00]]",[-1.20290685  0.66598159],[-0.16026872 -0.25059313]
33,-0.130196760241,[-2.6175814   0.46894916],"[ 0.99807898 -0.59849152  0.73750739 -0.30154966  0.9856727   0.08611571
 -1.17258053 -0.35615676 -1.15361116 -0.00162805  0.        ]",-0.163495,"[[ -1.83740599e+01   3.00285210e+00   1.15269446e-01   1.11891018e-02]
 [ -6.23308623e+01   3.14204811e-02   0.00000000e+00   0.00000000e+00]]",[-1.20774853  0.58196753],[-0.16026872 -0.25059313]
34,-0.110766996731,[-1.15564063  1.27004825],"[ 0.73408587 -0.5984845  -1.01989809 -0.30145796  0.98566912  0.08611555
 -1.26434659 -0.3629615  -1.01351933  0.06362153  0.        ]",-0.275897,"[[ -1.96480216e+01   3.00282273e+00   1.15269446e-01   1.11891018e-02]
 [ -6.50562241e+01  -1.78949851e-02   0.00000000e+00   0.00000000e+00]]",[-1.04923034  0.63402534],[-0.16026872 -0.25059313]
35,-0.0983262060302,[-0.98779175  2.21659486],"[-0.95710897 -0.59851689 -1.21942292 -0.30201604  0.98566555  0.08611539
 -1.35429467 -0.35752709 -0.92064823 -0.08631929  0.        ]",-0.303919,"[[ -2.09759491e+01   3.00300284e+00   1.15269446e-01   1.11891018e-02]
 [ -6.77276303e+01   2.14795164e-02   0.00000000e+00   0.00000000e+00]]",[-1.01057053  0.76662916],[-0.16026872 -0.25059313]
36,-0.115886480831,[-3.1482565   0.57281613],"[-1.51835363 -0.59859442  0.58678179 -0.30332099  0.98566197  0.08611523
 -1.4408332  -0.357974   -1.02571253 -0.23190237  0.        ]",-0.109335,"[[ -2.23562893e+01   3.00342373e+00   1.15269446e-01   1.11891018e-02]
 [ -7.02978192e+01   1.82356456e-02   0.00000000e+00   0.00000000e+00]]",[-1.11226869  0.75848961],[-0.16026872 -0.25059313]
37,-0.133083764711,[-2.68948577  1.79026593],"[ 0.08030502 -0.59856149  1.51104615 -0.30280049  0.98565839  0.08611507
 -1.52728463 -0.36335871 -1.1669844  -0.12850018  0.        ]",-0.175851,"[[ -2.37880076e+01   3.00325613e+00   1.15269446e-01   1.11891018e-02]
 [ -7.28654625e+01  -2.07894078e-02   0.00000000e+00   0.00000000e+00]]",[-1.20643711  0.62696987],[-0.16026872 -0.25059313]
38,-0.122155556068,[-0.91778442  0.3249691 ],"[ 1.13811156 -0.59856821 -0.15337805 -0.30293575  0.98565481  0.08611491
 -1.61202285 -0.35862298 -1.0953678   0.05700353  0.        ]",-0.250451,"[[ -2.52705689e+01   3.00329993e+00   1.15269446e-01   1.11891018e-02]
 [ -7.53822733e+01   1.35220024e-02   0.00000000e+00   0.00000000e+00]]",[-1.06747317  0.60432059],[-0.16026872 -0.25059313]
39,-0.0993444291234,[-1.18743394  0.98103231],"[-0.36160437 -0.59848547 -1.43765574 -0.30159425  0.98565123  0.08611475
 -1.68412085 -0.36555262 -0.93233408 -0.01874081  0.        ]",-0.316348,"[[ -2.67997004e+01   3.00286765e+00   1.15269446e-01   1.11891018e-02]
 [ -7.75237465e+01  -3.66981954e-02   0.00000000e+00   0.00000000e+00]]",[-0.98747551  0.73102081],[-0.16026872 -0.25059313]
40,-0.111273182509,[-1.8299471  0.5694875],"[-1.60242884 -0.59848585  0.20196904 -0.30162462  0.98564766  0.08611459
 -1.76575056 -0.35783541 -0.99402097 -0.22057588  0.        ]",-0.195512,"[[ -2.83745021e+01   3.00287764e+00   1.15269446e-01   1.11891018e-02]
 [ -7.99483387e+01   1.92179785e-02   0.00000000e+00   0.00000000e+00]]",[-1.06403351  0.78356242],[-0.16026872 -0.25059313]
41,-0.13284703843,[-1.00083236  0.50933061],"[-0.01982441 -0.59848072  1.53182948 -0.30156399  0.98564408  0.08611443
 -1.84576224 -0.36201056 -1.1641335  -0.13891889  0.        ]",-0.224592,"[[ -2.99973140e+01   3.00285829e+00   1.15269446e-01   1.11891018e-02]
 [ -8.23249362e+01  -1.10419565e-02   0.00000000e+00   0.00000000e+00]]",[-1.16781807  0.64078248],[-0.16026872 -0.25059313]
42,-0.1202774321,[-1.1053084   1.29816915],"[ 1.10786376 -0.59842271 -0.31987644 -0.30063328  0.9856405   0.08611427
 -1.92418756 -0.3625762  -1.08165874  0.06333355  0.        ]",-0.233951,"[[ -3.16671859e+01   3.00255842e+00   1.15269446e-01   1.11891018e-02]
 [ -8.46544830e+01  -1.51462682e-02   0.00000000e+00   0.00000000e+00]]",[-1.02459455  0.61761665],[-0.16026872 -0.25059313]
43,-0.0981755211624,[-0.47820028 -0.31294798],"[-0.76207865 -0.59847208 -1.32846391 -0.30146977  0.98563692  0.08611411
 -2.00105789 -0.35685664 -0.92161776 -0.06233575  0.        ]",-0.371089,"[[ -3.33831859e+01   3.00282830e+00   1.15269446e-01   1.11891018e-02]
 [ -8.69379139e+01   2.62940571e-02   0.00000000e+00   0.00000000e+00]]",[-0.96841931  0.76451421],[-0.16026872 -0.25059313]
44,-0.120490503331,[-0.8916859   0.51413051],"[-1.39398027 -0.59612273  0.85517667 -0.2644085   0.98563334  0.08611395
 -2.00683969 -0.52857619 -1.05734185 -0.24296017  0.        ]",-0.204441,"[[ -3.51236728e+01   2.99087000e+00   1.15269446e-01   1.11891018e-02]
 [ -8.71101736e+01  -1.21804546e+00   0.00000000e+00   0.00000000e+00]]",[-1.08548236  0.79300022],[-0.16026872 -0.25059313]
45,-0.133677745157,[-0.8340891   0.39930618],"[ 0.71750257 -0.59534611  1.14169404 -0.2528114   0.98562977  0.08611379
 -2.06762668 -0.24504215 -1.17762841 -0.03731497  0.        ]",-0.253412,"[[ -3.68839946e+01   2.98712378e+00   1.15269446e-01   1.11891018e-02]
 [ -8.89160330e+01   8.36519541e-01   0.00000000e+00   0.00000000e+00]]",[-1.14555454  0.59034574],[-0.16026872 -0.25059313]
46,-0.107931681403,[-0.5322189   1.98322904],"[ 0.541291   -0.60015285 -1.1897487  -0.33020193  0.98562619  0.08611363
 -2.11953823 -0.27438292 -0.99356618  0.0532624   0.        ]",-0.279708,"[[ -3.86777895e+01   3.01208588e+00   1.15269446e-01   1.11891018e-02]
 [ -9.04583575e+01   6.23904412e-01   0.00000000e+00   0.00000000e+00]]",[-0.96829391  0.65301496],[-0.16026872 -0.25059313]
47,-0.10409545179,[-2.4472834   1.27018092],"[-1.52538964 -0.60057405 -0.46179116 -0.33774056  0.98562261  0.08611347
 -2.13017361 -0.38081054 -0.95132908 -0.16805837  0.        ]",-0.157327,"[[ -4.04901324e+01   3.01451306e+00   1.15269446e-01   1.11891018e-02]
 [ -9.07748579e+01  -1.47303626e-01   0.00000000e+00   0.00000000e+00]]",[-1.00523829  0.80009007],[-0.16026872 -0.25059313]
48,-0.130580858499,[-0.76744348 -2.24799908],"[-0.34511484 -0.59989499  1.54382607 -0.3257233   0.98561903  0.08611331
 -2.20295608 -0.38711054 -1.14371992 -0.17073312  0.        ]",-0.159892,"[[ -4.23273242e+01   3.01064413e+00   1.15269446e-01   1.11891018e-02]
 [ -9.29371109e+01  -1.92960910e-01   0.00000000e+00   0.00000000e+00]]",[-1.13828373  0.669137  ],[-0.16026872 -0.25059313]
49,-0.119673341879,[-1.63559446  1.77065803],"[ 1.11919652 -0.59086357 -0.26823748 -0.19076482  0.98561546  0.08611315
 -2.24328955 -0.93378356 -1.07574338  0.09303821  0.        ]",-0.219403,"[[ -4.41980933e+01   2.96704243e+00   1.15269446e-01   1.11891018e-02]
 [ -9.41357129e+01  -4.15430675e+00   0.00000000e+00   0.00000000e+00]]",[-0.92738795  0.7500276 ],[-0.16026872 -0.25059313]
