timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
16,-0.0227955210317,[-1.51468187  0.22453811],"[ 1.01563175 -0.5575015   0.72562208 -0.32149359 -0.33334109  0.1045082
 -0.22365764 -0.3834849  -0.04987137 -0.02133705  0.        ]",-0.224314,"[[ -5.81417387e+00   3.00494895e+00  -3.73276375e-02   1.26010268e-02]
 [ -4.31565214e+01  -6.93968946e-02   0.00000000e+00   0.00000000e+00]]",[-1.52827406  0.46052548],[-0.18591742 -0.30059391]
17,-0.0357622791428,[-1.40968833  0.34628899],"[ 1.0417029  -0.55719562 -0.56517009 -0.31619254 -0.33334061  0.10450806
 -0.31576213 -0.38417123  0.04382294  0.05033616  0.        ]",-0.226136,"[[ -6.70845718e+00   3.00336575e+00  -3.73276375e-02   1.26010268e-02]
 [ -4.62614612e+01  -7.43576997e-02   0.00000000e+00   0.00000000e+00]]",[-1.55750132  0.51678413],[-0.18591742 -0.30059391]
18,-0.0506507018572,[-1.55391408 -0.02376304],"[  4.58132132e-02  -5.56986478e-01  -1.41539129e+00  -3.12608161e-01
  -3.33340135e-01   1.04507926e-01  -4.06043189e-01  -3.78920000e-01
   1.54588323e-01  -7.06309037e-04   0.00000000e+00]",-0.224068,"[[ -7.66422254e+00   3.00229509e+00  -3.73276375e-02   1.26010268e-02]
 [ -4.93049332e+01  -3.64372400e-02   0.00000000e+00   0.00000000e+00]]",[-1.62966633  0.57782167],[-0.18591742 -0.30059391]
19,-0.0572341583511,[-2.18464012  0.39861126],"[-1.22820987 -0.5566552  -0.96088461 -0.30697784 -0.33333966  0.10450779
 -0.494537   -0.3920821   0.18160178 -0.14911226  0.        ]",-0.187533,"[[ -8.68025288e+00   3.00061290e+00  -3.73276375e-02   1.26010268e-02]
 [ -5.22881587e+01  -1.31498154e-01   0.00000000e+00   0.00000000e+00]]",[-1.60047126  0.63668323],[-0.18591742 -0.30059391]
20,-0.0506408068397,[-0.99493513  0.9885353 ],"[-1.51835885 -0.55684014  0.535399   -0.3101367  -0.33333919  0.10450765
 -0.58127869 -0.36557775  0.08284024 -0.25471429  0.        ]",-0.254093,"[[ -9.75535507e+00   3.00155693e+00  -3.73276375e-02   1.26010268e-02]
 [ -5.52123229e+01   5.99123324e-02   0.00000000e+00   0.00000000e+00]]",[-1.40522707  0.645262  ],[-0.18591742 -0.30059391]
21,-0.0327103558201,[-1.8959868   0.07425515],"[-0.36206169 -0.55704917  1.53516549 -0.31373127 -0.33333871  0.10450752
 -0.66570844 -0.36778541 -0.04563418 -0.19447558  0.        ]",-0.172243,"[[ -1.08881587e+01   3.00263101e+00  -3.73276375e-02   1.26010268e-02]
 [ -5.80585553e+01   4.39647085e-02   0.00000000e+00   0.00000000e+00]]",[-1.46195805  0.56602967],[-0.18591742 -0.30059391]
22,-0.0225167443783,[-2.77358216 -0.94522852],"[ 1.00303098 -0.55699027  0.75190475 -0.31273568 -0.33333824  0.10450738
 -0.74906136 -0.37979087 -0.05193996 -0.02146455  0.        ]",-0.0743676,"[[ -1.20775229e+01   3.00233371e+00  -3.73276375e-02   1.26010268e-02]
 [ -6.08684941e+01  -4.27424544e-02   0.00000000e+00   0.00000000e+00]]",[-1.52230763  0.47700304],[-0.18591742 -0.30059391]
23,-0.0452303330825,[-2.3496716   0.13799531],"[ 0.78877335 -0.54846504 -0.97359234 -0.18450209 -0.33333776  0.10450725
 -0.83076352 -0.89828146  0.11097958  0.07060018  0.        ]",-0.157864,"[[ -1.33225282e+01   2.96391012e+00  -3.73276375e-02   1.26010268e-02]
 [ -6.36227930e+01  -3.78728196e+00   0.00000000e+00   0.00000000e+00]]",[-1.55617809  0.67431766],[-0.18591742 -0.30059391]
24,-0.0670710865725,[-2.51238933  1.40016957],"[-0.85691974 -0.52785036 -1.2700797   0.04523484 -0.33333729  0.10450711
 -0.91083446 -0.81279216  0.25361985 -0.16072862  0.        ]",-0.197057,"[[ -1.46220673e+01   2.89436156e+00  -3.73276375e-02   1.26010268e-02]
 [ -6.63221124e+01  -3.16989332e+00   0.00000000e+00   0.00000000e+00]]",[-1.59913492  0.82749748],[-0.18591742 -0.30059391]
25,-0.0553065108819,[-0.52550403  1.45169418],"[-1.5441215  -0.51954176  0.44483306  0.12068415 -0.33333681  0.10450698
 -0.98932314 -0.25656702  0.04339185 -0.36396579  0.        ]",-0.303972,"[[ -1.59750567e+01   2.87126935e+00  -3.73276375e-02   1.26010268e-02]
 [ -6.89681052e+01   8.47143709e-01   0.00000000e+00   0.00000000e+00]]",[-1.37930036  0.71467435],[-0.18591742 -0.30059391]
26,-0.0225730579317,[-1.96201231  0.14791815],"[-0.10016017 -0.53856482  1.53864813 -0.06452079 -0.33333634  0.10450684
 -1.01054637  0.28866792 -0.11623085 -0.15090998  0.        ]",-0.222836,"[[ -1.73615972e+01   2.92771838e+00  -3.73276375e-02   1.26010268e-02]
 [ -6.96836433e+01   4.78481061e+00   0.00000000e+00   0.00000000e+00]]",[-1.43297219  0.46143523],[-0.18591742 -0.30059391]
27,-0.0274634732519,[-1.68064536  1.54899666],"[ 1.16129728 -0.5592932   0.15282235 -0.35417303 -0.33333586  0.10450671
 -1.08708728 -0.08506088 -0.01475242  0.02636111  0.        ]",-0.30011,"[[ -1.87811594e+01   3.01470270e+00  -3.73276375e-02   1.26010268e-02]
 [ -7.22639929e+01   2.08575921e+00   0.00000000e+00   0.00000000e+00]]",[-1.48274994  0.45419493],[-0.18591742 -0.30059391]
28,-0.0480592352984,[-1.28760346  0.82315397],"[ 0.01703172 -0.56139889 -1.42103491 -0.39593991 -0.33333539  0.10450657
 -1.16210057 -0.40059175  0.13565022 -0.00424467  0.        ]",-0.259934,"[[ -2.02518128e+01   3.02715076e+00  -3.73276375e-02   1.26010268e-02]
 [ -7.47928616e+01  -1.92990292e-01   0.00000000e+00   0.00000000e+00]]",[-1.6020422  0.570939 ],[-0.18591742 -0.30059391]
29,-0.0545932319761,[-2.0176797   1.12440937],"[-1.56019415 -0.56011314 -0.27299489 -0.36995449 -0.33333491  0.10450644
 -1.23562332 -0.43445058  0.14405059 -0.19927123  0.        ]",-0.199512,"[[ -2.17725392e+01   3.01940865e+00  -3.73276375e-02   1.26010268e-02]
 [ -7.72715013e+01  -4.37521304e-01   0.00000000e+00   0.00000000e+00]]",[-1.49948168  0.64760518],[-0.18591742 -0.30059391]
30,-0.0353624495444,[-0.7585344   1.11509648],"[-0.51458987 -0.55882526  1.50791282 -0.3454961  -0.33333443  0.1045063
 -1.30768934 -0.41306522 -0.02882431 -0.20699846  0.        ]",-0.308412,"[[ -2.33423457e+01   3.01211479e+00  -3.73276375e-02   1.26010268e-02]
 [ -7.97010533e+01  -2.83082249e-01   0.00000000e+00   0.00000000e+00]]",[-1.3969748   0.59801495],[-0.18591742 -0.30059391]
31,-0.0258038797724,[-2.36261446  1.13570672],"[ 1.14173304 -0.55804439  0.32111852 -0.33132931 -0.33333396  0.10450616
 -1.34996871 -0.39452686 -0.02622463  0.00921112  0.        ]",-0.232127,"[[ -2.49506686e+01   3.00788695e+00  -3.73276375e-02   1.26010268e-02]
 [ -8.11264882e+01  -1.49204014e-01   0.00000000e+00   0.00000000e+00]]",[-1.47379923  0.49796131],[-0.18591742 -0.30059391]
32,-0.0512244301264,[-1.43593304 -0.01408925],"[-0.06736971 -0.55764193 -1.43369346 -0.32420972 -0.33333348  0.10450603
 -1.41977051 -0.38377206  0.1585226  -0.01059912  0.        ]",-0.219637,"[[ -2.65968093e+01   3.00576139e+00  -3.73276375e-02   1.26010268e-02]
 [ -8.34797483e+01  -7.15378882e-02   0.00000000e+00   0.00000000e+00]]",[-1.60216403  0.57712191],[-0.18591742 -0.30059391]
33,-0.0538294681931,[-1.02067948 -0.14226312],"[-1.59284639 -0.55720972  0.07350381 -0.31668605 -0.33333301  0.10450589
 -1.48818979 -0.39364692  0.12115826 -0.23600479  0.        ]",-0.210783,"[[ -2.82895480e+01   3.00351452e+00  -3.73276375e-02   1.26010268e-02]
 [ -8.57864273e+01  -1.42857326e-01   0.00000000e+00   0.00000000e+00]]",[-1.45192409  0.65066028],[-0.18591742 -0.30059391]
34,-0.0270879901162,[-2.49883276  1.50400204],"[ 0.03644062 -0.5555081   1.51888101 -0.28815628 -0.33333253  0.10450576
 -1.55525329 -0.47190663 -0.06902833 -0.15279594  0.        ]",-0.235478,"[[ -3.00279620e+01   2.99498751e+00  -3.73276375e-02   1.26010268e-02]
 [ -8.80474284e+01  -7.08046073e-01   0.00000000e+00   0.00000000e+00]]",[-1.43215632  0.58241439],[-0.18591742 -0.30059391]
35,-0.0355145068987,[-1.57090778  0.31953096],"[ 1.05823884 -0.55839527 -0.52402589 -0.33771177 -0.33333206  0.10450562
 -1.62098892 -0.22239477  0.04166489  0.05314076  0.        ]",-0.210544,"[[ -3.18111463e+01   3.00979254e+00  -3.73276375e-02   1.26010268e-02]
 [ -9.02636938e+01   1.09389819e+00   0.00000000e+00   0.00000000e+00]]",[-1.46510518  0.494322  ],[-0.18591742 -0.30059391]
36,-0.055524651191,[-1.13799685 -0.07667943],"[-1.05029116 -0.55943516 -1.13639407 -0.35701274 -0.33333158  0.10450549
 -1.68542461 -0.39524829  0.17766835 -0.11199374  0.        ]",-0.223288,"[[ -3.36382176e+01   3.01555089e+00  -3.73276375e-02   1.26010268e-02]
 [ -9.24361674e+01  -1.54433035e-01   0.00000000e+00   0.00000000e+00]]",[-1.5843401   0.61618829],[-0.18591742 -0.30059391]
37,-0.0418586395316,[-1.52012248  1.81728541],"[-1.01536087 -0.55826651  1.26588154 -0.33541601 -0.33333111  0.10450535
 -1.74858052 -0.43954007  0.00979956 -0.24056979  0.        ]",-0.259084,"[[ -3.55083056e+01   3.00910765e+00  -3.73276375e-02   1.26010268e-02]
 [ -9.45655304e+01  -4.74307434e-01   0.00000000e+00   0.00000000e+00]]",[-1.37731504  0.64361835],[-0.18591742 -0.30059391]
38,-0.0245728805525,[-1.86988933  0.71045858],"[ 1.1113812  -0.55735183  0.4613048  -0.31923056 -0.33333063  0.10450522
 -1.81048428 -0.38693813 -0.03523093  0.00254477  0.        ]",-0.252543,"[[ -3.74205576e+01   3.00427524e+00  -3.73276375e-02   1.26010268e-02]
 [ -9.66527153e+01  -9.44275023e-02   0.00000000e+00   0.00000000e+00]]",[-1.44135499  0.50854087],[-0.18591742 -0.30059391]
39,-0.0536136342078,[-0.19061674  1.25249571],"[-0.35768957 -0.55714342 -1.43408521 -0.31563491 -0.33333016  0.10450508
 -1.87116232 -0.37753532  0.17432487 -0.03857522  0.        ]",-0.355163,"[[ -3.93741390e+01   3.00320138e+00  -3.73276375e-02   1.26010268e-02]
 [ -9.86986153e+01  -2.65258128e-02   0.00000000e+00   0.00000000e+00]]",[-1.5995307   0.58744097],[-0.18591742 -0.30059391]
40,-0.0485319299197,[-2.62748636  1.32630643],"[-1.42726151 -0.55714552  0.76049265 -0.31568684 -0.33332968  0.10450494
 -1.8355802  -0.37185742  0.06246243 -0.25636286  0.        ]",-0.137899,"[[ -4.13360796e+01   3.00321703e+00  -3.73276375e-02   1.26010268e-02]
 [ -9.74994385e+01   1.44752117e-02   0.00000000e+00   0.00000000e+00]]",[-1.3967154   0.64633459],[-0.18591742 -0.30059391]
41,-0.0218284006665,[-0.84745674  1.53700594],"[ 0.86142588 -0.55720502  0.98475698 -0.31673079 -0.33332921  0.10450481
 -1.8957606  -0.37188858 -0.06212467 -0.04827776  0.        ]",-0.380029,"[[ -4.33064275e+01   3.00352900e+00  -3.73276375e-02   1.26010268e-02]
 [ -9.95285873e+01   1.42462352e-02   0.00000000e+00   0.00000000e+00]]",[-1.44407058  0.51375055],[-0.18591742 -0.30059391]
42,-0.0498531022096,[-2.63965078  0.48377454],"[ 0.11644158 -0.55724807 -1.39861248 -0.31749205 -0.33332873  0.10450467
 -1.93683302 -0.37267999  0.14884175  0.00511159  0.        ]",-0.146829,"[[ -4.53108955e+01   3.00375651e+00  -3.73276375e-02   1.26010268e-02]
 [ -1.00913603e+02   8.52689253e-03   0.00000000e+00   0.00000000e+00]]",[-1.58243632  0.56847948],[-0.18591742 -0.30059391]
43,-0.0518039679907,[-2.59069694  0.70417726],"[-1.55826022 -0.55716544  0.3838209  -0.31607792 -0.33332826  0.10450454
 -1.99500647 -0.37849672  0.09657164 -0.24908437  0.        ]",-0.121585,"[[ -4.73488485e+01   3.00333425e+00  -3.73276375e-02   1.26010268e-02]
 [ -1.02875161e+02  -3.34844681e-02   0.00000000e+00   0.00000000e+00]]",[-1.41603065  0.65045226],[-0.18591742 -0.30059391]
44,-0.0220118800364,[-3.01014169  0.92151858],"[ 0.70620511 -0.55708989  1.16236043 -0.31479021 -0.33332778  0.1045044
 -2.05202677 -0.37519789 -0.06819888 -0.07204843  0.        ]",-0.187083,"[[ -4.94256431e+01   3.00294972e+00  -3.73276375e-02   1.26010268e-02]
 [ -1.04797884e+02  -9.66495054e-03   0.00000000e+00   0.00000000e+00]]",[-1.42588985  0.52624452],[-0.18591742 -0.30059391]
45,-0.0492519686254,[-1.78728312  0.70949387],"[ 0.18764039 -0.55711273 -1.37736003 -0.31519968 -0.33332731  0.10450427
 -2.10791686 -0.37201192  0.14446066  0.01092332  0.        ]",-0.206849,"[[ -5.15405102e+01   3.00307217e+00  -3.73276375e-02   1.26010268e-02]
 [ -1.06682548e+02   1.33396290e-02   0.00000000e+00   0.00000000e+00]]",[-1.57231522  0.56717783],[-0.18591742 -0.30059391]
46,-0.0511364564912,[-1.30973442  1.34959849],"[-1.53714092 -0.55711833  0.47143888 -0.31531194 -0.33332683  0.10450413
 -2.16269899 -0.37446922  0.08901654 -0.25186301  0.        ]",-0.225975,"[[ -5.36926963e+01   3.00310584e+00  -3.73276375e-02   1.26010268e-02]
 [ -1.08529903e+02  -4.41046551e-03   0.00000000e+00   0.00000000e+00]]",[-1.41207385  0.65017092],[-0.18591742 -0.30059391]
47,-0.0218208133964,[-1.29435324 -1.10652595],"[ 0.86886168 -0.5571567   0.97462883 -0.31598998 -0.33332636  0.104504
 -2.216395   -0.37161064 -0.06182278 -0.0468418   0.        ]",-0.215859,"[[ -5.58814625e+01   3.00330851e+00  -3.73276375e-02   1.26010268e-02]
 [ -1.10340686e+02   1.62296506e-02   0.00000000e+00   0.00000000e+00]]",[-1.41647673  0.52183408],[-0.18591742 -0.30059391]
48,-0.0568114870489,[-1.84770658  0.62932011],"[-0.19578754 -0.5484203  -1.44205335 -0.18420304 -0.33332588  0.10450386
 -2.26902228 -0.92106835  0.19843737 -0.0280365   0.        ]",-0.193332,"[[ -5.81060845e+01   2.96382401e+00  -3.73276375e-02   1.26010268e-02]
 [ -1.12115486e+02  -3.95185059e+00   0.00000000e+00   0.00000000e+00]]",[-1.56596661  0.76451355],[-0.18591742 -0.30059391]
49,-0.0456068445985,[-0.67761509 -0.1967522 ],"[-1.29014229 -0.53318957  0.98442122 -0.00761958 -0.33332541  0.10450373
 -2.32059077 -0.5667861  -0.0168624  -0.31301894  0.        ]",-0.220937,"[[ -6.03658431e+01   2.91046313e+00  -3.73276375e-02   1.26010268e-02]
 [ -1.13854638e+02  -1.39330837e+00   0.00000000e+00   0.00000000e+00]]",[-1.30927813  0.7917971 ],[-0.18591742 -0.30059391]
