timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
21,-0.196818742348,[ 0.8096025   1.53556876],"[-0.30021727 -0.61762356  1.54948132 -0.29872163 -1.31625733  1.14226964
 -0.12856454 -0.35270266  0.74570809 -1.19526963  0.        ]",-1.17588,"[[ -4.66480139e+00   3.00360755e+00  -1.51551249e-01   1.31777572e-01]
 [ -2.82384051e+01   1.42442645e-02   0.00000000e+00   0.00000000e+00]]",[-0.47902322  0.7299726 ],[-0.13826628 -0.21536648]
22,-0.188638255081,[-0.84112264  1.45911671],"[ 0.402176   -0.61766022  1.38219381 -0.29934652 -1.31624977  1.14226411
  0.00506802 -0.35367365  0.72544491 -1.12143452  0.        ]",-0.844356,"[[ -5.19179934e+00   3.00381577e+00  -1.51551249e-01   1.31777572e-01]
 [ -2.44739349e+01   7.19577575e-03   0.00000000e+00   0.00000000e+00]]",[-0.34763348  0.71215272],[-0.13826628 -0.21536648]
23,-0.183891914491,[-1.08578939 -0.47164173],"[ 0.92511824 -0.61767711  0.86534907 -0.29965012 -1.31624221  1.14225857
 -0.09595154 -0.35420113  0.73838828 -1.04661269  0.        ]",-0.67868,"[[ -5.70983039e+00   3.00391704e+00  -1.51551249e-01   1.31777572e-01]
 [ -2.73196863e+01   3.36399128e-03   0.00000000e+00   0.00000000e+00]]",[-0.27185789  0.72107732],[-0.13826628 -0.21536648]
24,-0.183260518927,[-1.20646866  1.26702152],"[ 1.14582503 -0.61399861  0.04126545 -0.24360792 -1.31623464  1.14225304
 -0.21730276 -0.61178923  0.78946603 -0.96696839  0.        ]",-0.829646,"[[ -6.29052318   2.9852399   -0.15155125   0.13177757]
 [-30.73818652  -1.86488298   0.           0.        ]]",[-0.24618182  0.7827605 ],[-0.13826628 -0.21536648]
25,-0.191823759581,[-0.07964593  0.0957221 ],"[ 0.85957246 -0.61457593 -0.86165943 -0.25197505 -1.31622708  1.1422475
 -0.33624406 -0.06087925  0.87403392 -0.95460107  0.        ]",-1.03467,"[[ -6.93890441   2.98803195  -0.15155125   0.13177757]
 [-34.08880065   2.13074894   0.           0.        ]]",[-0.48203707  0.7096414 ],[-0.13826628 -0.21536648]
26,-0.201544714371,[-0.50195915  1.91651081],"[ 0.08941587 -0.62053905 -1.40476318 -0.34937955 -1.31621952  1.14224197
 -0.32348661 -0.29750711  0.92526728 -1.01080156  0.        ]",-1.11067,"[[ -7.61707473   3.02045041  -0.15155125   0.13177757]
 [-33.72944343   0.41453606   0.           0.        ]]",[-0.63383865  0.8083722 ],[-0.13826628 -0.21536648]
27,-0.211716898576,[ 0.50459539  1.57145873],"[-0.83614916 -0.62032099 -1.29679976 -0.34539115 -1.31621196  1.14223643
 -0.37033369 -0.39613807  0.96431679 -1.09246108  0.        ]",-1.2238,"[[ -8.30490481   3.019126    -0.15155125   0.13177757]
 [-35.04915188  -0.30081738   0.           0.        ]]",[-0.72267604  0.88323104],[-0.13826628 -0.21536648]
28,-0.217408591795,[-2.3127993   0.77564147],"[-1.48000925 -0.6192729  -0.59414622 -0.3266831  -1.31620439  1.14223089
 -0.2747809  -0.39294115  0.95172728 -1.18795557  0.        ]",-0.721458,"[[ -8.97888114   3.01290981  -0.15155125   0.13177757]
 [-32.35744961  -0.27763784   0.           0.        ]]",[-0.71887243  0.90902811],[-0.13826628 -0.21536648]
29,-0.215775927054,[-1.21192539  2.16794556],"[-1.57717241 -0.61845728  0.40063352 -0.31274057 -1.31619683  1.14222536
 -0.39259055 -0.37949861  0.8883808  -1.25178283  0.        ]",-0.947324,"[[ -9.65932788   3.0082739   -0.15155125   0.13177757]
 [-35.67616469  -0.18014935   0.           0.        ]]",[-0.67857432  0.87654525],[-0.13826628 -0.21536648]
30,-0.206284056299,[ 0.13936521 -0.37358403],"[-1.00265393 -0.61801307  1.29770394 -0.30536287 -1.31618927  1.14221982
 -0.50806787 -0.36549859  0.79769892 -1.24698667  0.        ]",-1.01661,"[[-10.40548976   3.00581975  -0.15155125   0.13177757]
 [-38.92918378  -0.07861746   0.           0.        ]]",[-0.60458553  0.79521352],[-0.13826628 -0.21536648]
31,-0.19169901972,[-0.69193289  0.87113438],"[ 0.00611177 -0.61484774  1.52821359 -0.25611032 -1.31618171  1.14221429
 -0.46112207 -0.56935461  0.72253743 -1.1614173   0.        ]",-0.884039,"[[-11.17080527   2.98941301  -0.15155125   0.13177757]
 [-37.6067618   -1.55713676   0.           0.        ]]",[-0.40158466  0.76575202],[-0.13826628 -0.21536648]
32,-0.183043461509,[-0.24771477  0.67755307],"[ 0.8862033  -0.61560338  0.92733786 -0.26739872 -1.31617415  1.14220875
 -0.53193911 -0.08966091  0.73182885 -1.04441552  0.        ]",-0.938403,"[[-11.94295609   2.99317706  -0.15155125   0.13177757]
 [-39.60170271   1.92193436   0.           0.        ]]",[-0.35173327  0.67300224],[-0.13826628 -0.21536648]
33,-0.186068541136,[ 0.25302836  0.37201939],"[ 1.12583143 -0.61982134 -0.20220263 -0.33652934 -1.31616658  1.14220322
 -0.53892833 -0.31480195  0.80241778 -0.98571996  0.        ]",-1.0607,"[[-12.73696607   3.01618319  -0.15155125   0.13177757]
 [-39.79862824   0.28905303   0.           0.        ]]",[-0.32859072  0.73342204],[-0.13826628 -0.21536648]
34,-0.195799595146,[-0.95840796  1.67514301],"[ 0.56997169 -0.61951846 -1.16574871 -0.33117656 -1.31615902  1.14219768
 -0.47539554 -0.39172332  0.89276003 -0.98112914  0.        ]",-1.0061,"[[-13.51498247   3.01440464  -0.15155125   0.13177757]
 [-38.00896356  -0.26883896   0.           0.        ]]",[-0.50917959  0.80079114],[-0.13826628 -0.21536648]
35,-0.209035891594,[-1.10262706  0.91695411],"[-0.46608194 -0.61869544 -1.42539016 -0.31694839 -1.31615146  1.14219215
 -0.58338814 -0.38100218  0.96231277 -1.05787476  0.        ]",-0.988104,"[[-14.30568473   3.00967471  -0.15155125   0.13177757]
 [-41.05112328  -0.19108888   0.           0.        ]]",[-0.71763843  0.86039907],[-0.13826628 -0.21536648]
36,-0.217687236801,[-0.92496537  1.12305748],"[-1.41162155 -0.61815844 -0.73077467 -0.30794667 -1.3161439   1.14218661
 -0.69508837 -0.36987467  0.95964872 -1.18031288  0.        ]",-0.995524,"[[-15.15827818   3.00668078  -0.15155125   0.13177757]
 [-44.19773632  -0.11039148   0.           0.        ]]",[-0.75799561  0.90656269],[-0.13826628 -0.21536648]
37,-0.214711588454,[ 0.75637782  1.14821917],"[-1.52538287 -0.61788025  0.58343484 -0.30337605 -1.31613634  1.14218108
 -0.79403073 -0.3614542   0.87209855 -1.25901298  0.        ]",-1.20594,"[[-16.07019819   3.00516027  -0.15155125   0.13177757]
 [-46.98497751  -0.04932715   0.           0.        ]]",[-0.70516527  0.86253965],[-0.13826628 -0.21536648]
38,-0.201435025422,[-1.48149778  0.48799832],"[-0.65333591 -0.61775575  1.48052322 -0.30136294 -1.31612878  1.14217554
 -0.654699   -0.35759802  0.76756821 -1.2244384   0.        ]",-0.764959,"[[ -1.69705184e+01   3.00449059e+00  -1.51551249e-01   1.31777572e-01]
 [ -4.30601199e+01  -2.13659549e-02   0.00000000e+00   0.00000000e+00]]",[-0.56871486  0.75998598],[-0.13826628 -0.21536648]
39,-0.187330411778,[-0.49221503 -0.74756132],"[ 0.52673046 -0.61760101  1.30262925 -0.29886765 -1.31612122  1.14217001
 -0.76498767 -0.3610736   0.72526987 -1.10564182  0.        ]",-0.812695,"[[-17.86289282   3.00366037  -0.15155125   0.13177757]
 [-46.16697091  -0.04657917   0.           0.        ]]",[-0.36134368  0.71795368],[-0.13826628 -0.21536648]
40,-0.1820852019,[ 2.33067491  0.85705909],"[ 1.14394385 -0.61131467  0.13157832 -0.2070309  -1.31611366  1.14216447
 -0.80172354 -0.76927758  0.78320656 -0.96017144  0.        ]",-1.40515,"[[-18.79661618   2.97302517  -0.15155125   0.13177757]
 [-47.20188009  -3.00713312   0.           0.        ]]",[-0.22580925  0.82161975],[-0.13826628 -0.21536648]
41,-0.196870470739,[ 0.57855647  1.68452153],"[ 0.68478097 -0.60513062 -1.0658698  -0.13091733 -1.3161061   1.14215894
 -0.62798973 -0.29334595  0.92506634 -0.94259272  0.        ]",-1.2604,"[[-19.69155085   2.94751462  -0.15155125   0.13177757]
 [-42.30794128   0.44459512   0.           0.        ]]",[-0.50673199  0.78289753],[-0.13826628 -0.21536648]
42,-0.209177816988,[-2.32404668  0.81145525],"[-0.35307812 -0.61614777 -1.44108525 -0.27596419 -1.31609853  1.14215341
 -0.51693757  0.25124003  0.96853876 -1.0498218   0.        ]",-0.751302,"[[-20.50632277   2.99603376  -0.15155125   0.13177757]
 [-39.1797026    4.39424599   0.           0.        ]]",[-0.81589961  0.72200441],[-0.13826628 -0.21536648]
43,-0.213678316875,[-2.58152884  0.15249178],"[-1.31716196 -0.62310362 -0.87767585 -0.40119253 -1.31609097  1.14214787
 -0.62996432 -0.33920614  0.95199062 -1.13777446  0.        ]",-0.62287,"[[-21.3218629    3.03764328  -0.15155125   0.13177757]
 [-42.36365047   0.11199768   0.           0.        ]]",[-0.76634091  0.88652033],[-0.13826628 -0.21536648]
44,-0.215045273165,[ 0.93858048  1.84574825],"[-1.58483129 -0.62179267  0.36370807 -0.37405162 -1.31608341  1.14214234
 -0.740744   -0.44819006  0.89658351 -1.23202885  0.        ]",-1.26453,"[[-22.20044673   3.0286434   -0.15155125   0.13177757]
 [-45.4843112   -0.67842072   0.           0.        ]]",[-0.70133483  0.88507611],[-0.13826628 -0.21536648]
45,-0.205257688597,[-0.19491484 -0.18427106],"[-0.89407615 -0.61995939  1.3690163  -0.339389   -1.31607585  1.1421368
 -0.57685566 -0.4170533   0.7958868  -1.23675836  0.        ]",-0.964819,"[[-23.06381329   3.01713576  -0.15155125   0.13177757]
 [-40.86773112  -0.45260799   0.           0.        ]]",[-0.58633018  0.79226023],[-0.13826628 -0.21536648]
46,-0.190572919086,[-1.5921347   2.05108919],"[ 0.19819403 -0.61706271  1.47560821 -0.29040121 -1.31606829  1.14213127
 -0.57552925 -0.51655154  0.72600274 -1.14380918  0.        ]",-0.80581,"[[-23.88079355   3.00084352  -0.15155125   0.13177757]
 [-40.83041235  -1.17423052   0.           0.        ]]",[-0.37771422  0.75018871],[-0.13826628 -0.21536648]
47,-0.182684974882,[ 0.54036804  0.68414773],"[ 1.03490677 -0.61793888  0.64109849 -0.30462954 -1.31606073  1.14212574
 -0.68738373 -0.23882484  0.74784668 -1.01839374  0.        ]",-1.09602,"[[-24.72901543   3.00557951  -0.15155125   0.13177757]
 [-43.98132992   0.83997973   0.           0.        ]]",[-0.31197643  0.70256758],[-0.13826628 -0.21536648]
48,-0.188622590768,[-2.02359877 -1.52279601],"[ 1.01102877 -0.61890209 -0.59389374 -0.32087069 -1.31605317  1.1421202
 -0.58052447 -0.3616527   0.83566662 -0.97019296  0.        ]",-0.536632,"[[-25.57844094   3.01098172  -0.15155125   0.13177757]
 [-40.97123327  -0.05083431   0.           0.        ]]",[-0.37726361  0.75669116],[-0.13826628 -0.21536648]
49,-0.205117246558,[-0.72430159  1.36546103],"[ 0.13909161 -0.61066432 -1.39067473 -0.19868253 -1.31604561  1.14211467
 -0.69228471 -0.90764903  0.9623151  -1.00116856  0.        ]",-1.08866,"[[-26.42945355   2.97023536  -0.15155125   0.13177757]
 [-44.11948893  -4.0106851    0.           0.        ]]",[-0.52376777  0.94866419],[-0.13826628 -0.21536648]
