timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
10,-0.125848931051,[ 0.35020208  0.90437367],"[-0.99644843  1.26014599 -1.2909206   0.72549523  0.70534643 -1.6455674
 -1.73082409 -0.39978453 -1.07121279 -0.06367812  0.        ]",-0.552471,"[[ -2.09149275   0.61023867   0.08583051  -0.19105499]
 [-24.64306788  -1.13318504   0.           0.        ]]",[-0.29252285  0.63463587],[ 0.00687583 -0.07629289]
11,-0.212336489781,[-0.6458804   0.59011039],"[-1.46962278  1.25063582 -0.79919731  0.74854939  0.70533878 -1.64552323
 -1.57966652  0.08688192 -1.62066667  0.2261129   0.        ]",-0.759466,"[[ -2.56557516   0.62370796   0.08583051  -0.19105499]
 [-22.7714682    2.46814694   0.           0.        ]]",[-0.28722697  0.61109781],[ 0.00687583 -0.07629289]
12,-0.281667103215,[ 0.03588921  1.27123866],"[-1.68654042  1.19666433 -0.12070393  0.86844486  0.70533113 -1.64547906
 -1.74965811  0.39592815 -1.96627175  0.73079348  0.        ]",-1.03151,"[[ -3.04213426   0.69601733   0.08583051  -0.19105499]
 [-24.87748332   4.75509428   0.           0.        ]]",[-0.31073487  0.57953846],[ 0.00687583 -0.07629289]
13,-0.332477292115,[ 0.11255781  0.15905957],"[-1.58827513  1.08411302  0.61218163  1.07140048  0.70532349 -1.6454349
 -1.69858261  0.91801086 -2.06800267  1.32033652  0.        ]",-1.21106,"[[ -3.53334227   0.82988269   0.08583051  -0.19105499]
 [-24.24548587   8.61854088   0.           0.        ]]",[-0.35366109  0.54348081],[ 0.00687583 -0.07629289]
14,-0.361705554437,[ 0.49128796  0.3715516 ],"[-1.20345645  0.91314777  1.19231915  1.29661714  0.70531584 -1.64539074
 -1.62396348  0.97974913 -1.94721517  1.83212786  0.        ]",-1.39318,"[[ -4.00898441   1.00683846   0.08583051  -0.19105499]
 [-23.321817     9.07549979   0.           0.        ]]",[-0.39972764  0.51793206],[ 0.00687583 -0.07629289]
15,-0.372266991167,[-0.11001049 -0.4644409 ],"[-0.66432638  0.70208068  1.50223713  1.47996884  0.70530819 -1.64534658
 -1.42986119  1.15391927 -1.69521006  2.18235748  0.        ]",-1.42197,"[[ -4.45130397   1.20128069   0.08583051  -0.19105499]
 [-20.91811652  10.36448238   0.           0.        ]]",[-0.44066507  0.49658477],[ 0.00687583 -0.07629289]
16,-0.369918379506,[-0.71820415  1.63742141],"[-0.08873505  0.48364633  1.53497011  1.58666472  0.70530055 -1.64530243
 -1.4316252   0.87741645 -1.38615785  2.38085798  0.        ]",-1.45281,"[[ -4.86988951   1.38804222   0.08583051  -0.19105499]
 [-20.94035664   8.3184724    0.           0.        ]]",[-0.47708732  0.48193559],[ 0.00687583 -0.07629289]
17,-0.355129946639,[-2.17255633  1.41662674],"[ 0.47767538  0.23601202  1.28713497  1.621088    0.7052929  -1.64525828
 -1.62778347  1.38999485 -1.04237352  2.43390797  0.        ]",-1.30755,"[[ -5.31307772   1.59247153   0.08583051  -0.19105499]
 [-23.37048169  12.11171318   0.           0.        ]]",[-0.51320499  0.46548668],[ 0.00687583 -0.07629289]
18,-0.323545883282,[-1.44133795 -0.92399118],"[ 0.93184052 -0.09877656  0.71709793  1.52703318  0.70528526 -1.64521413
 -1.91013807  1.89231287 -0.7256354   2.29712224  0.        ]",-1.10051,"[[ -5.81558292   1.87200697   0.08583051  -0.19105499]
 [-26.86852913  15.8292994    0.           0.        ]]",[-0.53368282  0.45205387],[ 0.00687583 -0.07629289]
19,-0.28093113785,[ 0.21713729  0.35361919],"[ 1.0732033  -0.40264237 -0.12793665  1.28061502  0.70527761 -1.64516999
 -2.18685063  1.3551386  -0.48653012  2.02701484  0.        ]",-1.01446,"[[ -6.38735308   2.14871214   0.08583051  -0.19105499]
 [-30.29709737  11.85437513   0.           0.        ]]",[-0.5333162   0.44810563],[ 0.00687583 -0.07629289]
20,-0.23719495105,[ 0.34022323 -0.381893  ],"[ 0.75855701 -0.63321233 -0.94562818  0.94416316  0.70526997 -1.64512585
 -2.06911934  1.51220204 -0.40057387  1.71377694  0.        ]",-0.78262,"[[ -6.9786743    2.39746233   0.08583051  -0.19105499]
 [-28.83978663  13.0169297    0.           0.        ]]",[-0.50859147  0.44994652],[ 0.00687583 -0.07629289]
21,-0.207097616785,[-1.08414864 -0.04669326],"[ 0.12699984 -0.80504368 -1.41659123  0.53160567  0.70526232 -1.64508171
 -1.91433673  1.27275207 -0.47290148  1.47925727  0.        ]",-0.610001,"[[ -7.53624271   2.64002225   0.08583051  -0.19105499]
 [-26.92331109  11.24513322   0.           0.        ]]",[-0.47257131  0.45759478],[ 0.00687583 -0.07629289]
22,-0.19668917196,[ 0.11984469  1.81041653],"[-0.65637218 -0.90731181 -1.4435079   0.10398429  0.70525468 -1.64503758
 -2.19090674  1.2174681  -0.60670113  1.36624888  0.        ]",-0.684247,"[[ -8.109094     2.86082118   0.08583051  -0.19105499]
 [-30.35036075  10.83618145   0.           0.        ]]",[-0.44401121  0.46276283],[ 0.00687583 -0.07629289]
23,-0.201142133646,[-1.20195732  0.73160913],"[-1.34961344 -0.95216902 -0.9733109  -0.33536369  0.70524703 -1.64499345
 -2.10406988  0.40684274 -0.71168616  1.36144722  0.        ]",-0.68267,"[[ -8.70531733   3.07373609   0.08583051  -0.19105499]
 [-29.27569513   4.83737784   0.           0.        ]]",[-0.41772181  0.46663314],[ 0.00687583 -0.07629289]
24,-0.201446726259,[-0.14906766  0.72518034],"[-1.68640073 -0.95336353 -0.12159861 -0.37030738  0.70523939 -1.64494933
 -2.37680775 -0.42116786 -0.74154097  1.35072161  0.        ]",-0.782494,"[[ -9.32474521   3.0904132    0.08583051  -0.19105499]
 [-32.65572984  -1.2900958    0.           0.        ]]",[-0.40462562  0.47286952],[ 0.00687583 -0.07629289]
25,-0.19636758122,[ 2.23065056  1.09234363],"[-1.4869161  -0.95066811  0.83001613 -0.3018984   0.70523175 -1.64490521
 -2.37215065 -0.46378438 -0.78715946  1.28771836  0.        ]",-0.91711,"[[ -9.9772953    3.05775106   0.08583051  -0.19105499]
 [-32.59944639  -1.60549503   0.           0.        ]]",[-0.40772665  0.47049588],[ 0.00687583 -0.07629289]
26,-0.200597897303,[-1.56787819 -1.29511123],"[-0.8623049  -0.94759182  1.42605792 -0.2475292   0.7052241  -1.64486109
 -2.00038912 -0.38025062 -0.85721473  1.28359695  0.        ]",-0.663981,"[[-10.58308362   3.03173006   0.08583051  -0.19105499]
 [-27.99473308  -0.98735873   0.           0.        ]]",[-0.42539316  0.46132866],[ 0.00687583 -0.07629289]
27,-0.213961129487,[-0.93884319  0.59856221],"[-0.05579042 -0.93754434  1.52874871 -0.12430013  0.70521646 -1.64481697
 -2.27514275 -0.91276036 -0.93866846  1.34573989  0.        ]",-0.758344,"[[-11.17714366   2.97244511   0.08583051  -0.19105499]
 [-31.39988402  -4.92805858   0.           0.        ]]",[-0.46003366  0.45109901],[ 0.00687583 -0.07629289]
28,-0.233066524164,[-0.61250331 -2.06499435],"[ 0.72716819 -0.91915049  1.04650939  0.02734208  0.70520882 -1.64477286
 -2.52483739 -0.57944533 -0.95806389  1.49416374  0.        ]",-0.700875,"[[-11.83619641   2.89863211   0.08583051  -0.19105499]
 [-34.49508536  -2.46154789   0.           0.        ]]",[-0.49885744  0.44162008],[ 0.00687583 -0.07629289]
29,-0.244199803793,[ 0.40658486 -0.23665338],"[ 1.08040818 -0.88863384  0.06518009  0.20542984  0.70520117 -1.64472875
 -2.66527373 -1.10813149 -0.84096739  1.64507451  0.        ]",-0.805461,"[[-12.54357618   2.81014753   0.08583051  -0.19105499]
 [-36.23699208  -6.37397206   0.           0.        ]]",[-0.52103263  0.44115347],[ 0.00687583 -0.07629289]
30,-0.234639657692,[ 0.13632207  0.8448837 ],"[ 0.7734715  -0.8244821  -0.92571093  0.46756891  0.70519353 -1.64468465
 -2.47726193 -1.21795355 -0.59648021  1.65789174  0.        ]",-0.769914,"[[-13.24495961   2.67451321   0.08583051  -0.19105499]
 [-33.90905729  -7.18682167   0.           0.        ]]",[-0.50405884  0.45899978],[ 0.00687583 -0.07629289]
31,-0.198617272843,[-0.33744193  1.89425445],"[ 0.00477077 -0.75854248 -1.4540186   0.6654541   0.70518589 -1.64464055
 -2.37934413 -0.74696554 -0.41538412  1.42544268  0.        ]",-0.662524,"[[-13.91098095   2.56574622   0.08583051  -0.19105499]
 [-32.69720388  -3.70154198   0.           0.        ]]",[-0.45682251  0.48145822],[ 0.00687583 -0.07629289]
32,-0.159075115432,[-0.57883464  0.04740315],"[-0.8903837  -0.735691   -1.35114124  0.72394196  0.70517825 -1.64459645
 -2.43477656 -0.20234609 -0.46209747  1.1211814   0.        ]",-0.505962,"[[-14.57183069   2.53215205   0.08583051  -0.19105499]
 [-33.38558912   0.32865341   0.           0.        ]]",[-0.4019466   0.50011456],[ 0.00687583 -0.07629289]
33,-0.147178386526,[-1.5640251  -0.38901209],"[-1.55397905 -0.74147523 -0.63488699  0.70949747  0.70517061 -1.64455236
 -2.56624149 -0.1782511  -0.68593159  0.93990393  0.        ]",-0.461463,"[[-15.25590483   2.5405144    0.08583051  -0.19105499]
 [-35.01639705   0.50694622   0.           0.        ]]",[-0.35561433  0.51497251],[ 0.00687583 -0.07629289]
34,-0.174542566379,[-1.96098834  0.56157297],"[-1.63884854 -0.73770065  0.45301216  0.7189057   0.70516297 -1.64450827
 -2.82959681 -0.38820702 -0.98382711  0.9578635   0.        ]",-0.592362,"[[-15.98900023   2.53506572   0.08583051  -0.19105499]
 [-38.28221082  -1.0467386    0.           0.        ]]",[-0.34797239  0.513735  ],[ 0.00687583 -0.07629289]
35,-0.223665660492,[-1.93276458 -0.87642504],"[-0.96143357 -0.73876299  1.373128    0.71623242  0.70515532 -1.64446418
 -3.08767435 -0.08545198 -1.20013057  1.22609808  0.        ]",-0.685954,"[[-16.78676242   2.53661017   0.08583051  -0.19105499]
 [-41.48341541   1.19361172   0.           0.        ]]",[-0.39837497  0.48710185],[ 0.00687583 -0.07629289]
36,-0.26451856779,[-0.56611604  1.5162558 ],"[ 0.19426208 -0.73091723  1.45115228  0.73553686  0.70514768 -1.6444201
 -3.34055593 -0.55822801 -1.1736185   1.62121725  0.        ]",-0.998809,"[[-17.64791392   2.52538199   0.08583051  -0.19105499]
 [-44.62114776  -2.30489443   0.           0.        ]]",[-0.47598612  0.45878202],[ 0.00687583 -0.07629289]
37,-0.272342890453,[-1.8110265   1.26397344],"[ 1.02065067 -0.72669514  0.47422342  0.74572455  0.70514004 -1.64437602
 -3.44979009 -0.01767253 -0.86509878  1.85646537  0.        ]",-0.942672,"[[-18.55395943   2.51941803   0.08583051  -0.19105499]
 [-45.97903368   1.69510866   0.           0.        ]]",[-0.53156477  0.44108954],[ 0.00687583 -0.07629289]
38,-0.237337299378,[-1.59118452 -0.04669974],"[ 0.7941019  -0.77595353 -0.89694928  0.61760624  0.7051324  -1.64433195
 -3.69542705  0.51214465 -0.5481972   1.68964415  0.        ]",-0.661191,"[[-19.50413661   2.59265657   0.08583051  -0.19105499]
 [-49.02865936   5.61565768   0.           0.        ]]",[-0.53089619  0.44042486],[ 0.00687583 -0.07629289]
39,-0.190281046856,[ 0.45245573 -0.3767852 ],"[-0.43692322 -0.83903447 -1.48601665  0.41572646  0.70512476 -1.64428787
 -3.93612394  0.47141194 -0.50406439  1.34595412  0.        ]",-0.589988,"[[-20.51470596   2.70194519   0.08583051  -0.19105499]
 [-52.01828975   5.31427824   0.           0.        ]]",[-0.47381318  0.46041113],[ 0.00687583 -0.07629289]
40,-0.172035303396,[-0.40321509  0.12641541],"[-1.54637584 -0.88122813 -0.65171737  0.24093316  0.70511712 -1.64424381
 -3.70824257  0.25501006 -0.67905563  1.14482146  0.        ]",-0.594656,"[[-21.52677531   2.79216213   0.08583051  -0.19105499]
 [-49.19796383   3.71299067   0.           0.        ]]",[-0.40909415  0.48062229],[ 0.00687583 -0.07629289]
41,-0.188524308334,[-1.25707624  0.22228703],"[-1.50584126 -0.91038344  0.79510359  0.08401201  0.70510948 -1.64419974
 -3.75807479  0.31227756 -0.87211544  1.17208098  0.        ]",-0.643437,"[[-22.51698513   2.87067263   0.08583051  -0.19105499]
 [-49.8209323    4.13676668   0.           0.        ]]",[-0.41273278  0.47066817],[ 0.00687583 -0.07629289]
42,-0.210716882387,[-1.94993191 -0.0499657 ],"[-0.3321378  -0.93506381  1.55350108 -0.10155255  0.70510184 -1.64415568
 -3.99737016  0.41979264 -0.93738299  1.31850387  0.        ]",-0.647506,"[[-23.54323684   2.96138922   0.08583051  -0.19105499]
 [-52.7943219    4.93235844   0.           0.        ]]",[-0.47528827  0.44568992],[ 0.00687583 -0.07629289]
43,-0.220407574529,[-0.41218068  0.18782809],"[ 0.90811722 -0.94759416  0.76661495 -0.2503048   0.7050942  -1.64411162
 -4.23180709 -0.10423579 -0.89960286  1.42262101  0.        ]",-0.72159,"[[-24.62836601   3.0330036    0.08583051  -0.19105499]
 [-55.70887217   1.05479095   0.           0.        ]]",[-0.5338878   0.42899343],[ 0.00687583 -0.07629289]
44,-0.223628734053,[-0.99308275  0.12937821],"[ 0.82659391 -0.94747225 -0.84853945 -0.24858701  0.70508656 -1.64406757
 -4.27387627 -0.32643512 -0.81418766  1.49312723  0.        ]",-0.620106,"[[-25.74785323   3.03218143   0.08583051  -0.19105499]
 [-56.23804805  -0.58938624   0.           0.        ]]",[-0.5399195  0.4273628],[ 0.00687583 -0.07629289]
45,-0.209783104295,[-1.4924261   0.81016932],"[-0.57817915 -0.9456709  -1.46321516 -0.22206545  0.70507893 -1.64402352
 -4.5004032  -0.32531546 -0.71138222  1.42866452  0.        ]",-0.590673,"[[-26.90089372   3.01946456   0.08583051  -0.19105499]
 [-59.05660269  -0.58112067   0.           0.        ]]",[-0.49043393  0.44525334],[ 0.00687583 -0.07629289]
46,-0.193341145013,[-0.21089697  1.83521425],"[-1.67453145 -0.94434376 -0.21867002 -0.20423127  0.70507129 -1.64397947
 -4.72450294 -0.28707903 -0.73521245  1.28835622  0.        ]",-0.740036,"[[-28.11002012   3.01090242   0.08583051  -0.19105499]
 [-61.84674237  -0.29821155   0.           0.        ]]",[-0.44032675  0.45969516],[ 0.00687583 -0.07629289]
47,-0.199787924676,[-0.45961367  0.17608393],"[-0.97367915 -0.94368381  1.36576928 -0.19587062  0.70506365 -1.64393543
 -4.69234157 -0.26393584 -0.86565355  1.27109247  0.        ]",-0.707555,"[[-29.34304831   3.00688561   0.08583051  -0.19105499]
 [-61.45737698  -0.1269826    0.           0.        ]]",[-0.46296614  0.44860086],[ 0.00687583 -0.07629289]
48,-0.220063778867,[ 0.11326465 -0.44152694],"[ 0.6220129  -0.94324663  1.16240581 -0.19052226  0.70505601 -1.64389139
 -4.74013367 -0.26211154 -0.92175865  1.40669085  0.        ]",-0.741489,"[[-30.57824691   3.00431514   0.08583051  -0.19105499]
 [-62.06047297  -0.11349912   0.           0.        ]]",[-0.52728713  0.43099907],[ 0.00687583 -0.07629289]
49,-0.227675036417,[-0.04450259 -0.70200434],"[ 0.978424   -0.93969676 -0.54401533 -0.14937826  0.70504837 -1.64384735
 -4.6042809  -0.49838555 -0.81908078  1.52295841  0.        ]",-0.65384,"[[-31.80263047   2.98450442   0.08583051  -0.19105499]
 [-60.38344694  -1.8617778    0.           0.        ]]",[-0.54848748  0.42616105],[ 0.00687583 -0.07629289]
