timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
0,-0.152022426971,[-1.50018719  0.28952647],"[ 1.08094455  1.16587228 -0.14622445  0.05187186  0.76218427 -0.937075
 -0.12658038 -0.0393844   0.48693403  0.63911969  0.        ]",-0.450268,"[[-0.08980877  0.09010189  0.09421805 -0.10792404]
 [-0.00367913 -0.00074499  0.          0.        ]]",[ 0.01969823  0.10361858],[ 0.00381092  0.01733898]
1,-0.147150089156,[ 1.08248514 -0.17222235],"[ 1.07481821  1.16440643 -0.20610627  0.07085569  0.762151   -0.93702641
 -0.48822946  0.10950256  0.48399745  0.59153721  0.        ]",-0.467948,"[[-0.12957666  0.1016048   0.09421805 -0.10792404]
 [-3.95993667  1.14720353  0.          0.        ]]",[ 0.01931472  0.10467095],[ 0.00381092  0.01733898]
2,-0.142730147371,[-0.48200848 -0.47566344],"[ 1.06675453  1.16214208 -0.26411238  0.09699138  0.76211773 -0.93697782
 -0.11940132  0.01790431  0.47986338  0.54874542  0.        ]",-0.429268,"[[-0.16829621  0.11746323  0.09421805 -0.10792404]
 [ 0.07454849  0.44100011  0.          0.        ]]",[ 0.01971084  0.1049276 ],[ 0.00381092  0.01733898]
3,-0.139499812239,[ 0.98166237  1.3165069 ],"[ 1.06236191  1.16350478 -0.29042506  0.08025237  0.76208446 -0.93692923
 -0.29377862 -0.22742221  0.47674349  0.51649479  0.        ]",-0.488253,"[[-0.18594389  0.10730597  0.09421805 -0.10792404]
 [-1.83296707 -1.45042518  0.          0.        ]]",[ 0.01952998  0.10441316],[ 0.00381092  0.01733898]
4,-0.140646463858,[-0.76534694 -0.90706977],"[ 1.06297728  1.1618671  -0.28646681  0.0983618   0.7620512  -0.93688066
  0.06442011  0.28970114  0.47767738  0.5282674   0.        ]",-0.425009,"[[-0.18329221  0.11829816  0.09421805 -0.10792404]
 [ 2.08509614  2.53636214  0.          0.        ]]",[ 0.02001609  0.10594427],[ 0.00381092  0.01733898]
5,-0.143207083112,[ 2.17568002  0.24136581],"[ 1.06560577  1.15954971 -0.27016509  0.12172052  0.76201795 -0.93683209
 -0.21601788 -0.18254007  0.47973161  0.55415539  0.        ]",-0.500947,"[[-0.17236702  0.13249758  0.09421805 -0.10792404]
 [-0.98237015 -1.10429118  0.          0.        ]]",[ 0.01964419  0.10461826],[ 0.00381092  0.01733898]
6,-0.145233227884,[-1.39778754 -0.0782327 ],"[ 1.07009421  1.16143033 -0.23989947  0.10149403  0.7619847  -0.93678353
  0.14739836 -0.05592895  0.48189922  0.57341762  0.        ]",-0.429993,"[[-0.15213262  0.12020459  0.09421805 -0.10792404]
 [ 2.99257523 -0.1282557   0.          0.        ]]",[ 0.01997417  0.10430886],[ 0.00381092  0.01733898]
7,-0.147641705092,[-0.15843129 -0.06588698],"[ 1.07389628  1.16218776 -0.21054071  0.09221548  0.76195145 -0.93673498
 -0.21968436 -0.09557964  0.48381575  0.59682666  0.        ]",-0.444823,"[[-0.13256443  0.11457254  0.09421805 -0.10792404]
 [-1.02238823 -0.43393574  0.          0.        ]]",[ 0.01962223  0.10425662],[ 0.00381092  0.01733898]
8,-0.143051573664,[-1.10178987 -1.02206721],"[ 1.06846419  1.1636511  -0.2503125   0.07373624  0.7619182  -0.93668643
 -0.2751224  -0.12827469  0.48050861  0.55114148  0.        ]",-0.419735,"[[-0.15909655  0.10336482  0.09421805 -0.10792404]
 [-1.62880421 -0.68599639  0.          0.        ]]",[ 0.01954778  0.10437916],[ 0.00381092  0.01733898]
9,-0.129034894887,[ 0.63707418 -0.8642458 ],"[ 1.04899294  1.16873149 -0.35721453 -0.01438505  0.76188497 -0.9366379
 -0.63371797 -0.63996425  0.46205592  0.41149546  0.        ]",-0.434278,"[[-0.23102454  0.05006857  0.09421805 -0.10792404]
 [-5.55093664 -4.63048885  0.          0.        ]]",[ 0.01927963  0.10321639],[ 0.00381092  0.01733898]
10,-0.108290627542,[-0.61012374  2.00047829],"[ 1.01713604  1.16659634 -0.48063868 -0.22325798  0.76185173 -0.93658937
 -0.39311152 -1.07208678  0.40818609  0.20702777  0.        ]",-0.425018,"[[-0.31564285 -0.07596632  0.09421805 -0.10792404]
 [-2.91966838 -7.96189198  0.          0.        ]]",[ 0.01958844  0.10147113],[ 0.00381092  0.01733898]
11,-0.0896292572405,[-0.18842353  0.75870772],"[ 0.97720188  1.14650764 -0.59710148 -0.41693476  0.7618185  -0.93654085
 -0.60865242 -0.53782001  0.32735797  0.02476296  0.        ]",-0.375247,"[[-0.39768946 -0.19388554  0.09421805 -0.10792404]
 [-5.27713967 -3.84375527  0.          0.        ]]",[ 0.01936291  0.10299855],[ 0.00381092  0.01733898]
12,-0.0752714287057,[-0.52913329  0.28034481],"[ 0.90884258  1.1339494  -0.74954104 -0.49136782  0.76178528 -0.93649233
 -0.66735009 -0.13816804  0.23148638 -0.13469329  0.        ]",-0.339355,"[[-0.5096759  -0.23985255  0.09421805 -0.10792404]
 [-5.91935485 -0.76321162  0.          0.        ]]",[ 0.01937577  0.10514922],[ 0.00381092  0.01733898]
13,-0.0665404753275,[ 0.30010814 -1.25746648],"[ 0.80360174  1.13267854 -0.924715   -0.49773928  0.76175205 -0.93644382
 -0.84804991  0.00791036  0.11549378 -0.28440376  0.        ]",-0.381337,"[[-0.64789447 -0.24381964  0.09421805 -0.10792404]
 [-7.89591727  0.36275248  0.          0.        ]]",[ 0.01925929  0.10734373],[ 0.00381092  0.01733898]
14,-0.0663428572354,[ 1.01675529 -0.35401332],"[ 0.67105537  1.12204061 -1.08905059 -0.54989105  0.76171884 -0.93639532
 -0.72504169 -0.50678006 -0.04130329 -0.4304752   0.        ]",-0.387782,"[[-0.79231919 -0.27636905  0.09421805 -0.10792404]
 [-6.551051   -3.6044723   0.          0.        ]]",[ 0.01964946  0.10639646],[ 0.00381092  0.01733898]
15,-0.0736290022788,[ 1.51526818 -0.24521129],"[ 0.57793286  1.08814039 -1.18028056 -0.68441055  0.76168562 -0.93634683
 -0.35139545 -0.67955671 -0.18997583 -0.52338888  0.        ]",-0.421543,"[[-0.88234452 -0.36182189  0.09421805 -0.10792404]
 [-2.46508218 -4.93637017  0.          0.        ]]",[ 0.01992288  0.10578667],[ 0.00381092  0.01733898]
16,-0.0779204729134,[ 1.39067613 -2.30640642],"[ 0.56806967  1.03331331 -1.18893222 -0.84743611  0.76165242 -0.93629835
  0.01484877 -0.79300646 -0.26981872 -0.5501614   0.        ]",-0.53597,"[[-0.89146249 -0.46932537  0.09421805 -0.10792404]
 [ 1.53996704 -5.81105281  0.          0.        ]]",[ 0.02018394  0.10446704],[ 0.00381092  0.01733898]
17,-0.0754288279857,[ 0.80717685  2.16552956],"[ 0.64188772  0.93175335 -1.11917105 -1.06651341  0.76161921 -0.93624987
  0.37395655 -1.29190267 -0.29345469 -0.52961353  0.        ]",-0.36752,"[[-0.82126231 -0.62413398  0.09421805 -0.10792404]
 [ 5.46699184 -9.6569627   0.          0.        ]]",[ 0.02034985  0.10090981],[ 0.00381092  0.01733898]
18,-0.0644404714144,[-1.04010189 -0.09526237],"[ 0.77507553  0.80862769 -0.96385265 -1.25846863  0.76158601 -0.9362014
  0.65596538 -0.75344948 -0.24250408 -0.46153622  0.        ]",-0.30199,"[[-0.68098029 -0.7756365   0.09421805 -0.10792404]
 [ 8.5510095  -5.50708044  0.          0.        ]]",[ 0.02017001  0.10021208],[ 0.00381092  0.01733898]
19,-0.0537808980048,[-0.36999757  0.05286963],"[ 0.87929273  0.70334999 -0.80360032 -1.38430015  0.76155282 -0.93615294
  0.27868338 -0.78802058 -0.18549828 -0.38871847  0.        ]",-0.307657,"[[-0.5513508  -0.88845382  0.09421805 -0.10792404]
 [ 4.42562892 -5.77380595  0.          0.        ]]",[ 0.01982845  0.09795405],[ 0.00381092  0.01733898]
20,-0.0478738607053,[-0.84402974  0.4786795 ],"[ 0.92926082  0.58858627 -0.7073733  -1.49320834  0.76151962 -0.93610448
  0.13678439 -0.74592982 -0.18979655 -0.34916418  0.        ]",-0.291582,"[[-0.47840515 -1.0006774   0.09421805 -0.10792404]
 [ 2.87408538 -5.44964512  0.          0.        ]]",[ 0.0196871   0.09679611],[ 0.00381092  0.01733898]
21,-0.0460083464992,[ 0.50840701  0.03457963],"[ 0.94387374  0.4915305  -0.67567789 -1.5670128   0.76148644 -0.93605604
 -0.17389397 -0.48586928 -0.22728726 -0.33792504  0.        ]",-0.334261,"[[-0.4550069  -1.08956111  0.09421805 -0.10792404]
 [-0.52296966 -3.44542289  0.          0.        ]]",[ 0.01953914  0.09671133],[ 0.00381092  0.01733898]
22,-0.0456822635028,[-0.47250859  0.65956991],"[ 0.94977826  0.41544202 -0.66224099 -1.61485528  0.76145326 -0.9360076
  0.01103162 -0.45930692 -0.26301148 -0.33186691  0.        ]",-0.298277,"[[-0.44517962 -1.15641682  0.09421805 -0.10792404]
 [ 1.49898208 -3.24082291  0.          0.        ]]",[ 0.01962771  0.09643   ],[ 0.00381092  0.01733898]
23,-0.0450574963808,[-0.0559959   0.35455595],"[ 0.95619951  0.37119627 -0.64724516 -1.63893937  0.76142008 -0.93595917
 -0.16274342 -0.11204793 -0.27831888 -0.32429957  0.        ]",-0.308735,"[[-0.43426355 -1.19438132  0.09421805 -0.10792404]
 [-0.40104587 -0.56455213  0.          0.        ]]",[ 0.01947371  0.09730097],[ 0.00381092  0.01733898]
24,-0.0461883754195,[ 1.2052609  -0.43409965],"[ 0.95012619  0.37459656 -0.66116622 -1.63699431  0.7613869  -0.93591074
 -0.18231094  0.07157295 -0.28582784 -0.33016661  0.        ]",-0.37253,"[[-0.44443155 -1.19147393  0.09421805 -0.10792404]
 [-0.61503935  0.85057479  0.          0.        ]]",[ 0.0194069   0.09813719],[ 0.00381092  0.01733898]
25,-0.0430580750627,[-0.07823083  0.00517591],"[ 0.96607935  0.37409997 -0.62323188 -1.63708183  0.76135373 -0.93586233
  0.18076593 -0.15377587 -0.26060256 -0.31434123  0.        ]",-0.310831,"[[-0.41690453 -1.19188725  0.09421805 -0.10792404]
 [ 3.35452251 -0.8861075   0.          0.        ]]",[ 0.01973712  0.09733715],[ 0.00381092  0.01733898]
26,-0.0367017613569,[-1.24449721  0.65697075],"[ 0.99915794  0.35367826 -0.53429104 -1.64731691  0.76132057 -0.93581392
  0.14637713 -0.14881833 -0.21514167 -0.27528063  0.        ]",-0.276287,"[[-0.35358575 -1.20922639  0.09421805 -0.10792404]
 [ 2.97860625 -0.84793561  0.          0.        ]]",[ 0.01965551  0.09683921],[ 0.00381092  0.01733898]
27,-0.0350736122096,[ 0.54670153  1.02189467],"[ 1.00815299  0.36465512 -0.50677307 -1.64161555  0.76128741 -0.93576551
 -0.22101738  0.19105414 -0.19194181 -0.26255819  0.        ]",-0.335531,"[[-0.33431306 -1.19990648  0.09421805 -0.10792404]
 [-1.0379583   1.77118971  0.          0.        ]]",[ 0.01936308  0.09785176],[ 0.00381092  0.01733898]
28,-0.0363505625205,[ 0.77447045  0.23894894],"[ 1.00861754  0.45130548 -0.50512128 -1.59223228  0.76125425 -0.93571712
 -0.02135513  0.70024282 -0.14083901 -0.2576493   0.        ]",-0.34882,"[[-0.33317186 -1.12511223  0.09421805 -0.10792404]
 [ 1.14476069  5.69515418  0.          0.        ]]",[ 0.01918841  0.10047701],[ 0.00381092  0.01733898]
29,-0.0416169936668,[-0.35773219 -0.55754684],"[ 1.0309977   0.58617982 -0.42793205 -1.49376814  0.7612211  -0.93566873
  0.25683994  0.808252   -0.01539451 -0.19742447  0.        ]",-0.316308,"[[-0.27976229 -1.00285564  0.09421805 -0.10792404]
 [ 4.18601244  6.52773127  0.          0.        ]]",[ 0.01941268  0.10125826],[ 0.00381092  0.01733898]
30,-0.0540068826585,[ 0.35986169  1.04431526],"[ 1.05417574  0.6960709  -0.32693776 -1.390302    0.76118795 -0.93562035
  0.11982441  0.50502968  0.10462058 -0.10465284  0.        ]",-0.354686,"[[-0.21106992 -0.89574287  0.09421805 -0.10792404]
 [ 2.6882631   4.19132879  0.          0.        ]]",[ 0.01935087  0.10001507],[ 0.00381092  0.01733898]
31,-0.0719677497493,[ 1.14498175 -1.32524311],"[ 1.07069222  0.8107799  -0.22623155 -1.25364864  0.76115481 -0.93557198
  0.24506532  1.00801651  0.22012456  0.01483826  0.        ]",-0.413297,"[[-0.14356732 -0.773025    0.09421805 -0.10792404]
 [ 4.05737588  8.06754143  0.          0.        ]]",[ 0.0194012   0.10244741],[ 0.00381092  0.01733898]
32,-0.0986102430838,[-0.88542367  1.15599075],"[ 1.08457041  0.90980954 -0.04499617 -1.10317741  0.76112167 -0.93552362
  0.59973462  0.47325415  0.34136656  0.21964235  0.        ]",-0.376778,"[[-0.02351977 -0.6530167   0.09421805 -0.10792404]
 [ 7.93448527  3.94703438  0.          0.        ]]",[ 0.01977706  0.10015105],[ 0.00381092  0.01733898]
33,-0.126860012376,[ 1.32213963  1.09433394],"[ 1.07814967  0.99304636  0.13962729 -0.94124639  0.76108853 -0.93547526
  0.2647576   0.97711242  0.42355889  0.45246305  0.        ]",-0.466568,"[[ 0.09843342 -0.53511824  0.09421805 -0.10792404]
 [ 4.27302649  7.82985456  0.          0.        ]]",[ 0.01925278  0.10148165],[ 0.00381092  0.01733898]
