timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
34,-0.162417615995,[-0.18920468 -1.04715469],"[ 1.05043061  1.09707253  0.32548881 -0.64923898  0.7610554  -0.93542691
  0.61876666  1.47056594  0.46985546  0.76172032  0.        ]",-0.486381,"[[  0.2227208   -0.34036217   0.09421805  -0.10792404]
 [  8.14276337  11.63307971   0.           0.        ]]",[ 0.01967963  0.10355715],[ 0.00381092  0.01733898]
35,-0.199825709426,[ 0.26476323 -0.41241564],"[ 0.98724646  1.15531326  0.54794161 -0.34308605  0.76102228 -0.93537857
  0.53565736  0.92682469  0.42956735  1.11446383  0.        ]",-0.557905,"[[ 0.37646319 -0.14973501  0.09421805 -0.10792404]
 [ 7.23456432  7.44358899  0.          0.        ]]",[ 0.01978866  0.10091645],[ 0.00381092  0.01733898]
36,-0.22984323794,[ 1.3960898  -0.28793547],"[ 0.89349853  1.169146    0.75727432 -0.12680289  0.76098916 -0.93533024
  0.61842515  0.69570473  0.31957806  1.40379894  0.        ]",-0.628077,"[[ 0.5302336  -0.01872947  0.09421805 -0.10792404]
 [ 8.13947798  5.66289547  0.          0.        ]]",[ 0.02020532  0.10006821],[ 0.00381092  0.01733898]
37,-0.260643350044,[ 0.04724727  0.52699751],"[ 0.72877837  1.16505372  1.00275266  0.03997049  0.76095604 -0.93528191
  0.96562316  0.53298215  0.12308187  1.6885321   0.        ]",-0.709468,"[[  0.73110335   0.08194962   0.09421805  -0.10792404]
 [ 11.93486761   4.4091872    0.           0.        ]]",[ 0.02163349  0.09956558],[ 0.00381092  0.01733898]
38,-0.291268000877,[ 0.67794178  0.81525787],"[ 0.48007367  1.14644692  1.24037999  0.2176943   0.76092293 -0.93523359
  0.96101247  0.79242171 -0.17939787  1.93509568  0.        ]",-0.800159,"[[  0.96930044   0.19019348   0.09421805  -0.10792404]
 [ 11.88503036   6.40852492   0.           0.        ]]",[ 0.02225239  0.1005192 ],[ 0.00381092  0.01733898]
39,-0.318326306201,[-0.01973594  0.32024949],"[ 0.15542831  1.09282125  1.41993025  0.47194914  0.76088982 -0.93518528
  1.18472149  1.19467601 -0.59758423  2.07650968  0.        ]",-0.850247,"[[  1.23154127   0.34946835   0.09421805  -0.10792404]
 [ 14.33098777   9.50860532   0.           0.        ]]",[ 0.02347604  0.10194598],[ 0.00381092  0.01733898]
40,-0.335559506777,[-0.29710231  0.12291131],"[-0.22974916  0.98255335  1.50380322  0.77152856  0.76085671 -0.93513697
  1.15159935  1.33467969 -1.07873142  2.02489046  0.        ]",-0.894719,"[[  1.51453616   0.55047231   0.09421805  -0.10792404]
 [ 13.96977146  10.58816776   0.           0.        ]]",[ 0.02442939  0.10501108],[ 0.00381092  0.01733898]
41,-0.337647146985,[-0.90474023 -0.41300832],"[-0.59646041  0.81720593  1.47321704  1.05245822  0.76082361 -0.93508868
  1.01880818  1.37053097 -1.47667786  1.77532832  0.        ]",-0.893661,"[[  1.77937511   0.76501592   0.09421805  -0.10792404]
 [ 12.51898376  10.86525722   0.           0.        ]]",[ 0.02472039  0.10935278],[ 0.00381092  0.01733898]
42,-0.327629783791,[ 1.16658938  0.78453902],"[-0.87668359  0.62657392  1.37385983  1.26593117  0.76079052 -0.93504039
  0.66876908  1.13042506 -1.70424963  1.45155595  0.        ]",-0.891491,"[[ 1.99137193  0.96376301  0.09421805 -0.10792404]
 [ 8.69332922  9.01562454  0.          0.        ]]",[ 0.02464019  0.11259478],[ 0.00381092  0.01733898]
43,-0.307109265513,[ 1.39002425 -2.07451344],"[-1.13124436  0.39489311  1.2127133   1.4328555   0.76075742 -0.93499211
  1.01503232  1.51006814 -1.80893733  1.06978809  0.        ]",-0.829549,"[[  2.2032147    1.17343816   0.09421805  -0.10792404]
 [ 12.4785678   11.94210676   0.           0.        ]]",[ 0.02512313  0.11638454],[ 0.00381092  0.01733898]
44,-0.273957739671,[ 0.89227512  0.62561111],"[-1.41533233  0.15785465  0.90923473  1.52864208  0.76072434 -0.93494383
  1.35461356  0.96528057 -1.78567674  0.61938104  0.        ]",-0.731017,"[[  2.49003771   1.37016351   0.09421805  -0.10792404]
 [ 16.1913118    7.74436372   0.           0.        ]]",[ 0.02669832  0.1179927 ],[ 0.00381092  0.01733898]
45,-0.226625598917,[-0.06263012  0.33508016],"[-1.64012486 -0.06547894  0.43142843  1.56133534  0.76069125 -0.93489556
  1.64830777  1.26649297 -1.58836352  0.19075632  0.        ]",-0.623378,"[[  2.84608864   1.54834723   0.09421805  -0.10792404]
 [ 19.40327765  10.06620548   0.           0.        ]]",[ 0.02721021  0.1214174 ],[ 0.00381092  0.01733898]
46,-0.163956113214,[ 1.18469597  2.15589831],"[-1.69513594 -0.33255006 -0.14059092  1.5317216   0.76065818 -0.93484731
  1.59053763  1.41249595 -1.21882656 -0.0726413   0.        ]",-0.523048,"[[  3.22783515   1.76096885   0.09421805  -0.10792404]
 [ 18.77350226  11.19222076   0.           0.        ]]",[ 0.02718707  0.12369755],[ 0.00381092  0.01733898]
47,-0.0927431613623,[ 0.73255635 -0.53078101],"[-1.53120132 -0.64484307 -0.73371561  1.395365    0.7606251  -0.93479905
  1.91862848  1.89703724 -0.78384218 -0.05484603  0.        ]",-0.472041,"[[  3.63931288   2.0222971    0.09421805  -0.10792404]
 [ 22.36260885  14.92811073   0.           0.        ]]",[ 0.02784713  0.12338825],[ 0.00381092  0.01733898]
48,-0.0571516647012,[ 0.97861433  1.7896495 ],"[-1.09511247 -0.93220103 -1.2600604   1.1433805   0.76059203 -0.93475081
  2.14335989  1.5855604  -0.47193926  0.23520146  0.        ]",-0.407001,"[[  4.11125202   2.29678588   0.09421805  -0.10792404]
 [ 24.82296819  12.52877647   0.           0.        ]]",[ 0.02896261  0.1193006 ],[ 0.00381092  0.01733898]
49,-0.103892466606,[ 0.70265996  0.34546606],"[-0.40585009 -1.16573241 -1.5218811   0.77996351  0.76055897 -0.93470257
  2.45254825  2.06657055 -0.44164186  0.62650013  0.        ]",-0.396949,"[[  4.64167858   2.5845801    0.09421805  -0.10792404]
 [ 28.20851066  16.23833465   0.           0.        ]]",[ 0.02878403  0.11375184],[ 0.00381092  0.01733898]
