timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
20,-0.295763180681,[-1.36996973 -1.26783591],"[ -2.00013459e+00  -1.52175958e+00  -1.21714621e+00   9.74044886e-01
   0.00000000e+00   6.93889390e-15   1.48922733e+00   4.40287218e-01
  -1.04292555e+00  -2.41882973e+00   0.00000000e+00]",10.0263,"[[  3.02766412   1.49443022   0.13010464   0.06097589]
 [ 14.26275246   4.60357139   0.           0.        ]]",[-0.00055913  0.00223151],[ 0.00745224  0.01121924]
21,-0.284673876871,[-0.78268837  0.81925622],"[-1.80177438 -1.55344522 -1.73815301  0.94029596  0.          0.
  0.54928238 -1.03363093 -0.78035923 -2.33947391  0.        ]",9.21421,"[[  3.27039232   1.54585996   0.13010464   0.06097589]
 [ 10.02405858   0.55296562   0.           0.        ]]",[ 0.00083708  0.00355041],[ 0.00745224  0.01121924]
22,-0.273273967148,[-0.86538542 -1.17434662],"[-1.61331683 -1.56021026 -1.95291567  0.90358393  0.          0.
 -0.17635197  0.17746731 -0.57329925 -2.16225322  0.        ]",9.42909,"[[ 3.43780045  1.58935902  0.13010464  0.06097589]
 [ 6.72777001  3.78619798  0.          0.        ]]",[ 0.00163609  0.00390391],[ 0.00745224  0.01121924]
23,-0.264452726958,[-1.3168455  -0.73860721],"[-1.46434932 -1.546437   -1.96478818  0.86665328  0.          0.
 -0.94241137 -1.2951005  -0.43666211 -1.97428088  0.        ]",6.73214,"[[ 3.53666521  1.62460754  0.13010464  0.06097589]
 [ 3.17049088 -0.24788241  0.          0.        ]]",[ 0.00235299  0.00342919],[ 0.00745224  0.01121924]
24,-0.266575158217,[ 1.40394913 -0.80797471],"[ -1.36850595e+00  -1.36480119e+00  -1.83676593e+00   8.40971528e-01
   0.00000000e+00   6.93889390e-15  -1.70728840e+00  -2.12754720e+00
  -4.27714573e-01  -1.82541053e+00   0.00000000e+00]",8.91366,"[[ 3.55974167  1.59036219  0.13010464  0.06097589]
 [-0.8494296  -3.16691409  0.          0.        ]]",[ 0.00192746  0.00300784],[ 0.00745224  0.01121924]
25,-0.274635853093,[ 0.44073033  1.14944435],"[ -1.28666053e+00  -1.05254872e+00  -1.73700932e+00   8.05957386e-01
   0.00000000e+00   6.93889390e-15  -8.15672866e-01  -2.68677050e+00
  -4.64780578e-01  -1.72988986e+00   0.00000000e+00]",7.61545,"[[ 3.58263536  1.49554694  0.13010464  0.06097589]
 [ 3.12552804 -6.30417358  0.          0.        ]]",[ 0.00051239  0.00273566],[ 0.00745224  0.01121924]
26,-0.278152257563,[-1.80028416 -0.31550927],"[ -1.18408705e+00  -7.89752668e-01  -1.74710434e+00   7.50762838e-01
   0.00000000e+00   6.93889390e-15  -4.37573405e-01  -1.37222290e+00
  -4.31210955e-01  -1.67001594e+00   0.00000000e+00]",6.20174,"[[ 3.66201652  1.41043966  0.13010464  0.06097589]
 [ 4.80695499 -2.22017851  0.          0.        ]]",[ 0.00092463  0.00272967],[ 0.00745224  0.01121924]
27,-0.280078746599,[ 0.40334915  0.33647477],"[ -1.10167681e+00  -6.16535473e-01  -1.71505701e+00   6.96742211e-01
   0.00000000e+00   6.93889390e-15  -1.27565922e+00  -1.61818078e+00
  -4.00725500e-01  -1.60282698e+00   0.00000000e+00]",7.78537,"[[ 3.71749871  1.3539506   0.13010464  0.06097589]
 [ 0.75479538 -3.42469199  0.          0.        ]]",[ 0.00111225  0.0021792 ],[ 0.00745224  0.01121924]
28,-0.283216551791,[ 2.65726075 -1.63568175],"[ -1.04085831e+00  -4.55037162e-01  -1.65238865e+00   6.36983264e-01
   0.00000000e+00   6.93889390e-15  -8.99315032e-01  -1.16481743e+00
  -3.98221318e-01  -1.53757099e+00   0.00000000e+00]",13.6116,"[[ 3.74845616  1.29950084  0.13010464  0.06097589]
 [ 2.33566807 -2.02495406  0.          0.        ]]",[ 0.00090145  0.00207494],[ 0.00745224  0.01121924]
29,-0.284905407498,[-0.25768911  0.62282995],"[ -9.43852780e-01  -2.29546072e-01  -1.67214875e+00   5.42567508e-01
   0.00000000e+00   6.93889390e-15  -3.61831573e-02  -2.08176884e+00
  -3.44365239e-01  -1.50637032e+00   0.00000000e+00]",8.52314,"[[ 3.83441727  1.21966638  0.13010464  0.06097589]
 [ 6.24737739 -5.94545686  0.          0.        ]]",[-0.00017256  0.00178062],[ 0.00745224  0.01121924]
30,-0.285330825144,[-1.46426013  0.64954888],"[ -8.22297165e-01   2.37822028e-02  -1.71221665e+00   4.11774934e-01
   0.00000000e+00   6.93889390e-15  -2.87600680e-01  -1.32308026e+00
  -2.58865691e-01  -1.48709392e+00   0.00000000e+00]",6.66385,"[[ 3.94788616  1.12668345  0.13010464  0.06097589]
 [ 5.10333528 -3.36143555  0.          0.        ]]",[ 0.00034826  0.00148604],[ 0.00745224  0.01121924]
31,-0.284394909759,[-0.06356738  0.73299859],"[ -7.45221445e-01   1.31272213e-01  -1.67986050e+00   3.42510183e-01
   0.00000000e+00   6.93889390e-15  -1.16684845e+00  -6.06627236e-01
  -1.99866796e-01  -1.44074277e+00   0.00000000e+00]",7.70934,"[[ 4.00923218  1.08593798  0.13010464  0.06097589]
 [ 1.04480696 -0.7218901   0.          0.        ]]",[ 0.0007593  0.0015902],[ 0.00745224  0.01121924]
32,-0.281652610499,[ 0.59082905  0.07016217],"[ -7.10569115e-01   8.96166691e-02  -1.60760588e+00   3.60110497e-01
   0.00000000e+00   6.93889390e-15  -1.18390005e+00   1.75464193e-01
  -1.57222410e-01  -1.37557051e+00   0.00000000e+00]",8.89193,"[[ 4.02738937  1.10076474  0.13010464  0.06097589]
 [ 0.77183104  2.19484473  0.          0.        ]]",[ 0.00030743  0.0021744 ],[ 0.00745224  0.01121924]
33,-0.274271311251,[ 0.33600749 -0.48291086],"[ -6.56714927e-01  -3.92154855e-02  -1.56496533e+00   4.23660693e-01
   0.00000000e+00   6.93889390e-15  -6.47710703e-01   2.35568011e-01
  -5.80044690e-02  -1.30753791e+00   0.00000000e+00]",8.76782,"[[ 4.06612864  1.1470067   0.13010464  0.06097589]
 [ 3.09437739  2.4285728   0.          0.        ]]",[ 0.000416    0.00230436],[ 0.00745224  0.01121924]
34,-0.265178139222,[ 1.58588621  0.75360185],"[ -5.65384689e-01  -1.20949641e-01  -1.55674306e+00   4.57006010e-01
   0.00000000e+00   6.93889390e-15  -3.54018436e-01  -3.02745190e-01
   7.89333820e-02  -1.24699367e+00   0.00000000e+00]",9.64554,"[[ 4.14074743  1.17590696  0.13010464  0.06097589]
 [ 4.36326302  0.46798248  0.          0.        ]]",[ 0.00076258  0.00152711],[ 0.00745224  0.01121924]
35,-0.2496894224,[-0.45226548  2.364906  ],"[ -4.12424052e-01  -2.33983915e-01  -1.57763531e+00   5.00446473e-01
   0.00000000e+00   6.93889390e-15   5.25697922e-01   5.22505790e-01
   2.96308377e-01  -1.16602206e+00   0.00000000e+00]",5.89853,"[[ 4.26684105  1.21510144  0.13010464  0.06097589]
 [ 8.23327056  3.44153047  0.          0.        ]]",[ 0.00071626  0.00092783],[ 0.00745224  0.01121924]
36,-0.223734886272,[ 0.90339381 -0.71338284],"[ -2.27812228e-01  -5.57343993e-01  -1.58400178e+00   6.06928604e-01
  -2.77555756e-14   6.93889390e-15   7.13374974e-02   1.55105179e+00
   5.62901605e-01  -1.01194319e+00   0.00000000e+00]",8.04677,"[[ 4.4119106   1.32297862  0.13010464  0.06097589]
 [ 6.28024833  7.33322735  0.          0.        ]]",[ 0.00035727  0.00102337],[ 0.00745224  0.01121924]
37,-0.193255676185,[-1.04528174  0.80129833],"[ -1.50515824e-02  -9.09942538e-01  -1.56479473e+00   6.75345947e-01
  -2.77555756e-14   6.93889390e-15   8.63350439e-01   7.10735685e-01
   7.96581592e-01  -8.07244073e-01   0.00000000e+00]",3.09972,"[[ 4.57214949  1.43983549  0.13010464  0.06097589]
 [ 9.73212954  4.36233655  0.          0.        ]]",[ 0.00075212 -0.00079603],[ 0.00745224  0.01121924]
38,-0.162062021976,[-0.68132466 -0.03623778],"[  1.92709572e-01  -1.25338278e+00  -1.51307894e+00   6.93623995e-01
  -2.77555756e-14   6.93889390e-15  -1.15093414e-01   1.50832940e+00
   9.48452778e-01  -5.77762790e-01   0.00000000e+00]",1.87642,"[[ 4.72515303  1.55805451  0.13010464  0.06097589]
 [ 5.58205368  7.44930339  0.          0.        ]]",[  1.10296416e-03  -8.04546289e-06],[ 0.00745224  0.01121924]
39,-0.136138453111,[-0.95813337  1.77612941],"[  3.04842595e-01  -1.64664092e+00  -1.44769896e+00   6.48763954e-01
  -2.77555756e-14   1.38777878e-14  -7.70646923e-01   1.37659420e+00
   9.73806338e-01  -3.74395033e-01   0.00000000e+00]",-1.42709,"[[ 4.80863733  1.70412487  0.13010464  0.06097589]
 [ 2.77565814  7.15870141  0.          0.        ]]",[ 0.0008918   0.00083804],[ 0.00745224  0.01121924]
40,-0.116202723613,[-0.96264342 -0.35941554],"[  3.24154230e-01  -2.06495917e+00  -1.39311381e+00   4.88501018e-01
  -2.77555756e-14   1.38777878e-14  -1.62029256e+00   2.23529837e+00
   9.04460739e-01  -2.08408682e-01   0.00000000e+00]",-0.813245,"[[  4.82555003   1.88560967   0.13010464   0.06097589]
 [ -1.07159375  10.97703184   0.           0.        ]]",[-0.00021131  0.00212004],[ 0.00745224  0.01121924]
41,-0.106320957378,[-0.68213249 -0.83709949],"[  2.36527561e-01  -2.41190103e+00  -1.35321488e+00   1.72402517e-01
  -2.77555756e-14   1.38777878e-14  -2.31818292e+00   1.72576507e+00
   7.66326479e-01  -1.01009180e-01   0.00000000e+00]",-0.961084,"[[ 4.76610426  2.08869422  0.13010464  0.06097589]
 [-4.86049228  9.33684814  0.          0.        ]]",[  9.34029231e-05   2.74635595e-03],[ 0.00745224  0.01121924]
42,-0.108942947417,[-0.89536161 -0.77326073],"[  5.77797236e-02  -2.52736542e+00  -1.30906825e+00  -1.54033897e-01
  -2.77555756e-14   2.08166817e-14  -2.62448669e+00   8.28358027e-01
   6.26891101e-01  -7.84375230e-02   0.00000000e+00]",-1.46768,"[[ 4.64276828  2.24032057  0.13010464  0.06097589]
 [-7.46449703  5.83741996  0.          0.        ]]",[ 0.00109532  0.00281801],[ 0.00745224  0.01121924]
43,-0.120210707251,[-0.04164965  0.00779757],"[ -2.03951147e-01  -2.47545824e+00  -1.22992429e+00  -3.66443595e-01
  -2.77555756e-14   2.08166817e-14  -2.94559829e+00   2.52698381e-02
   5.04729397e-01  -1.28092357e-01   0.00000000e+00]",-1.33143,"[[  4.45939706   2.32518805   0.13010464   0.06097589]
 [-10.86132663   2.65987904   0.           0.        ]]",[ 0.00164778  0.00275611],[ 0.00745224  0.01121924]
44,-0.134359864611,[-0.42450438  0.22702411],"[ -4.95999753e-01  -2.37634637e+00  -1.09161186e+00  -5.06823368e-01
  -2.77555756e-14   2.08166817e-14  -2.66457202e+00   1.93905736e-02
   3.79342321e-01  -1.98062523e-01   0.00000000e+00]",-1.38389,"[[  4.2426717    2.37816338   0.13010464   0.06097589]
 [-10.81137481   2.63773183   0.           0.        ]]",[ 0.0018938   0.00230862],[ 0.00745224  0.01121924]
45,-0.146919853546,[-0.47140872  0.91882752],"[ -7.68775764e-01  -2.30135805e+00  -8.89494241e-01  -6.77565469e-01
  -2.77555756e-14   2.08166817e-14  -2.65659190e+00   2.35381947e-01
   2.39425864e-01  -2.39540718e-01   0.00000000e+00]",-1.73647,"[[  4.01172807   2.43940965   0.13010464   0.06097589]
 [-12.27811293   3.4840601    0.           0.        ]]",[ 0.00171138  0.00228524],[ 0.00745224  0.01121924]
46,-0.155220009899,[-0.94242888  0.02903951],"[ -1.00997673e+00  -2.28123126e+00  -6.00384262e-01  -9.93294091e-01
   0.00000000e+00   2.77555756e-14  -2.66115053e+00   1.13883352e+00
   8.56086101e-02  -2.18735722e-01   0.00000000e+00]",-1.23652,"[[  3.74987668   2.54489739   0.13010464   0.06097589]
 [-13.90164137   7.05280808   0.           0.        ]]",[ 0.00101142  0.00190058],[ 0.00745224  0.01121924]
47,-0.159129738897,[-0.18572867 -1.42767481],"[ -1.18322071e+00  -2.27432860e+00  -1.88535231e-01  -1.43451916e+00
   0.00000000e+00   2.77555756e-14  -2.86588219e+00   1.10603972e+00
  -5.82204772e-02  -1.39258848e-01   0.00000000e+00]",0.304683,"[[  3.43716562   2.68570066   0.13010464   0.06097589]
 [-17.35796678   7.02757704   0.           0.        ]]",[ 0.00083239  0.00128245],[ 0.00745224  0.01121924]
48,-0.163020074107,[ 1.91424071  2.56552607],"[ -1.21410233e+00  -2.21142674e+00   3.20190238e-01  -1.72379207e+00
   2.77555756e-14   2.77555756e-14  -2.67145113e+00   4.10886466e-02
  -1.72889361e-01  -6.82820850e-02   0.00000000e+00]",-1.83766,"[[  3.08607206   2.78512294   0.13010464   0.06097589]
 [-17.75005086   2.9283287    0.           0.        ]]",[ 0.00045436  0.00019702],[ 0.00745224  0.01121924]
49,-0.16140081068,[ 0.69912684 -0.12480207],"[ -1.09294842e+00  -2.14132348e+00   7.60706411e-01  -1.98198051e+00
   2.77555756e-14   2.77555756e-14  -2.00691618e+00   1.04250488e+00
  -2.21083302e-01   1.77665926e-02   0.00000000e+00]",-1.68485,"[[  2.77432031   2.88283334   0.13010464   0.06097589]
 [-13.43947727   6.82975974   0.           0.        ]]",[ 0.00058173 -0.00029139],[ 0.00745224  0.01121924]
