timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
10,-0.125869184858,[-1.10280364  0.33744158],"[ 1.02181538 -0.43946604  0.73275709  0.51678871 -1.07622755  0.92936264
  0.86850273  2.04696312  0.54498998 -0.63144056  0.        ]",-0.888958,"[[  0.48004802   2.75924644  -0.12350441   0.10818935]
 [-10.84361823  17.4901603    0.           0.        ]]",[-1.65209103  0.19591999],[-0.15683432 -0.32671735]
11,-0.148167130187,[-2.34477787 -0.96487044],"[ 1.14275613 -0.53985299  0.37856816 -0.5647277  -1.07622541  0.92936105
  0.76588498  0.6113562   0.61025674 -0.84996763  0.        ]",-0.538239,"[[  0.22560213   3.07051958  -0.12350441   0.10818935]
 [-14.58878412   7.15709412   0.           0.        ]]",[-1.34064531  0.24645682],[-0.15683432 -0.32671735]
12,-0.153926395562,[-0.72041701 -0.37633138],"[ 1.17039395 -0.54243067 -0.10708868 -0.68173546 -1.07622326  0.92935945
  0.6653024  -0.58879498  0.6280748  -0.90246329  0.        ]",-1.03624,"[[ -0.10300602   3.10325239  -0.12350441   0.10818935]
 [-18.25968038  -1.48123752   0.           0.        ]]",[-1.03156734  0.55067921],[-0.15683432 -0.32671735]
13,-0.152906188374,[-1.75055576  1.34295416],"[ 1.01333086 -0.53841635 -0.65833683 -0.51879571 -1.07622112  0.92935785
  0.59705115 -0.80083542  0.66779105 -0.83265733  0.        ]",-1.0069,"[[ -0.49319188   3.05765178  -0.12350441   0.10818935]
 [-20.75059469  -3.00744853   0.           0.        ]]",[-1.06596684  0.74580026],[-0.15683432 -0.32671735]
14,-0.158877285798,[-0.25909312 -1.08298714],"[ 0.60766761 -0.53309165 -1.15862746 -0.38962495 -1.07621898  0.92935625
  0.49982566 -0.5202219   0.73727235 -0.81012359  0.        ]",-1.2613,"[[ -0.94380564   3.02138172  -0.12350441   0.10818935]
 [-24.2989756   -0.98768325   0.           0.        ]]",[-1.50401437  0.66978353],[-0.15683432 -0.32671735]
15,-0.172057247366,[-1.26583615  1.28459652],"[-0.01518114 -0.52034112 -1.42788688 -0.17976889 -1.07621683  0.92935465
  0.48489605 -1.06767777  0.83306666 -0.84911066  0.        ]",-1.23416,"[[ -1.43525223   2.96209271  -0.12350441   0.10818935]
 [-24.84383526  -4.92811443   0.           0.        ]]",[-1.39312387  1.12502551],[-0.15683432 -0.32671735]
16,-0.187104332345,[-2.40940128  1.02321953],"[-0.73373577 -0.50309385 -1.32635058  0.02287952 -1.07621469  0.92935305
  0.38989655 -0.50411362  0.89335516 -0.97641236  0.        ]",-1.01705,"[[ -1.96691562   2.90422971  -0.12350441   0.10818935]
 [-28.31097615  -0.87175973   0.           0.        ]]",[-1.75165617  0.96886957],[-0.15683432 -0.32671735]
17,-0.18879970293,[-3.09040336  0.59143513],"[-1.35950507 -0.51034643 -0.76222949 -0.05546733 -1.07621255  0.92935146
  0.29677195  0.04826018  0.83801175 -1.08273854  0.        ]",-0.738274,"[[ -2.56723516   2.92668533  -0.12350441   0.10818935]
 [-31.70969125   3.10405206   0.           0.        ]]",[-1.87405431  0.71714318],[-0.15683432 -0.32671735]
18,-0.180003389152,[-1.8223417   1.39684277],"[-1.5748203  -0.53133769  0.18437798 -0.35500644 -1.0762104   0.92934986
  0.20548379  0.20873545  0.75472169 -1.07744911  0.        ]",-1.00929,"[[ -3.23485637   3.01163601  -0.12350441   0.10818935]
 [-35.04138362   4.25910254   0.           0.        ]]",[-1.79729128  0.51871985],[-0.15683432 -0.32671735]
19,-0.172837890765,[-0.58541655  0.41499966],"[-1.13557263 -0.53617744  1.14028856 -0.45881677 -1.07620826  0.92934826
  0.11599989 -0.40153754  0.68635804 -1.07104332  0.        ]",-1.204,"[[ -3.96845209   3.04082691  -0.12350441   0.10818935]
 [-38.30722671  -0.13344414   0.           0.        ]]",[-1.25613856  0.67454726],[-0.15683432 -0.32671735]
20,-0.161234370997,[-0.90832574 -0.13854918],"[-0.14935178 -0.53443733  1.53217336 -0.41835946 -1.07620611  0.92934666
  0.07326979 -0.48273607  0.60519695 -1.02272719  0.        ]",-1.07031,"[[ -4.75024371   3.02946236  -0.12350441   0.10818935]
 [-39.866721    -0.71788786   0.           0.        ]]",[-1.18093991  0.54113388],[-0.15683432 -0.32671735]
21,-0.148738546216,[-0.68291925  0.38428972],"[ 0.84672333 -0.53097796  1.01249237 -0.34825076 -1.07620397  0.92934506
 -0.00364427 -0.55712099  0.57815267 -0.89943122  0.        ]",-1.13648,"[[ -5.57574261   3.00973317  -0.12350441   0.10818935]
 [-42.67380855  -1.25329003   0.           0.        ]]",[-1.038553   0.5289104],[-0.15683432 -0.32671735]
22,-0.14867998824,[-0.72010206  0.50811502],"[ 1.15904609 -0.52891982 -0.19799138 -0.31118457 -1.07620183  0.92934346
 -0.05458064 -0.35454458  0.65215708 -0.79613837  0.        ]",-1.21489,"[[ -6.44787056   2.99928208  -0.12350441   0.10818935]
 [-44.53280349   0.2047824    0.           0.        ]]",[-1.36968184  0.46172738],[-0.15683432 -0.32671735]
23,-0.161925510252,[-2.85801782 -0.37216089],"[ 0.4544805  -0.52993817 -1.26250541 -0.32918354 -1.07619968  0.92934187
 -0.10854537 -0.36766816  0.76381191 -0.81180788  0.        ]",-0.752959,"[[ -7.35828739   3.00435904  -0.12350441   0.10818935]
 [-46.50232263   0.11032066   0.           0.        ]]",[-1.85844791  0.56130469],[-0.15683432 -0.32671735]
24,-0.178320954517,[-2.69315391  1.40526183],"[-0.81985128 -0.52733773 -1.28370369 -0.28448162 -1.07619754  0.92934027
 -0.19180657 -0.57291894  0.83500359 -0.94038886  0.        ]",-0.900823,"[[ -8.31882261   2.99174346  -0.12350441   0.10818935]
 [-49.54105616  -1.3670062    0.           0.        ]]",[-1.93708944  0.86021459],[-0.15683432 -0.32671735]
25,-0.18129293854,[-2.82894735  0.90172843],"[-1.57580353 -0.52994195 -0.08078966 -0.32927353 -1.0761954   0.92933867
 -0.27341608 -0.1258277   0.77319275 -1.07028517  0.        ]",-0.773928,"[[ -9.33952675   3.00438458  -0.12350441   0.10818935]
 [-52.5195093    1.85099411   0.           0.        ]]",[-1.8025527   0.68240345],[-0.15683432 -0.32671735]
26,-0.170053339777,[-1.05055299  0.65060643],"[-0.95321611 -0.53244637  1.29295379 -0.37669625 -1.07619325  0.92933707
 -0.35341605 -0.38458775  0.6514154  -1.07748961  0.        ]",-1.15637,"[[ -1.04192118e+01   3.01774420e+00  -1.23504410e-01   1.08189350e-01]
 [ -5.54392215e+01  -1.14684465e-02   0.00000000e+00   0.00000000e+00]]",[-1.34414792  0.64159596],[-0.15683432 -0.32671735]
27,-0.152198024817,[-0.4567048   0.06732214],"[ 0.53242115 -0.53170408  1.30514857 -0.36213335 -1.07619111  0.92933547
 -0.43182892 -0.42154938  0.57493503 -0.94679795  0.        ]",-1.17985,"[[-11.55670955   3.01364426  -0.12350441   0.10818935]
 [-58.3010122   -0.27750774   0.           0.        ]]",[-1.24362409  0.463857  ],[-0.15683432 -0.32671735]
28,-0.148994762539,[-0.66391943  1.17985589],"[ 1.15944511 -0.53065524 -0.19540261 -0.34232152 -1.07618897  0.92933387
 -0.44974958 -0.41710664  0.64990636 -0.80406948  0.        ]",-1.30721,"[[-12.72929214   3.00806303  -0.12350441   0.10818935]
 [-58.95506615  -0.24553388   0.           0.        ]]",[-1.42280507  0.47817972],[-0.15683432 -0.32671735]
29,-0.166784976192,[-0.32462948  1.67884263],"[ 0.09150949 -0.53009675 -1.40756395 -0.33211181 -1.07618682  0.92933228
 -0.48979518 -0.39339581  0.79159597 -0.83900832  0.        ]",-1.38557,"[[-13.92305745   3.00518526  -0.12350441   0.10818935]
 [-60.41659733  -0.07487543   0.           0.        ]]",[-2.03707552  0.59401131],[-0.15683432 -0.32671735]
30,-0.181172589933,[-0.60310117  0.47292691],"[-1.35850744 -0.52992636 -0.76387975 -0.3290476  -1.07618468  0.92933068
 -0.49224042 -0.38603315  0.81369297 -1.01301891  0.        ]",-1.19266,"[[ -1.51322850e+01   3.00432141e+00  -1.23504410e-01   1.08189350e-01]
 [ -6.05058600e+01  -2.18848375e-02   0.00000000e+00   0.00000000e+00]]",[-1.94483566  0.77790344],[-0.15683432 -0.32671735]
31,-0.174821418364,[-0.63471923  0.71242293],"[-1.30257052 -0.5297665   0.94170712 -0.32619104 -1.07618254  0.92932908
 -0.52484736 -0.38918891  0.68346465 -1.09896076  0.        ]",-1.22797,"[[ -1.63543423e+01   3.00351601e+00  -1.23504410e-01   1.08189350e-01]
 [ -6.16959092e+01  -4.46017497e-02   0.00000000e+00   0.00000000e+00]]",[-1.44230628  0.72415501],[-0.15683432 -0.32671735]
32,-0.154281152586,[-0.78916114  0.33464097],"[ 0.23554213 -0.52966568  1.45657365 -0.32440225 -1.0761804   0.92932748
 -0.56023881 -0.38470491  0.57096757 -0.97698651  0.        ]",-1.14714,"[[ -1.76012203e+01   3.00301165e+00  -1.23504410e-01   1.08189350e-01]
 [ -6.29875832e+01  -1.23306375e-02   0.00000000e+00   0.00000000e+00]]",[-1.32008696  0.47039771],[-0.15683432 -0.32671735]
33,-0.147719208655,[-1.68074603  0.96961388],"[  1.17708078e+00  -5.29558426e-01   8.60126721e-04  -3.22505714e-01
  -1.07617825e+00   9.29325883e-01  -6.11684278e-01  -3.87260397e-01
   6.35584962e-01  -8.07528938e-01   0.00000000e+00]",-1.09754,"[[ -1.88798104e+01   3.00247688e+00  -1.23504410e-01   1.08189350e-01]
 [ -6.48651689e+01  -3.07269273e-02   0.00000000e+00   0.00000000e+00]]",[-1.41457129  0.45224211],[-0.15683432 -0.32671735]
34,-0.166961065568,[-2.55981954  0.39311006],"[ 0.0945945  -0.52958686 -1.40683675 -0.32302147 -1.07617611  0.92932429
 -0.6849841  -0.37943828  0.79344393 -0.83854834  0.        ]",-0.869133,"[[ -2.02039548e+01   3.00262243e+00  -1.23504410e-01   1.08189350e-01]
 [ -6.75403564e+01   2.55705442e-02   0.00000000e+00   0.00000000e+00]]",[-2.08465743  0.57224756],[-0.15683432 -0.32671735]
35,-0.181798669444,[-2.24721003  0.39771586],"[-1.46645532 -0.5295679  -0.54713294 -0.32269537 -1.07617397  0.92932269
 -0.75683279 -0.38566654  0.80308293 -1.03659508  0.        ]",-0.856273,"[[ -2.15810716e+01   3.00253055e+00  -1.23504410e-01   1.08189350e-01]
 [ -7.01625882e+01  -1.92608209e-02   0.00000000e+00   0.00000000e+00]]",[-1.920434    0.76649219],[-0.15683432 -0.32671735]
36,-0.169093824464,[-0.96423617  0.72528939],"[-0.92462251 -0.52948903  1.31245743 -0.32130776 -1.07617182  0.92932109
 -0.82725886 -0.38539543  0.63657496 -1.08257033  0.        ]",-1.19976,"[[ -2.30101122e+01   3.00213928e+00  -1.23504410e-01   1.08189350e-01]
 [ -7.27329057e+01  -1.73123725e-02   0.00000000e+00   0.00000000e+00]]",[-1.44846642  0.64303213],[-0.15683432 -0.32671735]
37,-0.147500680881,[-2.11272472  0.76455133],"[ 0.90135542 -0.52950324  0.93901047 -0.32157019 -1.07616968  0.92931949
 -0.8924107  -0.38106396  0.57778614 -0.88399843  0.        ]",-0.954716,"[[ -2.44886279e+01   3.00221339e+00  -1.23504410e-01   1.08189350e-01]
 [ -7.51107415e+01   1.38607734e-02   0.00000000e+00   0.00000000e+00]]",[-1.30491066  0.44725606],[-0.15683432 -0.32671735]
38,-0.158712624703,[-3.65143092  0.20992639],"[ 0.67415542 -0.52956749 -1.10327918 -0.32272047 -1.07616754  0.92931789
 -0.96015245 -0.38084644  0.74291772 -0.79805692  0.        ]",-0.661887,"[[ -2.60156488e+01   3.00253791e+00  -1.23504410e-01   1.08189350e-01]
 [ -7.75831064e+01   1.54234618e-02   0.00000000e+00   0.00000000e+00]]",[-1.96089399  0.49579611],[-0.15683432 -0.32671735]
39,-0.180860821045,[-2.96307548  0.40700127],"[-1.27167091 -0.52949922 -0.89252782 -0.32152051 -1.07616539  0.92931629
 -1.02655286 -0.38731921  0.81998811 -0.99950694  0.        ]",-0.718544,"[[ -2.75916259e+01   3.00219956e+00  -1.23504410e-01   1.08189350e-01]
 [ -8.00065262e+01  -3.11676134e-02   0.00000000e+00   0.00000000e+00]]",[-2.037359    0.70844471],[-0.15683432 -0.32671735]
40,-0.170367593151,[-0.86211694  1.18864639],"[-1.01361738 -0.52942219  1.24810217 -0.3201688  -1.07616325  0.9293147
 -1.09163838 -0.38446149  0.64544958 -1.0880158   0.        ]",-1.26796,"[[ -2.92155900e+01   3.00181840e+00  -1.23504410e-01   1.08189350e-01]
 [ -8.23819677e+01  -1.06019823e-02   0.00000000e+00   0.00000000e+00]]",[-1.52394354  0.65404749],[-0.15683432 -0.32671735]
41,-0.146940422798,[-0.7793444  -0.76124637],"[ 0.98512122 -0.52952164  0.80394152 -0.32193939 -1.07616111  0.9293131
 -1.14047694 -0.37744932  0.5840349  -0.86870543  0.        ]",-1.12563,"[[ -3.08811137e+01   3.00231789e+00  -1.23504410e-01   1.08189350e-01]
 [ -8.41644681e+01   3.98655945e-02   0.00000000e+00   0.00000000e+00]]",[-1.37157083  0.43580213],[-0.15683432 -0.32671735]
42,-0.165741985949,[-1.00809825  2.39248565],"[ 0.34580679 -0.52300152 -1.31939068 -0.21758038 -1.07615896  0.9293115
 -1.17936769 -0.79699548  0.79817902 -0.81138592  0.        ]",-1.34255,"[[-32.57864557   2.97281926  -0.12350441   0.10818935]
 [-85.58392013  -2.97984412   0.           0.        ]]",[-1.925915    0.77705395],[-0.15683432 -0.32671735]
43,-0.185754756937,[-2.66666285  0.60382289],"[-1.53979355 -0.51805638 -0.31415844 -0.14944985 -1.07615682  0.9293099
 -1.24141889 -0.23951517  0.79220542 -1.10364956  0.        ]",-0.856721,"[[-34.31304582   2.95348251  -0.12350441   0.10818935]
 [-87.84864847   1.03264075   0.           0.        ]]",[-1.93897879  0.71491361],[-0.15683432 -0.32671735]
44,-0.159731688871,[-1.60940725 -0.53743496],"[-0.25121344 -0.52861359  1.53226853 -0.30612996 -1.07615468  0.9293083
 -1.30225438  0.08900877  0.58435546 -1.02783641  0.        ]",-0.989662,"[[-36.09229612   2.99785771  -0.12350441   0.10818935]
 [-90.06902156   3.39720338   0.           0.        ]]",[-1.73721921  0.29687643],[-0.15683432 -0.32671735]
45,-0.150136273629,[-1.8993922   0.26512134],"[ 1.14554661 -0.53379537 -0.27351492 -0.40476169 -1.07615253  0.92930671
 -1.36188834 -0.39626219  0.65114154 -0.81835271  0.        ]",-1.03735,"[[-37.9155153    3.02564126  -0.12350441   0.10818935]
 [-92.24555716  -0.09555041   0.           0.        ]]",[-1.66259837  0.43325534],[-0.15683432 -0.32671735]
46,-0.175887445766,[-2.10646744  0.97216903],"[-0.87718018 -0.5325541  -1.25085095 -0.37909675 -1.07615039  0.92930511
 -1.42033277 -0.44559597  0.81758932 -0.93227508  0.        ]",-0.977126,"[[-39.78182905   3.01842139  -0.12350441   0.10818935]
 [-94.3786951   -0.45063486   0.           0.        ]]",[-2.14315915  0.63310128],[-0.15683432 -0.32671735]
47,-0.172009479059,[ 0.21883674  1.4279198 ],"[-1.11216709 -0.53124987  1.16297607 -0.35367394 -1.07614825  0.92930351
 -1.47761896 -0.42009331  0.66297732 -1.08808351  0.        ]",-1.46196,"[[-41.69038142   3.01126326  -0.12350441   0.10818935]
 [-96.46957757  -0.26708238   0.           0.        ]]",[-1.61386871  0.66974139],[-0.15683432 -0.32671735]
48,-0.147004962886,[-1.10268871  0.11610469],"[ 1.07394913 -0.53051106  0.61185873 -0.33988526 -1.0761461   0.92930191
 -1.4015463  -0.40154718  0.5953491  -0.85458594  0.        ]",-1.17752,"[[-43.59191822   3.00737813  -0.12350441   0.10818935]
 [-93.69335682  -0.13359948   0.           0.        ]]",[-1.44625998  0.43416822],[-0.15683432 -0.32671735]
49,-0.169318374668,[-2.06955221  0.8484202 ],"[-0.11031307 -0.5299623  -1.43826776 -0.32990251 -1.07614396  0.92930031
 -1.45920502 -0.40062808  0.80395756 -0.85671628  0.        ]",-1.01874,"[[-45.48690028   3.00456413  -0.12350441   0.10818935]
 [-95.79783506  -0.12698736   0.           0.        ]]",[-2.16144133  0.55205387],[-0.15683432 -0.32671735]
