timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
10,-0.140571831239,[-1.3325186   0.17750269],"[ 0.63889527 -0.29965238  1.22491672  1.17554273 -0.01036933  1.53557724
  0.97176496  2.50915744 -0.5257431  -1.17122252  0.        ]",-0.754346,"[[  9.14998085e-01   2.54957013e+00  -6.88644794e-04   1.78288942e-01]
 [ -6.85337870e+00   2.08163383e+01   0.00000000e+00   0.00000000e+00]]",[-1.87767851  0.24460681],[-0.16048557 -0.3236326 ]
11,-0.170929409207,[-4.78783194  0.59506675],"[ 0.81677009 -0.52315142  1.0484971  -0.20329078 -0.01036933  1.53557241
  0.86670255  2.54949514 -0.34613557 -1.48906667  0.        ]",-0.385957,"[[  7.39570557e-01   2.96881167e+00  -6.88644794e-04   1.78288942e-01]
 [ -1.06767363e+01   2.11068308e+01   0.00000000e+00   0.00000000e+00]]",[-1.93975878  0.18752196],[-0.16048557 -0.3236326 ]
12,-0.185828497189,[-0.73865039  0.82539806],"[ 1.01581698 -0.54433852  0.7439233  -0.882571   -0.01036932  1.53556757
  0.76368699 -0.3064313  -0.26083796 -1.62814445  0.        ]",-1.07161,"[[  4.88420939e-01   3.15989170e+00  -6.88644794e-04   1.78288942e-01]
 [ -1.44256154e+01   5.48860479e-01   0.00000000e+00   0.00000000e+00]]",[-1.12655663  0.51538497],[-0.16048557 -0.3236326 ]
13,-0.178436307927,[-1.981269  -0.3562075],"[ 1.15639295 -0.54431347  0.30258954 -0.74865814 -0.01036931  1.53556274
  0.69116634 -0.78116016 -0.28161388 -1.56171563  0.        ]",-0.831616,"[[  1.73428812e-01   3.12238993e+00  -6.88644794e-04   1.78288942e-01]
 [ -1.70647355e+01  -2.86841131e+00   0.00000000e+00   0.00000000e+00]]",[-0.81410748  0.82951021],[-0.16048557 -0.3236326 ]
14,-0.166787500367,[-0.77676607  2.78257388],"[ 1.14842431 -0.53873337 -0.25578244 -0.49571786 -0.0103693   1.5355579
  0.59165112 -0.96924252 -0.26095397 -1.45992678  0.        ]",-1.10051,"[[ -2.04201769e-01   3.05143786e+00  -6.88644794e-04   1.78288942e-01]
 [ -2.06862415e+01  -4.22230564e+00   0.00000000e+00   0.00000000e+00]]",[-0.73306417  1.03351879],[-0.16048557 -0.3236326 ]
15,-0.160798414139,[-0.61640356  0.64653398],"[ 0.90025951 -0.53108199 -0.84807866 -0.32933366 -0.01036929  1.53555307
  0.51839948 -0.50915242 -0.19238231 -1.40803391  0.        ]",-1.0561,"[[ -6.44672465e-01   3.00453853e+00  -6.88644794e-04   1.78288942e-01]
 [ -2.33519733e+01  -9.10423002e-01   0.00000000e+00   0.00000000e+00]]",[-1.16055202  0.89129663],[-0.16048557 -0.3236326 ]
16,-0.16411661814,[-2.51373739  1.95681592],"[ 0.38435449 -0.53050162 -1.30051993 -0.31901459 -0.01036928  1.53554823
  0.4640412  -0.3212792  -0.13490966 -1.43456299  0.        ]",-0.84943,"[[ -1.13155944e+00   3.00162102e+00  -6.88644794e-04   1.78288942e-01]
 [ -2.53301445e+01   4.41949787e-01   0.00000000e+00   0.00000000e+00]]",[-1.45978022  0.88368213],[-0.16048557 -0.3236326 ]
17,-0.171657739874,[-0.44773853  1.9751247 ],"[-0.34269123 -0.5312673  -1.43398499 -0.3327016  -0.01036927  1.5355434
  0.36902277 -0.37652891 -0.09104041 -1.49711873  0.        ]",-1.23474,"[[ -1.67285628e+00   3.00549072e+00  -6.88644794e-04   1.78288942e-01]
 [ -2.87880105e+01   4.42410826e-02   0.00000000e+00   0.00000000e+00]]",[-1.58758855  0.99071693],[-0.16048557 -0.3236326 ]
18,-0.181747582303,[-0.93752216 -0.21126744],"[-1.07999262 -0.53125272 -1.10153063 -0.3324487  -0.01036926  1.53553857
  0.33597008 -0.38646295 -0.08010811 -1.58532335  0.        ]",-1.30691,"[[ -2.26068489e+00   3.00541933e+00  -6.88644794e-04   1.78288942e-01]
 [ -2.99908397e+01  -2.72704039e-02   0.00000000e+00   0.00000000e+00]]",[-1.62343431  1.04150522],[-0.16048557 -0.3236326 ]
19,-0.191968582085,[-2.76718367  0.64033374],"[-1.5386015  -0.52944842 -0.32186654 -0.30083756 -0.01036925  1.53553373
  0.2502845  -0.50270159 -0.11490858 -1.67935449  0.        ]",-1.20106,"[[ -2.89178794e+00   2.99647902e+00  -6.88644794e-04   1.78288942e-01]
 [ -3.31090677e+01  -8.63997797e-01   0.00000000e+00   0.00000000e+00]]",[-1.53543639  1.0929302 ],[-0.16048557 -0.3236326 ]
20,-0.195706133099,[-1.32342139  0.99135239],"[-1.44677278 -0.53113034  0.68695483 -0.33026014 -0.01036924  1.5355289
  0.15950028 -0.21785257 -0.19488694 -1.71622438  0.        ]",-1.36898,"[[ -3.58711674e+00   3.00480089e+00  -6.88644794e-04   1.78288942e-01]
 [ -3.64128439e+01   1.18643417e+00   0.00000000e+00   0.00000000e+00]]",[-1.67652595  0.84089279],[-0.16048557 -0.3236326 ]
21,-0.192010788706,[-1.12860183  0.93028185],"[-0.69386555 -0.53274151  1.43576404 -0.36025428 -0.01036923  1.53552406
  0.07050935 -0.38455283 -0.27939509 -1.68178804  0.        ]",-1.31035,"[[ -4.34786693e+00   3.01327463e+00  -6.88644794e-04   1.78288942e-01]
 [ -3.96513598e+01  -1.35290384e-02   0.00000000e+00   0.00000000e+00]]",[-1.42428207  0.77335536],[-0.16048557 -0.3236326 ]
22,-0.180757425391,[ 0.09987998  0.43772565],"[ 0.41059185 -0.53225101  1.37863706 -0.35093025 -0.01036922  1.53551923
 -0.01671798 -0.40699867 -0.33110676 -1.57796231  0.        ]",-1.27318,"[[ -5.17274331e+00   3.01064163e+00  -6.88644794e-04   1.78288942e-01]
 [ -4.28256956e+01  -1.75104221e-01   0.00000000e+00   0.00000000e+00]]",[-1.24519241  0.67913687],[-0.16048557 -0.3236326 ]
23,-0.166848430379,[-2.27366204  0.37323171],"[ 1.12843149 -0.53155661  0.437521   -0.33804087 -0.01036921  1.5355144
  0.01744549 -0.40534409 -0.29940458 -1.45785338  0.        ]",-0.841757,"[[ -6.01678320e+00   3.00700027e+00  -6.88644794e-04   1.78288942e-01]
 [ -4.15824355e+01  -1.63197280e-01   0.00000000e+00   0.00000000e+00]]",[-1.19903564  0.69139445],[-0.16048557 -0.3236326 ]
24,-0.160811360058,[-0.59043635  1.46808667],"[ 0.93873261 -0.53103783 -0.79004239 -0.32863996 -0.0103692   1.53550956
 -0.06873116 -0.39672943 -0.19924052 -1.40821706  0.        ]",-1.06574,"[[ -6.87989738e+00   3.00434332e+00  -6.88644794e-04   1.78288942e-01]
 [ -4.47185314e+01  -1.01189517e-01   0.00000000e+00   0.00000000e+00]]",[-1.3631196   0.84582138],[-0.16048557 -0.3236326 ]
25,-0.169055974798,[-1.48273743  1.25311866],"[-0.11238263 -0.53087263 -1.43857052 -0.32569231 -0.01036919  1.53550473
 -0.1086425  -0.38357209 -0.09998213 -1.47501326  0.        ]",-1.03076,"[[ -7.78884073e+00   3.00351011e+00  -6.88644794e-04   1.78288942e-01]
 [ -4.61709655e+01  -6.48216249e-03   0.00000000e+00   0.00000000e+00]]",[-1.6731118   0.98239064],[-0.16048557 -0.3236326 ]
26,-0.185191554326,[-1.55091525  0.80734225],"[-1.27292336 -0.5308882  -0.89178    -0.32598139 -0.01036918  1.5354999
 -0.19232333 -0.38143121 -0.08556091 -1.61645184  0.        ]",-1.26406,"[[ -8.74281420e+00   3.00359193e+00  -6.88644794e-04   1.78288942e-01]
 [ -4.92162335e+01   8.92557818e-03   0.00000000e+00   0.00000000e+00]]",[-1.74282718  1.03635478],[-0.16048557 -0.3236326 ]
27,-0.19556176748,[-2.16067287  1.75086912],"[-1.50594946 -0.53088136  0.53119467 -0.32587029 -0.01036917  1.53549506
 -0.27434758 -0.38359756 -0.18094307 -1.71463353  0.        ]",-1.31039,"[[ -9.75708818e+00   3.00356062e+00  -6.88644794e-04   1.78288942e-01]
 [ -5.22012169e+01  -6.67140983e-03   0.00000000e+00   0.00000000e+00]]",[-1.69674814  0.95471382],[-0.16048557 -0.3236326 ]
28,-0.190037569517,[-1.3392449   0.61061183],"[-0.42884656 -0.53089398  1.51327602 -0.32610675 -0.01036916  1.53549023
 -0.35474798 -0.38155991 -0.30586981 -1.66247793  0.        ]",-1.24412,"[[ -1.08304689e+01   3.00362756e+00  -6.88644794e-04   1.78288942e-01]
 [ -5.51271074e+01   7.99317416e-03   0.00000000e+00   0.00000000e+00]]",[-1.44730413  0.77740383],[-0.16048557 -0.3236326 ]
29,-0.171592038889,[-1.25770348  0.68212135],"[ 0.9326006  -0.53084256  0.89147908 -0.32519974 -0.01036915  1.53548539
 -0.43355671 -0.38569137 -0.32446285 -1.49741248  0.        ]",-1.03517,"[[ -1.19617863e+01   3.00337123e+00  -6.88644794e-04   1.78288942e-01]
 [ -5.79950764e+01  -2.17491137e-02   0.00000000e+00   0.00000000e+00]]",[-1.29610693  0.69220757],[-0.16048557 -0.3236326 ]
30,-0.160689761592,[-0.99481768  1.94581692],"[ 0.94885801 -0.53077629 -0.77373938 -0.32403022 -0.01036914  1.53548056
 -0.51080518 -0.38431729 -0.20023783 -1.40712692  0.        ]",-1.03153,"[[ -1.31498935e+01   3.00304067e+00  -6.88644794e-04   1.78288942e-01]
 [ -6.08062677e+01  -1.18611216e-02   0.00000000e+00   0.00000000e+00]]",[-1.48096824  0.8401885 ],[-0.16048557 -0.3236326 ]
31,-0.174374150482,[-1.80557185  1.13818899],"[-0.55179622 -0.53080875 -1.39313337 -0.32461925 -0.01036913  1.53547573
 -0.58596051 -0.38023775 -0.08218692 -1.52009347  0.        ]",-1.04063,"[[ -1.43934602e+01   3.00320730e+00  -6.88644794e-04   1.78288942e-01]
 [ -6.35412901e+01   1.75015137e-02   0.00000000e+00   0.00000000e+00]]",[-1.79895854  1.00028157],[-0.16048557 -0.3236326 ]
32,-0.193528758146,[-2.79621662  0.40764722],"[-1.58121608 -0.53087506  0.0212382  -0.32581301 -0.01036912  1.53547089
 -0.66019179 -0.3806558  -0.13917549 -1.69482974  0.        ]",-1.18052,"[[ -1.56913900e+01   3.00354490e+00  -6.88644794e-04   1.78288942e-01]
 [ -6.62426891e+01   1.44893621e-02   0.00000000e+00   0.00000000e+00]]",[-1.80020201  0.99803495],[-0.16048557 -0.3236326 ]
33,-0.190913043461,[-2.00170715  1.61654324],"[-0.52457731 -0.53079464  1.49228756 -0.32438985 -0.01036911  1.53546606
 -0.73295339 -0.38754626 -0.3000833  -1.67064816  0.        ]",-1.21875,"[[ -1.70428112e+01   3.00314263e+00  -6.88644794e-04   1.78288942e-01]
 [ -6.88906092e+01  -3.51128322e-02   0.00000000e+00   0.00000000e+00]]",[-1.5394659   0.80958128],[-0.16048557 -0.3236326 ]
34,-0.168367511118,[-1.17338247  1.22192887],"[ 1.06665477 -0.53078784  0.62915184 -0.3242799  -0.0103691   1.53546123
 -0.80427431 -0.38050262 -0.31126611 -1.47016692  0.        ]",-1.08314,"[[ -1.84466649e+01   3.00311164e+00  -6.88644794e-04   1.78288942e-01]
 [ -7.14861070e+01   1.55859644e-02   0.00000000e+00   0.00000000e+00]]",[-1.38047159  0.71033114],[-0.16048557 -0.3236326 ]
35,-0.163278738123,[-2.47183702  0.43736343],"[ 0.48129261 -0.5308564  -1.24624368 -0.3255131  -0.01036909  1.53545639
 -0.87418324 -0.38041312 -0.14272842 -1.42763093  0.        ]",-0.799285,"[[ -1.99019130e+01   3.00346039e+00  -6.88644794e-04   1.78288942e-01]
 [ -7.40302269e+01   1.62273145e-02   0.00000000e+00   0.00000000e+00]]",[-1.72090232  0.90287185],[-0.16048557 -0.3236326 ]
36,-0.186757409429,[-2.32945652  0.0202658 ],"[-1.35311059 -0.53078914 -0.77384513 -0.32432512 -0.01036908  1.53545156
 -0.94270795 -0.38702872 -0.09040544 -1.63080826  0.        ]",-1.13204,"[[ -2.14075382e+01   3.00312461e+00  -6.88644794e-04   1.78288942e-01]
 [ -7.65239814e+01  -3.13962947e-02   0.00000000e+00   0.00000000e+00]]",[-1.81608665  1.01859581],[-0.16048557 -0.3236326 ]
37,-0.194413684716,[-2.69591226 -0.57737983],"[-0.9802566  -0.5305815   1.27417357 -0.32065305 -0.01036907  1.53544673
 -1.00987572 -0.39043049 -0.26272545 -1.70376632  0.        ]",-1.13951,"[[ -2.29625431e+01   3.00208642e+00  -6.88644794e-04   1.78288942e-01]
 [ -7.89683640e+01  -5.58860121e-02   0.00000000e+00   0.00000000e+00]]",[-1.69587672  0.8754822 ],[-0.16048557 -0.3236326 ]
38,-0.168530676643,[ 1.81352157  1.22131779],"[ 0.96141579 -0.52534783  0.84462953 -0.23562962 -0.01036906  1.53544189
 -1.07571275 -0.70846497 -0.33062559 -1.46954302  0.        ]",-1.41268,"[[ -2.45659504e+01   2.97800106e+00  -6.88644794e-04   1.78288942e-01]
 [ -8.13643289e+01  -2.34517309e+00   0.00000000e+00   0.00000000e+00]]",[-1.22649717  0.89778137],[-0.16048557 -0.3236326 ]
39,-0.161629735979,[-0.77052579  0.3014212 ],"[ 0.53769815 -0.52373161 -1.20958518 -0.21184373 -0.01036905  1.53543706
 -0.92264622 -0.15254441 -0.12426351 -1.41156661  0.        ]",-0.997644,"[[ -2.61373484e+01   2.97124650e+00  -6.88644794e-04   1.78288942e-01]
 [ -7.57941181e+01   1.65645849e+00   0.00000000e+00   0.00000000e+00]]",[-1.84913814  0.77962422],[-0.16048557 -0.3236326 ]
40,-0.18670952431,[-2.55683848  0.8954023 ],"[-1.33616133 -0.53176131 -0.8008772  -0.34200131 -0.01036904  1.53543223
 -0.96525077 -0.24964803 -0.08817146 -1.63012339  0.        ]",-1.09815,"[[ -2.76687870e+01   3.00812079e+00  -6.88644794e-04   1.78288942e-01]
 [ -7.73446107e+01   9.57485161e-01   0.00000000e+00   0.00000000e+00]]",[-1.89455819  0.93320566],[-0.16048557 -0.3236326 ]
41,-0.193800773627,[-2.1393497   1.69501797],"[-0.98671759 -0.53284987  1.26938125 -0.36258262 -0.01036903  1.5354274
 -1.03197413 -0.39402734 -0.25319374 -1.69870098  0.        ]",-1.26413,"[[ -2.92400426e+01   3.01393367e+00  -6.88644794e-04   1.78288942e-01]
 [ -7.97728235e+01  -8.17885374e-02   0.00000000e+00   0.00000000e+00]]",[-1.70373809  0.86607957],[-0.16048557 -0.3236326 ]
42,-0.171515073195,[-2.95638095  1.65434914],"[ 0.96894193 -0.53224904  0.83173201 -0.35112672 -0.01036902  1.53542256
 -1.09737407 -0.40797994 -0.31926274 -1.49721147  0.        ]",-0.91192,"[[ -3.08593790e+01   3.01069884e+00  -6.88644794e-04   1.78288942e-01]
 [ -8.21528854e+01  -1.82225253e-01   0.00000000e+00   0.00000000e+00]]",[-1.42664814  0.71819901],[-0.16048557 -0.3236326 ]
43,-0.163975446676,[-2.75182159  0.25741247],"[ 0.41124461 -0.53165668 -1.28650996 -0.34010604 -0.01036901  1.53541773
 -1.16147876 -0.39976724 -0.13954166 -1.43352751  0.        ]",-0.765801,"[[ -3.25258438e+01   3.00758560e+00  -6.88644794e-04   1.78288942e-01]
 [ -8.44858229e+01  -1.23111852e-01   0.00000000e+00   0.00000000e+00]]",[-1.76821256  0.90843034],[-0.16048557 -0.3236326 ]
44,-0.190208123704,[-0.33327121  0.92967971],"[-1.51181127 -0.53114303 -0.42067261 -0.33075696 -0.010369    1.5354129
 -1.22431413 -0.39939004 -0.10961068 -1.66319341  0.        ]",-1.44113,"[[ -3.42385041e+01   3.00494357e+00  -6.88644794e-04   1.78288942e-01]
 [ -8.67725802e+01  -1.20399801e-01   0.00000000e+00   0.00000000e+00]]",[-1.81816232  1.01486313],[-0.16048557 -0.3236326 ]
45,-0.189950894282,[-0.29681503  0.92305938],"[-0.41965362 -0.5309044   1.51488838 -0.32648114 -0.01036899  1.53540806
 -1.21336685 -0.38581964 -0.30636315 -1.66158318  0.        ]",-1.3832,"[[ -3.59699596e+01   3.00373496e+00  -6.88644794e-04   1.78288942e-01]
 [ -8.63742982e+01  -2.27206886e-02   0.00000000e+00   0.00000000e+00]]",[-1.62223125  0.80420542],[-0.16048557 -0.3236326 ]
46,-0.163429909027,[-2.81201323  2.00029525],"[ 1.17705917 -0.5308683   0.0563476  -0.32584692 -0.01036898  1.53540323
 -1.1986702  -0.38278924 -0.27355314 -1.42941272  0.        ]",-0.917137,"[[ -3.76920804e+01   3.00355576e+00  -6.88644794e-04   1.78288942e-01]
 [ -8.58395687e+01  -9.10358958e-04   0.00000000e+00   0.00000000e+00]]",[-1.50843799  0.74675596],[-0.16048557 -0.3236326 ]
47,-0.172728644465,[-2.50903058  1.38890498],"[-0.42412501 -0.53088938 -1.42233244 -0.32623469 -0.01036898  1.5353984
 -1.26076923 -0.38154545 -0.08644781 -1.5059295   0.        ]",-0.89205,"[[ -3.94315468e+01   3.00366548e+00  -6.88644794e-04   1.78288942e-01]
 [ -8.80995399e+01   8.03968589e-03   0.00000000e+00   0.00000000e+00]]",[-1.82125163  0.96486616],[-0.16048557 -0.3236326 ]
48,-0.195659309219,[ -1.29942544e+00   3.92141047e-04],"[-1.4855223  -0.53091765  0.5908436  -0.32675136 -0.01036897  1.53539357
 -1.3216385  -0.38182303 -0.1862838  -1.71551049  0.        ]",-1.35557,"[[ -4.12157637e+01   3.00381164e+00  -6.88644794e-04   1.78288942e-01]
 [ -9.03147723e+01   6.03868309e-03   0.00000000e+00   0.00000000e+00]]",[-1.82904553  0.9458003 ],[-0.16048557 -0.3236326 ]
49,-0.177319061216,[-0.3537342   1.73131957],"[ 0.61303504 -0.53072511  1.24586176 -0.32332913 -0.01036896  1.53538873
 -1.38130223 -0.39243592 -0.33604869 -1.5467956   0.        ]",-1.27769,"[[ -4.30438453e+01   3.00284420e+00  -6.88644794e-04   1.78288942e-01]
 [ -9.24861481e+01  -7.03575710e-02   0.00000000e+00   0.00000000e+00]]",[-1.50759757  0.72856987],[-0.16048557 -0.3236326 ]
