timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
10,-0.226020449517,[-0.8200322   0.51927684],"[-0.48962395 -0.51786335 -1.41227259  0.11775322 -1.69683875  0.23004077
  0.31681815  2.21786067  1.42123513 -0.2289672   0.        ]",-1.2536,"[[ -1.77215271   2.87254473  -0.19450189   0.02742239]
 [-25.31267743  18.71837967   0.           0.        ]]",[-2.10292292  0.43824586],[-0.18695435 -0.3047103 ]
11,-0.199719334216,[-2.05974029 -0.53782841],"[-1.13866469 -0.56841555 -1.05689829 -0.82777997 -1.69683048  0.23004047
  0.2357912   0.16677266  1.23575282 -0.14712024  0.        ]",-0.873179,"[[ -2.30596231e+00   3.15439506e+00  -1.94501891e-01   2.74223856e-02]
 [ -2.80592564e+01   3.90873610e+00   0.00000000e+00   0.00000000e+00]]",[-2.03162575  0.49011755],[-0.18695435 -0.3047103 ]
12,-0.205599113559,[-1.45753089  0.42404781],"[-1.55308545 -0.56853002 -0.30498368 -0.78412175 -1.69682222  0.23004016
  0.13536552 -0.78263862  1.27370517 -0.20534367  0.        ]",-1.01647,"[[ -2.90130331e+00   3.14153065e+00  -1.94501891e-01   2.74223856e-02]
 [ -3.14633991e+01  -2.94638193e+00   0.00000000e+00   0.00000000e+00]]",[-1.92111409  0.60453773],[-0.18695435 -0.3047103 ]
13,-0.204263529839,[-1.9645652   0.35010369],"[-1.47147406 -0.56610015  0.66224571 -0.58510669 -1.69681396  0.23003986
  0.03693847 -0.73005609  1.24977869 -0.3156801   0.        ]",-0.916898,"[[ -3.56404668e+00   3.08285450e+00  -1.94501891e-01   2.74223856e-02]
 [ -3.47997944e+01  -2.56672660e+00   0.00000000e+00   0.00000000e+00]]",[-1.71031928  0.58316982],[-0.18695435 -0.3047103 ]
14,-0.192713931106,[-1.55046821  0.67182895],"[-0.77549703 -0.56161087  1.41347365 -0.44839521 -1.69680569  0.23003955
 -0.05953831 -0.58182289  1.15924173 -0.34384592  0.        ]",-1.01628,"[[ -4.29285441e+00   3.04244211e+00  -1.94501891e-01   2.74223856e-02]
 [ -3.80700807e+01  -1.49643537e+00   0.00000000e+00   0.00000000e+00]]",[-1.4532609   0.46891934],[-0.18695435 -0.3047103 ]
15,-0.181497192964,[-1.17995405 -0.36328448],"[ 0.28994819 -0.55828706  1.43971538 -0.37583712 -1.69679743  0.23003925
 -0.15410579 -0.4757763   1.08923801 -0.26211714  0.        ]",-0.967003,"[[ -5.08641846e+00   3.02093182e+00  -1.94501891e-01   2.74223856e-02]
 [ -4.12756478e+01  -7.30745859e-01   0.00000000e+00   0.00000000e+00]]",[-1.35657442  0.35546541],[-0.18695435 -0.3047103 ]
16,-0.181381424804,[-2.04128739  0.276508  ],"[ 1.08620058 -0.55280074  0.54764339 -0.27861036 -1.69678917  0.23003894
 -0.24680288 -0.67315914  1.10354682 -0.12011005  0.        ]",-0.870893,"[[ -5.94345797e+00   2.99201822e+00  -1.94501891e-01   2.74223856e-02]
 [ -4.44178147e+01  -2.15592896e+00   0.00000000e+00   0.00000000e+00]]",[-1.49073505  0.39864615],[-0.18695435 -0.3047103 ]
17,-0.198605773419,[-2.70791318  0.59094192],"[ 0.93986719 -0.54544274 -0.76719437 -0.17243234 -1.6967809   0.23003864
 -0.33766049 -0.51584175  1.23279044 -0.04537431  0.        ]",-0.932613,"[[ -6.86271497e+00   2.96029712e+00  -1.94501891e-01   2.74223856e-02]
 [ -4.74976295e+01  -1.02004815e+00   0.00000000e+00   0.00000000e+00]]",[-1.822716   0.4915131],[-0.18695435 -0.3047103 ]
18,-0.214728909806,[-2.7177694   0.96041942],"[-0.19864634 -0.54626197 -1.44233958 -0.18331248 -1.69677264  0.23003834
 -0.42672127 -0.18925679  1.34491666 -0.15554627  0.        ]",-0.981465,"[[ -7.84295696e+00   2.96355561e+00  -1.94501891e-01   2.74223856e-02]
 [ -5.05165398e+01   1.33800576e+00   0.00000000e+00   0.00000000e+00]]",[-2.11344957  0.54917282],[-0.18695435 -0.3047103 ]
19,-0.213332364503,[-1.16048735  1.49920684],"[-1.3952216  -0.55688232 -0.71949338 -0.34889368 -1.69676438  0.23003803
 -0.5140256  -0.08833086  1.31812581 -0.30745526  0.        ]",-1.14173,"[[ -8.88297943e+00   3.01293071e+00  -1.94501891e-01   2.74223856e-02]
 [ -5.34759146e+01   2.06672400e+00   0.00000000e+00   0.00000000e+00]]",[-1.98344624  0.52852285],[-0.18695435 -0.3047103 ]
20,-0.200386345406,[-3.90446744  1.43575837],"[-1.38439919 -0.55907656  0.83911364 -0.39193652 -1.69675611  0.23003773
 -0.59960156 -0.39680021  1.21242753 -0.36596125  0.        ]",-0.574969,"[[ -9.98160281e+00   3.02570947e+00  -1.94501891e-01   2.74223856e-02]
 [ -5.63767076e+01  -1.60529473e-01   0.00000000e+00   0.00000000e+00]]",[-1.68065751  0.50914389],[-0.18695435 -0.3047103 ]
21,-0.183184000984,[-1.139858   -0.27623655],"[-0.01857781 -0.55791281  1.52787113 -0.36857097 -1.69674785  0.23003742
 -0.68347898 -0.4296999   1.09709725 -0.29231337  0.        ]",-1.00574,"[[ -1.11376640e+01   3.01877534e+00  -1.94501891e-01   2.74223856e-02]
 [ -5.92199311e+01  -3.98080324e-01   0.00000000e+00   0.00000000e+00]]",[-1.4098227   0.37566221],[-0.18695435 -0.3047103 ]
22,-0.183025601498,[-3.45045571  0.52981558],"[ 1.13286715 -0.55440572  0.37065992 -0.30506419 -1.69673959  0.23003712
 -0.76569539 -0.58039846  1.11597023 -0.11372517  0.        ]",-0.664258,"[[ -1.23500250e+01   2.99989732e+00  -1.94501891e-01   2.74223856e-02]
 [ -6.20068585e+01  -1.48617786e+00   0.00000000e+00   0.00000000e+00]]",[-1.54403484  0.39983758],[-0.18695435 -0.3047103 ]
23,-0.204761303536,[-1.04123492  0.54656422],"[ 0.47079958 -0.55268351 -1.24542723 -0.27683762 -1.69673133  0.23003682
 -0.84628071 -0.28614963  1.27594631 -0.09176756  0.        ]",-1.25452,"[[ -1.36175693e+01   2.99149081e+00  -1.94501891e-01   2.74223856e-02]
 [ -6.47385061e+01   6.38385647e-01   0.00000000e+00   0.00000000e+00]]",[-1.98562896  0.50470376],[-0.18695435 -0.3047103 ]
24,-0.21323994965,[-2.65713863  1.41399665],"[-1.20492752 -0.55647494 -0.98752544 -0.34145377 -1.69672306  0.23003651
 -0.92527673 -0.3242256   1.32326348 -0.26389194  0.        ]",-0.886325,"[[ -1.49392063e+01   3.01072055e+00  -1.94501891e-01   2.74223856e-02]
 [ -6.74162918e+01   3.63462617e-01   0.00000000e+00   0.00000000e+00]]",[-2.02942729  0.56856662],[-0.18695435 -0.3047103 ]
25,-0.198851715787,[-2.63000669  0.72851036],"[-1.34723768 -0.55663539  0.90032841 -0.34441729 -1.6967148   0.23003621
 -1.00270666 -0.39155125  1.19888805 -0.37697924  0.        ]",-0.784696,"[[ -1.63138668e+01   3.01160141e+00  -1.94501891e-01   2.74223856e-02]
 [ -7.00410038e+01  -1.22652086e-01   0.00000000e+00   0.00000000e+00]]",[-1.67102349  0.50694847],[-0.18695435 -0.3047103 ]
26,-0.179762866461,[-0.44878363 -0.04629415],"[ 0.4004499  -0.55604243  1.38659729 -0.33363869 -1.69670654  0.2300359
 -1.07860223 -0.39664488  1.07901832 -0.24337597  0.        ]",-1.13925,"[[ -1.77404998e+01   3.00839782e+00  -1.94501891e-01   2.74223856e-02]
 [ -7.26137198e+01  -1.59433751e-01   0.00000000e+00   0.00000000e+00]]",[-1.42389977  0.35793719],[-0.18695435 -0.3047103 ]
27,-0.191500129152,[-1.26219376  2.68573004],"[ 1.0830052  -0.55508359 -0.45685661 -0.31673421 -1.69669828  0.2300356
 -1.08861072 -0.42202598  1.17975482 -0.0784774   0.        ]",-1.24481,"[[ -1.91961791e+01   3.00337065e+00  -1.94501891e-01   2.74223856e-02]
 [ -7.29530769e+01  -3.42696700e-01   0.00000000e+00   0.00000000e+00]]",[-1.72473347  0.43991739],[-0.18695435 -0.3047103 ]
28,-0.212923949583,[-2.51911261  0.44527303],"[-0.56848046 -0.55462406 -1.39221303 -0.30885729 -1.69669002  0.2300353
 -1.16280458 -0.37289575  1.32892449 -0.18900944  0.        ]",-0.93266,"[[ -2.06804749e+01   3.00102703e+00  -1.94501891e-01   2.74223856e-02]
 [ -7.54681287e+01   1.20327874e-02   0.00000000e+00   0.00000000e+00]]",[-2.07467794  0.56848508],[-0.18695435 -0.3047103 ]
29,-0.204665308182,[-1.95899773  1.09256257],"[-1.55841635 -0.55467974  0.38097436 -0.3098216  -1.69668175  0.23003499
 -1.23552988 -0.37265592  1.2421249  -0.37791812  0.        ]",-0.9165,"[[ -2.22145725e+01   3.00131413e+00  -1.94501891e-01   2.74223856e-02]
 [ -7.79334182e+01   1.37605870e-02   0.00000000e+00   0.00000000e+00]]",[-1.78675556  0.53869247],[-0.18695435 -0.3047103 ]
30,-0.180501940684,[-0.12304612  0.84041044],"[ 0.10794586 -0.55483825  1.50169554 -0.31254955 -1.69667349  0.23003469
 -1.30681486 -0.36775407  1.07999903 -0.27429785  0.        ]",-1.23555,"[[ -2.37974863e+01   3.00212600e+00  -1.94501891e-01   2.74223856e-02]
 [ -8.03499050e+01   4.91493569e-02   0.00000000e+00   0.00000000e+00]]",[-1.43773091  0.3786535 ],[-0.18695435 -0.3047103 ]
31,-0.190068886086,[-3.00063193 -0.57239546],"[ 1.11843269 -0.55497147 -0.33446628 -0.31485718 -1.69666523  0.23003438
 -1.27425713 -0.37142564  1.16918146 -0.08099489  0.        ]",-0.764648,"[[ -2.53934130e+01   3.00281273e+00  -1.94501891e-01   2.74223856e-02]
 [ -7.92464420e+01   2.26359321e-02   0.00000000e+00   0.00000000e+00]]",[-1.69734251  0.42511949],[-0.18695435 -0.3047103 ]
32,-0.215278770743,[-3.66110119  0.20913481],"[-0.61972186 -0.55027193 -1.37629371 -0.23991795 -1.69665697  0.23003408
 -1.34477416 -0.68596952  1.34484685 -0.20336862  0.        ]",-0.693263,"[[ -2.70023266e+01   2.98048031e+00  -1.94501891e-01   2.74223856e-02]
 [ -8.16369118e+01  -2.24845384e+00   0.00000000e+00   0.00000000e+00]]",[-2.09764409  0.64448655],[-0.18695435 -0.3047103 ]
33,-0.200148253614,[-1.60664193  0.72238938],"[-1.49214654 -0.54116481  0.60977435 -0.11881693 -1.69664871  0.23003378
 -1.41388691 -0.56586761  1.19776515 -0.43009816  0.        ]",-0.980657,"[[ -2.86585717e+01   2.94421398e+00  -1.94501891e-01   2.74223856e-02]
 [ -8.39798029e+01  -1.38129722e+00   0.00000000e+00   0.00000000e+00]]",[-1.73789358  0.60499203],[-0.18695435 -0.3047103 ]
34,-0.173592065431,[-2.50191979  0.16799677],"[ 0.46659417 -0.5415174   1.34850478 -0.12308989 -1.69664045  0.23003347
 -1.48163535 -0.16680366  1.03932333 -0.19715367  0.        ]",-0.749892,"[[ -3.03612103e+01   2.94549785e+00  -1.94501891e-01   2.74223856e-02]
 [ -8.62764719e+01   1.50003220e+00   0.00000000e+00   0.00000000e+00]]",[-1.4327085   0.35409683],[-0.18695435 -0.3047103 ]
35,-0.199254646941,[-1.92056408  0.62929286],"[ 0.84660528 -0.5505692  -0.90381307 -0.244383   -1.69663219  0.23003317
 -1.54805138 -0.07961517  1.23687687 -0.0639646   0.        ]",-1.06754,"[[ -3.21093300e+01   2.98181318e+00  -1.94501891e-01   2.74223856e-02]
 [ -8.85280020e+01   2.12955107e+00   0.00000000e+00   0.00000000e+00]]",[-1.85816717  0.44466686],[-0.18695435 -0.3047103 ]
36,-0.21195060798,[-2.44481591  0.44301211],"[-1.30692277 -0.55880574 -0.85960679 -0.38666052 -1.69662393  0.23003286
 -1.61315403 -0.28043732  1.31323607 -0.26772932  0.        ]",-0.839035,"[[ -3.39020338e+01   3.02414555e+00  -1.94501891e-01   2.74223856e-02]
 [ -9.07350399e+01   6.79571049e-01   0.00000000e+00   0.00000000e+00]]",[-1.98224962  0.54752642],[-0.18695435 -0.3047103 ]
37,-0.19049250432,[-1.37651926  0.76050853],"[-0.73790024 -0.55864683  1.43089314 -0.38344669 -1.69661567  0.23003256
 -1.67695971 -0.43120481  1.14198327 -0.34719354  0.        ]",-1.04876,"[[ -3.57384380e+01   3.02319212e+00  -1.94501891e-01   2.74223856e-02]
 [ -9.28981435e+01  -4.09004616e-01   0.00000000e+00   0.00000000e+00]]",[-1.55066109  0.45156586],[-0.18695435 -0.3047103 ]
38,-0.184838002806,[-1.30679472 -0.02468669],"[ 1.16044853 -0.55720931  0.17166523 -0.35534607 -1.6966074   0.23003225
 -1.73949864 -0.42579355  1.12907087 -0.11507854  0.        ]",-1.09282,"[[ -3.76176735e+01   3.01484963e+00  -1.94501891e-01   2.74223856e-02]
 [ -9.50183383e+01  -3.69938848e-01   0.00000000e+00   0.00000000e+00]]",[-1.5953995   0.40389398],[-0.18695435 -0.3047103 ]
39,-0.212391178271,[-0.51312894  0.58418468],"[-0.58026676 -0.55567154 -1.38875402 -0.32722199 -1.69659914  0.23003195
 -1.80079841 -0.43905177  1.32504976 -0.188206    0.        ]",-1.30032,"[[ -3.95388918e+01   3.00649128e+00  -1.94501891e-01   2.74223856e-02]
 [ -9.70965617e+01  -4.65670368e-01   0.00000000e+00   0.00000000e+00]]",[-2.05442762  0.57601249],[-0.18695435 -0.3047103 ]
40,-0.197689598173,[-2.37559458  1.06043254],"[-1.31880025 -0.55479963  0.94311157 -0.31203842 -1.69659088  0.23003165
 -1.80401664 -0.38521281  1.18887164 -0.38355692  0.        ]",-0.858662,"[[ -4.14819207e+01   3.00197494e+00  -1.94501891e-01   2.74223856e-02]
 [ -9.72059779e+01  -7.69476052e-02   0.00000000e+00   0.00000000e+00]]",[-1.66015482  0.49624273],[-0.18695435 -0.3047103 ]
41,-0.179989841134,[-1.48067564 -1.2275479 ],"[ 0.97176102 -0.55479309  0.81234081 -0.31194144 -1.69658262  0.23003134
 -1.86403863 -0.36944912  1.09059348 -0.15434256  0.        ]",-0.958105,"[[ -4.34464576e+01   3.00194621e+00  -1.94501891e-01   2.74223856e-02]
 [ -9.92409291e+01   3.68650424e-02   0.00000000e+00   0.00000000e+00]]",[-1.49115217  0.37460533],[-0.18695435 -0.3047103 ]
42,-0.213809309031,[-3.31562517  0.78474607],"[-0.07370197 -0.54607224 -1.43469953 -0.18105708 -1.69657436  0.23003104
 -1.92286816 -0.91888474  1.33915979 -0.14053074  0.        ]",-0.817454,"[[ -4.54512894e+01   2.96288429e+00  -1.94501891e-01   2.74223856e-02]
 [ -1.01235495e+02  -3.93016331e+00   0.00000000e+00   0.00000000e+00]]",[-2.08585167  0.68178439],[-0.18695435 -0.3047103 ]
43,-0.199451738799,[-2.62374349  0.84689509],"[-1.49851142 -0.53286094  0.59240562 -0.02568357 -1.6965661   0.23003073
 -1.9805184  -0.4790503   1.18742911 -0.45269432  0.        ]",-0.795852,"[[ -4.74956098e+01   2.91614762e+00  -1.94501891e-01   2.74223856e-02]
 [ -1.03190122e+02  -7.54494298e-01   0.00000000e+00   0.00000000e+00]]",[-1.73056936  0.58740902],[-0.18695435 -0.3047103 ]
44,-0.174884654122,[-1.64370399  1.03700736],"[ 0.85237067 -0.53847842  0.9967377  -0.08733872 -1.69655784  0.23003043
 -2.03704345 -0.01397948  1.05598556 -0.11936021  0.        ]",-1.00353,"[[ -4.95786403e+01   2.93474766e+00  -1.94501891e-01   2.74223856e-02]
 [ -1.05106647e+02   2.60338728e+00   0.00000000e+00   0.00000000e+00]]",[-1.47432494  0.35168773],[-0.18695435 -0.3047103 ]
45,-0.206478269264,[-1.8146842   0.36071408],"[-0.02599247 -0.5590911  -1.42851226 -0.39269715 -1.69654958  0.23003013
 -2.0924635   0.31871598  1.28597168 -0.13428013  0.        ]",-1.02368,"[[ -5.16996259e+01   3.02593700e+00  -1.94501891e-01   2.74223856e-02]
 [ -1.06985754e+02   5.00549906e+00   0.00000000e+00   0.00000000e+00]]",[-1.95638108  0.42934868],[-0.18695435 -0.3047103 ]
46,-0.203131359427,[-1.85499674 -0.57093052],"[-1.45496361 -0.56335879  0.70050188 -0.49463446 -1.69654132  0.23002982
 -2.1467799  -0.43566812  1.23767374 -0.33794188  0.        ]",-0.864324,"[[ -5.38578213e+01   3.05612707e+00  -1.94501891e-01   2.74223856e-02]
 [ -1.08827491e+02  -4.41260102e-01   0.00000000e+00   0.00000000e+00]]",[-1.7046051   0.49550375],[-0.18695435 -0.3047103 ]
47,-0.181425637858,[-1.04274005  0.45737835],"[ 0.99873934 -0.55888037  0.76086248 -0.38838743 -1.69653306  0.23002952
 -2.20000665 -0.74827565  1.09971609 -0.16946293  0.        ]",-1.13707,"[[ -5.60524802e+01   3.02465892e+00  -1.94501891e-01   2.74223856e-02]
 [ -1.10632334e+02  -2.69833670e+00   0.00000000e+00   0.00000000e+00]]",[-1.5186162   0.45511374],[-0.18695435 -0.3047103 ]
48,-0.213472845298,[-0.94457805  0.28566482],"[-0.43814581 -0.55220193 -1.42254266 -0.2695686  -1.6965248   0.23002921
 -2.25217036 -0.49108131  1.33382328 -0.17806942  0.        ]",-1.24091,"[[ -5.82828740e+01   2.98932732e+00  -1.94501891e-01   2.74223856e-02]
 [ -1.12401185e+02  -8.41367439e-01   0.00000000e+00   0.00000000e+00]]",[-2.04276896  0.58299851],[-0.18695435 -0.3047103 ]
49,-0.192518544004,[-2.78232999  0.2725721 ],"[-1.11778778 -0.55102753  1.17737781 -0.2514675  -1.69651654  0.23002891
 -2.29683321 -0.33332194  1.1497149  -0.38551345  0.        ]",-0.751429,"[[ -6.05460941e+01   2.98392919e+00  -1.94501891e-01   2.74223856e-02]
 [ -1.13915808e+02   2.97670094e-01   0.00000000e+00   0.00000000e+00]]",[-1.59772062  0.46555486],[-0.18695435 -0.3047103 ]
