timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.0247801   1.50629972  0.05914189 -1.3007662  -1.12636598  1.07177785
  0.31221488 -0.32140183  2.78104474 -1.7432799   0.        ]",[ 2.80680529  0.60696556],-0.366164993193,-0.366164993193,[ 3.14078093  1.81414187],"[[-0.01621973 -0.05092693 -0.13160509  0.12351559]
 [ 0.00283548  0.00118633  0.          0.        ]]",[-0.4944531  -0.39537877]
1,"[ 1.02456388  1.50749241  0.11860407 -1.23832184 -1.12636437  1.0717764
  0.73479101  0.06028015  2.78321669 -1.6102104   0.        ]",[ 3.10112027  0.51592992],-0.362552578423,-0.362552578423,[ 2.56569386  1.39726341],"[[ 0.02351756 -0.02680544 -0.13160509  0.12351559]
 [ 3.95772747  2.40296372  0.          0.        ]]",[-0.4944531  -0.39537877]
2,"[ 1.01014448  1.5068619   0.29456398 -1.06202805 -1.12636276  1.07177495
  1.14902511  0.37712629  2.75685152 -1.22123264  0.        ]",[ 1.86314246  1.54836671],-0.350372433456,-0.350372433456,[ 1.91028154  1.12394822],"[[ 0.14156941  0.04125816 -0.13160509  0.12351559]
 [ 7.83455434  4.39675437  0.          0.        ]]",[-0.4944531  -0.39537877]
3,"[ 0.94190326  1.48997519  0.57736617 -0.73561065 -1.12636115  1.0717735
  1.554996    0.99229582  2.60211885 -0.59076096  0.        ]",[ 0.94397841  1.15141367],-0.324460151451,-0.324460151451,[ 1.38778281  0.70399064],"[[  0.33638169   0.16803261  -0.13160509   0.12351559]
 [ 11.63406239   8.26778161   0.           0.        ]]",[-0.4944531  -0.39537877]
4,"[ 0.76255352  1.42092763  0.93358882 -0.22853146 -1.12635954  1.07177205
  1.92930481  1.59527946  2.16308232  0.15682762  0.        ]",[ 1.06292691  0.20831229],-0.276647790528,-0.276647790528,[ 0.69609755  0.08064067],"[[  0.60421039   0.37145863  -0.13160509   0.12351559]
 [ 15.13727091  12.06214245   0.           0.        ]]",[-0.4944531  -0.39537877]
5,"[ 0.41258832  1.27154149  1.29513143  0.33336071 -1.12635793  1.0717706
  2.32010991  1.68809849  1.37077837  0.67840827  0.        ]",[-0.65327999 -2.55090143],-0.202782147988,-0.202782147988,[-0.79807055 -1.09867513],"[[  0.94365229   0.61856263  -0.13160509   0.12351559]
 [ 18.79490794  12.64624229   0.           0.        ]]",[-0.4944531  -0.39537877]
6,"[-0.04634331  1.09383629  1.52125665  0.74154681 -1.12635632  1.07176915
  2.00451409  1.01908528  0.53224149  0.6661207   0.        ]",[-0.69820995 -1.28933662],-0.121709891453,-0.121709891453,[-1.35264063 -1.57672119],"[[  1.2899174    0.82924884  -0.13160509   0.12351559]
 [ 15.84129385   8.43640509   0.           0.        ]]",[-0.4944531  -0.39537877]
7,"[-0.4647721   0.96738851  1.57987798  0.94827853 -1.12635471  1.0717677
  1.67607432  0.36333841 -0.04181131  0.33890214  0.        ]",[-2.47784723 -1.42638514],-0.0567828941982,-0.0567828941982,[-1.68908966 -1.41476893],"[[  1.5759039    0.95657554  -0.13160509   0.12351559]
 [ 12.76744533   4.31004118   0.           0.        ]]",[-0.4944531  -0.39537877]
8,"[-0.77810746  0.91906829  1.54439782  1.01417099 -1.1263531   1.07176625
  1.22647156 -0.27933657 -0.36348803  0.00524167  0.        ]",[-1.24863949  0.48622102],-0.0135927358966,-0.0135927358966,[-1.52236748 -0.6192441 ],"[[ 1.78903519  1.00220008 -0.13160509  0.12351559]
 [ 8.55960117  0.26593313  0.          0.        ]]",[-0.4944531  -0.39537877]
9,"[-0.96268798  0.89242294  1.49017202  1.04781121 -1.12635149  1.0717648
  0.78556064  0.02594065 -0.52347002 -0.23644565  0.        ]",[-1.31533679 -0.36016772],-0.0131743590922,-0.0131743590922,[-1.23288918 -0.95228481],"[[ 1.91882461  1.02679242 -0.13160509  0.12351559]
 [ 4.43309266  2.18692445  0.          0.        ]]",[-0.4944531  -0.39537877]
