timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.297557435633,[ 2.52804956  1.87371375],-0.297557435633,"[ 1.00714998  1.61588755  0.08357759 -1.02500625 -0.66820764  0.63660559
  0.35779839 -0.3352718   2.14066713 -0.96050587  0.        ]","[[-0.02037334  0.01962701 -0.07818923  0.07203847]
 [ 0.00301464 -0.00184271  0.          0.        ]]",[-0.38217881 -0.2889111 ],[ 1.93161464  2.65658283]
1,-0.294319973357,[ 2.66981199  1.38282732],-0.294319973357,"[ 1.00717866  1.61390254  0.14324487 -0.91830905 -0.66820689  0.6366049
  0.75142592  0.26925725  2.13764068 -0.8192867   0.        ]","[[ 0.01936143  0.05930292 -0.07818923  0.07203847]
 [ 3.95730379  3.95624697  0.          0.        ]]",[-0.38217881 -0.2889111 ],[ 1.48935461  2.22305584]
2,-0.282889156617,[ 1.38849628  1.87932556],-0.282889156617,"[ 0.99327589  1.59627546  0.31985831 -0.60298222 -0.66820614  0.6366042
  1.13727683  0.86181996  2.08416293 -0.40577642  0.        ]","[[ 0.13739802  0.17735461 -0.07818923  0.07203847]
 [ 7.83348089  7.83599168  0.          0.        ]]",[-0.38217881 -0.2889111 ],[ 0.70400506  1.78581345]
3,-0.258507320685,[ 0.19735394  2.09220779],-0.258507320685,"[ 0.92518035  1.52947239  0.60391224 -0.0989591  -0.66820539  0.63660351
  1.51553297  1.44264262  1.85817981  0.21828465  0.        ]","[[  0.33219208   0.37223026  -0.07818923   0.07203847]
 [ 11.63338242  11.63888398   0.           0.        ]]",[-0.38217881 -0.2889111 ],[-0.20665626  1.15629053]
4,-0.218138978407,[-1.91153791  0.80975259],-0.218138978407,"[ 0.76921285  1.36388696  0.92503736  0.5347186  -0.66820464  0.63660281
  1.57031421  2.01212376  1.36123367  0.80986555  0.        ]","[[  0.5703798    0.64241914  -0.07818923   0.07203847]
 [ 12.18374346  15.36755116   0.           0.        ]]",[-0.38217881 -0.2889111 ],[-0.87451696  0.26189047]
5,-0.167810105711,[-0.65856396 -0.34950672],-0.167810105711,"[ 0.58087306  1.05679634  1.16168314  1.15576843 -0.66820389  0.63660212
  1.15258099  2.45550307  0.72922474  1.04299164  0.        ]","[[  0.77194998   0.97889779  -0.07818923   0.07203847]
 [  7.98731645  18.27062332   0.           0.        ]]",[-0.38217881 -0.2889111 ],[-0.63174313 -0.30447239]
6,-0.118324600377,[-1.37768127 -0.0981449 ],-0.118324600377,"[ 0.4332732   0.65652742  1.29423706  1.53390873 -0.66820314  0.63660143
  0.8777021   2.18896389  0.21519384  0.90396192  0.        ]","[[  0.90399228   1.32680142  -0.07818923   0.07203847]
 [  5.22596021  16.52554064   0.           0.        ]]",[-0.38217881 -0.2889111 ],[-0.47265527 -0.79384756]
7,-0.0764160162492,[ 0.43564916 -2.78937818],-0.0764160162492,"[ 0.35598617  0.25058655  1.35104543  1.60515655 -0.66820239  0.63660073
  0.4736348   2.07974207 -0.07911793  0.59124638  0.        ]","[[  0.9677868    1.65013803  -0.07818923   0.07203847]
 [  1.16680096  15.81047243   0.           0.        ]]",[-0.38217881 -0.2889111 ],[-0.13191257 -0.93935466]
8,-0.0427927771002,[ 0.60042763 -1.25809909],-0.0427927771002,"[ 0.30519847 -0.086166    1.38444811  1.44796171 -0.66820164  0.63660004
  0.64313292  1.42714593 -0.219329    0.25904166  0.        ]","[[  1.00820781   1.92347665  -0.07818923   0.07203847]
 [  2.86954479  11.53764211   0.           0.        ]]",[-0.38217881 -0.2889111 ],[-0.4955287  -1.42436039]
9,-0.0178224717025,[-1.80961242 -1.59337344],-0.0178224717025,"[ 0.1999939  -0.30117082  1.44486495  1.22869223 -0.66820089  0.63659934
  0.87416146  0.78747061 -0.30158628 -0.02395049  0.        ]","[[ 1.08888523  2.11220736 -0.07818923  0.07203847]
 [ 5.19041193  7.34939156  0.          0.        ]]",[-0.38217881 -0.2889111 ],[-0.98841262 -1.90438616]
10,-0.0129795777827,[ 0.70823504 -0.73963895],-0.0129795777827,"[ 0.11455994 -0.41203069  1.48608135  1.06931655 -0.66820014  0.63659865
  0.46992462  0.1605211  -0.32853369 -0.19769884  0.        ]","[[ 1.1519507   2.21800903 -0.07818923  0.07203847]
 [ 1.12955455  3.24445848  0.          0.        ]]",[-0.38217881 -0.2889111 ],[-0.56206471 -1.42988718]
