timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.356769716523,[-1.87559728  1.29619536],-0.356769716523,"[ 0.98272207  1.84176372  0.18123846 -1.18298202 -0.95330091 -1.34738124
  0.41327139 -0.35232778  2.25116678  1.4000265   0.        ]","[[ 0.03598392 -0.08285354 -0.11222705 -0.15509408]
 [-0.00326219  0.00319722  0.          0.        ]]",[-0.25699183 -0.20085004],[-2.0655508   0.90817463]
1,-0.355137242841,[-2.46571357 -0.71910706],-0.355137242841,"[ 0.9836627   1.84499263  0.12002512 -1.06646146 -0.95329888 -1.34737702
  0.05932937  0.2193557   2.2516756   1.36107885  0.        ]","[[ -3.78663581e-03  -4.30469574e-02  -1.12227046e-01  -1.55094084e-01]
 [ -3.96061124e+00   3.96425532e+00   0.00000000e+00   0.00000000e+00]]",[-0.25699183 -0.20085004],[-2.00519276  0.72617686]
2,-0.34622140059,[-2.07846943  0.98680957],-0.34622140059,"[ 0.97274442  1.84615072 -0.06132905 -0.92000693 -0.95329685 -1.3473728
 -0.28737311 -0.20270383  2.2406708   1.17228601  0.        ]","[[ -1.21891943e-01   6.89727831e-03  -1.12227046e-01  -1.55094084e-01]
 [ -7.83701685e+00   1.03990856e+00   0.00000000e+00   0.00000000e+00]]",[-0.25699183 -0.20085004],[-1.70311618  0.96127719]
3,-0.32839683267,[-2.81914415  1.08869471],-0.32839683267,"[ 0.91039253  1.84329644 -0.35370441 -0.74472088 -0.95329483 -1.34736857
 -0.62745468  0.35846974  2.18410785  0.84278146  0.        ]","[[ -0.31678271   0.06670745  -0.11222705  -0.15509408]
 [-11.63939881   4.92813912   0.           0.        ]]",[-0.25699183 -0.20085004],[-1.34869468  0.93801343]
4,-0.30324132774,[-1.21211039  0.73105486],-0.30324132774,"[ 0.73717722  1.81934153 -0.72675741 -0.34592855 -0.9532928  -1.34736435
 -0.96081517  0.91605168  2.05101373  0.46899475  0.        ]","[[ -0.58696703   0.20403285  -0.11222705  -0.15509408]
 [-15.36664346   8.79149026   0.           0.        ]]",[-0.25699183 -0.20085004],[-0.89393938  0.92041314]
5,-0.267924898429,[ 0.22099601  1.87550256],-0.267924898429,"[ 0.39027842  1.7404391  -1.10908388  0.22131271 -0.95329078 -1.34736013
 -1.28756584  1.30884841  1.80343547  0.08892447  0.        ]","[[ -0.93095449   0.4071703   -0.11222705  -0.15509408]
 [-19.02000474  11.51310215   0.           0.        ]]",[-0.25699183 -0.20085004],[ 0.00496856  0.84746939]
6,-0.228426677646,[-0.8717705   0.58792309],-0.228426677646,"[-0.09340985  1.56269564 -1.35701622  0.89233937 -0.95328875 -1.3473559
 -1.17589789  1.8472437   1.486556   -0.15979459  0.        ]","[[ -1.29882786   0.67486163  -0.11222705  -0.15509408]
 [-17.77150685  15.24356625   0.           0.        ]]",[-0.25699183 -0.20085004],[ 0.36747357  0.63637263]
7,-0.186480160132,[ 2.05395672 -0.32945086],-0.186480160132,"[-0.65735041  1.25164923 -1.40350575  1.52798311 -0.95328672 -1.34735168
 -1.45309808  2.13962256  1.14055042 -0.24186985  0.        ]","[[ -1.68535334   1.00006117  -0.11222705  -0.15509408]
 [-20.87087366  17.26948102   0.           0.        ]]",[-0.25699183 -0.20085004],[ 1.07381976  0.30038589]
8,-0.147440077184,[ 1.32213196  0.34528757],-0.147440077184,"[-1.17967682  0.86280037 -1.23379284  1.90746739 -0.9532847  -1.34734746
 -1.06234417  1.90163612  0.8249545  -0.1704266   0.        ]","[[ -2.0589377    1.32890567  -0.11222705  -0.15509408]
 [-16.50196828  15.62059141   0.           0.        ]]",[-0.25699183 -0.20085004],[ 0.78499317  0.12694371]
9,-0.127482991216,[ 0.19001041  0.91032944],-0.127482991216,"[-1.51968694  0.44827822 -0.97372542  1.98320376 -0.95328267 -1.34734324
 -0.67928265  2.05406621  0.6576052   0.02460332  0.        ]","[[ -2.34600738   1.65191373  -0.11222705  -0.15509408]
 [-12.21905346  16.67683281   0.           0.        ]]",[-0.25699183 -0.20085004],[ 0.54164326  0.11885804]
10,-0.128153203986,[ 0.77742637  0.11144862],-0.128153203986,"[-1.73582132 -0.00648073 -0.69339054  1.70402492 -0.95328065 -1.34733901
 -0.59045818  2.52651668  0.60740126  0.31830885  0.        ]","[[ -2.5804255    2.01829584  -0.11222705  -0.15509408]
 [-11.22593697  19.9505065    0.           0.        ]]",[-0.25699183 -0.20085004],[ 0.32977635  0.1713866 ]
11,-0.146473602925,[ 0.07221623  1.05154067],-0.146473602925,"[-1.86214061 -0.41582584 -0.43046822  1.00220976 -0.95327862 -1.34733479
 -0.2953283   2.53311334  0.61984744  0.68678236  0.        ]","[[ -2.77183805   2.41776511  -0.11222705  -0.15509408]
 [ -7.92616257  19.99635882   0.           0.        ]]",[-0.25699183 -0.20085004],[ 0.18883942  0.29961511]
12,-0.176766977581,[-0.1426904   1.45031364],-0.176766977581,"[-1.92754025 -0.68672225 -0.20358554 -0.10673821 -0.9532766  -1.34733057
 -0.25569317  3.04738437  0.63693614  1.12725822  0.        ]","[[ -2.92591544   2.85344665  -0.11222705  -0.15509408]
 [ -7.48301528  23.55994091   0.           0.        ]]",[-0.25699183 -0.20085004],[ 0.06503375  0.32378525]
13,-0.205203185166,[-0.70220819 -0.12247841],-0.205203185166,"[-1.95883481 -0.73677547  0.0307478  -1.1482819  -0.95327457 -1.34732634
 -0.2930417   0.33978363  0.61151954  1.51861377  0.        ]","[[-3.07976168  3.21257927 -0.11222705 -0.15509408]
 [-7.90060358  4.79903532  0.          0.        ]]",[-0.25699183 -0.20085004],[-0.2260689   0.20495954]
14,-0.201524429795,[-0.93410462 -0.01740237],-0.201524429795,"[-1.95060054 -0.73843679  0.31400567 -1.08583769 -0.95327254 -1.34732212
 -0.52775247 -0.91520984  0.62442966  1.46189573  0.        ]","[[ -3.26410496   3.1912514   -0.11222705  -0.15509408]
 [-10.52485028  -3.89679244   0.           0.        ]]",[-0.25699183 -0.20085004],[-0.26059648  0.25584328]
15,-0.190775794023,[-0.60739469  0.05985334],-0.190775794023,"[-1.8630187  -0.7393312   0.67973394 -0.8438572  -0.95327052 -1.3473179
 -0.83990103 -0.95158383  0.60385334  1.34711714  0.        ]","[[ -3.50961908   3.10872539  -0.11222705  -0.15509408]
 [-14.01491484  -4.14884072   0.           0.        ]]",[-0.25699183 -0.20085004],[-0.1967884  0.3793228]
16,-0.178898509113,[ 0.81528222  1.90958941],-0.178898509113,"[-1.64356815 -0.73183322  1.08145885 -0.61054589 -0.95326849 -1.34731367
 -1.03016854 -0.90554868  0.53565933  1.26355243  0.        ]","[[ -3.8112619    3.028949    -0.11222705  -0.15509408]
 [-16.14226907  -3.82987731   0.           0.        ]]",[-0.25699183 -0.20085004],[-0.12713514  0.5102855 ]
17,-0.173171323147,[-0.38757993  0.95528772],-0.173171323147,"[-1.33727264 -0.72566883  1.38425877 -0.5043607  -0.95326647 -1.34730945
 -0.71286182 -0.32900564  0.47112512  1.25261503  0.        ]","[[ -4.09851186   2.99243233  -0.11222705  -0.15509408]
 [-12.59456458   0.1649686    0.           0.        ]]",[-0.25699183 -0.20085004],[-0.05931723  0.51023871]
18,-0.17468439266,[-0.30367415  1.62511511],-0.17468439266,"[-0.9926744  -0.7292004   1.57247272 -0.56150352 -0.95326444 -1.34730523
 -0.8278098  -0.29052827  0.45620988  1.28421003  0.        ]","[[ -4.36329757   3.01210566  -0.11222705  -0.15509408]
 [-13.87978248   0.43157439   0.           0.        ]]",[-0.25699183 -0.20085004],[-0.08675238  0.52053219]
19,-0.175553105471,[ 0.40293517  0.25559278],-0.175553105471,"[-0.58048489 -0.72936772  1.66234435 -0.56445059 -0.95326242 -1.34730101
 -0.91077136 -0.3741556   0.4288506   1.31762993  0.        ]","[[ -4.65020013   3.01311912  -0.11222705  -0.15509408]
 [-14.80737246  -0.14787883   0.           0.        ]]",[-0.25699183 -0.20085004],[-0.15455748  0.52799678]
20,-0.177607857731,[-0.22427963 -0.22459618],-0.177607857731,"[-0.17475843 -0.72864365  1.62986609 -0.55196905 -0.95326039 -1.34729678
 -0.74186563 -0.38483521  0.40702546  1.35914297  0.        ]","[[ -4.92739996   3.00882742  -0.11222705  -0.15509408]
 [-12.91890111  -0.22188074   0.           0.        ]]",[-0.25699183 -0.20085004],[-0.23043439  0.51898682]
21,-0.180951817554,[-0.84853232  0.79766081],-0.180951817554,"[ 0.19073076 -0.7262492   1.49153149 -0.51328593 -0.95325836 -1.34729256
 -0.79841402 -0.51256646  0.3895922   1.41091274  0.        ]","[[ -5.19212175   2.99550987  -0.11222705  -0.15509408]
 [-13.55116811  -1.10692809   0.           0.        ]]",[-0.25699183 -0.20085004],[-0.32124096  0.47436604]
