timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.37233435455,[ 2.55437012  2.97505464],-0.37233435455,"[ 0.98233199  1.7539898   0.25686536 -1.26234234 -1.35793459  0.52300187
  0.39842376 -0.3466621   2.69609006 -0.64431311  0.        ]","[[ 0.08864863 -0.0972815  -0.15919328  0.05910916]
 [ 0.00468201  0.0047118   0.          0.        ]]",[-0.27580017 -0.22008824],[ 1.76429808  2.25918579]
1,-0.370102763797,[ 1.61357081  1.80238428],-0.370102763797,"[ 0.9759219   1.75790986  0.31721465 -1.14920827 -1.3579308   0.52300121
  0.76404997  0.23448003  2.69015731 -0.51466828  0.        ]","[[ 0.12841647 -0.05747576 -0.15919328  0.05910916]
 [ 3.95893789  3.96267695  0.          0.        ]]",[-0.27580017 -0.22008824],[ 1.32587051  1.96194839]
2,-0.361025919239,[ 0.48933738  3.2558983 ],-0.361025919239,"[ 0.943205    1.75765952  0.49420082 -0.81249767 -1.35792701  0.52300056
  1.12244604  0.80411985  2.63067207 -0.13620092  0.        ]","[[ 0.24648489  0.06070336 -0.15919328  0.05910916]
 [ 7.83501238  7.8423074   0.          0.        ]]",[-0.27580017 -0.22008824],[ 0.63349921  1.59640169]
3,-0.340012343591,[-0.89813266  0.55062745],-0.340012343591,"[ 0.85823687  1.71850131  0.74565493 -0.26437709 -1.35792321  0.5229999
  1.28698492  1.36259218  2.4220533   0.3958895   0.        ]","[[  0.4210389    0.25571226  -0.15919328   0.05910916]
 [  9.61453431  11.64589576   0.           0.        ]]",[-0.27580017 -0.22008824],[ 0.08503583  1.22440839]
4,-0.308731129287,[ 0.11936978  1.46397394],-0.308731129287,"[ 0.74830355  1.59869296  0.9529286   0.40178684 -1.35791942  0.52299925
  0.94085697  1.64904774  2.07143085  0.82393891  0.        ]","[[  0.57577102   0.50820525  -0.15919328   0.05910916]
 [  5.87118178  13.59688836   0.           0.        ]]",[-0.27580017 -0.22008824],[ 0.12243665  1.13715792]
5,-0.268011804155,[ 0.9461317  -0.18373146],-0.268011804155,"[ 0.64140813  1.35703956  1.10140376  1.09339324 -1.35791563  0.5229986
  0.97377191  2.19085819  1.63082962  1.05193993  0.        ]","[[  0.69676461   0.81716784  -0.15919328   0.05910916]
 [  6.2271768   17.28706667   0.           0.        ]]",[-0.27580017 -0.22008824],[ 0.04068082  0.77810216]
6,-0.212394496204,[ 1.09313296 -1.04727961],-0.212394496204,"[ 0.47372688  1.00249973  1.27630622  1.61917589 -1.35791183  0.52299794
  1.30873031  2.03358927  1.09025388  1.06422379  0.        ]","[[  0.85765312   1.1521631   -0.15919328   0.05910916]
 [  9.84978666  16.21602552   0.           0.        ]]",[-0.27580017 -0.22008824],[-0.36995763  0.15134209]
7,-0.148346049746,[-0.94608415 -1.21441167],-0.148346049746,"[ 0.18527795  0.65831226  1.47695958  1.83852914 -1.35790804  0.52299729
  1.65689046  1.40485932  0.56515666  0.83033109  0.        ]","[[  1.09242866   1.43352045  -0.15919328   0.05910916]
 [ 13.61520419  11.93395075   0.           0.        ]]",[-0.27580017 -0.22008824],[-0.89776552 -0.59308118]
8,-0.0953948224182,[-0.3402361  -0.64461354],-0.0953948224182,"[-0.13682601  0.40800103  1.60224703  1.86032813 -1.35790425  0.52299663
  1.28597604  0.78881096  0.22933018  0.47423449  0.        ]","[[ 1.32448779  1.630102   -0.15919328  0.05910916]
 [ 9.60379452  7.73822331  0.          0.        ]]",[-0.27580017 -0.22008824],[-0.52108824 -0.64221483]
9,-0.0633232137662,[ 0.04820151 -1.25193586],-0.0633232137662,"[-0.39605505  0.24646052  1.64461585  1.81567373 -1.35790045  0.52299598
  1.143987    0.39153697  0.07303557  0.1622837   0.        ]","[[ 1.5011577   1.75771896 -0.15919328  0.05910916]
 [ 8.06820769  5.03250348  0.          0.        ]]",[-0.27580017 -0.22008824],[-0.53721178 -0.74939972]
