timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 0.98546624  1.90601364  0.06186271 -1.16683584 -1.47694814 -1.10115993
  0.41539215 -0.35466865  2.70048924  0.94166759  0.        ]",[-0.73178954  0.62563744],-0.397632684425,-0.397632684425,[-1.29266655  1.33091152],"[[-0.03584382 -0.09003477 -0.17294911 -0.12774157]
 [-0.00066667  0.0015949   0.          0.        ]]",[-0.23593809 -0.18905658]
1,"[  9.83329213e-01   1.90852325e+00   1.70310566e-02  -1.09214619e+00
  -1.47694232e+00  -1.10115691e+00   1.63762991e-01  -1.46449419e-03
   2.69882889e+00   9.09730471e-01   0.00000000e+00]",[-1.49089093  1.97595293],-0.396517098592,-0.396517098592,[-1.22392857  1.25604665],"[[-0.0649118  -0.06513668 -0.17294911 -0.12774157]
 [-2.89648542  2.47995137  0.          0.        ]]",[-0.23593809 -0.18905658]
2,"[ 0.96730981  1.91091495 -0.13183941 -0.82495728 -1.47693651 -1.1011539
 -0.17513222  0.55605628  2.68908421  0.80949802  0.        ]",[-0.34139993  0.42920877],-0.392623500345,-0.392623500345,[-1.08571053  1.17494369],"[[-0.16197243  0.02371282 -0.17294911 -0.12774157]
 [-6.79658741  6.39195452  0.          0.        ]]",[-0.23593809 -0.18905658]
3,"[ 0.91683092  1.89302643 -0.35406691 -0.39515257 -1.4769307  -1.10115088
 -0.28085917  0.78028756  2.66091007  0.6678964   0.        ]",[-1.2186995   1.48679574],-0.385782906031,-0.385782906031,[-0.93324852  1.21919823],"[[-0.31011201  0.16733833 -0.17294911 -0.12774157]
 [-8.01332519  7.96534409  0.          0.        ]]",[-0.23593809 -0.18905658]
4,"[ 0.80187884  1.82530804 -0.63466549  0.17715108 -1.47692488 -1.10114787
 -0.61096899  1.32230194  2.59794073  0.49408423  0.        ]",[ 0.06706301  1.80105229],-0.374552615863,-0.374552615863,[-0.64230657  1.17028165],"[[ -0.50849468   0.36480455  -0.17294911  -0.12774157]
 [-11.81232298  11.76856246   0.           0.        ]]",[-0.23593809 -0.18905658]
5,"[ 0.60522769  1.65465956 -0.92382434  0.89466836 -1.47691907 -1.10114485
 -0.56775073  1.85332538  2.49487891  0.35900659  0.        ]",[ 0.08097467  0.41853553],-0.359607401299,-0.359607401299,[-0.44484127  1.11266494],"[[ -0.73975118   0.63756156  -0.17294911  -0.12774157]
 [-11.31496762  15.4947033    0.           0.        ]]",[-0.23593809 -0.18905658]
6,"[ 0.36371121  1.3531316  -1.14841232  1.57022502 -1.47691325 -1.10114184
 -0.52052501  2.04569568  2.36741855  0.32783338  0.        ]",[-0.20314801 -0.16240003],-0.343324756784,-0.343324756784,[-0.30632767  1.10328531],"[[ -0.96059791   0.96099984  -0.17294911  -0.12774157]
 [-10.77149258  16.84461767   0.           0.        ]]",[-0.23593809 -0.18905658]
7,"[ 0.08091177  0.96945292 -1.31181999  1.99307272 -1.47690744 -1.10113882
 -0.57186414  1.90646955  2.20788896  0.33762491  0.        ]",[-0.40299921  3.03560203],-0.323652259703,-0.323652259703,[-0.07356551  1.11472607],"[[ -1.18195523   1.28809144  -0.17294911  -0.12774157]
 [-11.36232535  15.86776982   0.           0.        ]]",[-0.23593809 -0.18905658]
8,"[-0.25716525  0.51214713 -1.41025443  2.10486701 -1.47690163 -1.10113581
 -0.69101247  2.42592511  2.00706394  0.39352325  0.        ]",[ 1.26291274  2.02606014],-0.299726839243,-0.299726839243,[-0.011452    0.97976589],"[[ -1.42295945   1.64201961  -0.17294911  -0.12774157]
 [-12.7335239   19.51285238   0.           0.        ]]",[-0.23593809 -0.18905658]
9,"[-0.56612831 -0.01803184 -1.42387326  1.74801111 -1.47689581 -1.10113279
 -0.32521475  2.93499441  1.77829655  0.59654822  0.        ]",[ 0.10991526  0.69529914],-0.276462931898,-0.276462931898,[-0.43613461  0.84560788],"[[ -1.63539655   2.06811761  -0.17294911  -0.12774157]
 [ -8.52385473  23.08517781   0.           0.        ]]",[-0.23593809 -0.18905658]
