timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.166658110706,[ 3.87071968  1.39156289],-0.166658110706,"[ 0.98730236  1.96136657 -0.00789635 -0.63797672  1.01163246  1.11903652
  0.42807743 -0.35977289  0.40874699 -1.37991216  0.        ]","[[-0.08306472  0.08422943  0.11432122  0.1285293 ]
 [ 0.00166495  0.00052864  0.          0.        ]]",[-0.23095095 -0.17630123],[ 2.13187885  1.22092247]
1,-0.156357190534,[ 0.63325881 -0.00892013],-0.156357190534,"[ 0.99093888  1.95589206  0.05332304 -0.51747667  1.01162984  1.11903329
  0.77062472  0.20174092  0.40791124 -1.26067621  0.        ]","[[-0.04335656  0.12395232  0.11432122  0.1285293 ]
 [ 3.95599604  3.95857349  0.          0.        ]]",[-0.23095095 -0.17630123],[ 1.15160608  0.63274699]
2,-0.131365641516,[-0.13353124  1.0541508 ],-0.131365641516,"[ 0.98967914  1.93913043  0.21309924 -0.28270803  1.01162722  1.11903006
  0.98085953  0.18547627  0.38043614 -0.97878886  0.        ]","[[ 0.06011355  0.20197351  0.11432122  0.1285293 ]
 [ 6.38294128  3.84392778  0.          0.        ]]",[-0.23095095 -0.17630123],[ 0.34747887  0.39860022]
3,-0.0992460927108,[-0.86299537 -0.4891785 ],-0.0992460927108,"[ 0.96854586  1.89973931  0.39868206  0.05858589  1.01162459  1.11902683
  0.92404315  0.7364426   0.29284133 -0.63896514  0.        ]","[[ 0.18119168  0.31781849  0.11432122  0.1285293 ]
 [ 5.72708755  7.7276235   0.          0.        ]]",[-0.23095095 -0.17630123],[-0.43842852 -0.12291288]
4,-0.0725276569885,[ 0.61846801  0.73194947],-0.0725276569885,"[ 0.94339905  1.83343444  0.51797976  0.43603126  1.01162197  1.1190236
  0.61856615  0.44013126  0.17438483 -0.38580197  0.        ]","[[ 0.26035273  0.45141488  0.11432122  0.1285293 ]
 [ 2.20072368  5.63897181  0.          0.        ]]",[-0.23095095 -0.17630123],[-0.31940395  0.00579607]
5,-0.0477235689995,[-0.94144706 -0.78457871],-0.0477235689995,"[ 0.9147238   1.74066515  0.61866844  0.80785775  1.01161934  1.11902036
  0.8266763   0.83532691  0.02716426 -0.17695131  0.        ]","[[ 0.32847064  0.59214402  0.11432122  0.1285293 ]
 [ 4.60313191  8.42465965  0.          0.        ]]",[-0.23095095 -0.17630123],[-1.21782827 -0.60083956]
6,-0.028321892597,[-1.18452961  1.57681588],-0.028321892597,"[ 0.88756935  1.63065695  0.69657201  1.1345104   1.01161672  1.11901713
  0.49625547  0.37112029 -0.12698682 -0.02636349  0.        ]","[[ 0.38226397  0.72780705  0.11432122  0.1285293 ]
 [ 0.78882163  5.15254173  0.          0.        ]]",[-0.23095095 -0.17630123],[-0.83693451 -0.37197179]
7,-0.0192123290873,[-0.61837682 -1.70067018],-0.0192123290873,"[  9.00211805e-01   1.49633311e+00   6.61879916e-01   1.43593064e+00
   1.01161409e+00   1.11901390e+00   1.52075888e-01   9.18563229e-01
  -2.13941267e-01   8.36307552e-05   0.00000000e+00]","[[ 0.35817682  0.86957527  0.11432122  0.1285293 ]
 [-3.18432024  9.0113946   0.          0.        ]]",[-0.23095095 -0.17630123],[-0.51186329 -0.69828063]
8,-0.0141461527577,[ 0.17324867 -1.80039605],-0.0141461527577,"[ 0.93949475  1.34829783  0.53323236  1.68563481  1.01161147  1.11901067
 -0.05430952  0.33160725 -0.23472671 -0.06168231  0.        ]","[[ 0.27058708  1.00829198  0.11432122  0.1285293 ]
 [-5.56679234  4.87404012  0.          0.        ]]",[-0.23095095 -0.17630123],[ 0.10994235 -0.33929813]
9,-0.0223374871312,[ 1.16152859 -0.15012636],-0.0223374871312,"[ 0.97204025  1.28361718  0.37745438  1.77378349  1.01160885  1.11900744
  0.01470503 -0.24386471 -0.17865476 -0.17139491  0.        ]","[[ 0.1672446   1.06507346  0.11432122  0.1285293 ]
 [-4.77010314  0.81763359  0.          0.        ]]",[-0.23095095 -0.17630123],[ 0.43250668  0.00524676]
