timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.271651915122,[-1.24178534  2.56732926],-0.271651915122,"[ 1.03991556  1.46682333  0.09521832 -1.1975441  -0.46818728 -0.51933981
  0.30025546 -0.32256238  2.12814298  0.65695444  0.        ]","[[ 0.00093348  0.01109857 -0.05440039 -0.06096447]
 [-0.00491865 -0.00391001  0.          0.        ]]",[-0.58801138 -0.49943218],[-0.83925629  2.26332569]
1,-0.270689429594,[-0.63224457  2.53624563],-0.270689429594,"[ 1.03880215  1.46524397  0.03581938 -1.09509136 -0.46818696 -0.51933945
 -0.14141249  0.32446046  2.12740835  0.60634366  0.        ]","[[-0.03886986  0.05076443 -0.05440039 -0.06096447]
 [-3.96223532  3.95728845  0.          0.        ]]",[-0.58801138 -0.49943218],[-0.73133081  1.88889456]
2,-0.267993617818,[-0.67335469  1.17171819],-0.267993617818,"[ 1.02499344  1.44861417 -0.1180702  -0.7919114  -0.46818664 -0.51933908
 -0.41197574  0.95857345  2.11803824  0.49590262  0.        ]","[[-0.14243759  0.16886131 -0.05440039 -0.06096447]
 [-6.38646547  7.83945345  0.          0.        ]]",[-0.58801138 -0.49943218],[-0.67340052  1.66629744]
3,-0.262765930293,[ 0.09710192  2.12321687],-0.262765930293,"[ 0.97599403  1.38275046 -0.34107073 -0.3065953  -0.46818632 -0.51933871
 -0.69534091  1.58012584  2.08375141  0.36470308  0.        ]","[[ -0.29564069   0.36383023  -0.05440039  -0.06096447]
 [ -8.92540142  11.64473251   0.           0.        ]]",[-0.58801138 -0.49943218],[-0.68588197  1.39523637]
4,-0.254392549583,[-0.04063957  1.65820843],-0.254392549583,"[ 0.88113207  1.21698122 -0.58024155  0.30490816 -0.46818601 -0.51933835
 -0.63292374  2.18916389  2.00935609  0.29640946  0.        ]","[[ -0.46853797   0.63413612  -0.05440039  -0.06096447]
 [ -8.36615282  15.37342396   0.           0.        ]]",[-0.58801138 -0.49943218],[-0.75616509  1.10029924]
5,-0.241562328942,[-0.74465135  2.13062389],-0.241562328942,"[ 0.75199845  0.89930611 -0.79258933  0.91751953 -0.46818569 -0.51933798
 -0.63252437  2.78615862  1.87730223  0.35445646  0.        ]","[[ -0.63582589   0.97827661  -0.05440039  -0.06096447]
 [ -8.36257886  19.02843154   0.           0.        ]]",[-0.58801138 -0.49943218],[-0.82821441  0.75557399]
6,-0.219638404638,[-1.23158813  0.54195545],-0.219638404638,"[ 0.55982536  0.40651429 -1.00866258  1.31812052 -0.46818537 -0.51933761
 -0.94300555  3.37140966  1.64815752  0.447922    0.        ]","[[ -0.83098861   1.39479737  -0.05440039  -0.06096447]
 [-11.14447342  22.61161416   0.           0.        ]]",[-0.58801138 -0.49943218],[-0.8393653   0.40644094]
7,-0.185873563062,[-1.59613445 -0.62512977],-0.185873563062,"[ 0.24618252 -0.19016361 -1.23057006  1.24769966 -0.46818505 -0.51933725
 -1.3601598   3.64874866  1.30465639  0.48767795  0.        ]","[[ -1.09137749   1.86406877  -0.05440039  -0.06096447]
 [-14.88215993  24.30973464   0.           0.        ]]",[-0.58801138 -0.49943218],[-0.56305665  0.01402253]
8,-0.14574393511,[-0.40629586 -0.73572223],-0.14574393511,"[-0.22050665 -0.69457783 -1.38318134  0.66501115 -0.46818473 -0.51933688
 -1.76915281  3.16568586  0.90195561  0.47245638  0.        ]","[[ -1.42578625   2.32059234  -0.05440039  -0.06096447]
 [-18.54674127  21.35239537   0.           0.        ]]",[-0.58801138 -0.49943218],[ 0.06516729 -0.44455665]
9,-0.110806946642,[ 0.47513059 -0.61205764],-0.110806946642,"[-0.78130953 -0.98835852 -1.35663208 -0.15495772 -0.46818442 -0.51933651
 -1.90779915  2.62065262  0.52516198  0.5038018   0.        ]","[[ -1.80918567   2.71416042  -0.05440039  -0.06096447]
 [-19.7890471   18.01558872   0.           0.        ]]",[-0.58801138 -0.49943218],[ 0.72189498 -0.78130537]
