timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.384736253313,[ 0.76229705  2.02492814],-0.384736253313,"[ 1.04450867  2.15869771 -0.01455084 -0.68128703 -1.46938722 -0.45769298
  0.42855882 -0.37245623  2.52907419  0.31125258  0.        ]","[[ -6.47151416e-02   3.52890346e-02  -1.72579703e-01  -5.27301066e-02]
 [ -2.04189657e-03  -5.73556500e-05   0.00000000e+00   0.00000000e+00]]",[-0.13197337 -0.13027887],[-0.03815758  1.87894607]
1,-0.386185703523,[ 0.65791829 -0.28750618],-0.386185703523,"[ 1.04661529  2.15565447  0.03157356 -0.55201791 -1.46937779 -0.45769186
  0.67075486  0.17891075  2.52982049  0.40336717  0.        ]","[[-0.03451503  0.07500397 -0.1725797  -0.05273011]
 [ 3.01202484  3.95836215  0.          0.        ]]",[-0.13197337 -0.13027887],[-0.39711305  1.80643666]
2,-0.388512669665,[-0.77604917  2.68731157],-0.388512669665,"[ 1.04559993  2.14563647  0.16267713 -0.33508273 -1.46936836 -0.45769073
  0.87514234  0.00928807  2.51496248  0.6206696   0.        ]","[[ 0.05124578  0.14195296 -0.1725797  -0.05273011]
 [ 5.55558925  2.74059628  0.          0.        ]]",[-0.13197337 -0.13027887],[-0.71058923  1.76653445]
3,-0.388912050377,[-0.00532523  1.89872457],-0.388912050377,"[ 1.03547194  2.12127163  0.28325014 -0.03417743 -1.46935893 -0.45768961
  0.61950259  0.55342973  2.47127482  0.84599532  0.        ]","[[ 0.13043835  0.23596051 -0.1725797  -0.05273011]
 [ 2.37427182  6.6471355   0.          0.        ]]",[-0.13197337 -0.13027887],[-0.90228081  1.67260122]
4,-0.385699789926,[-2.16322438  3.80606186],-0.385699789926,"[ 1.02536304  2.04664573  0.35395057  0.4951422  -1.4693495  -0.45768848
  0.61393125  1.08662997  2.38590157  1.06905496  0.        ]","[[  0.17722791   0.40731087  -0.1725797   -0.05273011]
 [  2.30496008  10.47514206   0.           0.        ]]",[-0.13197337 -0.13027887],[-1.13585579  1.53527701]
5,-0.376837582346,[-0.69904529  2.23745303],-0.376837582346,"[ 1.02385851  1.87450178  0.36288453  1.18823409 -1.46934007 -0.45768736
  0.2922883   1.60946343  2.25265298  1.25520647  0.        ]","[[  0.18316669   0.65447535  -0.1725797   -0.05273011]
 [ -1.69774559  14.22877419   0.           0.        ]]",[-0.13197337 -0.13027887],[-1.11292207  1.40279913]
6,-0.360775552806,[-1.14120902  1.39803117],-0.360775552806,"[ 1.03699187  1.55319757  0.27013108  1.90379578 -1.46933064 -0.45768623
  0.07268974  2.12184994  2.08773042  1.34229036  0.        ]","[[  0.12179253   0.9759611   -0.1725797   -0.05273011]
 [ -4.43055205  17.90750309   0.           0.        ]]",[-0.13197337 -0.13027887],[-1.00920582  1.25395727]
7,-0.335602167537,[-1.01509914 -0.80326113],-0.335602167537,"[ 1.04740615  1.05509958  0.07570979  2.39839614 -1.4693212  -0.45768511
 -0.23826154  2.62406697  1.89142593  1.31678205  0.        ]","[[ -5.64317152e-03   1.37029102e+00  -1.72579703e-01  -5.27301066e-02]
 [ -8.30020354e+00   2.15133797e+01   0.00000000e+00   0.00000000e+00]]",[-0.13197337 -0.13027887],[-0.74249893  1.09579015]
8,-0.306930568836,[-0.54822562  0.9595104 ],-0.306930568836,"[ 1.01654685  0.51518064 -0.23399688  2.40278283 -1.46931177 -0.45768398
 -0.54303557  2.12172987  1.72381307  1.16236448  0.        ]","[[ -0.20969822   1.76437645  -0.1725797   -0.05273011]
 [-12.09298634  17.90707003   0.           0.        ]]",[-0.13197337 -0.13027887],[-0.30554512  1.06063414]
9,-0.274992347868,[-0.18536747  1.79834411],-0.274992347868,"[ 0.89398429  0.01752198 -0.60951489  1.91925258 -1.46930234 -0.45768286
 -0.69824164  2.60142415  1.55482837  0.94480122  0.        ]","[[ -0.47093706   2.15707542  -0.1725797   -0.05273011]
 [-14.02447405  21.35130738   0.           0.        ]]",[-0.13197337 -0.13027887],[-0.04651146  0.93245089]
10,-0.2315649535,[-1.13190337  1.28801473],-0.2315649535,"[ 0.66343348 -0.41485758 -0.96476083  0.82917486 -1.46929291 -0.45768173
 -0.73493509  3.0939081   1.29581704  0.71081995  0.        ]","[[ -0.75600916   2.61958189  -0.1725797   -0.05273011]
 [-14.48113376  24.88759132   0.           0.        ]]",[-0.13197337 -0.13027887],[ 0.05200316  0.77742225]
11,-0.193785068243,[-0.63406959  2.34831824],-0.193785068243,"[ 0.29914811 -0.59576369 -1.26617498 -0.59068835 -1.46928348 -0.45768061
 -1.03011166  1.16983796  1.06190655  0.52342333  0.        ]","[[ -1.08248357   3.07847055  -0.1725797   -0.05273011]
 [-18.1545041   11.07345808   0.           0.        ]]",[-0.13197337 -0.13027887],[ 0.37370259  0.82287395]
12,-0.182207009573,[ 1.28037314  2.42316785],-0.182207009573,"[-0.21630428 -0.5985063  -1.43669252 -0.79075257 -1.46927405 -0.45767948
 -1.20300603 -0.56020115  0.98533687  0.47996096  0.        ]","[[ -1.46716363   3.13988293  -0.1725797   -0.05273011]
 [-20.30615797  -1.34765841   0.           0.        ]]",[-0.13197337 -0.13027887],[ 0.71138674  0.89336884]
13,-0.19008351054,[ 0.67389203  1.89808867],-0.19008351054,"[-0.72275453 -0.59694341 -1.39398738 -0.64114087 -1.46926462 -0.45767836
 -0.85254628 -0.71956887  1.05060435  0.46574316  0.        ]","[[ -1.82952928   3.09397217  -0.1725797   -0.05273011]
 [-15.94490399  -2.49187998   0.           0.        ]]",[-0.13197337 -0.13027887],[ 0.51518518  0.84427232]
14,-0.194141479963,[ 1.31609367  0.3194977 ],-0.194141479963,"[-1.09608557 -0.59295575 -1.22119576 -0.50415423 -1.46925519 -0.45767724
 -0.61277139 -0.60264148  1.09388063  0.42086672  0.        ]","[[ -2.11848943   3.05184959  -0.1725797   -0.05273011]
 [-12.96105187  -1.65239416   0.           0.        ]]",[-0.13197337 -0.13027887],[ 0.33853117  0.78152579]
15,-0.194829893168,[ 0.46704096 -0.30925213],-0.194829893168,"[-1.33787018 -0.58935308 -1.01921017 -0.42139248 -1.46924576 -0.45767611
 -0.2739916  -0.50190587  1.1097206   0.37691367  0.        ]","[[-2.33541068  3.02632818 -0.1725797  -0.05273011]
 [-8.74512698 -0.92915781  0.          0.        ]]",[-0.13197337 -0.13027887],[ 0.14921163  0.72842264]
