timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.355093372627,[-2.72732583  0.80988378],-0.355093372627,"[ 1.03249144  2.16882298  0.21932901 -0.76824806 -0.83466239 -1.37558857
  0.43530468 -0.37351979  2.00541385  1.46370994  0.        ]","[[ 0.07734657  0.0133754  -0.09966001 -0.15742654]
 [ 0.00423724 -0.00148919  0.          0.        ]]",[-0.15906076 -0.12481149],[-1.878034    1.35573149]
1,-0.35302705536,[-2.31785265  0.74814892],-0.35302705536,"[ 1.0357182   2.16748993  0.15873512 -0.66308339 -0.83465978 -1.37558124
  0.11387478  0.07384176  2.00759922  1.42208576  0.        ]","[[ 0.03772746  0.04553629 -0.09966001 -0.15742654]
 [-3.95296876  3.20687962  0.          0.        ]]",[-0.15906076 -0.12481149],[-1.79696941  1.33063054]
2,-0.346210592009,[-2.69995028  1.7560495 ],-0.346210592009,"[ 1.03215953  2.1556019  -0.02186454 -0.35946234 -0.83465717 -1.37557391
 -0.20118917  0.47825521  2.00715522  1.29556211  0.        ]","[[-0.08024937  0.13877423 -0.09966001 -0.15742654]
 [-7.83180213  6.10723668  0.          0.        ]]",[-0.15906076 -0.12481149],[-1.6185776   1.32942307]
3,-0.333515925871,[-1.43547528  1.83485385],-0.333515925871,"[ 0.98341978  2.10731863 -0.31512731  0.15305648 -0.83465456 -1.37556659
 -0.51005795  1.01369245  1.98295466  1.09585418  0.        ]","[[ -0.27503747   0.29944767  -0.09966001  -0.15742654]
 [-11.63436845   9.9472765    0.           0.        ]]",[-0.15906076 -0.12481149],[-1.30001462  1.32210267]
4,-0.313145084828,[-0.12494908  0.60372313],-0.313145084828,"[ 0.83117875  1.97474312 -0.69345111  0.85917893 -0.83465196 -1.37555926
 -0.81283696  1.53847972  1.90402166  0.8483945   0.        ]","[[ -0.54512434   0.53615642  -0.09966001  -0.15742654]
 [-15.36197317  13.71097907   0.           0.        ]]",[-0.15906076 -0.12481149],[-0.76370561  1.28802824]
5,-0.286562574134,[ 0.83113542 -0.71652781],-0.286562574134,"[ 0.5499535   1.71741142 -1.05436549  1.60570641 -0.83464935 -1.37555193
 -0.82841504  1.83385456  1.75765725  0.62972515  0.        ]","[[ -0.85428806   0.83163165  -0.09966001  -0.15742654]
 [-15.55378965  15.82943955   0.           0.        ]]",[-0.15906076 -0.12481149],[-0.30125743  1.19746137]
6,-0.260771977839,[ 0.37759204 -1.05246187],-0.260771977839,"[ 0.22457174  1.39241686 -1.28416839  2.12774181 -0.83464674 -1.37554461
 -0.53628513  1.39430927  1.58865891  0.50842961  0.        ]","[[ -1.12928027   1.11659198  -0.09966001  -0.15742654]
 [-11.95733877  12.67717066   0.           0.        ]]",[-0.15906076 -0.12481149],[-0.07926124  1.15642881]
7,-0.238411233321,[ 1.53033534  1.88277717],-0.238411233321,"[-0.07229231  1.11820997 -1.39423746  2.36335598 -0.83464413 -1.37553728
 -0.39566051  0.80707697  1.43420554  0.43570029  0.        ]","[[ -1.35105707   1.32787978  -0.09966001  -0.15742654]
 [-10.2260951    8.4656788    0.           0.        ]]",[-0.15906076 -0.12481149],[ 0.10167454  1.13524997]
8,-0.223510217637,[-1.58662657  0.07302178],-0.223510217637,"[-0.30070263  0.8346533  -1.4285855   2.45730192 -0.83464152 -1.37552995
 -0.05786328  1.33564853  1.3155063   0.45884196  0.        ]","[[ -1.51385539   1.53522741  -0.09966001  -0.15742654]
 [ -6.06742279  12.25653222   0.           0.        ]]",[-0.15906076 -0.12481149],[-0.11872528  0.96239007]
9,-0.210630534792,[-1.15058211  1.46255121],-0.210630534792,"[-0.52709386  0.49703655 -1.42295475  2.38745043 -0.83463891 -1.37552262
 -0.36960287  1.3421653   1.19339256  0.54417866  0.        ]","[[ -1.67370911   1.78082828  -0.09966001  -0.15742654]
 [ -9.90529935  12.30331885   0.           0.        ]]",[-0.15906076 -0.12481149],[-0.03440191  0.83518171]
10,-0.192544933111,[-0.91798338 -0.23167474],-0.192544933111,"[-0.85269388  0.13028254 -1.34397704  2.06916725 -0.83463631 -1.3755153
 -0.67526347  1.86026305  1.01913214  0.63430448  0.        ]","[[ -1.90957004   2.06417746  -0.09966001  -0.15742654]
 [-13.66834329  16.01912762   0.           0.        ]]",[-0.15906076 -0.12481149],[-0.0573311  0.6479407]
11,-0.175773814339,[ 0.97711455 -0.45917169],-0.175773814339,"[-1.23499052 -0.20823566 -1.12243935  1.46391362 -0.8346337  -1.37550797
 -0.94852269  1.68802867  0.82031238  0.76129117  0.        ]","[[ -2.21668962   2.37216791  -0.09966001  -0.15742654]
 [-17.03250559  14.78397537   0.           0.        ]]",[-0.15906076 -0.12481149],[-0.10726972  0.52345604]
12,-0.170664905797,[ 0.33899901 -0.06092802],-0.170664905797,"[-1.5302462  -0.43191423 -0.7971908   0.74175959 -0.83463109 -1.37550064
 -0.60696378  1.3936227   0.66961155  0.92372414  0.        ]","[[ -2.5151514    2.64666204  -0.09966001  -0.15742654]
 [-12.82755961  12.6725888    0.           0.        ]]",[-0.15906076 -0.12481149],[-0.1990013   0.50101566]
13,-0.178017244429,[-1.18050828  0.34893389],-0.178017244429,"[-1.69522005 -0.55612744 -0.47565973 -0.01404341 -0.83462848 -1.37549332
 -0.47733562  1.32496985  0.58298981  1.1143857   0.        ]","[[ -2.75569135   2.89517379  -0.09966001  -0.15742654]
 [-11.23170985  12.180267     0.           0.        ]]",[-0.15906076 -0.12481149],[-0.24767157  0.47600657]
14,-0.188578655619,[ 0.64487854  0.87267904],-0.188578655619,"[-1.78864748 -0.59540245 -0.08814537 -0.61495754 -0.83462587 -1.37548599
 -0.7809168   0.03171393  0.54015332  1.27137325  0.        ]","[[ -3.01782302   3.08131445  -0.09966001  -0.15742654]
 [-14.96914609   2.90517775   0.           0.        ]]",[-0.15906076 -0.12481149],[-0.27981114  0.52928454]
15,-0.184897844034,[-0.2654551   1.02447215],-0.184897844034,"[-1.78418223 -0.5954553   0.32542769 -0.61709669 -0.83462327 -1.37547867
 -0.54946405 -0.57157668  0.52773746  1.24237112  0.        ]","[[ -3.28861756   3.08197002  -0.09966001  -0.15742654]
 [-12.11973448  -1.42155843   0.           0.        ]]",[-0.15906076 -0.12481149],[-0.27829349  0.61870885]
