timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.169797423597,[ 4.09596438  2.6225033 ],-0.169797423597,"[ 1.05789357  1.41688877  0.11231813 -1.22005688  1.20183814  1.41202714
  0.27681623 -0.31906505  0.29848544 -2.20337997  0.        ]","[[ 0.01942574  0.02812129  0.13808131  0.16105191]
 [-0.00302062 -0.00088949  0.          0.        ]]",[-0.75385606 -0.64587164],[ 4.8409996   1.88434947]
1,-0.158018748819,[ 2.59288863  0.39128343],-0.158018748819,"[ 1.05562765  1.41440767  0.17125083 -1.11797532  1.20183674  1.41202513
  0.74173039  0.34975679  0.28932161 -2.03328085  0.        ]","[[ 0.05904101  0.06781607  0.13808131  0.16105191]
 [ 3.95138931  3.95718135  0.          0.        ]]",[-0.75385606 -0.64587164],[ 2.60928535  0.40467963]
2,-0.124654496477,[-0.29450658 -1.45954416],-0.124654496477,"[ 1.03539996  1.40040736  0.34550937 -0.87791568  1.20183534  1.41202312
  1.19756706  0.59806105  0.22166177 -1.57130599  0.        ]","[[ 0.17696979  0.16170327  0.13808131  0.16105191]
 [ 7.82859556  5.42664099  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.28727451 -0.82514453]
3,-0.0880893000018,[-0.68748428 -0.00135884],-0.0880893000018,"[ 0.98402238  1.38326465  0.55219167 -0.7068793   1.20183394  1.4120211
  1.04257769 -0.08909402  0.08650674 -1.102873    0.        ]","[[ 0.32031521  0.22943495  0.13808131  0.16105191]
 [ 6.51031625  1.36007838  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.48487458  0.1415844 ]
4,-0.0641431101597,[ 0.04948509 -0.07806479],-0.0641431101597,"[ 0.93031876  1.37484006  0.69313975 -0.6396825   1.20183255  1.41201909
  0.70769669 -0.09437415 -0.03197839 -0.8201426   0.        ]","[[ 0.4219429   0.256323    0.13808131  0.16105191]
 [ 3.66193397  1.32883048  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.03143851  0.31272981]
5,-0.0461285731342,[-0.41200432  0.51251987],-0.0461285731342,"[ 0.88221178  1.36683467  0.79251744 -0.58205364  1.20183115  1.41201708
  0.72221201 -0.15106171 -0.13659048 -0.62238614  0.        ]","[[ 0.49642036  0.27953367  0.13808131  0.16105191]
 [ 3.78540086  0.99335514  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.57121897  0.1742481 ]
6,-0.0296380189848,[ 0.14379522 -0.48849931],-0.0296380189848,"[ 0.83935311  1.3514446   0.86796753 -0.48356351  1.20182975  1.41201507
  0.52170011  0.18863886 -0.24591154 -0.45520495  0.        ]","[[ 0.5550167   0.31957114  0.13808131  0.16105191]
 [ 2.07991677  3.0036903   0.          0.        ]]",[-0.75385606 -0.64587164],[-0.53757989 -0.33167803]
7,-0.0159799949978,[-0.20744073 -0.5799258 ],-0.0159799949978,"[ 0.80197719  1.33405858  0.92642956 -0.38629614  1.20182835  1.41201306
  0.58383214 -0.14828961 -0.34774668 -0.3242227   0.        ]","[[ 0.60191747  0.3596392   0.13808131  0.16105191]
 [ 2.60839392  1.00976135  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.89786112 -0.12516648]
8,-0.00829465394587,[-0.48843042  0.21662211],-0.00829465394587,"[ 0.76501304  1.33544536  0.97890894 -0.3936299   1.20182695  1.41201105
  0.48138688 -0.53963048 -0.41018121 -0.24357954  0.        ]","[[ 0.64534276  0.35659785  0.13808131  0.16105191]
 [ 1.73703195 -1.30617831  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.55275387  0.46320614]
9,-0.00717691683877,[-0.48243946  0.31075204],-0.00717691683877,"[ 0.75172526  1.34310555  0.99665542 -0.4353838   1.20182556  1.41200903
  0.25013925 -0.39019852 -0.41722714 -0.22933592  0.        ]","[[ 0.66034877  0.33934707  0.13808131  0.16105191]
 [-0.22987967 -0.42184828  0.          0.        ]]",[-0.75385606 -0.64587164],[ 0.07765252  0.49467167]
10,-0.010861326096,[ 0.72475888  0.43851282],-0.010861326096,"[ 0.77259497  1.34135983  0.96852585 -0.42567986  1.20182416  1.41200702
  0.0262366  -0.18074853 -0.38471811 -0.27076392  0.        ]","[[ 0.63664338  0.34334659  0.13808131  0.16105191]
 [-2.13431741  0.81766594  0.          0.        ]]",[-0.75385606 -0.64587164],[ 0.82728386  0.4754383 ]
11,-0.0104444855523,[-0.259235    0.10318652],-0.0104444855523,"[ 0.78418829  1.32593485  0.95227969 -0.34471886  1.20182276  1.41200501
  0.3682107   0.10973245 -0.39523787 -0.26916376  0.        ]","[[ 0.62314092  0.37694766  0.13808131  0.16105191]
 [ 0.77439538  2.53671764  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.49699843 -0.39247286]
12,-0.00718016541005,[-0.64468125 -1.19622623],-0.00718016541005,"[ 0.77988219  1.29810871  0.95836556 -0.21610627  1.20182136  1.412003
  0.24582439  0.17035132 -0.45432665 -0.21837409  0.        ]","[[ 0.62818445  0.43128138  0.13808131  0.16105191]
 [-0.26657798  2.89545726  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.26045868 -0.5346998 ]
13,-0.00960117419924,[ 1.11515014  1.40793619],-0.00960117419924,"[ 0.80574588  1.28833219  0.9207879  -0.17507258  1.20181996  1.41200099
 -0.05322925 -0.50825998 -0.42389384 -0.26200689  0.        ]","[[ 0.59733184  0.4488969   0.13808131  0.16105191]
 [-2.81022084 -1.12052723  0.          0.        ]]",[-0.75385606 -0.64587164],[ 1.32270002  0.84338289]
14,-0.0108526102822,[-0.82723097 -1.69662967],-0.0108526102822,"[ 0.81868341  1.27824457  0.90102223 -0.13459373  1.20181857  1.41199898
  0.41824452  0.16432178 -0.41641063 -0.27879239  0.        ]","[[ 0.58136271  0.46642193  0.13808131  0.16105191]
 [ 1.19996547  2.85977208  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.637402   -0.68452251]
15,-0.01116985622,[ 0.93110047  0.10289296],-0.01116985622,"[ 0.82588435  1.26817124  0.88971636 -0.09586878  1.20181717  1.41199697
  0.03087088 -0.51412548 -0.41905349 -0.28316163  0.        ]","[[ 0.57230383  0.48333351  0.13808131  0.16105191]
 [-2.09489228 -1.15523837  0.          0.        ]]",[-0.75385606 -0.64587164],[ 1.11446536  0.73573416]
16,-0.0131138657332,[-0.47031446  1.37269721],-0.0131138657332,"[ 0.8294441   1.27934617  0.88404252 -0.13894143  1.20181577  1.41199495
  0.46879001 -0.44164613 -0.39431614 -0.3057158   0.        ]","[[ 0.56777786  0.46453227  0.13808131  0.16105191]
 [ 1.62988757 -0.72631173  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.34723645  0.24249294]
17,-0.00974743717172,[-0.59159241 -0.61985738],-0.00974743717172,"[ 0.81867582  1.26417746  0.90102867 -0.08095794  1.20181437  1.41199294
  0.24608155  0.22998271 -0.43901433 -0.26174151  0.        ]","[[ 0.58136971  0.48988507  0.13808131  0.16105191]
 [-0.26438617  3.24834367  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.14518932 -0.67770195]
18,-0.0115014436815,[ 1.15416596  0.05647772],-0.0115014436815,"[ 0.8411512   1.23894256  0.86497551  0.00827014  1.20181297  1.41199093
 -0.02835623 -0.19547932 -0.43426345 -0.28658218  0.        ]","[[ 0.55266175  0.52958955  0.13808131  0.16105191]
 [-2.59865026  0.73048827  0.          0.        ]]",[-0.75385606 -0.64587164],[ 1.12996972  0.22587615]
19,-0.012238199056,[-0.91571592 -0.04528982],-0.012238199056,"[ 0.85006733  1.2278001   0.85001197  0.04518223  1.20181158  1.41198892
  0.44279659 -0.1603773  -0.43288621 -0.2967529   0.        ]","[[ 0.54089661  0.54628347  0.13808131  0.16105191]
 [ 1.4087977   0.93821906  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.45498106 -0.3291297 ]
20,-0.0125784339513,[ 1.30388187  0.25156024],-0.0125784339513,"[ 0.8563646   1.21627946  0.83919842  0.08193466  1.20181018  1.41198691
  0.01361034 -0.19359994 -0.4367639  -0.30076953  0.        ]","[[ 0.53244613  0.56307527  0.13808131  0.16105191]
 [-2.24169506  0.7416094   0.          0.        ]]",[-0.75385606 -0.64587164],[ 1.03134286  0.13709372]
21,-0.0123542073534,[-0.13576075 -1.33558726],-0.0123542073534,"[ 0.85982739  1.19879599  0.83316134  0.13521274  1.20180878  1.4119849
  0.48390587 -0.02800524 -0.45399877 -0.29302777  0.        ]","[[ 0.52774685  0.58773981  0.13808131  0.16105191]
 [ 1.7584579   1.72158591  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.6888684  -0.66515231]
22,-0.0109543989378,[-0.66345471  0.14201031],-0.0109543989378,"[ 0.83766877  1.20284796  0.87070602  0.12311338  1.20180738  1.41198288
  0.41683536 -0.70281555 -0.49298913 -0.24393193  0.        ]","[[ 0.55719236  0.58210367  0.13808131  0.16105191]
 [ 1.18798452 -2.27189032  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.19534576  0.36892769]
23,-0.0109073202323,[ 1.01839516  1.36212361],-0.0109073202323,"[ 0.8398314   1.23016616  0.8671477   0.03744022  1.20180598  1.41198087
  0.10546114 -0.60003939 -0.44971368 -0.27441946  0.        ]","[[ 0.55437954  0.54276833  0.13808131  0.16105191]
 [-1.46044087 -1.66367165  0.          0.        ]]",[-0.75385606 -0.64587164],[ 0.89277512  0.66450965]
24,-0.0101628937214,[-1.34525667  0.47606117],-0.0101628937214,"[ 0.83150272  1.22558415  0.88072182  0.05233687  1.20180459  1.41197886
  0.57381054  0.07436998 -0.47265625 -0.2505788   0.        ]","[[ 0.56513922  0.54953886  0.13808131  0.16105191]
 [ 2.52315486  2.32742688  0.          0.        ]]",[-0.75385606 -0.64587164],[-1.15898454 -0.89150894]
25,-0.0140438264164,[ 0.79474577 -0.95040425],-0.0140438264164,"[ 0.82342572  1.17903824  0.89358321  0.19214419  1.20180319  1.41197685
  0.10274597  0.38534697 -0.55407177 -0.19362564  0.        ]","[[ 0.57540216  0.61455218  0.13808131  0.16105191]
 [-1.48353019  4.16776309  0.          0.        ]]",[-0.75385606 -0.64587164],[ 0.0213532  -1.14680338]
26,-0.0184265199245,[-0.99297374 -1.32513692],-0.0184265199245,"[ 0.82168983  1.14436697  0.89630844  0.28478412  1.20180179  1.41197484
  0.47601438 -0.26468255 -0.60371562 -0.16689737  0.        ]","[[ 0.57758602  0.65931099  0.13808131  0.16105191]
 [ 1.69134142  0.32094529  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.92006171 -0.68103611]
27,-0.0145994581943,[ 1.33152216  1.24959972],-0.0145994581943,"[ 0.8263718   1.17040506  0.88892134  0.21602845  1.20180039  1.41197283
  0.01037896 -0.93461154 -0.55993417 -0.19364331  0.        ]","[[ 0.57167577  0.62595196  0.13808131  0.16105191]
 [-2.26916255 -3.64363826  0.          0.        ]]",[-0.75385606 -0.64587164],[ 1.15710974  0.95414954]
28,-0.0117535135247,[-1.02576428  0.28668305],-0.0117535135247,"[ 0.83049719  1.19459602  0.88233184  0.14756663  1.201799    1.41197081
  0.48061987 -0.25357315 -0.51861876 -0.22098311  0.        ]","[[ 0.56642262  0.59351671  0.13808131  0.16105191]
 [ 1.73051435  0.38668372  0.          0.        ]]",[-0.75385606 -0.64587164],[-0.76721007 -0.45403886]
