timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 0.99766467  1.60229811 -0.01907461 -1.15025952 -1.54349415 -1.55139228
  0.34700683 -0.33056349  3.06257023  1.65252069  0.        ]",[-1.41320225 -0.20593899],-0.420796109353,-0.420796109353,[-2.50740337 -0.11410654],"[[-0.07629613 -0.02717234 -0.18000533 -0.17914032]
 [ 0.00404974  0.00207352  0.          0.        ]]",[-0.38671297 -0.29435265]
1,"[ 0.99195075  1.6019726  -0.07835415 -1.17189281 -1.54349013 -1.55138821
 -0.04744436 -0.45503525  3.0531681   1.55013155  0.        ]",[-1.89271089 -0.00839079],-0.416425676849,-0.416425676849,[-2.37942672 -0.15247244],"[[-0.11590326 -0.03529735 -0.18000533 -0.17914032]
 [-3.95159409 -0.81186642  0.          0.        ]]",[-0.38671297 -0.29435265]
2,"[ 0.96112249  1.60106611 -0.25289476 -1.21552496 -1.54348611 -1.55138414
 -0.43412458 -0.45742667  3.0060935   1.25881636  0.        ]",[ -1.81073148e+00  -1.11118360e-04],-0.40271771586,-0.40271771586,[-2.18623567 -0.14282238],"[[-0.23384141 -0.05169157 -0.18000533 -0.17914032]
 [-7.82930944 -0.82750698  0.          0.        ]]",[-0.38671297 -0.29435265]
3,"[ 0.86608775  1.59982159 -0.52935382 -1.25906919 -1.54348209 -1.55138007
 -0.81315773 -0.45475906  2.8702153   0.81312384  0.        ]",[-2.32126503  0.54109924],-0.377411278986,-0.377411278986,[-1.91782713 -0.06614465],"[[ -0.42856448  -0.06806671  -0.18000533  -0.17914032]
 [-11.63034247  -0.81006592   0.           0.        ]]",[-0.38671297 -0.29435265]
4,"[ 0.64993132  1.60026924 -0.87152888 -1.24452157 -1.54347808 -1.55137601
 -1.18477486 -0.12442925  2.58832513  0.29572205  0.        ]",[-0.91231514 -0.83639013],-0.338477093769,-0.338477093769,[-1.58013177 -0.0765565 ],"[[ -0.69856221  -0.06259538  -0.18000533  -0.17914032]
 [-15.35701668   1.34999946   0.           0.        ]]",[-0.38671297 -0.29435265]
5,"[ 0.26126292  1.59972514 -1.20040011 -1.26175193 -1.54347406 -1.55137194
 -1.51423867 -0.63476231  2.0829418  -0.20156552  0.        ]",[-0.65245587  1.37183735],-0.279900202544,-0.279900202544,[-0.65768576  0.52837074],"[[ -1.03885215  -0.06907794  -0.18000533  -0.17914032]
 [-18.66098641  -1.98713124   0.           0.        ]]",[-0.38671297 -0.29435265]
6,"[-0.2966072   1.59975471 -1.39418787 -1.2607134  -1.54347004 -1.55136787
 -1.73495876 -0.02307159  1.37681812 -0.47259877  0.        ]",[-0.88962262  0.49653189],-0.203248158255,-0.203248158255,[ 0.26644987  0.41758233],"[[ -1.43428054  -0.06868813  -0.18000533  -0.17914032]
 [-20.87446906   2.01278232   0.           0.        ]]",[-0.38671297 -0.29435265]
7,"[-0.9628253   1.60268222 -1.3355095  -1.10208642 -1.54346602 -1.5513638
 -2.04478401  0.27169409  0.60142516 -0.36876194  0.        ]",[ 1.82407533 -0.60791858],-0.116367098516,-0.116367098516,[ 1.90472031  0.21743435],"[[ -1.88294419e+00  -9.09297762e-03  -1.80005329e-01  -1.79140320e-01]
 [ -2.39815503e+01   3.94028790e+00   0.00000000e+00   0.00000000e+00]]",[-0.38671297 -0.29435265]
8,"[-1.5228778   1.60146257 -1.00745071 -0.95865111 -1.543462   -1.55135973
 -1.60291076 -0.10861436 -0.05836423  0.10410581  0.        ]",[ 1.5607332   0.33821633],-0.0464159102473,-0.0464159102473,[ 2.08633947  0.33985212],"[[ -2.31811586   0.04476124  -0.18000533  -0.17914032]
 [-19.55037611   1.45341173   0.           0.        ]]",[-0.38671297 -0.29435265]
9,"[-1.83726056  1.59794388 -0.59354135 -0.84648047 -1.54345798 -1.55135567
 -1.16992753  0.09151399 -0.44252705  0.69483994  0.        ]",[ 0.92099741  1.26687443],-0.0746333010626,-0.0746333010626,[ 1.969661    0.14023846],"[[ -2.66555829   0.08695964  -0.18000533  -0.17914032]
 [-15.20832523   2.76207082   0.           0.        ]]",[-0.38671297 -0.29435265]
