timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
0,"[ 0.88608497  2.56378093 -0.13495375  0.8419731   0.15887274  1.12308507
 -0.75137321  0.36774265  1.19005217 -0.89359316  0.        ]",[-0.52542627 -0.2299363 ],[ 1.10646853 -4.04095883],-2.53102,-0.221671382445,"[[  8.28819748e-02   1.32899655e-02   1.81684286e-02   1.31379517e-01]
 [ -1.72940018e-04  -5.35669035e-05   0.00000000e+00   0.00000000e+00]]",[ 1.53593576 -4.50187111]
1,"[ 0.88014402  2.56337031 -0.06840796  0.68127092  0.15887264  1.12308343
 -0.64196479 -0.13683073  1.18705487 -0.85896823  0.        ]",[-0.52542627 -0.2299363 ],[ 0.64452561 -4.60532033],-2.31182,-0.219342677528,"[[ 0.1225845  -0.02645438  0.01816843  0.13137952]
 [ 3.95724359 -3.96117441  0.          0.        ]]",[ 1.01145959 -4.55374241]
2,"[ 0.85381346  2.54800264  0.10402928  0.20543037  0.15887253  1.12308179
 -0.57359756 -0.63133953  1.17477872 -0.78277432  0.        ]",[-0.52542627 -0.2299363 ],[ 0.64151272 -4.24588795],-2.17415,-0.213705258636,"[[ 0.2265408  -0.14462844  0.01816843  0.13137952]
 [ 6.43015169 -7.84328523  0.          0.        ]]",[ 0.2518521  -4.56971169]
3,"[ 0.78736859  2.4769322   0.3495558  -0.55905356  0.15887243  1.12308015
 -0.50691153 -1.11604593  1.14329824 -0.69554728  0.        ]",[-0.52542627 -0.2299363 ],[-1.16860505 -5.94120145],-1.38087,-0.205397014554,"[[  0.37934504  -0.33967282   0.01816843   0.13137952]
 [  8.84225112 -11.6484498    0.           0.        ]]",[-0.69859004 -4.62005806]
4,"[ 0.70202534  2.28938646  0.55515766 -1.52842068  0.15887232  1.1230785
 -0.62108018 -1.59084218  1.09714595 -0.71856709  0.        ]",[-0.52542627 -0.2299363 ],[-0.98365026 -4.4886729 ],-1.20039,-0.200980487958,"[[  0.51475732  -0.61003953   0.01816843   0.13137952]
 [  4.71261512 -15.37583182   0.           0.        ]]",[-0.88092661 -4.49210835]
5,"[ 0.66118618  1.9220693   0.63350865 -2.51087838  0.15887222  1.12307686
 -0.73123269 -2.05626907  1.02080933 -0.94877704  0.        ]",[-0.52542627 -0.2299363 ],[-0.29731215 -5.53046074],-0.69359,-0.205785602446,"[[  5.69035894e-01  -9.54216037e-01   1.81684286e-02   1.31379517e-01]
 [  7.28243473e-01  -1.90296900e+01   0.00000000e+00   0.00000000e+00]]",[-0.68565547 -4.25469303]
6,"[ 0.65912835  1.34451187  0.6372123  -3.17482514  0.15887211  1.12307522
 -0.76417604 -2.51260432  0.83383795 -1.27626897  0.        ]",[-0.52542627 -0.2299363 ],[-0.76794795 -4.75683766],-0.430331,-0.211468986475,"[[  5.71647485e-01  -1.37075437e+00   1.81684286e-02   1.31379517e-01]
 [ -4.63384087e-01  -2.26122211e+01   0.00000000e+00   0.00000000e+00]]",[-0.4649204  -4.03875494]
7,"[ 0.68948144  0.61072994  0.58026051 -3.08954881  0.15887201  1.12307358
 -0.84801272 -2.95987013  0.48014975 -1.55083525  0.        ]",[-0.52542627 -0.2299363 ],[-0.09334869 -4.79804343],-0.345027,-0.209929435459,"[[  5.31957743e-01  -1.85822932e+00   1.81684286e-02   1.31379517e-01]
 [ -3.49588746e+00  -2.61236184e+01   0.00000000e+00   0.00000000e+00]]",[ 0.24062681 -3.91709375]
8,"[ 0.74008251 -0.09552069  0.47211712 -1.89735731  0.1588719   1.12307194
 -0.85640669 -3.39832676  0.00469545 -1.56506935  0.        ]",[-0.52542627 -0.2299363 ],[ 1.6176739  -4.03267794],-0.673087,-0.191390511073,"[[  4.58993330e-01  -2.41523963e+00   1.81684286e-02   1.31379517e-01]
 [ -3.79954156e+00  -2.95659465e+01   0.00000000e+00   0.00000000e+00]]",[ 0.99506259 -4.07852793]
9,"[ 0.76222228 -0.47182059  0.41796998  0.37979539  0.1588718   1.12307029
 -0.74491804 -3.0736599  -0.38094129 -1.18205081  0.        ]",[-0.52542627 -0.2299363 ],[ 0.67703231 -4.88833374],-0.136492,-0.147074282868,"[[  4.23455665e-01  -3.04041268e+00   1.81684286e-02   1.31379517e-01]
 [  2.33102610e-01  -2.70172890e+01   0.00000000e+00   0.00000000e+00]]",[ 1.09066796 -4.58767462]
10,"[ 0.74266347 -0.47382346  0.46605024  1.1403217   0.15887169  1.12306865
 -0.6709034   0.44750067 -0.44908394 -1.00958478  0.        ]",[-0.52542627 -0.2299363 ],[ 0.88222576 -5.06808175],-0.617173,-0.129622588116,"[[ 0.45498179 -3.22877417  0.01816843  0.13137952]
 [ 2.91027305  0.6259874   0.          0.        ]]",[ 0.6685369  -4.58337212]
11,"[ 0.67770547 -0.47920042  0.60295361  0.88118119  0.15887159  1.12306701
 -0.5759224   0.89250598 -0.42473495 -1.08335931  0.        ]",[-0.52542627 -0.2299363 ],[-0.87447325 -2.81660961],-1.17812,-0.137071421138,"[[ 0.54765799 -3.1645806   0.01816843  0.13137952]
 [ 6.34582398  4.11955888  0.          0.        ]]",[ 0.08176577 -4.52356815]
12,"[ 0.60358848 -0.4777164   0.72994767  0.58698923  0.15887148  1.12306537
 -0.67511661  0.74335651 -0.38570793 -1.1489612   0.        ]",[-0.52542627 -0.2299363 ],[ 0.73053836 -3.6948768 ],-0.983258,-0.143452649956,"[[ 0.63857514 -3.09180447  0.01816843  0.13137952]
 [ 2.75783704  2.94865051  0.          0.        ]]",[ 0.08391315 -4.40563965]
13,"[ 0.52685302 -0.47278562  0.83945903  0.40593439  0.15887138  1.12306373
 -0.59666232  0.57327048 -0.35305027 -1.18279394  0.        ]",[-0.52542627 -0.2299363 ],[-1.50708068 -2.87835764],-1.10511,-0.146635290345,"[[ 0.72220401 -3.04690887  0.01816843  0.13137952]
 [ 5.5955954   1.61337577  0.          0.        ]]",[-0.42175448 -4.36505413]
14,"[ 0.45559871 -0.46903949  0.92643907  0.31263809  0.15887127  1.12306209
 -0.70918552  0.46822397 -0.33091621 -1.19659507  0.        ]",[-0.52542627 -0.2299363 ],[-0.24681942 -4.98822195],-0.641295,-0.147851480662,"[[ 0.79327913 -3.02370532  0.01816843  0.13137952]
 [ 1.52548548  0.78870018  0.          0.        ]]",[-0.21520424 -4.2968092 ]
15,"[ 0.43417429 -0.46697776  0.95030363  0.26847091  0.15887117  1.12306044
 -0.73703713  0.4139068  -0.32140317 -1.2023437   0.        ]",[-0.52542627 -0.2299363 ],[ 0.14832354 -4.3037999 ],-0.793582,-0.148374306095,"[[ 0.81368075 -3.0126991   0.01816843  0.13137952]
 [ 0.51803653  0.3622803   0.          0.        ]]",[-0.16685021 -4.27085876]
16,"[ 0.41691853 -0.4659882   0.96883346  0.24857786  0.15887106  1.1230588
 -0.72108467  0.38813538 -0.31619008 -1.20447544  0.        ]",[-0.52542627 -0.2299363 ],[ 0.98584537 -3.74193314],-0.946956,-0.148550603126,"[[ 0.82983061 -3.00773684  0.01816843  0.13137952]
 [ 1.09502822  0.15996156  0.          0.        ]]",[-0.25662923 -4.26775837]
17,"[ 0.34963862 -0.46554492  1.03569759  0.23990846  0.15887095  1.12305716
 -0.6137727   0.37651425 -0.30734817 -1.20274314  0.        ]",[-0.52542627 -0.2299363 ],[-0.61194317 -4.41279511],-0.766101,-0.148250641351,"[[ 0.89067618 -3.00557327  0.01816843  0.13137952]
 [ 4.97659409  0.06873097  0.          0.        ]]",[-0.67621791 -4.27775383]
