timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.20554878 -0.21001874],"[[-0.01457726 -0.07092028 -0.15534709  0.04033159]
 [ 0.00145548 -0.00310814  0.          0.        ]]",[ 0.94814297 -1.48783831],"[ 1.09504962  2.29763113 -0.09393104  0.48000598 -1.33980499  0.35836411
 -0.81622399  0.36387181  2.40330082 -0.38763943  0.        ]",-2.09306,-0.368506402946,[ 0.83014727 -3.01467419]
1,[-0.20554878 -0.21001874],"[[ 0.02309931 -0.11072428 -0.15534709  0.04033159]
 [ 3.75370409 -3.96408435  0.          0.        ]]",[ 1.70649285 -3.4371546 ],"[ 1.09482363  2.29247497 -0.03659533  0.33995978 -1.33979887  0.35836345
 -0.7019426  -0.15872288  2.40301299 -0.35796689  0.        ]",-1.6879,-0.367996421951,[ 0.84405112 -2.93645239]
2,[-0.20554878 -0.21001874],"[[ 0.13713436 -0.22896127 -0.15534709  0.04033159]
 [ 7.63687785 -7.84665964  0.          0.        ]]",[ 1.0638934 -3.5971648],"[ 1.0822025   2.26405296  0.13630306 -0.07154191 -1.33979275  0.35836279
 -0.58367406 -0.67097317  2.39611448 -0.2664148   0.        ]",-1.6932,-0.365795743175,[ 0.78289688 -2.875247  ]
3,[-0.20554878 -0.21001874],"[[  0.32806307  -0.42407714  -0.15534709   0.04033159]
 [ 11.44335142 -11.6522016    0.           0.        ]]",[ 0.72615194 -1.65342304],"[ 1.02141369  2.17519116  0.41862134 -0.72346156 -1.33978663  0.35836212
 -0.46774174 -1.17305746  2.36410486 -0.11445892  0.        ]",-1.99653,-0.359991596884,[ 0.7374543  -2.83148909]
4,[-0.20554878 -0.21001874],"[[  0.58349869  -0.69454077  -0.15534709   0.04033159]
 [ 14.09144953 -15.3816618    0.           0.        ]]",[-0.01378481 -3.6681239 ],"[ 0.86630899  1.97175368  0.76673349 -1.53097318 -1.33978051  0.35836146
 -0.38708944 -1.66509781  2.28202922  0.06385749  0.        ]",-1.36424,-0.348133811873,[ 0.77691174 -2.76924992]
5,[-0.20554878 -0.21001874],"[[  0.86200127  -1.03883928  -0.15534709   0.04033159]
 [ 13.75987695 -19.03598712   0.           0.        ]]",[ 1.5347165  -2.02095591],"[ 0.61231247  1.6004703   1.08358813 -2.3145498  -1.33977438  0.3583608
 -0.39718722 -2.14721432  2.14217129  0.17859537  0.        ]",-1.70367,-0.329124415883,[ 0.95880252 -2.62167597]
6,[-0.20554878 -0.21001874],"[[  1.17418559  -1.45550599  -0.15534709   0.04033159]
 [ 17.44642887 -22.61858615   0.           0.        ]]",[ 0.76380807 -0.9733    ],"[ 0.24626626  1.04285233  1.33199949 -2.77928028 -1.33976826  0.35836014
 -0.28490726 -2.61985079  1.93262168  0.22170463  0.        ]",-1.65526,-0.300414609787,[ 1.30269003 -2.38563776]
7,[-0.20554878 -0.21001874],"[[  1.54999877  -1.94204173  -0.15534709   0.04033159]
 [ 20.12604675 -26.02353532   0.           0.        ]]",[ 2.5308142  -1.76813655],"[-0.2593139   0.36349394  1.44979928 -2.5620144  -1.33976214  0.35835948
 -0.20329501 -3.06902613  1.6401763   0.19022383  0.        ]",-1.69844,-0.259680670227,[ 1.69799566 -2.17328882]
8,[-0.20554878 -0.21001874],"[[  1.98825708  -2.49705647  -0.15534709   0.04033159]
 [ 23.68795646 -29.4664349    0.           0.        ]]",[ 1.65503194 -1.13858941],"[-0.84891013 -0.25727261  1.31942452 -1.39238552 -1.33975602  0.35835882
 -0.09481123 -3.52317718  1.29266693  0.02121984  0.        ]",-1.43753,-0.210885526369,[ 2.26523113 -1.9169023 ]
9,[-0.20554878 -0.21001874],"[[  2.49704436  -3.12024787  -0.15534709   0.04033159]
 [ 27.17923105 -26.60247434   0.           0.        ]]",[ 3.59414412 -1.4619087 ],"[-1.39381452 -0.54219435  0.84263828  0.65497737 -1.3397499   0.35835816
  0.01152125 -3.14528044  0.96010373 -0.33107173  0.        ]",-0.306083,-0.170623117416,[ 2.58673    -1.82073748]
10,[-0.20554878 -0.21001874],"[[  3.07497074  -3.28439856  -0.15534709   0.04033159]
 [ 30.60165311   2.08944913   0.           0.        ]]",[ 1.76463862 -2.86080449],"[-1.66825815 -0.52804381  0.02954541  1.23321119 -1.33974378  0.3583575
  0.1157567   0.63997256  0.94660933 -0.44434014  0.        ]",-0.518184,-0.172857609752,[ 2.58200383 -1.80777502]
11,[-0.20554878 -0.21001874],"[[  3.72065388  -3.19472858  -0.15534709   0.04033159]
 [ 33.95540857   5.14100305   0.           0.        ]]",[ 3.3900414  -1.53170766],"[-1.4458159  -0.54050927 -0.90460707  0.91802217 -1.33973765  0.35835684
  0.21790078  1.04255335  0.9760295  -0.29462708  0.        ]",-0.284968,-0.17169298845,[ 2.57058954 -1.8129977 ]
12,[-0.20554878 -0.21001874],"[[  4.43274233  -3.10647133  -0.15534709   0.04033159]
 [ 37.24245227   3.50262466   0.           0.        ]]",[ 2.81518592 -0.7172915 ],"[-0.66986098 -0.54163803 -1.5345328   0.60631476 -1.33973153  0.35835617
  0.318013    0.82640369  0.88573329 -0.20745     0.        ]",-0.58439,-0.157251230017,[ 2.53907633 -1.83171237]
