timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.58445579 -0.25412163],"[[-0.01315629 -0.01602123 -0.03369812 -0.08595908]
 [ 0.00328182 -0.00031862  0.          0.        ]]",[ 0.55667148 -7.11263698],"[ 0.85877022  2.60715156 -0.35202128  0.73756441 -0.29237256 -0.75395944
 -0.73224485  0.36878905  1.58250228  0.80928488  0.        ]",-1.83117,-0.256891615636,[-0.11022437 -6.91430759]
1,[-0.58445579 -0.25412163],"[[ 0.00901871 -0.05576398 -0.03369812 -0.08595908]
 [ 2.20687608 -3.96075379  0.          0.        ]]",[ -1.95116922e-03  -7.03039744e+00],"[ 0.85883777  2.60494685 -0.31363599  0.57251168 -0.2923724  -0.75395884
 -0.67272382 -0.13348708  1.58199269  0.8118022   0.        ]",-1.70389,-0.256917377432,[-0.29473329 -6.77113819]
2,[-0.58445579 -0.25412163],"[[ 0.0526559  -0.17391992 -0.03369812 -0.08595908]
 [ 2.15699899 -7.84190487  0.          0.        ]]",[ 0.07723702 -7.00901383],"[ 0.85683374  2.58411533 -0.23813969  0.08497749 -0.29237224 -0.75395823
 -0.67407053 -0.625708    1.57592716  0.77835403  0.        ]",-1.56535,-0.254950339223,[-0.29258871 -6.40171957]
3,[-0.58445579 -0.25412163],"[[  0.09844759  -0.3689291   -0.03369812  -0.08595908]
 [  2.42126144 -11.64633303   0.           0.        ]]",[-1.05952134 -5.39082076],"[ 0.85168675  2.50378487 -0.15910499 -0.69456733 -0.29237208 -0.75395763
 -0.66693213 -1.10819798  1.54983705  0.67703762  0.        ]",-1.44627,-0.248258947259,[-0.3730582  -5.86171007]
4,[-0.58445579 -0.25412163],"[[  0.10671095  -0.63925541  -0.03369812  -0.08595908]
 [ -1.58175794 -15.37389922   0.           0.        ]]",[ 0.54961201 -5.19056167],"[ 0.85042603  2.30347675 -0.14487585 -1.67529567 -0.29237192 -0.75395702
 -0.77505578 -1.58093843  1.46636292  0.45159412  0.        ]",-1.29675,-0.231515020127,[ 0.34381396 -5.07265472]
5,[-0.58445579 -0.25412163],"[[  0.09720981  -0.98341467  -0.03369812  -0.08595908]
 [  0.62421862 -19.0298205    0.           0.        ]]",[ 0.00532895 -4.96552607],"[ 0.85186528  1.92132228 -0.16123725 -2.65524774 -0.29237175 -0.75395642
 -0.71547029 -2.04458967  1.28114217  0.18497573  0.        ]",-0.807194,-0.203054892763,[ 0.65865552 -4.46230078]
6,[-0.58445579 -0.25412163],"[[  0.10977641  -1.39995885  -0.03369812  -0.08595908]
 [  0.63221967 -22.61265711   0.           0.        ]]",[-0.14315957 -4.6047289 ],"[ 0.8499314   1.3301849  -0.13960027 -3.29128925 -0.29237159 -0.75395582
 -0.71525362 -2.49896748  0.99183626  0.01583073  0.        ]",-0.462979,-0.163797362281,[ 0.84035701 -4.26100254]
7,[-0.58445579 -0.25412163],"[[  0.11659337  -1.88744704  -0.03369812  -0.08595908]
 [  0.0512006  -26.12446875   0.           0.        ]]",[ 0.3839848  -5.03958752],"[ 0.84878419  0.58945963 -0.12787523 -3.14515292 -0.29237143 -0.75395521
 -0.73094678 -2.94433118  0.60534503  0.00323727  0.        ]",-0.595636,-0.111629458509,[ 1.06129622 -4.40131426]
8,[-0.58445579 -0.25412163],"[[  0.13283292  -2.44447595  -0.03369812  -0.08595908]
 [  1.56779871 -29.56692211   0.           0.        ]]",[ 0.87124623 -4.55890481],"[ 0.84577554 -0.11113229 -0.09998228 -1.86398811 -0.29237127 -0.75395461
 -0.68998187 -3.38089002  0.21750366  0.25167396  0.        ]",-1.03153,-0.0612905280288,[ 1.15152943 -4.93127632]
9,[-0.58445579 -0.25412163],"[[  0.19846939  -3.06966834  -0.03369812  -0.08595908]
 [  4.98509316 -26.89618953   0.           0.        ]]",[ 1.06283104 -7.2618455 ],"[ 0.82966156 -0.46614065  0.01206254  0.50549348 -0.2923711  -0.753954
 -0.59767789 -3.04216706 -0.02475425  0.76405956  0.        ]",-0.421431,-0.0805150367379,[ 0.66964018 -6.15347862]
