timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.33924398 -0.22612076],"[[-0.03199843  0.01407704  0.03109775 -0.14178741]
 [ 0.00187809 -0.00368811  0.          0.        ]]",[-1.1441969  -4.29261482],"[ 1.00982279  2.44848742 -0.19089739  0.82098838  0.26475059 -1.21612708
 -0.83013681  0.3668705   1.08473353  1.23310306  0.        ]",-0.331924,-0.225045659653,[-0.23051298 -5.07646751]
1,[-0.33924398 -0.22612076],"[[-0.07163629 -0.02570839  0.03109775 -0.14178741]
 [-3.9525042  -3.96166856  0.          0.        ]]",[-0.36601075 -5.95518621],"[ 1.00695094  2.44812775 -0.25321081  0.66870296  0.26475029 -1.21612392
 -0.94296865 -0.14499241  1.07958659  1.12423243  0.        ]",0.054183,-0.217004238276,[ 0.13736528 -4.80149221]
2,[-0.33924398 -0.22612076],"[[-0.16441425 -0.14387726  0.03109775 -0.14178741]
 [-5.32075689 -7.84228553  0.          0.        ]]",[ 0.9016936  -4.36496171],"[ 0.99168267  2.43333916 -0.39820185  0.21824408  0.26474999 -1.21612075
 -0.98200813 -0.64685006  1.03774724  0.85019668  0.        ]",-0.227545,-0.195405253956,[ 0.74344862 -4.276124  ]
3,[-0.33924398 -0.22612076],"[[ -0.23397118  -0.33890706   0.03109775  -0.14178741]
 [ -1.64719392 -11.6480019    0.           0.        ]]",[-0.23156648 -3.22505623],"[ 0.97244417  2.36458027 -0.50551736 -0.50552846  0.2647497  -1.21611758
 -0.87718563 -1.13901974  0.93779979  0.56610421  0.        ]",0.0421507,-0.169224457053,[ 1.06959963 -3.74580622]
4,[-0.33924398 -0.22612076],"[[ -0.27576964  -0.60927784   0.03109775  -0.14178741]
 [ -2.52983044 -15.37665259   0.           0.        ]]",[ 0.96019437 -4.06690571],"[ 0.95771193  2.18283972 -0.56918934 -1.4235432   0.2647494  -1.21611441
 -0.90236893 -1.62121936  0.76461179  0.31225112  0.        ]",0.376986,-0.137958209318,[ 1.31835938 -3.35043526]
5,[-0.33924398 -0.22612076],"[[ -0.28774615  -0.9534972    0.03109775  -0.14178741]
 [  1.3193378  -19.0330612    0.           0.        ]]",[ 1.01882585 -3.37393096],"[ 0.95305503  1.8265959  -0.58729952 -2.35437096  0.2647491  -1.21611125
 -0.79253596 -2.09406984  0.51466171  0.13957415  0.        ]",0.574534,-0.10082077751,[ 1.20715344 -3.09764409]
6,[-0.33924398 -0.22612076],"[[ -0.22192329  -1.37011599   0.03109775  -0.14178741]
 [  5.24990375 -22.61679753   0.           0.        ]]",[ 0.16959788 -2.73857856],"[ 0.97624417  1.26616257 -0.48703878 -2.98398509  0.2647488  -1.21610808
 -0.68038066 -2.55751196  0.25104347  0.14364551  0.        ]",0.803565,-0.064857460542,[ 0.80181956 -3.00628376]
7,[-0.33924398 -0.22612076],"[[ -0.11124017  -1.85768695   0.03109775  -0.14178741]
 [  5.81640648 -26.12857999   0.           0.        ]]",[ 1.53312372 -3.82333022],"[ 1.00188411  0.5539085  -0.31528989 -2.9043249   0.2647485  -1.21610491
 -0.66421513 -3.01163449 -0.02854958  0.31107025  0.        ]",0.684111,-0.0389254559582,[ 0.43494767 -3.04391527]
8,[-0.33924398 -0.22612076],"[[  0.04363723  -2.41479717   0.03109775  -0.14178741]
 [  9.65872269 -29.57088125   0.           0.        ]]",[-0.67324955 -3.00681776],"[ 1.00919138 -0.13180613 -0.07184903 -1.77643049  0.26474821 -1.21610174
 -0.5545781  -3.45675256 -0.2884841   0.65685087  0.        ]",0.376173,-0.0702731875071,[-0.22602034 -3.34237361]
9,[-0.33924398 -0.22612076],"[[  0.20814129  -3.0400674    0.03109775  -0.14178741]
 [  6.80148486 -27.0227795    0.           0.        ]]",[ 0.42008617 -3.19091121],"[ 0.9803488  -0.49736854  0.18479075  0.379151    0.26474791 -1.21609858
 -0.63610536 -3.12719545 -0.49118661  1.16704894  0.        ]",-0.142658,-0.134418495887,[-0.67934775 -4.03108358]
10,[-0.33924398 -0.22612076],"[[ 0.35952347 -3.22856071  0.03109775 -0.14178741]
 [ 8.33130489  0.61965106  0.          0.        ]]",[-1.69618399 -4.68251969],"[ 0.92114302 -0.49939094  0.41335792  1.09959142  0.26474761 -1.21609541
 -0.59245273  0.44750281 -0.53301545  1.33634748  0.        ]",-0.207455,-0.15494926405,[-0.91639149 -4.98203611]
11,[-0.33924398 -0.22612076],"[[ 0.48477225 -3.16447028  0.03109775 -0.14178741]
 [ 4.20724003  4.11563157  0.          0.        ]]",[-1.68427927 -5.92515322],"[ 0.84945231 -0.50458504  0.59310909  0.85467129  0.26474731 -1.21609224
 -0.7101275   0.89959911 -0.5144693   1.25904897  0.        ]",0.134403,-0.145597410976,[-0.91341448 -4.92123222]
12,[-0.33924398 -0.22612076],"[[ 0.52835596 -3.0917522   0.03109775 -0.14178741]
 [ 0.16459208  2.94662265  0.          0.        ]]",[-0.14793267 -4.79276718],"[ 0.81989355 -0.503137    0.65310067  0.576401    0.26474702 -1.21608907
 -0.82547886  0.74842235 -0.48285664  1.19444715  0.        ]",-0.15822,-0.137169075248,[-0.77427638 -4.73433924]
13,[-0.33924398 -0.22612076],"[[ 0.52573784 -3.04688536  0.03109775 -0.14178741]
 [-0.42443739  1.61241181  0.          0.        ]]",[-1.14308495 -4.68603481],"[ 0.82173296 -0.49835219  0.6495373   0.40511824  0.26474672 -1.21608591
 -0.8422847   0.57588212 -0.46263959  1.15916033  0.        ]",-0.0876106,-0.132474556334,[-0.72642314 -4.62175608]
14,[-0.33924398 -0.22612076],"[[ 0.47760809 -3.02369511  0.03109775 -0.14178741]
 [-4.37536548  0.78826808  0.          0.        ]]",[ 0.88508911 -4.79136432],"[ 0.85408307 -0.49471797  0.58310842  0.31685129  0.26474642 -1.21608274
 -0.95501853  0.46930362 -0.45719282  1.14222518  0.        ]",-0.120062,-0.130377255153,[-0.44493043 -4.5215373 ]
15,[-0.33924398 -0.22612076],"[[ 0.4261297  -3.01269471  0.03109775 -0.14178741]
 [-0.78443915  0.3620963   0.          0.        ]]",[-1.07109448 -4.38462565],"[ 0.88549986 -0.49271782  0.51020697  0.27506308  0.26474612 -1.21607957
 -0.85255351  0.41419072 -0.45848594  1.13456452  0.        ]",-0.13233,-0.129561639961,[-0.48481262 -4.51093197]
16,[-0.33924398 -0.22612076],"[[ 0.37087178 -3.00773501  0.03109775 -0.14178741]
 [-4.7282091   0.15987735  0.          0.        ]]",[-0.08509966 -4.41263224],"[ 0.91546826 -0.49175769  0.43003997  0.25624122  0.26474583 -1.21607641
 -0.9650831   0.38803934 -0.46323685  1.1318507   0.        ]",-0.166732,-0.129427948137,[-0.17733359 -4.44631958]
17,[-0.33924398 -0.22612076],"[[ 0.27386612 -3.0055726   0.03109775 -0.14178741]
 [-4.97154493  0.06869417  0.          0.        ]]",[ 0.55315951 -5.65534408],"[ 0.95841091 -0.49132744  0.28524615  0.24803868  0.26474553 -1.21607324
 -0.97202446  0.3762471  -0.47438474  1.1332382   0.        ]",0.0930063,-0.129997079912,[ 0.08140248 -4.39970541]
18,[-0.33924398 -0.22612076],"[[ 0.19739685 -3.00465188  0.03109775 -0.14178741]
 [-2.68300869  0.02893446  0.          0.        ]]",[ 1.17341577 -3.80071773],"[ 0.98335856 -0.4911418   0.16821455  0.24454679  0.26474523 -1.21607007
 -0.90672161  0.37110493 -0.48337111  1.13587264  0.        ]",-0.407263,-0.130636647147,[ 0.18793398 -4.37778902]
19,[-0.33924398 -0.22612076],"[[ 0.18399442 -3.00426672  0.03109775 -0.14178741]
 [ 1.32939432  0.01200466  0.          0.        ]]",[ 0.28147357 -3.56154992],"[ 0.98690761 -0.49106341  0.14749738  0.24308599  0.26474493 -1.2160669
 -0.7922303   0.36891512 -0.48487704  1.1362154   0.        ]",-0.472297,-0.130733990888,[ 0.05804986 -4.40276051]
20,[-0.33924398 -0.22612076],"[[ 0.22149974 -3.00410781  0.03109775 -0.14178741]
 [ 2.4175121   0.00491906  0.          0.        ]]",[ 0.04856284 -4.85402338],"[ 0.97634911 -0.49103062  0.20532959  0.24248316  0.26474463 -1.21606374
 -0.76118066  0.36799837 -0.48031889  1.13422118  0.        ]",-0.105645,-0.130334591905,[-0.09279585 -4.43159008]
21,[-0.33924398 -0.22612076],"[[  2.71298959e-01  -3.00404298e+00   3.10977529e-02  -1.41787405e-01]
 [  2.56192814e+00   1.99576255e-03   0.00000000e+00   0.00000000e+00]]",[-0.27221942 -4.55196594],"[ 0.95936902 -0.49101686  0.2813533   0.24223707  0.26474434 -1.21606057
 -0.75705864  0.36761989 -0.47421585  1.13201796  0.        ]",-0.154847,-0.129855436319,[-0.23657691 -4.45770168]
22,[-0.33924398 -0.22612076],"[[  3.11214788e-01  -3.00401679e+00   3.10977529e-02  -1.41787405e-01]
 [  1.43341549e+00   8.02394211e-04   0.00000000e+00   0.00000000e+00]]",[ 0.38015305 -4.42426135],"[ 0.94334533 -0.49101091  0.34154256  0.24213748  0.26474404 -1.2160574
 -0.78925833  0.36746513 -0.46926864  1.13053498  0.        ]",-0.205767,-0.129504108516,[-0.29479408 -4.46577883]
23,[-0.33924398 -0.22612076],"[[  3.54699905e-01  -3.00400625e+00   3.10977529e-02  -1.41787405e-01]
 [  2.91017494e+00   3.22696002e-04   0.00000000e+00   0.00000000e+00]]",[-1.57948095 -4.14730291],"[ 0.9234772  -0.49100814  0.40623669  0.24209727  0.26474374 -1.21605424
 -0.74711916  0.36740265 -0.46383496  1.12920241  0.        ]",-0.174362,-0.129154746291,[-0.47098804 -4.49665737]
