timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.74826652 -0.22415911],"[[-0.07242084  0.0222712   0.1109321   0.03616706]
 [ 0.00229975  0.00303087  0.          0.        ]]",[ 2.79838613 -6.65736053],"[ 0.83899225  2.6649103  -0.53042591  0.92097527  0.95429672  0.30171168
 -0.73395463  0.37048756  0.5201116  -0.34163957  0.        ]",-2.98159,-0.110127833681,[ 2.8749218  -6.74750757]
1,[-0.74826652 -0.22415911],"[[-0.03266935 -0.01741207  0.1109321   0.03616706]
 [ 3.95966723 -3.95815119  0.          0.        ]]",[ 1.68106282 -6.93766929],"[ 0.84217797  2.66505362 -0.46011501  0.75032819  0.95429611  0.30171157
 -0.63184715 -0.12918491  0.52166156 -0.30662405  0.        ]",-2.70521,-0.108610922599,[ 2.26697087 -6.54248238]
2,[-0.74826652 -0.22415911],"[[ 0.08544391 -0.13553175  0.1109321   0.03616706]
 [ 7.83874535 -7.84086428  0.          0.        ]]",[ 0.89125577 -6.47994858],"[ 0.83742406  2.65096059 -0.2510931   0.24413192  0.9542955   0.30171145
 -0.53175972 -0.61895906  0.51935338 -0.20268793  0.        ]",-2.52538,-0.103988009432,[ 1.02996457 -6.32515383]
3,[-0.74826652 -0.22415911],"[[  0.27605326  -0.33053168   0.1109321    0.03616706]
 [ 11.21098436 -11.64641289   0.           0.        ]]",[-0.79531972 -5.91658328],"[ 0.78520676  2.5807344   0.08053409 -0.57050894  0.95429488  0.30171134
 -0.44474969 -1.09899906  0.49380202 -0.0420213   0.        ]",-2.02116,-0.0962791827412,[-0.60671318 -6.13715029]
4,[-0.74826652 -0.22415911],"[[  0.46649558  -0.60086008   0.1109321    0.03616706]
 [  7.84437955 -15.3740273    0.           0.        ]]",[-1.02097893 -5.62882104],"[ 0.67991451  2.39171593  0.3944093  -1.60609746  0.95429427  0.30171123
 -0.53161397 -1.56920723  0.43650787  0.03707329  0.        ]",-1.62486,-0.0875916698344,[-1.18659079 -5.82138348]
5,[-0.74826652 -0.22415911],"[[  0.58214197  -0.94499954   0.1109321    0.03616706]
 [  3.73370956 -19.0277989    0.           0.        ]]",[-0.98888462 -6.36675439],"[ 0.59160257  2.01826947  0.57163898 -2.66033747  0.95429366  0.30171112
 -0.63767643 -2.03009879  0.34785901 -0.08891081  0.        ]",-1.13613,-0.0780986846891,[-0.83094382 -5.52893543]
6,[-0.74826652 -0.22415911],"[[  0.61681443  -1.36149247   0.1109321    0.03616706]
 [ -0.2535912  -22.60962397   0.           0.        ]]",[ 0.12413905 -4.49477624],"[ 0.56174699  1.42795358  0.62234307 -3.38142813  0.95429305  0.30171101
 -0.74055568 -2.4819119   0.17059635 -0.37646064  0.        ]",-1.18969,-0.0738249675993,[-0.15062594 -5.24579525]
7,[-0.74826652 -0.22415911],"[[  0.61670397  -1.84892254   0.1109321    0.03616706]
 [  0.24075354 -26.12166892   0.           0.        ]]",[-0.31169573 -5.3118151 ],"[ 0.56184425  0.67463272  0.62218317 -3.3100086   0.95429243  0.3017109
 -0.72780031 -2.92491862 -0.15815264 -0.63381311  0.        ]",-0.998039,-0.082400707783,[ 0.04454064 -5.35017443]
8,[-0.74826652 -0.22415911],"[[  0.60906577  -2.40589401   0.1109321    0.03616706]
 [ -1.00052957 -29.56402665   0.           0.        ]]",[-0.47509623 -7.28254268],"[ 0.56854976 -0.0544396   0.61111574 -2.06086198  0.95429182  0.30171079
 -0.75982728 -3.35912927 -0.60854766 -0.66968071  0.        ]",-1.05412,-0.101451976648,[ 0.10189998 -6.06392193]
9,[-0.74826652 -0.22415911],"[[  0.5703591   -3.03103      0.1109321    0.03616706]
 [ -2.86337965 -27.05490976   0.           0.        ]]",[ 0.1358118  -7.92194354],"[ 0.6014003  -0.44885071  0.55413716  0.35070261  0.95429121  0.30171068
 -0.80789179 -3.04261586 -1.04349506 -0.36369422  0.        ]",-1.27588,-0.123448641233,[ 0.73683298 -7.47609997]
