timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.60140115 -0.23714896],"[[ 0.09071128  0.07024702 -0.0944416   0.15950755]
 [-0.00462548  0.00489365  0.          0.        ]]",[ 1.91131462 -6.16734883],"[ 0.84660045  2.61742873 -0.19623112  1.11261061 -0.81619415  1.36644785
 -0.72690665  0.37085673  2.01747077 -1.0785808   0.        ]",-3.51616,-0.330474013024,[ 2.10945082 -5.47480059]
1,[-0.60140115 -0.23714896],"[[ 0.13032564  0.03060064 -0.0944416   0.15950755]
 [ 3.95287925 -3.95632507  0.          0.        ]]",[ 2.73145871 -5.48834564],"[ 0.84004273  2.62050443 -0.12752623  0.945876   -0.81619351  1.36644601
 -0.62069977 -0.13151789  2.01424612 -1.04405613  0.        ]",-3.51824,-0.328512271467,[ 2.1405282  -5.42096424]
2,[-0.60140115 -0.23714896],"[[ 0.24830442 -0.08748294 -0.0944416   0.15950755]
 [ 7.83208228 -7.83908374  0.          0.        ]]",[ 2.82370687 -5.08550978],"[ 0.80673987  2.61531262  0.07456305  0.44909772 -0.81619287  1.36644416
 -0.51659432 -0.62394184  1.99787413 -0.94247423  0.        ]",-3.53366,-0.322082419801,[ 1.82802057 -5.35291862]
3,[-0.60140115 -0.23714896],"[[  0.44309777  -0.28244949  -0.0944416    0.15950755]
 [ 11.63461458 -11.6448546    0.           0.        ]]",[ 0.80131239 -4.90784794],"[ 0.70783018  2.56002338  0.39388074 -0.35665368 -0.81619223  1.36644232
 -0.41454651 -1.10660132  1.94923822 -0.78197415  0.        ]",-3.67594,-0.309635302647,[ 1.28249073 -5.22483349]
4,[-0.60140115 -0.23714896],"[[  0.70530302  -0.55276981  -0.0944416    0.15950755]
 [ 14.5761733  -15.3746782    0.           0.        ]]",[ 1.01507426 -6.46306683],"[ 0.49469182  2.39123958  0.77697312 -1.3940177  -0.81619159  1.36644047
 -0.33560444 -1.57962743  1.84541443 -0.59695668  0.        ]",-3.06807,-0.289984875928,[ 1.31724894 -4.98389244]
5,[-0.60140115 -0.23714896],"[[  1.033647    -0.89694308  -0.0944416    0.15950755]
 [ 18.2461383  -19.03032173   0.           0.        ]]",[ 1.66824218 -6.8299036 ],"[ 0.11989295  2.04060782  1.14502523 -2.47365    -0.81619095  1.36643863
 -0.23711433 -2.04324307  1.66289525 -0.42690265  0.        ]",-2.75478,-0.261242855598,[ 1.65262413 -4.60665512]
6,[-0.60140115 -0.23714896],"[[  1.43467118  -1.31349327  -0.0944416    0.15950755]
 [ 21.84448868 -22.61255947   0.           0.        ]]",[ 3.01920862 -3.23623497],"[-0.4443979   1.4700095   1.3746414  -3.25545934 -0.81619031  1.36643678
 -0.14054613 -2.49754494  1.38692711 -0.32623708  0.        ]",-3.32438,-0.222262546837,[ 1.94921923 -4.3122611 ]
7,[-0.60140115 -0.23714896],"[[  1.90695979  -1.80096457  -0.0944416    0.15950755]
 [ 25.37280233 -26.12268544   0.           0.        ]]",[ 3.05650046 -4.59154473],"[-1.14314691  0.72479433  1.29310488 -3.28301655 -0.81618967  1.36643494
 -0.0458575  -2.9426954   1.04459068 -0.38182442  0.        ]",-2.89628,-0.179010048757,[ 2.66575265 -4.00617552]
8,[-0.60140115 -0.23714896],"[[  2.44912273  -2.35793236  -0.0944416    0.15950755]
 [ 28.83200043 -29.56259386   0.           0.        ]]",[ 4.16125554 -4.82693389],"[-1.80321813 -0.01668151  0.75982365 -2.15548269 -0.81618903  1.3664331
  0.04697629 -3.37893274  0.72106348 -0.6643667   0.        ]",-1.99477,-0.153195264686,[ 4.00071144 -3.65134907]
9,[-0.60140115 -0.23714896],"[[  3.05977909  -2.98301856  -0.0944416    0.15950755]
 [ 32.22206673 -32.93505984   0.           0.        ]]",[ 5.53054857 -2.11723812],"[-2.14387818 -0.44767443 -0.21170618  0.15205742 -0.81618839  1.36643125
  0.13795481 -3.80660677  0.55445821 -1.16707281  0.        ]",-0.690016,-0.177003646838,[ 5.48941708 -3.50398636]
10,[-0.60140115 -0.23714896],"[[  3.73756259  -3.27405243  -0.0944416    0.15950755]
 [ 35.54493339  -0.27682765   0.           0.        ]]",[ 4.83256071 -2.13540339],"[-1.89015686 -0.4535211  -1.33386557  1.37320326 -0.81618775  1.36642941
  0.2271299   0.33513846  0.60171891 -1.38790319  0.        ]",-1.4371,-0.201318250238,[ 5.91747665 -2.77590823]
11,[-0.60140115 -0.23714896],"[[  4.48113034  -3.20446921  -0.0944416    0.15950755]
 [ 38.80091059   4.94781474   0.           0.        ]]",[ 5.39525704 -2.08967926],"[-0.99205472 -0.463996   -2.05295982  1.08163571 -0.81618711  1.36642756
  0.31450987  0.99773149  0.54968862 -1.2442621   0.        ]",-1.44374,-0.183808685342,[ 6.1635952  -2.95859623]
12,[-0.60140115 -0.23714896],"[[  5.28916682  -3.11504491  -0.0944416    0.15950755]
 [ 41.99206369   3.6808086    0.           0.        ]]",[ 4.57535815 -2.5053715 ],"[ 0.17038391 -0.46650293 -1.81709786  0.70524838 -0.81618647  1.36642572
  0.40015016  0.83704794  0.42276248 -1.25324876  0.        ]",-2.28188,-0.175566480067,[ 5.60551453 -3.15975714]
13,[-0.60140115 -0.23714896],"[[  6.16039107  -3.05862012  -0.0944416    0.15950755]
 [ 45.11993573   2.04034391   0.           0.        ]]",[ 3.78174044 -3.41449592],"[ 0.84147283 -0.46173461 -0.56806373  0.46802544 -0.81618583  1.36642388
  0.48409214  0.62900225  0.40179922 -1.38207136  0.        ]",-2.3984,-0.187179650575,[ 3.56302547 -4.04376364]
14,[-0.60140115 -0.23714896],"[[  7.09355165  -3.0291813   -0.0944416    0.15950755]
 [ 48.18591202   1.00396446   0.           0.        ]]",[ 1.98956158 -4.94267467],"[ 0.38636378 -0.45730077  0.91007909  0.344651   -0.81618519  1.36642203
  0.566373    0.4975673   0.49928789 -1.44685263  0.        ]",-2.13791,-0.19986855792,[ 2.65641594 -4.70382309]
15,[-0.60140115 -0.23714896],"[[  8.08742321  -3.01514486  -0.0944416    0.15950755]
 [ 51.19123475   0.46297478   0.           0.        ]]",[ 3.91822516 -4.57836358],"[-0.99524426 -0.45471817  1.34344883  0.28596349 -0.81618455  1.36642019
  0.64702606  0.4289582   0.59583525 -1.36261078  0.        ]",-2.35511,-0.198477988541,[ 3.57155156 -3.96881533]
16,[-0.60140115 -0.23714896],"[[  9.1408046   -3.00879557  -0.0944416    0.15950755]
 [ 54.13709106   0.20496111   0.           0.        ]]",[ 5.16977764 -4.29609505],"[-2.08878147 -0.45345064  0.13461208  0.25945023 -0.8161839   1.36641834
  0.72608315  0.39623641  0.57469045 -1.21230495  0.        ]",-1.43853,-0.182782801663,[ 5.07719517 -2.80672693]
17,[-0.60140115 -0.23714896],"[[ 10.25251817  -3.00602098  -0.0944416    0.15950755]
 [ 57.0246451    0.08823224   0.           0.        ]]",[ 5.39007956 -2.1421217 ],"[-1.66343025 -0.45287722 -1.63941208  0.24787103 -0.81618326  1.3664165
  0.80357551  0.38143252  0.4446089  -1.16643098  0.        ]",-0.894589,-0.168591344351,[ 5.76158333 -2.62770271]
18,[-0.60140115 -0.23714896],"[[  1.14214094e+01  -3.00483763e+00  -9.44416026e-02   1.59507553e-01]
 [  5.98550432e+01   3.72185199e-02   0.00000000e+00   0.00000000e+00]]",[ 5.41059767 -2.63842875],"[-0.02808971 -0.45262892 -1.94356029  0.24293383 -0.81618262  1.36641465
  0.87953388  0.3749627   0.35234413 -1.29553625  0.        ]",-1.90771,-0.175376412807,[ 5.60340405 -2.87099171]
