timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
0,"[ 0.90039937  2.54952843 -0.32080446  1.03093498  1.55286594  1.07968322
 -0.75899455  0.36712927  0.01150041 -1.02434905  0.        ]",[-0.51916361 -0.24028808],[ 2.25838427 -5.2226395 ],-1.69687,-0.131174057336,"[[-0.03751133  0.06144067  0.17875147  0.12630432]
 [ 0.00233602 -0.00259863  0.          0.        ]]",[ 2.31940937 -4.74774361]
1,"[ 0.90141499  2.55202275 -0.25434082  0.87125286  1.55286231  1.07968162
 -0.64915367 -0.13802729  0.01201755 -0.98956078  0.        ]",[-0.51916361 -0.24028808],[ 1.72746888 -6.52370054],-1.28707,-0.127340207075,"[[  2.24088289e-03   2.16459345e-02   1.78751471e-01   1.26304316e-01]
 [  3.95970280e+00  -3.96366918e+00   0.00000000e+00   0.00000000e+00]]",[ 1.76595998 -4.73554277]
2,"[ 0.89092486  2.54529402 -0.05730271  0.39701329  1.55285869  1.07968002
 -0.54148611 -0.63317778  0.00669473 -0.8863762   0.        ]",[-0.51916361 -0.24028808],[ 1.66754614 -3.55005703],-1.60837,-0.115773060695,"[[ 0.12035479 -0.09658306  0.17875147  0.12630432]
 [ 7.83877243 -7.84628077  0.          0.        ]]",[ 0.84869236 -4.77018213]
3,"[ 0.82992119  2.48826273  0.26046865 -0.37067278  1.55285507  1.07967842
 -0.43594651 -1.11850897 -0.02427744 -0.71996453  0.        ]",[-0.51916361 -0.24028808],[-1.47538696 -5.30748339],-0.568944,-0.0963585630178,"[[  0.31528066  -0.29169208   0.17875147   0.12630432]
 [ 11.64117758 -11.65190386   0.           0.        ]]",[-0.38421261 -4.83775997]
4,"[ 0.71957295  2.31887664  0.55262512 -1.35633601  1.55285144  1.07967682
 -0.55209937 -1.59383739 -0.08136658 -0.64347665  0.        ]",[-0.51916361 -0.24028808],[-1.36256609 -4.37131726],-0.259691,-0.0860002998632,"[[  0.50611759  -0.56212614   0.17875147   0.12630432]
 [  7.45636584 -15.37911      0.           0.        ]]",[-0.81402361 -4.74372101]
5,"[ 0.63641595  1.97064618  0.70551188 -2.3776107   1.55284782  1.07967522
 -0.66598009 -2.05978327 -0.15668237 -0.78721654  0.        ]",[-0.51916361 -0.24028808],[-0.28521549 -5.03391808],0.0829489,-0.100718019344,"[[  0.61408108  -0.90636624   0.17875147   0.12630432]
 [  3.3534117  -19.03277667   0.           0.        ]]",[-0.8360033  -4.53620529]
6,"[ 0.58860686  1.40728459  0.77929317 -3.10927813  1.5528442   1.07967362
 -0.69915292 -2.51663796 -0.31367918 -1.05722006  0.        ]",[-0.51916361 -0.24028808],[-1.0477772  -4.01873847],0.317182,-0.131815428577,"[[  0.66916008  -1.32296525   0.17875147   0.12630432]
 [  2.15822508 -22.61520588   0.           0.        ]]",[-0.84731519 -4.3546834 ]
7,"[ 0.58588941  0.67489889  0.78324071 -3.11713648  1.55284057  1.07967202
 -0.81023712 -2.964394   -0.61861092 -1.34417913  0.        ]",[-0.51916361 -0.24028808],[-0.52546259 -4.00994153],0.34879,-0.172697008323,"[[  0.67217388  -1.81049718   0.17875147   0.12630432]
 [ -1.84398144 -26.12635934   0.           0.        ]]",[-0.3551178  -4.23688793]
8,"[ 0.63584649 -0.0498577   0.70643728 -2.02315321  1.55283695  1.07967042
 -0.86704536 -3.40334116 -1.07947707 -1.45731772  0.        ]",[-0.51916361 -0.24028808],[-0.16299888 -3.26042603],-0.0629823,-0.21199933659,"[[  0.61476013  -2.36756051   0.17875147   0.12630432]
 [ -3.89072219 -29.56853198   0.           0.        ]]",[ 0.21304071 -4.366539  ]
9,"[ 0.70152377 -0.46535047  0.58907266  0.18887576  1.55283333  1.07966882
 -0.88288447 -3.83360101 -1.52947923 -1.17682608  0.        ]",[-0.51916361 -0.24028808],[-0.37266829 -4.00038436],-0.604233,-0.229517184971,"[[  0.53121604  -2.99278518   0.17875147   0.12630432]
 [ -4.46141658 -32.94270174   0.           0.        ]]",[ 0.60901034 -4.90715981]
10,"[ 0.77052356 -0.46726911  0.43613452  1.34484164  1.5528297   1.07966722
 -0.92134597  0.35514206 -1.64492542 -0.90950708  0.        ]",[-0.51916361 -0.24028808],[ 1.29996691 -4.74000412],-0.921105,-0.224953277775,"[[ 0.42808541 -3.2816112   0.17875147  0.12630432]
 [-5.84716006 -0.09670948  0.          0.        ]]",[ 1.36841679 -5.06726408]
11,"[ 0.81245909 -0.47870181  0.3185297   1.05365456  1.55282608  1.07966562
 -0.80823197  1.01615194 -1.6215617  -0.97980876  0.        ]",[-0.51916361 -0.24028808],[ 2.37096609 -5.43898841],-0.871083,-0.226457711635,"[[ 0.35203166 -3.20870322  0.17875147  0.12630432]
 [-1.77189154  5.08660138  0.          0.        ]]",[ 1.29524744 -5.0452466 ]
12,"[ 0.81012356 -0.48166317  0.32580482  0.68611775  1.55282245  1.07966402
 -0.69736487  0.84679529 -1.59659387 -1.06661333  0.        ]",[-0.51916361 -0.24028808],[ 1.00244472 -4.58986103],-1.04447,-0.229180514707,"[[ 0.35667032 -3.11713889  0.17875147  0.12630432]
 [ 2.22243128  3.75860128  0.          0.        ]]",[ 0.91098386 -4.93223429]
13,"[ 0.76300485 -0.47701784  0.45481879  0.45533896  1.55281883  1.07966243
 -0.58869339  0.63257754 -1.5703781  -1.122043    0.        ]",[-0.51916361 -0.24028808],[ 0.39104065 -4.00508712],-1.12343,-0.230035867341,"[[ 0.44040163 -3.05958876  0.17875147  0.12630432]
 [ 6.13765441  2.07882088  0.          0.        ]]",[ 0.22742212 -4.92063904]
14,"[ 0.66620771 -0.47261304  0.65483207  0.33551112  1.55281521  1.07966083
 -0.54909378  0.49777236 -1.54249684 -1.14948039  0.        ]",[-0.51916361 -0.24028808],[-0.62469396 -4.69766364],-0.861212,-0.228950044285,"[[ 0.57746908 -3.02961132  0.17875147  0.12630432]
 [ 7.56434023  1.02175183  0.          0.        ]]",[-0.37632227 -4.93810177]
15,"[ 0.55803361 -0.47003779  0.82235575  0.27856344  1.55281158  1.07965923
 -0.62190067  0.42751742 -1.51985238 -1.15895348  0.        ]",[-0.51916361 -0.24028808],[ 0.78609319 -4.45974754],-0.894916,-0.22722120033,"[[ 0.70243719 -3.01533087  0.17875147  0.12630432]
 [ 4.94121721  0.47085202  0.          0.        ]]",[-0.49977863 -4.9105463 ]
16,"[ 0.42820369 -0.46877257  0.97765993  0.25285145  1.55280796  1.07965763
 -0.53822852  0.39404128 -1.50009568 -1.15904375  0.        ]",[-0.51916361 -0.24028808],[-0.64517114 -3.6998345 ],-1.03765,-0.225147959663,"[[ 0.83150738 -3.00887493  0.17875147  0.12630432]
 [ 7.95575679  0.20835224  0.          0.        ]]",[-1.06379294 -4.92438984]
17,"[ 0.2787419  -0.46820003  1.11511725  0.24162721  1.55280434  1.07965603
 -0.61350018  0.37890365 -1.48240311 -1.15362329  0.        ]",[-0.51916361 -0.24028808],[-1.17813553 -4.50433146],-0.806282,-0.222901599131,"[[ 0.96341291 -3.00605497  0.17875147  0.12630432]
 [ 5.24383492  0.08965328  0.          0.        ]]",[-1.02882481 -4.85885811]
18,"[ 0.20073386 -0.46795209  1.17344116  0.23684345  1.55280071  1.07965443
 -0.72627514  0.37229065 -1.47413388 -1.14981506  0.        ]",[-0.51916361 -0.24028808],[-0.02304864 -4.02757895],-0.951439,-0.221760669018,"[[ 1.02752319 -3.0048528   0.17875147  0.12630432]
 [ 1.18073321  0.03779997  0.          0.        ]]",[-0.72948468 -4.78832722]
