timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.69885737 -0.24943644],"[[-0.00224179  0.07258339  0.07691784 -0.02446454]
 [ 0.00112952  0.00256128  0.          0.        ]]",[ 0.91797506 -7.14039239],"[ 0.84651234  2.63284639 -0.37183864  1.12144898  0.65773419 -0.22470291
 -0.72827714  0.36982517  0.77301354  0.37690193  0.        ]",-2.07056,-0.136603972932,[ 1.33027697 -6.93338728]
1,[-0.69885737 -0.24943644],"[[ 0.03423092  0.0328921   0.07691784 -0.02446454]
 [ 3.63403968 -3.95848527  0.          0.        ]]",[ 0.6467874  -5.92664613],"[ 0.84563094  2.63608138 -0.30781723  0.9538235   0.6577338  -0.22470281
 -0.63217623 -0.13107533  0.77276179  0.40585495  0.        ]",-2.18517,-0.137378900822,[ 0.74568939 -6.81098223]
2,[-0.69885737 -0.24943644],"[[ 0.13187699 -0.08522884  0.07691784 -0.02446454]
 [ 6.12228    -7.84066426  0.          0.        ]]",[-0.9361341  -8.40291118],"[ 0.83340337  2.63128338 -0.13704438  0.45470756  0.6577334  -0.22470271
 -0.56635505 -0.6220024   0.76772073  0.47163663  0.        ]",-1.29975,-0.13883757668,[-0.12183368 -6.542274  ]
3,[-0.69885737 -0.24943644],"[[  0.21596651  -0.28019753   0.07691784  -0.02446454]
 [  2.2993631  -11.64354193   0.           0.        ]]",[-0.03172559 -4.86674382],"[ 0.81143675  2.57643585  0.00831675 -0.35487745  0.657733   -0.22470261
 -0.66748144 -1.10290074  0.7561686   0.43729301  0.        ]",-1.77057,-0.136187578422,[-0.13927841 -6.0217514 ]
4,[-0.69885737 -0.24943644],"[[  0.26025046  -0.55048263   0.07691784  -0.02446454]
 [  2.12952893 -15.37254006   0.           0.        ]]",[-0.40922318 -5.86714436],"[ 0.79566552  2.40784857  0.08386383 -1.39764063  0.65773261 -0.22470251
 -0.67197362 -1.57445521  0.71610647  0.26034849  0.        ]",-1.13397,-0.126507350744,[-0.22005332 -5.46738863]
5,[-0.69885737 -0.24943644],"[[  0.28618113  -0.89460189   0.07691784  -0.02446454]
 [  0.46887579 -19.02722354   0.           0.        ]]",[-0.64916074 -6.56699844],"[ 0.78510005  2.0567523   0.12769898 -2.483995    0.65773221 -0.22470241
 -0.71590209 -2.03660971  0.5989867   0.00620861  0.        ]",-0.538137,-0.109749769887,[ 0.04599714 -4.96024847]
6,[-0.69885737 -0.24943644],"[[  0.2696889   -1.31108729   0.07691784  -0.02446454]
 [ -2.10986514 -22.60941147   0.           0.        ]]",[ 0.65881796 -5.01181357],"[ 0.79193215  1.48458272  0.09985589 -3.27277479  0.65773182 -0.22470232
 -0.78411648 -2.48959294  0.3456677  -0.2897896   0.        ]",-0.563209,-0.0868874789855,[ 0.68137115 -4.58377838]
7,[-0.69885737 -0.24943644],"[[  2.54049520e-01  -1.79851731e+00   7.69178426e-02  -2.44645439e-02]
 [  5.37101453e-01  -2.61218396e+01   0.00000000e+00   0.00000000e+00]]",[ 0.9013528 -7.6316467],"[ 0.79804525  0.73639514  0.073335   -3.30540324  0.65773142 -0.22470222
 -0.71409633 -2.93374931 -0.04073438 -0.43520281  0.        ]",-0.303011,-0.0645171109853,[ 0.78740263 -4.64369297]
8,[-0.69885737 -0.24943644],"[[  3.00458984e-01  -2.35549607e+00   7.69178426e-02  -2.44645439e-02]
 [  4.09220328e+00  -2.95644897e+01   0.00000000e+00   0.00000000e+00]]",[ 0.20336157 -5.10185477],"[ 0.77886493 -0.00915247  0.15169491 -2.1779317   0.65773102 -0.22470212
 -0.62005353 -3.36907479 -0.45023076 -0.28505748  0.        ]",-0.84792,-0.0541992344857,[ 0.55749875 -5.32174683]
9,[-0.69885737 -0.24943644],"[[  3.89552109e-01  -2.98064054e+00   7.69178426e-02  -2.44645439e-02]
 [  4.81491768e+00  -3.29387104e+01   0.00000000e+00   0.00000000e+00]]",[ 0.36905283 -7.47554087],"[ 0.73338105 -0.44399902  0.29884517  0.13695404  0.65773063 -0.22470202
 -0.60093535 -3.79573804 -0.78708069  0.13878905  0.        ]",-0.685349,-0.078311161512,[ 0.14050025 -6.85022593]
10,[-0.69885737 -0.24943644],"[[ 0.4995705  -3.27226007  0.07691784 -0.02446454]
 [ 6.18220863 -0.32065464  0.          0.        ]]",[-0.16728423 -8.58393006],"[ 0.66197152 -0.45082084  0.47313593  1.36579855  0.65773023 -0.22470192
 -0.56476632  0.32896189 -0.89212165  0.39788567  0.        ]",-0.991049,-0.0985456210543,[-0.14498019 -7.54956484]
11,[-0.69885737 -0.24943644],"[[ 0.61534488 -3.20347323  0.07691784 -0.02446454]
 [ 5.39774636  4.9149127   0.          0.        ]]",[-1.27703883 -7.96442966],"[ 0.56953815 -0.4610705   0.64552551  1.07628034  0.65772984 -0.22470182
 -0.58551725  0.99102239 -0.86765748  0.31311836  0.        ]",-1.18061,-0.0924213122506,[-0.35463393 -7.31034756]
12,[-0.69885737 -0.24943644],"[[ 0.68250236 -3.11455424  0.07691784 -0.02446454]
 [ 1.33153283  3.66250225  0.          0.        ]]",[ 0.27116273 -7.35886177],"[ 0.50826574 -0.46347113  0.73944636  0.70039399  0.65772944 -0.22470172
 -0.69307972  0.83264879 -0.8214994   0.23575836  0.        ]",-1.34664,-0.0843294626049,[-0.23538733 -6.95800543]
13,[-0.69885737 -0.24943644],"[[ 0.71963966 -3.05839388  0.07691784 -0.02446454]
 [ 2.37871057  2.03131254  0.          0.        ]]",[-0.44170723 -9.04125845],"[ 0.47209566 -0.45867452  0.78926571  0.46326547  0.65772905 -0.22470162
 -0.66537848  0.62637704 -0.78680449  0.19459957  0.        ]",-0.941497,-0.0789258026763,[-0.49816275 -6.73727179]
14,[-0.69885737 -0.24943644],"[[ 0.74919407 -3.02908154  0.07691784 -0.02446454]
 [ 0.58272167  0.99978212  0.          0.        ]]",[-0.4330143 -6.9763252],"[ 0.44218943 -0.45423425  0.82777553  0.3398915   0.65772865 -0.22470152
 -0.71288706  0.49593501 -0.7660062   0.17552462  0.        ]",-1.34587,-0.0758531878873,[-0.40711832 -6.60082912]
15,[-0.69885737 -0.24943644],"[[ 0.74353105 -3.0151026   0.07691784 -0.02446454]
 [-1.14326854  0.4611116   0.          0.        ]]",[ 0.59156517 -8.23810999],"[ 0.4479952  -0.45165016  0.82047571  0.28119201  0.65772825 -0.22470142
 -0.75854394  0.42781741 -0.75803844  0.16668475  0.        ]",-1.13889,-0.074668344331,[-0.21288347 -6.53906631]
16,[-0.69885737 -0.24943644],"[[ 0.74439248 -3.00877859  0.07691784 -0.02446454]
 [ 1.22153173  0.20415354  0.          0.        ]]",[-0.27050021 -6.92544857],"[ 0.44711409 -0.45038223  0.82158791  0.25467016  0.65772786 -0.22470132
 -0.69598776  0.39532367 -0.75401645  0.16280495  0.        ]",-1.35179,-0.0740810134612,[-0.48022127 -6.52881336]
17,[-0.69885737 -0.24943644],"[[ 0.75783485 -3.00601494  0.07691784 -0.02446454]
 [ 0.1263557   0.08788253  0.          0.        ]]",[ 0.36270229 -7.40653587],"[ 0.43326155 -0.44980871  0.83883719  0.24308675  0.65772746 -0.22470122
 -0.72495785  0.38062046 -0.7506086   0.16153712  0.        ]",-1.2925,-0.0736079137326,[-0.3996917  -6.50505781]
18,[-0.69885737 -0.24943644],"[[ 0.77474513 -3.0048363   0.07691784 -0.02446454]
 [ 1.55989556  0.03706813  0.          0.        ]]",[-0.19328841 -6.40852435],"[ 0.41555417 -0.44956041  0.86022656  0.23814795  0.65772707 -0.22470113
 -0.68703617  0.37419456 -0.74774062  0.16141543  0.        ]",-1.46705,-0.0732207582263,[-0.60384536 -6.5008893 ]
19,[-0.69885737 -0.24943644],"[[ 0.79795485 -3.00434268  0.07691784 -0.02446454]
 [ 0.76372939  0.0153924   0.          0.        ]]",[-0.20373412 -5.60929984],"[ 0.39074918 -0.44945566  0.88901111  0.2360797   0.65772667 -0.22470103
 -0.70809662  0.37145338 -0.74451136  0.16200836  0.        ]",-1.63073,-0.0727933824479,[-0.57621932 -6.48088312]
20,[-0.69885737 -0.24943644],"[[ 0.80498443 -3.00413882  0.07691784 -0.02446454]
 [-0.05803251  0.00631444  0.          0.        ]]",[-0.08101084 -6.66004316],"[ 0.38312363 -0.44941215  0.89759579  0.23522552  0.65772628 -0.22470093
 -0.72983412  0.37030525 -0.74349937  0.16217671  0.        ]",-1.42065,-0.0726593256088,[-0.50291526 -6.47035313]
