timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.84275514 -0.2590867 ],"[[-0.06852791 -0.00210409 -0.10772982 -0.01116869]
 [ 0.00498263 -0.00477609  0.          0.        ]]",[ 1.76906504 -7.81312506],"[ 0.84088347  2.67872162 -0.54053187  0.82116485 -0.93837897 -0.10475319
 -0.73910613  0.36979331  2.14265531  0.05518738  0.        ]",-4.52942,-0.317239508374,[ 2.12141085 -7.72577   ]
1,[-0.84275514 -0.2590867 ],"[[-0.0287233  -0.04194195 -0.10772982 -0.01116869]
 [ 3.96229761 -3.96580294  0.          0.        ]]",[ 2.57593241 -7.44152693],"[ 0.84384996  2.67734031 -0.4699467   0.64852486 -0.93837844 -0.10475316
 -0.63832341 -0.12929147  2.14408568  0.09020055  0.        ]",-4.51126,-0.317414434989,[ 1.91393566 -7.6482749 ]
2,[-0.84275514 -0.2590867 ],"[[ 0.08944209 -0.1602131  -0.10772982 -0.01116869]
 [ 7.84132919 -7.84835897  0.          0.        ]]",[ 1.20053702 -6.85380613],"[ 0.83835196  2.65864114 -0.26036226  0.13874553 -0.93837792 -0.10475313
 -0.53953441 -0.61848896  2.14141624  0.19420016  0.        ]",-4.57526,-0.317294200111,[ 1.28040671 -7.61076307]
3,[-0.84275514 -0.2590867 ],"[[  2.84418909e-01  -3.55362938e-01  -1.07729824e-01  -1.11686868e-02]
 [  1.16437209e+01  -1.16539036e+01   0.00000000e+00   0.00000000e+00]]",[ 1.25859988 -6.86628328],"[ 0.78286984  2.58078611  0.07925048 -0.67795809 -0.93837739 -0.1047531
 -0.44269725 -1.09798272  2.11454796  0.36272091  0.        ]",-4.34559,-0.31500793009,[ 0.78704882 -7.54483223]
4,[-0.84275514 -0.2590867 ],"[[  5.54691567e-01  -6.25864554e-01  -1.07729824e-01  -1.11686868e-02]
 [  1.53712120e+01  -1.53837393e+01   0.00000000e+00   0.00000000e+00]]",[ 0.45857715 -8.02869443],"[ 0.6145405   2.38164409  0.51616879 -1.70908793 -0.93837687 -0.10475307
 -0.34776764 -1.56793631  2.0330513   0.57952075  0.        ]",-3.77606,-0.307601327162,[ 0.80964082 -7.42549086]
5,[-0.84275514 -0.2590867 ],"[[  8.77287731e-01  -9.70209053e-01  -1.07729824e-01  -1.11686868e-02]
 [  1.68834271e+01  -1.90384444e+01   0.00000000e+00   0.00000000e+00]]",[ 1.53930772 -8.13955536],"[ 0.29122466  1.99715353  0.94642055 -2.74601304 -0.93837635 -0.10475304
 -0.30925535 -2.02842185  1.87508427  0.7722191   0.        ]",-3.67462,-0.291761512999,[ 1.16346014 -7.09769011]
6,[-0.84275514 -0.2590867 ],"[[  1.25132714e+00  -1.38692105e+00  -1.07729824e-01  -1.11686868e-02]
 [  2.05086185e+01  -2.26206324e+01   0.00000000e+00   0.00000000e+00]]",[ 1.7926262  -6.59732397],"[-0.20746091  1.39802365  1.26671054 -3.43151345 -0.93837582 -0.104753
 -0.21693105 -2.47976774  1.62971811  0.89017631  0.        ]",-4.04422,-0.264370852931,[ 1.59624934 -6.84863758]
7,[-0.84275514 -0.2590867 ],"[[  1.69716149e+00  -1.87455417e+00  -1.07729824e-01  -1.11686868e-02]
 [  2.40631413e+01  -2.61308125e+01   0.00000000e+00   0.00000000e+00]]",[ 2.6803521  -6.25869564],"[-0.88237837  0.64270084  1.34238901 -3.3061229  -0.9383753  -0.10475297
 -0.12640649 -2.92203703  1.29769148  0.88772175  0.        ]",-4.5545,-0.222814398136,[ 2.32655168 -6.45046759]
8,[-0.84275514 -0.2590867 ],"[[  2.21338810e+00  -2.43168595e+00  -1.07729824e-01  -1.11686868e-02]
 [  2.75479282e+01  -2.95708816e+01   0.00000000e+00   0.00000000e+00]]",[ 4.12966711 -5.54244623],"[-1.60813506 -0.07714856  1.0024127  -1.99501401 -0.93837477 -0.10475294
 -0.03765793 -3.35546752  0.93980693  0.67995435  0.        ]",-3.54529,-0.169197799958,[ 3.66316271 -5.76007748]
9,[-0.84275514 -0.2590867 ],"[[  2.79861426e+00  -3.05693998e+00  -1.07729824e-01  -1.11686868e-02]
 [  3.09633084e+01  -2.69513468e+01   0.00000000e+00   0.00000000e+00]]",[ 5.56623224 -4.16066484],"[-2.13336093 -0.45014251  0.17813187  0.46376682 -0.93837425 -0.10475291
  0.04932302 -3.02540259  0.67783885  0.23280244  0.        ]",-1.6619,-0.121061833686,[ 5.3573246  -4.75500679]
10,[-0.84275514 -0.2590867 ],"[[  3.45147142e+00  -3.24043551e+00  -1.07729824e-01  -1.11686868e-02]
 [  3.43108717e+01   9.28913614e-01   0.00000000e+00   0.00000000e+00]]",[ 5.37651782 -4.54739424],"[-2.14963374 -0.44810483 -0.96038608  1.25805769 -0.93837373 -0.10475288
  0.13457685  0.48744223  0.68096619  0.10669589  0.        ]",-1.84538,-0.120349889096,[ 6.06752491 -3.84741974]
11,[-0.84275514 -0.2590867 ],"[[  4.17060181e+00  -3.17092948e+00  -1.07729824e-01  -1.11686868e-02]
 [  3.75911624e+01   4.33368859e+00   0.00000000e+00   0.00000000e+00]]",[ 6.69278137 -5.28199342],"[-1.47991385 -0.4550799  -1.94018704  0.95743744 -0.9383732  -0.10475285
  0.21811742  0.91643519  0.64799054  0.24310061  0.        ]",-1.51113,-0.117253165758,[ 6.64771271 -4.41360617]
12,[-0.84275514 -0.2590867 ],"[[  4.95468307e+00  -3.09490026e+00  -1.07729824e-01  -1.11686868e-02]
 [  4.08062232e+01   3.06531841e+00   0.00000000e+00   0.00000000e+00]]",[ 6.15196037 -5.11905883],"[-0.32114315 -0.454046   -2.14259374  0.62795304 -0.93837268 -0.10475282
  0.29999673  0.75662324  0.53316595  0.25786829  0.        ]",-2.20367,-0.10230014845,[ 6.39220142 -5.19870567]
13,[-0.84275514 -0.2590867 ],"[[  5.80242609e+00  -3.04832848e+00  -1.07729824e-01  -1.11686868e-02]
 [  4.39575796e+01   1.67029095e+00   0.00000000e+00   0.00000000e+00]]",[ 4.87121184 -6.51994988],"[ 0.67064412 -0.44894286 -1.2400388   0.4265831  -0.93837215 -0.10475278
  0.38025366  0.58085287  0.48958604  0.14268912  0.        ]",-2.91581,-0.0947679367868,[ 4.93195248 -6.12449837]
14,[-0.84275514 -0.2590867 ],"[[  6.71257059e+00  -3.02433100e+00  -1.07729824e-01  -1.11686868e-02]
 [  4.70465823e+01   8.14823817e-01   0.00000000e+00   0.00000000e+00]]",[ 2.51665227 -8.18309215],"[ 0.70526862 -0.44499121  0.32020796  0.32313554 -0.93837163 -0.10475275
  0.45892257  0.47306586  0.56487951  0.04680489  0.        ]",-2.96341,-0.104780659289,[ 2.90090561 -7.57707548]
