timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
0,"[ 1.09693044  2.13686789  0.00409583  0.35633742 -1.46277744 -0.86794443
 -0.67933487  0.35393411  2.47243448  0.84729995  0.        ]",[-0.11341208 -0.19713911],[ 0.34537291 -3.15091101],-1.46511,-0.390892897053,"[[ 0.03086799 -0.09803547 -0.16958991 -0.09881186]
 [-0.0031331   0.00437548  0.          0.        ]]",[ 0.04938865 -2.75226831]
1,"[ 1.09621149  2.13046596  0.0247961   0.23116788 -1.46276662 -0.86794085
 -0.63006234 -0.17631784  2.47039164  0.83510762  0.        ]",[-0.11341208 -0.19713911],[-0.11955565 -1.86700256],-1.76348,-0.390264736316,"[[ 0.0445294  -0.13768199 -0.16958991 -0.09881186]
 [ 1.36471394 -3.95582681  0.          0.        ]]",[ 0.06948602 -2.71032143]
2,"[ 1.09448738  2.09890762  0.05854663 -0.13672801 -1.46275581 -0.86793726
 -0.64801558 -0.69597458  2.45889448  0.76773861  0.        ]",[-0.11341208 -0.19713911],[ 0.12934206 -0.94309837],-1.90758,-0.386826980802,"[[ 0.06682248 -0.25573864 -0.16958991 -0.09881186]
 [ 0.86623646 -7.83690462  0.          0.        ]]",[ 0.14022702 -2.6173501 ]
3,"[ 1.09207565  2.00818688  0.09225621 -0.71078036 -1.46274499 -0.86793368
 -0.63015555 -1.17522232  2.42143357  0.63794092  0.        ]",[-0.11341208 -0.19713911],[ 1.5380223  -2.94543403],-1.36874,-0.378519829603,"[[  0.08912176  -0.44838914  -0.16958991  -0.09881186]
 [  1.36200788 -11.41621426   0.           0.        ]]",[ 0.26908416 -2.47292733]
4,"[ 1.08079004  1.80919101  0.19258082 -1.41497434 -1.46273418 -0.8679301
 -0.4885813  -1.67529726  2.34640642  0.53117675  0.        ]",[-0.11341208 -0.19713911],[ 0.40697091 -1.93317701],-1.34474,-0.365987721018,"[[  0.15579594  -0.71418751  -0.16958991  -0.09881186]
 [  5.29233799 -15.15113805   0.           0.        ]]",[ 0.41547233 -2.32340884]
5,"[ 1.044849    1.45166284  0.37161563 -2.09651324 -1.46272336 -0.86792651
 -0.43432085 -2.16531984  2.22162508  0.47324122  0.        ]",[-0.11341208 -0.19713911],[-0.80169957 -1.92368779],-0.945066,-0.347673833641,"[[  0.27675662  -1.05393225  -0.16958991  -0.09881186]
 [  6.79867452 -18.81110587   0.           0.        ]]",[ 0.5404765  -2.20391464]
6,"[ 0.99896902  0.9188259   0.51910791 -2.49438516 -1.46271255 -0.86792293
 -0.55343717 -2.64544947  2.00360707  0.38707737  0.        ]",[-0.11341208 -0.19713911],[ 1.77357324 -2.29852753],-0.886159,-0.316036765519,"[[  0.37955404  -1.46613587  -0.16958991  -0.09881186]
 [  3.4917447  -22.39737445   0.           0.        ]]",[ 0.68528748 -2.08173919]
7,"[ 0.93559865  0.27062187  0.66877472 -2.28663178 -1.46270173 -0.86791934
 -0.41339232 -3.11621434  1.69129898  0.36968366  0.        ]",[-0.11341208 -0.19713911],[ 0.98827547 -1.09883981],-0.931184,-0.272397830061,"[[  0.48839576  -1.94936745  -0.16958991  -0.09881186]
 [  7.37960289 -25.91396596   0.           0.        ]]",[ 0.80500758 -2.02353239]
8,"[ 0.79484064 -0.32127278  0.90338606 -1.22948511 -1.46269092 -0.86791576
 -0.27775802 -3.57753581  1.33242144  0.5212215   0.        ]",[-0.11341208 -0.19713911],[ 0.49368397 -0.84178956],-0.842819,-0.22644763184,"[[  0.67376575  -2.50222655  -0.16958991  -0.09881186]
 [ 11.14502141 -29.36037943   0.           0.        ]]",[ 0.87255239 -2.06589317]
9,"[ 0.55804044 -0.59094438  1.15821046  0.58951104 -1.4626801  -0.86791218
 -0.21530208 -3.13513998  0.94629495  0.80417367  0.        ]",[-0.11341208 -0.19713911],[-0.27376095 -1.20527613],-0.477802,-0.188167445217,"[[  0.91405889  -3.11704164  -0.16958991  -0.09881186]
 [ 12.87888575 -26.05669258   0.           0.        ]]",[ 0.83146822 -2.22572422]
10,"[ 0.2677376  -0.57864539  1.34638402  1.1000225  -1.46266929 -0.86790859
 -0.26348451  0.62538754  0.84241483  0.87033965  0.        ]",[-0.11341208 -0.19713911],[-0.43344372 -2.25738202],-0.658579,-0.179729203805,"[[  1.15821921  -3.27804234  -0.16958991  -0.09881186]
 [ 11.54124736   2.03153809   0.           0.        ]]",[ 0.72316968 -2.4301672 ]
11,"[-0.01079361 -0.58971898  1.44300264  0.8229225  -1.46265848 -0.86790501
 -0.33352423  1.02608247  0.92061527  0.8125926   0.        ]",[-0.11341208 -0.19713911],[ 0.20269655 -2.24695171],-0.834015,-0.185507911141,"[[ 1.36953581 -3.19048229 -0.16958991 -0.09881186]
 [ 9.5968145   5.02445034  0.          0.        ]]",[ 0.85924858 -2.3311429 ]
12,"[-0.28331102 -0.59039536  1.47359082  0.54870978 -1.46264766 -0.86790143
 -0.31146104  0.81189166  1.00331829  0.80092189  0.        ]",[-0.11341208 -0.19713911],[ 0.81977406 -2.39218603],-0.890945,-0.195054159624,"[[  1.5676175   -3.10420532  -0.16958991  -0.09881186]
 [ 10.20929831   3.4246374    0.           0.        ]]",[ 1.02743673 -2.19994879]
13,"[-0.60560555 -0.58592993  1.433122    0.38477174 -1.46263685 -0.86789784
 -0.20182863  0.5999113   1.05822748  0.8245662   0.        ]",[-0.11341208 -0.19713911],[-0.13235472 -1.80835207],-1.17131,-0.20321197119,"[[  1.80234021  -3.05253262  -0.16958991  -0.09881186]
 [ 13.25283318   1.84132668   0.           0.        ]]",[ 1.21798325 -2.05881405]
14,"[-0.93807642 -0.58224865  1.29607651  0.3013865  -1.46262604 -0.86789426
 -0.23015699  0.47282404  1.08550224  0.8642766   0.        ]",[-0.11341208 -0.19713911],[ 0.18613797  0.3276884 ],-1.65466,-0.208818281202,"[[  2.05950611  -3.02616699  -0.16958991  -0.09881186]
 [ 12.46638431   0.89209733   0.           0.        ]]",[ 1.38590419 -1.91967964]
15,"[-1.22479447 -0.57677616  1.07397782  0.20466788 -1.46261522 -0.86789068
 -0.21249818  0.64418747  1.10133034  0.9181669   0.        ]",[-0.11341208 -0.19713911],[-0.64214016 -1.14553093],-1.40917,-0.213871024523,"[[  2.31375235  -2.99548283  -0.16958991  -0.09881186]
 [ 12.95660084   2.17205789   0.           0.        ]]",[ 1.50095344 -1.8171978 ]
16,"[-1.43350955 -0.57611379  0.8094051   0.19434773 -1.46260441 -0.86788709
 -0.31332463  0.10830174  1.09199454  0.95334068  0.        ]",[-0.11341208 -0.19713911],[ 1.25588394 -0.79722178],-1.28743,-0.214835802066,"[[  2.54480011  -2.99220121  -0.16958991  -0.09881186]
 [ 10.15751432  -1.83056246   0.           0.        ]]",[ 1.63860011 -1.67892957]
17,"[-1.58612395 -0.58044773  0.48562644  0.26701414 -1.4625936  -0.86788351
 -0.17794479  0.30980386  1.06978217  0.96210262  0.        ]",[-0.11341208 -0.19713911],[ 1.43846141 -2.54588704],-0.744204,-0.212690945664,"[[  2.78565848  -3.01527669  -0.16958991  -0.09881186]
 [ 13.91580211  -0.32550611   0.           0.        ]]",[ 1.69551396 -1.63093758]
18,"[-1.67179076 -0.58034146  0.01886677  0.26510579 -1.46258279 -0.86787993
 -0.04524703  0.38098282  1.04353935  0.99357564  0.        ]",[-0.11341208 -0.19713911],[ 3.68521799 -1.55679524],-0.277203,-0.211548176601,"[[  3.10093569  -3.01467182  -0.16958991  -0.09881186]
 [ 17.59963317   0.20614699   0.           0.        ]]",[ 1.74326968 -1.58197057]
19,"[-1.59009067 -0.57957549 -0.55924418  0.25141804 -1.46257198 -0.86787634
  0.08482278  0.37960674  1.00021822  1.01908594  0.        ]",[-0.11341208 -0.19713911],[ 2.1913974  -2.51034519],-0.177775,-0.208139512945,"[[  3.48915746  -3.01033069  -0.16958991  -0.09881186]
 [ 21.2105091    0.19587652   0.           0.        ]]",[ 1.77639282 -1.53906608]
20,"[-1.24550967 -0.57900966 -1.13818495  0.24160191 -1.46256117 -0.86787276
  0.21231752  0.36895422  0.94287503  1.01976287  0.        ]",[-0.11341208 -0.19713911],[ 0.85293811 -1.17314238],-0.572248,-0.201555451355,"[[  3.94887949  -3.00721599  -0.16958991  -0.09881186]
 [ 24.74989934   0.11631908   0.           0.        ]]",[ 1.76391733 -1.52678227]
21,"[-0.6163252  -0.57869341 -1.51579151  0.23622789 -1.46255035 -0.86786918
  0.31631423  0.36129616  0.88609875  0.98335166  0.        ]",[-0.11341208 -0.19713911],[ 0.22990345  0.21892675],-1.0396,-0.192504414864,"[[  4.47284433  -3.00551032  -0.16958991  -0.09881186]
 [ 27.63696352   0.05912754   0.           0.        ]]",[ 1.69199097 -1.5624969 ]
22,"[ 0.14393541 -0.57679413 -1.48360226  0.205149   -1.46253954 -0.86786559
  0.32939515  0.47726244  0.84619518  0.9105347   0.        ]",[-0.11341208 -0.19713911],[ 1.40710151 -0.22672889],-1.05229,-0.182872793211,"[[  5.02922737  -2.99563726  -0.16958991  -0.09881186]
 [ 28.00012463   0.92529896   0.           0.        ]]",[ 1.5176003  -1.67776275]
23,"[ 0.80685462 -0.57487979 -0.97218079  0.17584683 -1.46252873 -0.86786201
  0.45204629  0.35471007  0.85097236  0.81578473  0.        ]",[-0.11341208 -0.19713911],[ 0.39911004 -1.92052431],-0.889412,-0.177261697545,"[[  5.62339254e+00  -2.98631551e+00  -1.69589908e-01  -9.88118622e-02]
 [  3.14050510e+01   9.95448868e-03   0.00000000e+00   0.00000000e+00]]",[ 1.27541411 -1.87123609]
24,"[ 1.09725045 -0.5800678  -0.07621041  0.2603433  -1.46251792 -0.86785843
  0.48657199  0.23573779  0.90833576  0.75739141  0.        ]",[-0.11341208 -0.19713911],[ 0.21401872 -2.05406601],-0.73224,-0.180816723468,"[[  6.2611096   -3.01316252  -0.16958991  -0.09881186]
 [ 32.36354883  -0.87865088   0.           0.        ]]",[ 0.86834627 -2.20647407]
25,"[ 0.83387736 -0.58075731  0.84725128  0.27298972 -1.46250711 -0.86785485
  0.49401746  0.37567734  0.97845045  0.74790935  0.        ]",[-0.11341208 -0.19713911],[ 1.13852029 -2.7573594 ],-0.509952,-0.189071267001,"[[  6.91045498  -3.01717237  -0.16958991  -0.09881186]
 [ 32.57028034   0.16656961   0.           0.        ]]",[ 0.71383309 -2.37499142]
26,"[ 0.06692995 -0.57994044  1.42306255  0.25812087 -1.4624963  -0.86785126
  0.61341157  0.38572751  1.05550293  0.78058134  0.        ]",[-0.11341208 -0.19713911],[ 2.15929924 -1.73181315],-0.980399,-0.200517967825,"[[  7.59511618  -3.01245811  -0.16958991  -0.09881186]
 [ 35.88479048   0.24164231   0.           0.        ]]",[ 0.94735801 -2.26518226]
27,"[-0.94135502 -0.57922082  1.29413427  0.24546643 -1.46248549 -0.86784768
  0.73044131  0.37417704  1.09675807  0.8737487   0.        ]",[-0.11341208 -0.19713911],[-0.18485965 -1.86388545],-1.16906,-0.210759252625,"[[  8.34540913  -3.0084437   -0.16958991  -0.09881186]
 [ 39.13367757   0.15537935   0.           0.        ]]",[ 1.43524456 -1.92315483]
28,"[-1.6061211  -0.57879465  0.42242912  0.23816362 -1.46247468 -0.8678441
  0.67616668  0.36430964  1.06806126  0.97604945  0.        ]",[-0.11341208 -0.19713911],[ 1.47069176 -1.36388567],-0.772753,-0.213363787285,"[[  9.11296617  -3.00612611  -0.16958991  -0.09881186]
 [ 37.62704821   0.08168716   0.           0.        ]]",[ 1.76022756 -1.61809921]
29,"[-1.52082626 -0.57857715 -0.73350854  0.23449964 -1.46246387 -0.86784051
  0.79195412  0.35860876  0.98269597  1.02572011  0.        ]",[-0.11341208 -0.19713911],[ 2.61600158 -0.60612951],-0.251528,-0.206563235659,"[[  9.89775828e+00  -3.00496314e+00  -1.69589908e-01  -9.88118622e-02]
 [  4.08414516e+01   3.91145230e-02   0.00000000e+00   0.00000000e+00]]",[ 1.84429538 -1.51150739]
30,"[-0.62952893 -0.57839586 -1.51217471  0.23147451 -1.46245306 -0.86783693
  0.90544866  0.35961084  0.88576649  0.98446399  0.        ]",[-0.11341208 -0.19713911],[ 1.97044293 -1.0017972 ],-0.351606,-0.192551383501,"[[ 10.74620004  -3.00400285  -0.16958991  -0.09881186]
 [ 43.99222355   0.04660614   0.           0.        ]]",[ 1.75177264 -1.54459882]
31,"[ 0.56326374 -0.57832965 -1.23927445  0.23039408 -1.46244226 -0.86783335
  1.01669535  0.35339159  0.84983722  0.864222    0.        ]",[-0.11341208 -0.19713911],[ 0.63407847 -2.485507  ],-0.687624,-0.180220456339,"[[  1.16570314e+01  -3.00365996e+00  -1.69589908e-01  -9.88118622e-02]
 [  4.70806204e+01   1.61946653e-04   0.00000000e+00   0.00000000e+00]]",[ 1.43605351 -1.77400398]
32,"[ 1.09599417 -0.57834446  0.03018212  0.23067197 -1.46243145 -0.86782977
  1.07355027  0.35254009  0.91566739  0.75489881  0.        ]",[-0.11341208 -0.19713911],[ 1.43073074 -2.51847403],-0.584421,-0.181594504455,"[[  1.26144811e+01  -3.00374838e+00  -1.69589908e-01  -9.88118622e-02]
 [  4.86590916e+01  -6.19090255e-03   0.00000000e+00   0.00000000e+00]]",[ 0.86425775 -2.24515796]
33,"[ 0.39997741 -0.57836358  1.27357326  0.2310225  -1.46242064 -0.86782618
  1.18146722  0.3527553   1.0362407   0.7569902   0.        ]",[-0.11341208 -0.19713911],[ 0.05878481 -2.97638297],-0.592702,-0.196857672671,"[[  1.36177229e+01  -3.00385986e+00  -1.69589908e-01  -9.88118622e-02]
 [  5.16551044e+01  -4.57648169e-03   0.00000000e+00   0.00000000e+00]]",[ 0.84737182 -2.34244585]
34,"[-0.95874517 -0.57837492  1.2837613   0.23124272 -1.46240983 -0.8678226
  1.15300893  0.35302783  1.0996717   0.87818548  0.        ]",[-0.11341208 -0.19713911],[ 1.96293089 -1.21366537],-1.08783,-0.211376689211,"[[  1.46429003e+01  -3.00392997e+00  -1.69589908e-01  -9.88118622e-02]
 [  5.08652632e+01  -2.53400112e-03   0.00000000e+00   0.00000000e+00]]",[ 1.45889068 -1.92279518]
35,"[-1.67267419 -0.57837995 -0.01525461  0.23135708 -1.46239902 -0.86781902
  1.25935144  0.35320001  1.04029116  1.0051498   0.        ]",[-0.11341208 -0.19713911],[ 1.54332642 -0.99829231],-0.504464,-0.211928487473,"[[  1.56898273e+01  -3.00396647e+00  -1.69589908e-01  -9.88118622e-02]
 [  5.38176014e+01  -1.24105805e-03   0.00000000e+00   0.00000000e+00]]",[ 1.86175799 -1.55058122]
36,"[-0.93167719 -0.57838104 -1.38523286  0.23140526 -1.46238822 -0.86781544
  1.36358692  0.35330608  0.90869004  1.00532856  0.        ]",[-0.11341208 -0.19713911],[ 0.18086652 -2.78671346],-0.235254,-0.196642790538,"[[  1.67952147e+01  -3.00398195e+00  -1.69589908e-01  -9.88118622e-02]
 [  5.67114937e+01  -4.41828137e-04   0.00000000e+00   0.00000000e+00]]",[ 1.84151423 -1.50747967]
