timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
0,"[ 0.91039477  2.53123357 -0.08064245  0.43708597 -0.10023729 -1.40984958
 -0.77090156  0.36756167  1.40920153  1.59102517  0.        ]",[-0.46224806 -0.23106699],[-1.69181251 -6.05919357],-0.891016,-0.279915345666,"[[ 0.09404035 -0.08604815 -0.01164088 -0.16126828]
 [ 0.00159257  0.00387664  0.          0.        ]]",[-0.57669139 -6.57441473]
1,"[ 0.91462403  2.5248911  -0.1460679   0.28023841 -0.10023722 -1.40984649
 -0.88122777 -0.13802963  1.40933249  1.48027193  0.        ]",[-0.46224806 -0.23106699],[ 0.34625926 -5.95790751],-0.975609,-0.27235451462,"[[ 0.05439668 -0.12568381 -0.01164088 -0.16126828]
 [-3.95280347 -3.95425552  0.          0.        ]]",[ -1.21164322e-03  -6.25364208e+00]
2,"[ 0.91667796  2.4921391  -0.25279369 -0.18124806 -0.10023714 -1.40984339
 -0.84078896 -0.63387692  1.38652604  1.25074596  0.        ]",[-0.46224806 -0.23106699],[ 0.43615989 -6.26068649],-0.652458,-0.255273119536,"[[-0.01011708 -0.24371683 -0.01164088 -0.16126828]
 [-2.50341795 -7.83610601  0.          0.        ]]",[ 0.26758325 -5.76746225]
3,"[ 0.91545907  2.39373807 -0.30614157 -0.9110436  -0.10023707 -1.40984029
 -0.79123216 -1.11992101  1.32007737  1.01902573  0.        ]",[-0.46224806 -0.23106699],[ -1.95631531e-04  -4.66163614e+00],-0.510734,-0.234471377401,"[[ -4.23639603e-02  -4.38616934e-01  -1.16408838e-02  -1.61268276e-01]
 [ -7.27218641e-01  -1.16412179e+01   0.00000000e+00   0.00000000e+00]]",[ 0.37485027 -5.21796846]
4,"[ 0.91443118  2.17274599 -0.32994136 -1.81157573 -0.10023699 -1.40983719
 -0.79082816 -1.59625577  1.185677    0.7848451   0.        ]",[-0.46224806 -0.23106699],[ 0.32505386 -4.66357916],-0.14755,-0.206636269195,"[[ -5.67623935e-02  -7.08856767e-01  -1.16408838e-02  -1.61268276e-01]
 [ -7.12771990e-01  -1.53703370e+01   0.00000000e+00   0.00000000e+00]]",[ 0.62066513 -4.58579063]
5,"[ 0.91433026  1.77365772 -0.33193697 -2.67881915 -0.10023692 -1.40983409
 -0.75454865 -2.0632065   0.96157708  0.58835031  0.        ]",[-0.46224806 -0.23106699],[ 0.35011113 -4.47867441],0.180457,-0.170096920151,"[[ -5.79703451e-02  -1.05294236e+00  -1.16408838e-02  -1.61268276e-01]
 [  5.87539713e-01  -1.90260253e+01   0.00000000e+00   0.00000000e+00]]",[ 0.59983766 -4.13384914]
6,"[ 0.91598935  1.17854759 -0.28973131 -3.18016911 -0.10023684 -1.409831
 -0.71623901 -2.5208951   0.65926675  0.51297554  0.        ]",[-0.46224806 -0.23106699],[-0.46780167 -4.37189616],0.508493,-0.128577444295,"[[ -3.24419617e-02  -1.46941483e+00  -1.16408838e-02  -1.61268276e-01]
 [  1.96061840e+00  -2.26092558e+01   0.00000000e+00   0.00000000e+00]]",[ 0.38510364 -3.92562437]
7,"[ 0.91663814  0.45662358 -0.2562571  -2.90770937 -0.10023677 -1.4098279
 -0.76902749 -2.96943675  0.29037016  0.60367764  0.        ]",[-0.46224806 -0.23106699],[ 0.30487617 -4.26708219],0.257228,-0.0905445826282,"[[ -1.22107276e-02  -1.95683358e+00  -1.16408838e-02  -1.61268276e-01]
 [  6.85240529e-02  -2.61209522e+01   0.00000000e+00   0.00000000e+00]]",[ 0.40204996 -3.98186684]
8,"[ 0.9167431  -0.1974086  -0.23401155 -1.55841745 -0.1002367  -1.4098248
 -0.73545761 -3.40912605 -0.04980415  0.93617811  0.        ]",[-0.46224806 -0.23106699],[ 0.17872755 -4.39706917],-0.152775,-0.0992986924726,"[[  1.23078391e-03  -2.51379248e+00  -1.16408838e-02  -1.61268276e-01]
 [  1.27171656e+00  -2.95634453e+01   0.00000000e+00   0.00000000e+00]]",[ 0.24156451 -4.44783258]
9,"[ 0.9159356  -0.4855487  -0.18062158  0.76846936 -0.10023662 -1.4098217
 -0.71644336 -3.0311971  -0.20444166  1.49567415  0.        ]",[-0.46224806 -0.23106699],[-0.52510265 -5.11185181],-0.194263,-0.160646196757,"[[  3.34964945e-02  -3.13891656e+00  -1.16408838e-02  -1.61268276e-01]
 [  1.95320241e+00  -2.66048649e+01   0.00000000e+00   0.00000000e+00]]",[ -2.26318836e-03  -5.60234690e+00]
