timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.68631858 -0.24094744],"[[-0.06912126  0.07305463  0.01076731 -0.10131269]
 [-0.00050325 -0.00370068  0.          0.        ]]",[ 1.01507673 -7.83239518],"[ 0.84028629  2.64388755 -0.50372472  1.12955511  0.08701233 -0.886803
 -0.72920009  0.36928446  1.26295832  0.92936145  0.        ]",-2.25382,-0.220437334164,[ 0.56143236 -8.17548084]
1,[-0.68631858 -0.24094744],"[[-0.02942526  0.03323807  0.01076731 -0.10131269]
 [ 3.95691995 -3.96474915  0.          0.        ]]",[-0.3090445  -8.24640338],"[ 0.8432514   2.64716795 -0.43382094  0.96029904  0.0870123  -0.88680239
 -0.62547279 -0.13113357  1.2644049   0.96414185  0.        ]",-1.96469,-0.222340315828,[-0.09897256 -8.08065891]
2,[-0.68631858 -0.24094744],"[[ 0.03667687 -0.08499212  0.01076731 -0.10131269]
 [ 2.6576134  -7.84533834  0.          0.        ]]",[ 0.50377055 -8.53935548],"[ 0.84288734  2.64240592 -0.31728956  0.45743418  0.08701226 -0.88680178
 -0.65952821 -0.62138669  1.26328253  0.97190401  0.        ]",-1.83585,-0.222598015594,[-0.28911006 -7.70595503]
3,[-0.68631858 -0.24094744],"[[  1.09311330e-01  -2.80075791e-01   1.07673125e-02  -1.01312693e-01]
 [  4.59935785e+00  -1.16503388e+01   0.00000000e+00   0.00000000e+00]]",[-0.52234933 -8.30878849],"[ 0.83485303  2.58742305 -0.18958734 -0.35797871  0.08701223 -0.88680116
 -0.60863332 -1.10208983  1.24846224  0.91782703  0.        ]",-1.56944,-0.218107645711,[-0.82348716 -7.07816553]
4,[-0.68631858 -0.24094744],"[[  1.79665669e-01  -5.50487861e-01   1.07673125e-02  -1.01312693e-01]
 [  2.44316409e+00  -1.53784565e+01   0.00000000e+00   0.00000000e+00]]",[-1.13829371 -7.47722217],"[ 0.81948893  2.41829711 -0.06685435 -1.40811368  0.0870122  -0.88680055
 -0.6651484  -1.57307879  1.19744309  0.79273379  0.        ]",-1.21851,-0.206029723511,[-0.78966522 -6.23054123]
5,[-0.68631858 -0.24094744],"[[  1.88355910e-01  -8.94716229e-01   1.07673125e-02  -1.01312693e-01]
 [ -1.56108423e+00  -1.90322417e+01   0.00000000e+00   0.00000000e+00]]",[ 0.16305977 -6.23732225],"[ 0.81707633  2.06606174 -0.05179016 -2.50189534  0.08701216 -0.88679994
 -0.77010231 -2.03467477  1.05672699  0.52255512  0.        ]",-1.14121,-0.177924808311,[ 0.16962886 -5.40233421]
6,[-0.68631858 -0.24094744],"[[  1.63910333e-01  -1.31131021e+00   1.07673125e-02  -1.01312693e-01]
 [ -8.85905274e-01  -2.26152060e+01   0.00000000e+00   0.00000000e+00]]",[ 0.45637112 -4.48907482],"[ 0.82357339  1.4920581  -0.09422542 -3.29580039  0.08701213 -0.88679933
 -0.7524049  -2.4873202   0.77487965  0.24692068  0.        ]",-1.00711,-0.134213490466,[ 0.79777431 -4.82921553]
7,[-0.68631858 -0.24094744],"[[  1.64470719e-01  -1.79885343e+00   1.07673125e-02  -1.01312693e-01]
 [  9.35813187e-01  -2.61273781e+01   0.00000000e+00   0.00000000e+00]]",[ 1.01813815 -4.75489405],"[ 0.82343391  0.74155467 -0.09325059 -3.32807758  0.08701209 -0.88679871
 -0.70465586 -2.93101727  0.38834722  0.16381976  0.        ]",-0.987041,-0.0812798492101,[ 1.08514607 -4.79920769]
8,[-0.68631858 -0.24094744],"[[  2.22694097e-01  -2.35594209e+00   1.07673125e-02  -1.01312693e-01]
 [  4.87363079e+00  -2.95699325e+01   0.00000000e+00   0.00000000e+00]]",[ 0.04699316 -5.3156495 ],"[  8.06444850e-01  -6.10864584e-03   7.47901162e-03  -2.19217543e+00
   8.70120604e-02  -8.86798101e-01  -6.01442304e-01  -3.36591279e+00
  -2.59744803e-03   3.61389835e-01   0.00000000e+00]",-1.13263,-0.0413586722606,[ 0.71623701 -5.57867861]
9,[-0.68631858 -0.24094744],"[[  3.21050178e-01  -2.98119426e+00   1.07673125e-02  -1.01312693e-01]
 [  4.96186403e+00  -3.29440474e+01   0.00000000e+00   0.00000000e+00]]",[ 0.52169468 -7.71521343],"[ 0.76639483 -0.44184709  0.17446649  0.13891396  0.08701203 -0.88679749
 -0.59912933 -3.79215385 -0.30976105  0.81568691  0.        ]",-0.817096,-0.083014692228,[ 0.01158094 -7.18808889]
