timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.81656849 -0.26812518],"[[ 0.09577963  0.07510982  0.14322329  0.18528059]
 [-0.00295731 -0.00084423  0.          0.        ]]",[ 1.73398622 -8.10637091],"[ 0.84099905  2.67299483 -0.24954065  1.16127267  1.2435074   1.5892459
 -0.74160651  0.37093217  0.25865568 -1.29973084  0.        ]",-3.54082,-0.169825083044,[ 2.22673702 -8.06981754]
1,[-0.81656849 -0.26812518],"[[ 0.13542703  0.03534983  0.14322329  0.18528059]
 [ 3.95451452 -3.96194921  0.          0.        ]]",[ 1.90813017 -7.79827858],"[ 0.83399652  2.67642649 -0.17976165  0.98872363  1.24350645  1.58924421
 -0.6408168  -0.12852429  0.25528076 -1.26520461  0.        ]",-3.53597,-0.166027114503,[ 1.53805864 -7.91241312]
2,[-0.81656849 -0.26812518],"[[ 0.25343819 -0.08284513  0.14322329  0.18528059]
 [ 7.83368435 -7.84459733  0.          0.        ]]",[ 0.47080137 -5.72857305],"[ 0.79910298  2.67202561  0.02528675  0.47541342  1.24350549  1.58924252
 -0.54202135 -0.61808803  0.23840384 -1.16356671  0.        ]",-3.72129,-0.154512962306,[ 0.35286337 -7.65570021]
3,[-0.81656849 -0.26812518],"[[  0.42725888  -0.27791285   0.14322329   0.18528059]
 [  9.54270201 -11.64947552   0.           0.        ]]",[-0.55311327 -6.77446775],"[ 0.7103664   2.61728121  0.31525227 -0.35740226  1.24350454  1.58924083
 -0.49849565 -1.09784536  0.19817592 -1.03987406  0.        ]",-3.05725,-0.139460937509,[-0.87268996 -7.24360561]
4,[-0.81656849 -0.26812518],"[[  0.59427994  -0.54830607   0.14322329   0.18528059]
 [  7.16725372 -15.37743292   0.           0.        ]]",[-0.74403945 -6.04659571],"[ 0.5854897   2.44773372  0.57312947 -1.43056324  1.24350358  1.58923914
 -0.55899371 -1.56790279  0.14589511 -1.01132321  0.        ]",-2.66875,-0.133734536965,[-1.34870505 -6.64444828]
5,[-0.81656849 -0.26812518],"[[  0.70667904  -0.89251639   0.14322329   0.18528059]
 [  4.08273149 -19.03146023   0.           0.        ]]",[-0.63396299 -5.35762009],"[ 0.48132086  2.09374576  0.73153877 -2.54943588  1.24350262  1.58923745
 -0.63755053 -2.02863667  0.08224735 -1.15596015  0.        ]",-2.27874,-0.146505029359,[-1.092026   -6.17355061]
6,[-0.81656849 -0.26812518],"[[  0.76235538  -1.30908527   0.14322329   0.18528059]
 [  1.49320937 -22.6135347    0.           0.        ]]",[-0.57509111 -4.83447121],"[ 0.42418892  1.51609868  0.80474593 -3.36353307  1.24350167  1.58923576
 -0.70350058 -2.48029535 -0.05031738 -1.44394911  0.        ]",-1.94886,-0.174930486776,[-0.47089136 -5.84182405]
7,[-0.81656849 -0.26812518],"[[  0.76907251  -1.79658733   0.14322329   0.18528059]
 [ -0.81416132 -26.12501154   0.           0.        ]]",[ 0.07614805 -5.76868624],"[ 0.41706042  0.76003039  0.81332573 -3.40119967  1.24350071  1.58923407
 -0.76226472 -2.92304861 -0.32897545 -1.76498993  0.        ]",-1.82053,-0.210393898557,[ 0.08707738 -5.75932217]
8,[-0.81656849 -0.26812518],"[[  0.75594721  -2.3536262    0.14322329   0.18528059]
 [ -0.49942166 -29.56739757   0.           0.        ]]",[ 0.49072017 -6.0313508 ],"[ 0.43094252  0.00584237  0.79650811 -2.24630968  1.24349976  1.58923238
 -0.75424852 -3.35708523 -0.76599715 -1.91235178  0.        ]",-2.14942,-0.238237426577,[ 0.16876757 -6.45171595]
9,[-0.81656849 -0.26812518],"[[  0.76552804  -2.97882859   0.14322329   0.18528059]
 [  1.45136104 -32.94157611   0.           0.        ]]",[ 0.11563824 -7.04859816],"[ 0.42082778 -0.43515283  0.80880427  0.13074724  1.2434988   1.58923069
 -0.70456533 -3.78251523 -1.23789755 -1.71362235  0.        ]",-2.29973,-0.245797972444,[-0.11746693 -7.99557209]
