timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.357145399848,[-0.49866712 -0.02061344],[ -3.77238655  11.78010654],-3.65838,"[ 0.432545    2.78111875  0.36074444 -0.64190606 -1.03037116 -1.21792809
  0.05186588 -0.3728977   2.23948409  1.08597867  0.        ]","[[-0.03877196  0.05045912 -0.11868707 -0.14249057]
 [ 0.00428511  0.00122059  0.          0.        ]]",[ -4.66052666  10.64375985]
1,-0.355407155219,[-0.49866712 -0.02061344],[ -2.81552839  11.63006401],-3.67441,"[ 0.42326065  2.77660915  0.24514989 -0.45849535 -1.03037021 -1.21792675
 -0.84348717  0.12271277  2.23777582  1.05129445  0.        ]","[[-0.07839307  0.09022656 -0.11868707 -0.14249057]
 [-3.95321594  3.96231517  0.          0.        ]]",[ -1.78202221  11.22686921]
2,-0.349603031117,[-0.49866712 -0.02061344],[ -1.4123069   11.91906929],-3.59729,"[ 0.35862422  2.74830851 -0.09623961  0.0816521  -1.03036927 -1.2179254
 -1.72112824  0.60850353  2.22592091  0.94860985  0.        ]","[[-0.19637874  0.20842854 -0.11868707 -0.14249057]
 [-7.83243939  7.84492808  0.          0.        ]]",[ -1.15315217  10.75106221]
3,-0.338080256993,[-0.49866712 -0.02061344],[  0.61423641  12.404109  ],-3.27748,"[ 0.13320838  2.6538612  -0.64033075  0.94041625 -1.03036832 -1.21792406
 -2.58142675  1.08465578  2.18459439  0.784894    0.        ]","[[ -0.39117979   0.40351019  -0.11868707  -0.14249057]
 [-11.63503678  11.65051095   0.           0.        ]]",[  0.18876336  11.71651738]
4,-0.32341646831,[-0.49866712 -0.02061344],[  1.72130311  12.63665104],-3.09657,"[-0.29571067  2.43121722 -1.21008058  2.01041393 -1.03036738 -1.21792271
 -2.36075861  1.55113857  2.10457762  0.65913361  0.        ]","[[ -0.61409499   0.67392785  -0.11868707  -0.14249057]
 [-10.65970159  15.37882281   0.           0.        ]]",[  0.8408718  12.092963 ]
5,-0.311311902064,[-0.49866712 -0.02061344],[  2.08130336  12.88143444],-3.20826,"[-0.75492943  2.01841996 -1.60582705  3.06039962 -1.03036644 -1.21792137
 -1.56063505  2.0082901   2.00125122  0.69936422  0.        ]","[[ -0.79180739   1.01816303  -0.11868707  -0.14249057]
 [ -7.12311356  19.03257537   0.           0.        ]]",[  2.25773438  12.05479853]
6,-0.301144880681,[-0.49866712 -0.02061344],[  1.21251738  12.77671051],-2.72793,"[-1.05753135  1.39177094 -1.80290361  3.70592548 -1.03036549 -1.21792002
 -0.63350161  2.45641895  1.85087532  0.92200941  0.        ]","[[ -0.89315712   1.43474974  -0.11868707  -0.14249057]
 [ -3.02512208  22.6142459    0.           0.        ]]",[  1.39370751  14.30142127]
7,-0.285139057274,[-0.49866712 -0.02061344],[  0.03850578  11.92614746],-2.76809,"[-1.12095596  0.61928826 -1.83940923  3.4659719  -1.03036455 -1.21791868
  0.27585954  2.89573287  1.57767773  1.23151288  0.        ]","[[ -0.91333569   1.92226351  -0.11868707  -0.14249057]
 [  0.99431589  26.12550723   0.           0.        ]]",[  0.04567956  12.35527941]
8,-0.250557079267,[-0.49866712 -0.02061344],[ -0.02570806  10.11354733],-2.46874,"[-1.05331579 -0.09591128 -1.80041715  1.96809782 -1.0303636  -1.21791733
  0.31293239  3.32641681  1.14662707  1.3921204   0.        ]","[[ -0.8918051    2.4793118   -0.11868707  -0.14249057]
 [  1.15818099  29.56785186   0.           0.        ]]",[  0.54434967  11.52126577]
9,-0.191207369235,[-0.49866712 -0.02061344],[ 0.65910053  8.53934383],-2.62182,"[-0.91701232 -0.43510165 -1.71636138 -0.70376147 -1.03036266 -1.21791599
  0.79564888  2.97406837  0.67356843  1.19809437  0.        ]","[[ -0.84722786   3.10452372  -0.11868707  -0.14249057]
 [  3.29182115  26.75183067   0.           0.        ]]",[ 0.49391059  7.95813589]
