timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.252543327456,[-0.25382462  0.00283636],[-0.57012534  5.56606817],-1.06916,"[ 0.67189953  2.40332779 -0.18475102 -0.95939141 -0.33503905  0.20545356
 -0.03885991 -0.35624419  1.60098972 -0.43825975  0.        ]","[[-0.04294631 -0.06505656 -0.04017581  0.02330176]
 [-0.00162728  0.00174099  0.          0.        ]]",[-0.68229536  7.10390937]
1,-0.252741719165,[-0.25382462  0.00283636],[-0.18675457  5.4868803 ],-1.23815,"[ 0.66922097  2.40593244 -0.23491005 -0.81444603 -0.33503859  0.20545329
 -0.37631709  0.15139524  1.60089653 -0.44949683  0.        ]","[[-0.07007462 -0.02528372 -0.04017581  0.02330176]
 [-2.70220701  3.96234088  0.          0.        ]]",[-1.94348401  5.66443598]
2,-0.253032150287,[-0.25382462  0.00283636],[ 0.37175697  5.45418596],-1.53359,"[ 0.65026428  2.40007361 -0.40630334 -0.38370947 -0.33503812  0.20545302
 -0.86414226  0.64904332  1.59474773 -0.5047803   0.        ]","[[-0.16328816  0.09291909 -0.04017581  0.02330176]
 [-6.60614635  7.84499105  0.          0.        ]]",[ 1.30688357  4.54357646]
3,-0.250923640825,[-0.25382462  0.00283636],[ 0.26431969  5.39412355],-1.4222,"[ 0.61725488  2.3461686  -0.57135968  0.31392127 -0.33503766  0.20545276
 -0.35367286  1.1364409   1.58270695 -0.48352477  0.        ]","[[ -0.25442411   0.28797241  -0.04017581   0.02330176]
 [ -2.52101213  11.6476807    0.           0.        ]]",[ 0.14918644  4.66250424]
4,-0.24329213878,[-0.25382462  0.00283636],[ 0.37133813  5.27393198],-1.21738,"[ 0.59626633  2.18436215 -0.64976499  1.21054403 -0.33503719  0.20545249
 -0.27383617  1.61435642  1.54806682 -0.31083384  0.        ]","[[ -0.29843479   0.5583377   -0.04017581   0.02330176]
 [ -1.88210598  15.37642416   0.           0.        ]]",[-1.07326741  5.06039941]
5,-0.228326183505,[-0.25382462  0.00283636],[ 0.94816709  5.0672698 ],-1.20676,"[ 0.55181276  1.8503074  -0.78426466  2.14132381 -0.33503673  0.20545222
 -0.76364964  2.0829946   1.4492912  -0.14270854  0.        ]","[[ -0.37540564   0.9025528   -0.04017581   0.02330176]
 [ -5.80194406  19.03284504   0.           0.        ]]",[ 1.22349293  5.29460657]
6,-0.201976012703,[-0.25382462  0.00283636],[ 0.91167551  4.77135992],-1.44973,"[ 0.49909035  1.30858557 -0.91177467  2.81107753 -0.33503626  0.20545195
 -0.25485088  2.54203475  1.2555803   0.0418354   0.        ]","[[ -0.45059525   1.31914459  -0.04017581   0.02330176]
 [ -1.73018942  22.61447341   0.           0.        ]]",[ 1.00015984  2.96586529]
7,-0.158735808488,[-0.25382462  0.00283636],[ 0.43622935  4.40649271],-0.466312,"[ 0.50322324  0.60303222 -0.90265357  2.82494537 -0.3350358   0.20545169
  0.24420872  2.99202704  0.91185122  0.24654304  0.        ]","[[ -4.45132550e-01   1.80666202e+00  -4.01758100e-02   2.33017636e-02]
 [  2.26362633e+00   2.61256393e+01   0.00000000e+00   0.00000000e+00]]",[ 0.41790933  5.48186215]
8,-0.0977753221382,[-0.25382462  0.00283636],[ 0.20638964  3.95661211],-0.520322,"[ 0.54645341 -0.09671519 -0.7984924   1.83795466 -0.33503533  0.20545142
  0.44573333  3.43315921  0.45213953  0.23757467  0.        ]","[[ -3.83680074e-01   2.36371138e+00  -4.01758100e-02   2.33017636e-02]
 [  3.87636635e+00   2.95678496e+01   0.00000000e+00   0.00000000e+00]]",[ 0.86671264  4.58282827]
9,-0.0366013504099,[-0.25382462  0.00283636],[-0.1927651   3.65379715],-0.988735,"[ 0.60904003 -0.50009901 -0.60360992 -0.16741991 -0.33503487  0.20545115
  0.8652417   3.86554834  0.07334203 -0.14453182  0.        ]","[[ -2.72466026e-01   2.98892261e+00  -4.01758100e-02   2.33017636e-02]
 [  7.23356446e+00   3.29420633e+01   0.00000000e+00   0.00000000e+00]]",[ 1.1611394   4.07631117]
10,-0.0493979120998,[-0.25382462  0.00283636],[-0.60428745  4.08179808],-0.674037,"[ 0.66650395 -0.50339409 -0.2707981  -1.22063935 -0.3350344   0.20545089
  1.34191173 -0.33497076  0.02832772 -0.43650933  0.        ]","[[ -0.08952209   3.27864265  -0.04017581   0.02330176]
 [ 11.04822919   0.16793568   0.           0.        ]]",[ 0.19521503  5.0826366 ]
11,-0.0450711508178,[-0.25382462  0.00283636],[-0.89089411  4.13545847],-0.580074,"[ 0.65712708 -0.51396952  0.14770447 -0.96082631 -0.33503394  0.20545062
  1.41113349 -1.00143461  0.03958668 -0.3764389   0.        ]","[[  0.13699992   3.20704398  -0.04017581   0.02330176]
 [ 11.60223003  -5.03209464   0.           0.        ]]",[ 1.53854686  3.8456532 ]
12,-0.0388495393703,[-0.25382462  0.00283636],[-1.54215527  4.16599655],-0.440823,"[ 0.53112493 -0.51663169  0.6269878  -0.63002632 -0.33503347  0.20545035
  1.87717799 -0.8343064   0.02796364 -0.31346096  0.        ]","[[  0.40646561   3.11631924  -0.04017581   0.02330176]
 [ 15.33191786  -3.72810898   0.           0.        ]]",[-0.35742818  4.95590951]
13,-0.0351419785254,[-0.25382462  0.00283636],[-1.62269711  3.96221066],-0.840194,"[ 0.26722333 -0.51214021  1.0819846  -0.42201133 -0.33503301  0.20545008
  1.66241428 -0.62099186  0.00669138 -0.29454431  0.        ]","[[  0.69586046   3.05920996  -0.04017581   0.02330176]
 [ 13.61329061  -2.06375476   0.           0.        ]]",[-2.2734641   2.61520684]
14,-0.0339969183902,[-0.25382462  0.00283636],[-1.47313118  3.72639036],-0.585822,"[-0.02324571 -0.50791415  1.37458466 -0.31393436 -0.33503254  0.20544982
  1.13399565 -0.48654959 -0.0094222  -0.30141181  0.        ]","[[ 0.92569778  3.02944335 -0.04017581  0.02330176]
 [ 9.3845309  -1.01479083  0.          0.        ]]",[-1.35600734  4.60666147]
15,-0.0341657560373,[-0.25382462  0.00283636],[-1.27339315  3.5489645 ],-0.601973,"[-0.23771364 -0.50544681  1.52092784 -0.26255259 -0.33503208  0.20544955
  0.6160389  -0.41643934 -0.01729675 -0.31284153  0.        ]","[[ 1.07179972  3.01525838 -0.04017581  0.02330176]
 [ 5.23947569 -0.46776922  0.          0.        ]]",[-0.35848377  4.04510584]
16,-0.0347009473728,[-0.25382462  0.00283636],[-1.18463814  3.46730661],-0.962735,"[-0.37821602 -0.50423488  1.59363266 -0.23934855 -0.33503161  0.20544928
  0.425721   -0.38301925 -0.02025306 -0.32229021  0.        ]","[[ 1.16130794  3.00884428 -0.04017581  0.02330176]
 [ 3.71642076 -0.20701773  0.          0.        ]]",[-2.10084236  2.4925993 ]
17,-0.034902779032,[-0.25382462  0.00283636],[-0.83626503  3.37995195],-0.693828,"[-0.4328895  -0.50368628  1.61761719 -0.22921743 -0.33503115  0.20544901
 -0.07821556 -0.36790495 -0.02149062 -0.32588658  0.        ]","[[ 1.19517339  3.00604216 -0.04017581  0.02330176]
 [-0.3164367  -0.08909462  0.          0.        ]]",[-1.00290022  4.12623326]
18,-0.0341104676289,[-0.25382462  0.00283636],[-0.37296653  3.35720587],-0.678471,"[-0.35882991 -0.50344845  1.58455327 -0.22489873 -0.33503068  0.20544875
 -0.57217597 -0.36130081 -0.02311015 -0.31859251  0.        ]","[[ 1.1491827   3.00484739 -0.04017581  0.02330176]
 [-4.26945989 -0.03757077  0.          0.        ]]",[-0.69734988  3.92279853]
19,-0.0325443306666,[-0.25382462  0.00283636],[ 0.04346064  3.39249063],-0.75179,"[-0.18474138 -0.50334779  1.48902417 -0.22309036 -0.33503022  0.20544848
 -0.90662255 -0.35848431 -0.02427868 -0.3016973   0.        ]","[[ 1.03693942  3.00434709 -0.04017581  0.02330176]
 [-6.94594883 -0.01559946  0.          0.        ]]",[-0.69790619  2.98913283]
20,-0.03068883747,[-0.25382462  0.00283636],[ 0.57401323  3.46199179],-0.629645,"[ 0.05061869 -0.50330566  1.31226266 -0.22234346 -0.33502975  0.20544821
 -1.23472177 -0.35730465 -0.02274637 -0.27708997  0.        ]","[[  8.71675868e-01   3.00414049e+00  -4.01758100e-02   2.33017636e-02]
 [ -9.57165596e+00  -6.39930169e-03   0.00000000e+00   0.00000000e+00]]",[ 0.27242584  3.58085135]
