timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.355312229406,[-0.01861555 -0.03311936],[-0.02047277  1.05649865],-1.62452,"[ 1.05681507  1.55251991 -0.00783506 -0.67519656 -0.78503146  1.56988925
 -0.02496067 -0.25410341  1.72678838 -1.4539166   0.        ]","[[ -1.23596689e-04  -9.17442555e-02  -9.20226198e-02   1.77803526e-01]
 [  3.16582104e-03  -3.15698231e-03   0.00000000e+00   0.00000000e+00]]",[ 0.37648482  1.94700328]
1,-0.351729753215,[-0.01861555 -0.03311936],[-0.02005064  1.05870736],-1.9265,"[ 1.05664446  1.5559641   0.01511325 -0.58861147 -0.78502204  1.56984889
  0.11331689  0.28131757  1.72922947 -1.39826724  0.        ]","[[ 0.01486656 -0.05208473 -0.09202262  0.17780353]
 [ 1.49089912  3.95591707  0.          0.        ]]",[ 0.04173328  0.68556756]
2,-0.34228391844,[-0.01861555 -0.03311936],[-0.01894159  1.0618391 ],-1.48757,"[ 1.05530531  1.55583438  0.06280625 -0.35764053 -0.78501262  1.56980853
  0.12582487  0.63783086  1.72545376 -1.26362075  0.        ]","[[ 0.04603477  0.05348341 -0.09202262  0.17780353]
 [ 1.62548137  6.59211053  0.          0.        ]]",[-0.04408945  2.20298326]
3,-0.327171661991,[-0.01861555 -0.03311936],[-0.01676767  1.06426835],-1.88593,"[ 1.05269352  1.52707052  0.10929272  0.01102215 -0.78500321  1.56976817
  0.10649308  1.15566985  1.69521647 -1.08076522  0.        ]","[[  0.07645742   0.2237448   -0.09202262   0.17780353]
 [  1.41750281  10.42126661   0.           0.        ]]",[-1.16480447  0.28738583]
4,-0.311233097474,[-0.01861555 -0.03311936],[-0.01308441  1.06405234],-1.8425,"[ 1.05382069  1.44026687  0.09153934  0.46071257 -0.78499379  1.56972782
 -0.263829    1.28183831  1.63690738 -0.93479427  0.        ]","[[  0.06483279   0.44153244  -0.09202262   0.17780353]
 [ -2.56671659  11.35437041   0.           0.        ]]",[ 1.0888764   0.06200532]
5,-0.291946569522,[-0.01861555 -0.03311936],[-0.00972582  1.05086184],-1.47609,"[ 1.05472304  1.2940995   0.07452873  0.88257058 -0.78498438  1.56968746
  0.10863059  1.28442275  1.54677433 -0.79916897  0.        ]","[[  0.05370278   0.66881322  -0.09202262   0.17780353]
 [  1.44045839  11.37366716   0.           0.        ]]",[-0.19117664  0.94879417]
6,-0.262273226327,[-0.01861555 -0.03311936],[-0.00668569  1.03501439],-1.16292,"[ 1.05283613  1.06411686  0.106503    1.28222855 -0.78497496  1.56964712
  0.0356301   1.7620222   1.38918359 -0.63374353  0.        ]","[[  0.07463115   0.93172341  -0.09202262   0.17780353]
 [  0.65507947  14.90557534   0.           0.        ]]",[-0.6467116   1.35357503]
7,-0.227645216362,[-0.01861555 -0.03311936],[-0.00391806  1.01250899],-1.20247,"[ 1.05402761  0.701099    0.08709899  1.61367754 -0.78496555  1.56960677
 -0.2034231   2.25758893  1.17493229 -0.54034249  0.        ]","[[  0.06192801   1.26660918  -0.09202262   0.17780353]
 [ -1.91679159  18.57075449   0.           0.        ]]",[ 0.0308037   0.71051717]
8,-0.190937247715,[-0.01861555 -0.03311936],[-0.00187747  0.97754848],-0.859147,"[ 1.05624018  0.22289745  0.03092889  1.70490835 -0.78495613  1.56956643
 -0.18848232  2.58817359  0.91637332 -0.54931082  0.        ]","[[  0.02520358   1.66256222  -0.09202262   0.17780353]
 [ -1.75606791  21.01640092   0.           0.        ]]",[-0.15224373  1.59761387]
9,-0.160326569869,[-0.01861555 -0.03311936],[-0.00102654  0.9329567 ],-1.31853,"[ 1.05649661 -0.30162328 -0.03154135  1.39397167 -0.78494672  1.56952609
 -0.24113507  3.06712172  0.63213737 -0.68685037  0.        ]","[[ -1.56021989e-02   2.11844392e+00  -9.20226198e-02   1.77803526e-01]
 [ -2.32254492e+00   2.45599493e+01   0.00000000e+00   0.00000000e+00]]",[-0.98949807 -0.47623189]
10,-0.159597118147,[-0.01861555 -0.03311936],[-0.00230496  0.89053774],-1.01094,"[ 1.04956374 -0.70362192 -0.16184405  0.68002343 -0.78493731  1.56948575
 -0.6008624   2.74622191  0.42152124 -0.9551928   0.        ]","[[ -0.10087972   2.58584546  -0.09202262   0.17780353]
 [ -6.19265492  22.18805114   0.           0.        ]]",[-1.15583764  1.53880777]
11,-0.18746216669,[-0.01861555 -0.03311936],[-0.00770705  0.85943222],-1.46414,"[ 1.00862763 -0.8840055  -0.40602188 -0.30711216 -0.78492789  1.56944542
 -0.95745571  2.56882066  0.29236132 -1.29971346  0.        ]","[[ -0.26322204   3.06492497  -0.09202262   0.17780353]
 [-10.02911129  20.87710387   0.           0.        ]]",[ 0.79632392  0.23325536]
12,-0.197573711518,[-0.01861555 -0.03311936],[-0.01283961  0.83921963],-1.37981,"[ 0.92962741 -0.88543054 -0.64616688 -0.60464905 -0.78491848  1.56940509
 -0.64601794 -0.40813107  0.26013377 -1.39989314  0.        ]","[[-0.43019098  3.20097004 -0.09202262  0.17780353]
 [-6.67866984 -1.14068282  0.          0.        ]]",[-1.48554073  1.03314535]
13,-0.191496665436,[-0.01861555 -0.03311936],[-0.01154852  0.84513748],-1.10957,"[ 0.8114584  -0.8875724  -0.87487389 -0.47209115 -0.78490907  1.56936476
 -1.00175214 -0.74211255  0.2847519  -1.33732785  0.        ]","[[ -0.60216461   3.14037717  -0.09202262   0.17780353]
 [-10.50587853  -3.61088306   0.           0.        ]]",[-0.25541286  2.01728527]
14,-0.188950952431,[-0.01861555 -0.03311936],[-0.00886862  0.84922177],-1.29002,"[ 0.61333709 -0.88507073 -1.12740912 -0.33509412 -0.78489965  1.56932444
 -1.07639595 -0.59250024  0.32936741 -1.29026793  0.        ]","[[ -0.8203412    3.07774745  -0.09202262   0.17780353]
 [-11.30909473  -2.50439351   0.           0.        ]]",[ 0.03154816  1.26721397]
15,-0.190526806216,[-0.01861555 -0.03311936],[-0.00647932  0.84745038],-1.5617,"[ 0.36473293 -0.88122593 -1.33033    -0.25239618 -0.78489024  1.56928412
 -1.04395264 -0.43710532  0.37219028 -1.27641774  0.        ]","[[ -1.04302287   3.03983558  -0.09202262   0.17780353]
 [-10.96023792  -1.35512602   0.           0.        ]]",[-0.02557933  0.02225546]
16,-0.194176325829,[-0.01861555 -0.03311936],[-0.00574081  0.84282017],-1.28768,"[ 0.08762723 -0.87758259 -1.46577368 -0.19596805 -0.78488083  1.5692438
 -1.03318054 -0.42156644  0.40962292 -1.28260786  0.        ]","[[ -1.26106659   3.01388589  -0.09202262   0.17780353]
 [-10.84452006  -1.24022885   0.           0.        ]]",[-0.80948879  1.55517153]
17,-0.198995102516,[-0.01861555 -0.03311936],[-0.00640954  0.83626407],-1.35767,"[-0.24968528 -0.8756644  -1.53556782 -0.17055899 -0.78487142  1.56920349
 -1.31110629 -0.27862272  0.43722341 -1.30536111  0.        ]","[[ -1.50795915   3.00217412  -0.09202262   0.17780353]
 [-13.83478384  -0.1830507    0.           0.        ]]",[-1.10678706  1.25545068]
18,-0.204539548775,[-0.01861555 -0.03311936],[-0.0090128   0.82317328],-1.60612,"[-0.68317465 -0.87550676 -1.49064041 -0.16869855 -0.78486201  1.56916318
 -1.65362538 -0.24938689  0.45299916 -1.34283366  0.        ]","[[ -1.8216316    3.00131641  -0.09202262   0.17780353]
 [-17.52018319   0.03315801   0.           0.        ]]",[-2.13735029 -0.06970204]
19,-0.210834853469,[-0.01861555 -0.03311936],[-0.01395673  0.80643338],-1.30201,"[-1.16676599 -0.87513084 -1.23782881 -0.1641111  -0.7848526   1.56912287
 -1.98933301 -0.28684278  0.45769853 -1.39451633  0.        ]","[[ -2.20828027   2.99920016  -0.09202262   0.17780353]
 [-21.13264404  -0.24387446   0.           0.        ]]",[ 1.44941924  0.82789559]
20,-0.214678558782,[-0.01861555 -0.03311936],[-0.0181992   0.78536087],-1.26724,"[-1.52208167 -0.87605494 -0.81371252 -0.17602761 -0.78484319  1.56908256
 -1.58239488 -0.22829397  0.44234257 -1.43790124  0.        ]","[[ -2.58701049   3.00469817  -0.09202262   0.17780353]
 [-16.7549915    0.18912342   0.           0.        ]]",[ 0.87839473  1.28326471]
21,-0.216749758073,[-0.01861555 -0.03311936],[-0.02235567  0.77354121],-1.31433,"[-1.68491237 -0.87624293 -0.39768686 -0.17863046 -0.78483378  1.56904226
 -1.2282881  -0.25555644  0.42227776 -1.46821363  0.        ]","[[ -2.88388841e+00   3.00589900e+00  -9.20226198e-02   1.77803526e-01]
 [ -1.29454926e+01  -1.25159435e-02   0.00000000e+00   0.00000000e+00]]",[-1.34740054  1.70125201]
22,-0.217634489123,[-0.01861555 -0.03311936],[-0.02653341  0.76584911],-1.23612,"[-1.7298627  -0.87613272  0.05123077 -0.17733744 -0.78482437  1.56900196
 -1.57243284 -0.25857202  0.39525447 -1.49183651  0.        ]","[[ -3.17995183   3.00530343  -0.09202262   0.17780353]
 [-16.64850819  -0.03483315   0.           0.        ]]",[-1.63581053  1.96570814]
23,-0.216733957877,[-0.01861555 -0.03311936],[-0.03066269  0.76056916],-1.51915,"[-1.61657689 -0.87602115  0.59963621 -0.17603227 -0.78481496  1.56896167
 -1.90973475 -0.2570992   0.35476096 -1.50709423  0.        ]","[[ -3.54934002   3.00470221  -0.09202262   0.17780353]
 [-20.27821553  -0.02395586   0.           0.        ]]",[ 0.39020907 -0.50334281]
24,-0.213999839307,[-0.01861555 -0.03311936],[-0.03410204  0.75892174],-1.43202,"[-1.31429155 -0.87234059  1.08415133 -0.13170095 -0.78480555  1.56892137
 -1.72878339 -0.52654137  0.29839437 -1.51380985  0.        ]","[[ -3.9353763    2.98422964  -0.09202262   0.17780353]
 [-18.33188938  -2.01665828   0.           0.        ]]",[-0.37344522 -0.11379685]
25,-0.207455688902,[-0.01861555 -0.03311936],[-0.03714738  0.76435214],-1.46123,"[-0.87874502 -0.8626215   1.40314397 -0.03595589 -0.78479614  1.56888108
 -1.83241297 -0.58210813  0.22515431 -1.49506833  0.        ]","[[ -4.3132075    2.93977308  -0.09202262   0.17780353]
 [-19.44750587  -2.42764406   0.           0.        ]]",[-0.68274366 -0.47202473]
26,-0.193911279874,[-0.01861555 -0.03311936],[-0.03893618  0.78028232],-1.32422,"[-0.31887886 -0.8435718   1.52334826  0.1062793  -0.78478673  1.5688408
 -2.04778077 -0.82839517  0.14588649 -1.42043545  0.        ]","[[ -4.72541605   2.87294505  -0.09202262   0.17780353]
 [-21.7655966   -4.24912317   0.           0.        ]]",[-2.69699889  0.33101668]
27,-0.173951116105,[-0.01861555 -0.03311936],[-0.03526881  0.8141768 ],-0.963431,"[ 0.31119482 -0.81757285  1.34778397  0.2545291  -0.78477732  1.56880051
 -2.37555977 -0.63989924  0.11346371 -1.27623363  0.        ]","[[ -5.19612627   2.80194924  -0.09202262   0.17780353]
 [-25.29366565  -2.8551644    0.           0.        ]]",[ 0.78752584  0.83356614]
28,-0.162123922423,[-0.01861555 -0.03311936],[-0.02612831  0.84441817],-0.904026,"[ 0.79934471 -0.80770512  0.87886956  0.30267839 -0.78476792  1.56876023
 -2.03915751 -0.18604996  0.17465692 -1.15405452  0.        ]","[[ -5.66568974   2.77852133  -0.09202262   0.17780353]
 [-21.67478745   0.5012204    0.           0.        ]]",[-0.31984062  1.16129395]
