timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.367081852317,[-2.18908631  3.34435739],-2.78154,"[[-0.01066183 -0.03822303 -0.13254272  0.12587445]
 [-0.00432766  0.00069735  0.          0.        ]]","[ 1.15996229  1.9891211   0.11809004 -1.0355987  -1.15250813  1.08576599
  1.30037635 -0.38074913  2.38988899 -1.08664066  0.        ]",[-1.96304405  2.58505464],[-0.58138084 -0.35773838]
1,-0.368421815028,[-1.74367766  2.84758668],-2.82514,"[[ -5.04534692e-02   1.53406120e-03  -1.32542720e-01   1.25874452e-01]
 [ -3.96165486e+00   3.96180571e+00   0.00000000e+00   0.00000000e+00]]","[ 1.15828324  1.9900825   0.05824749 -0.90754223 -1.152507    1.08576499
  1.18977368  0.19263118  2.38891486 -1.12144595  0.        ]",[-2.17931986  2.34965944],[-0.58138084 -0.35773838]
2,-0.371737821127,[-2.45124412  2.04977794],-2.89638,"[[-0.16860607  0.11972613 -0.13254272  0.12587445]
 [-7.84069035  7.84444973  0.          0.        ]]","[ 1.14046627  1.9806015  -0.11836845 -0.52768242 -1.15250587  1.085764
  1.08135939  0.7546534   2.37864861 -1.22407738  0.        ]",[-2.23885584  2.20362949],[-0.58138084 -0.35773838]
3,-0.375011733249,[-3.2578334   1.25674173],-2.94757,"[[ -0.36357003   0.31479877  -0.13254272   0.12587445]
 [-11.64307077  11.65009583   0.           0.        ]]","[ 1.06981608  1.92501012 -0.40095811  0.08503785 -1.15250473  1.085763
  0.97508769  1.30552908  2.33795206 -1.38824693  0.        ]",[-2.18307495  2.07277966],[-0.58138084 -0.35773838]
4,-0.374954012571,[-1.69892469  2.92696557],-2.94184,"[[ -0.63382941   0.58522539  -0.13254272   0.12587445]
 [-15.37053149  15.38005022   0.           0.        ]]","[ 0.8919478   1.76973332 -0.75700212  0.86714664 -1.1525036   1.085762
  0.87091004  1.84544609  2.23549672 -1.595061    0.        ]",[-2.09521055  1.89877236],[-0.58138084 -0.35773838]
5,-0.367190284225,[-2.6278141  2.0467607],-2.78739,"[[ -0.97790406   0.92950382  -0.13254272   0.12587445]
 [-19.0249078   19.03545886   0.           0.        ]]","[ 0.55102483  1.45810677 -1.11375558  1.66914367 -1.15250247  1.08576101
  0.76877511  2.37456866  2.03911741 -1.8022532   0.        ]",[-2.30120254  1.52943289],[-0.58138084 -0.35773838]
6,-0.346857440495,[-2.080737    0.33576506],-2.45069,"[[ -1.39435071   1.34615405  -0.13254272   0.12587445]
 [-22.60802291  22.61742094   0.           0.        ]]","[ 0.02207685  0.96095735 -1.34720187  2.22826771 -1.15250134  1.08576001
  0.66863192  2.89305387  1.73442828 -1.93776608  0.        ]",[-2.5866909   0.90426189],[-0.58138084 -0.35773838]
7,-0.312011656731,[-3.08887892  1.05474504],-2.08439,"[[ -1.88175525   1.80733116  -0.13254272   0.12587445]
 [-26.12094889  23.49717569   0.           0.        ]]","[-0.64251038  0.35574041 -1.29839815  2.21950546 -1.15250021  1.08575901
  0.57045047  3.02038696  1.3501913  -1.9345755   0.        ]",[-2.79289818  0.3894977 ],[-0.58138084 -0.35773838]
8,-0.262905578002,[-3.42988135  1.00328975],-1.67302,"[[ -2.43873407   2.31230856  -0.13254272   0.12587445]
 [-29.56550006  26.9888824    0.           0.        ]]","[-1.27331217 -0.22825917 -0.83850243  1.4633459  -1.15249908  1.08575801
  0.47418005  3.52579568  0.98225855 -1.71702125  0.        ]",[-3.27430916 -0.32070959],[-0.58138084 -0.35773838]
9,-0.208183182637,[-3.9989513   0.86387799],-1.38544,"[[ -3.06391753   2.88642883  -0.13254272   0.12587445]
 [-32.94136518  30.4119699    0.           0.        ]]","[-1.59626724 -0.61517225  0.01737732 -0.09931897 -1.15249795  1.08575702
  0.37982933  4.02126016  0.78945536 -1.2680465   0.        ]",[-3.48896194 -0.40142584],[-0.58138084 -0.35773838]
