timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.127016698041,[ 0.33874261  1.70982259],-0.965972,"[[-0.01359158  0.0379077   0.11572306  0.08647978]
 [ 0.00309636 -0.00380508  0.          0.        ]]","[ 1.22784496  2.31063623  0.0842397  -0.81182796  1.00373407  0.75015895
  1.61517073 -0.40156227  0.47147437 -0.66035621  0.        ]",[ 0.80924451  1.8066144 ],[-0.47669199 -0.28725818]
1,-0.12209505399,[ 0.40043028  2.45870624],-0.896413,"[[ -1.00827605e-04   7.75549634e-02   1.15723064e-01   8.64797756e-02]
 [  1.34152976e+00   3.95533871e+00   0.00000000e+00   0.00000000e+00]]","[ 1.22797041  2.30735969  0.10420496 -0.65855466  1.00373287  0.75015826
  1.65577135  0.15856511  0.46924469 -0.59802672  0.        ]",[ 0.59146845  1.30308485],[-0.47669199 -0.28725818]
2,-0.107095364436,[-0.17742489  0.54641683],-0.874956,"[[ 0.04234203  0.19559782  0.11572306  0.08647978]
 [ 2.89759683  7.83601509  0.          0.        ]]","[ 1.22673349  2.28440431  0.1670004  -0.20593971  1.00373168  0.75015756
  1.70297406  0.70759094  0.44710472 -0.41008756  0.        ]",[ 0.2242858   0.50972968],[-0.47669199 -0.28725818]
3,-0.0867646679251,[-0.37496603 -0.71002286],-0.788945,"[[ 0.09267033  0.37247238  0.11572306  0.08647978]
 [ 2.13778811  9.84474396  0.          0.        ]]","[ 1.22205393  2.21367892  0.2413073   0.45072582  1.00373049  0.75015687
  1.67991986  0.9917788   0.37796275 -0.16332881  0.        ]",[-0.08986199 -0.19607043],[-0.47669199 -0.28725818]
4,-0.0708558106957,[ 0.29337953 -0.01921746],-0.612706,"[[ 0.12013168  0.53920963  0.11572306  0.08647978]
 [ 0.6133866   6.83899349  0.          0.        ]]","[ 1.21803339  2.10893326  0.28171811  1.02983041  1.0037293   0.75015618
  1.63367041  0.56653366  0.28763326  0.01696932  0.        ]",[-0.1128328  -0.26398659],[-0.47669199 -0.28725818]
5,-0.0590268801013,[ 0.74841106  1.36380782],-0.421315,"[[ 0.14392507  0.67386344  0.11572306  0.08647978]
 [ 1.76214263  6.6270975   0.          0.        ]]","[ 1.21371535  1.99935657  0.31662423  1.45795227  1.0037281   0.75015548
  1.66851655  0.53655482  0.19443783  0.14912365  0.        ]",[-0.27659273 -0.61268127],[-0.47669199 -0.28725818]
6,-0.0471528873072,[-0.96324205 -2.04050033],-0.566373,"[[  0.20851655   0.84480677   0.11572306   0.08647978]
 [  4.68739186  10.45448537   0.           0.        ]]","[ 1.19811222  1.83143343  0.41072098  1.93750556  1.00372691  0.75015479
  1.75725564  1.07804141  0.02454278  0.33737077  0.        ]",[-0.73590165 -1.59377182],[-0.47669199 -0.28725818]
7,-0.0465759296515,[-1.34199181 -2.30099673],-0.56435,"[[ 0.26311377  1.01210352  0.11572306  0.08647978]
 [ 0.78517955  6.28906054  0.          0.        ]]","[ 1.18053486  1.64028744  0.4892772   2.32516792  1.00372572  0.75015409
  1.63887072  0.48872863 -0.15866745  0.4670542   0.        ]",[-0.70446867 -1.45640457],[-0.47669199 -0.28725818]
8,-0.0447288573514,[-0.4633084  -1.04002697],-0.436711,"[[ 0.23897467  1.09691877  0.11572306  0.08647978]
 [-3.18593693  2.20605144  0.          0.        ]]","[ 1.18879631  1.5349425   0.45467227  2.4872518   1.00372453  0.7501534
  1.51839618 -0.08892406 -0.20390087  0.461943    0.        ]",[-0.50104266 -1.0106293 ],[-0.47669199 -0.28725818]
9,-0.0378392850949,[ 0.63532207 -0.17742435],-0.330508,"[[ 0.15750566  1.10087798  0.11572306  0.08647978]
 [-4.95505761 -1.7968017   0.          0.        ]]","[ 1.21089861  1.52990156  0.33649383  2.49421089  1.00372333  0.75015271
  1.46472376 -0.65523634 -0.12790602  0.37265541  0.        ]",[-0.19430359 -0.38621473],[-0.47669199 -0.28725818]
