timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.396995840676,[-0.03842745  0.0387768 ],[ 0.63954103  0.37403706],-0.895099,"[ 1.12259736  1.25053427  0.00468684 -0.07807588 -1.30977552 -1.37455781
 -0.9884716  -0.0686746   2.01696923  1.1248991   0.        ]","[[ 0.07971567  0.03521381 -0.1432886  -0.16253146]
 [-0.00380808  0.00144844  0.          0.        ]]",[ 0.74851871  0.34069057]
1,-0.399768920773,[-0.03842745  0.0387768 ],[ 0.64067262  0.3802889 ],-0.908918,"[ 1.1187221   1.24979629  0.04944229 -0.05528924 -1.30974559 -1.37452439
 -0.80970444  0.10307465  2.01107844  1.17708033  0.        ]","[[ 0.10934409  0.04876583 -0.1432886  -0.16253146]
 [ 2.9567955   1.34926554  0.          0.        ]]",[ 1.11146073  1.37868237]
2,-0.408509534275,[-0.03842745  0.0387768 ],[ 0.64322233  0.40284026],-0.940223,"[ 1.09734977  1.24297162  0.19656136  0.0561089  -1.30971567 -1.37449097
 -0.57447015  0.60403825  1.97426618  1.36306715  0.        ]","[[ 0.20756854  0.11519571 -0.1432886  -0.16253146]
 [ 6.85269195  5.2806225   0.          0.        ]]",[ 1.61685969  1.96080579]
3,-0.419167582135,[-0.03842745  0.0387768 ],[ 0.64549345  0.42455477],-1.04617,"[ 1.02709442  1.20939104  0.45082786  0.29445495 -1.30968574 -1.37445755
 -0.34387842  1.09507122  1.84033761  1.6889353   0.        ]","[[  0.38293931   0.25947178  -0.1432886   -0.16253146]
 [ 10.67172877   9.13413296   0.           0.        ]]",[ 0.61427754  2.13495483]
4,-0.420643320265,[-0.03842745  0.0387768 ],[ 0.64716816  0.43700212],-1.13288,"[ 0.87149259  1.10993229  0.76381888  0.63988451 -1.30965582 -1.37442414
 -0.20994414  1.57641738  1.53086898  2.04834235  0.        ]","[[  0.61862821   0.48005763  -0.1432886   -0.16253146]
 [ 12.88991882  12.91183694   0.           0.        ]]",[-0.24938008  2.17036454]
5,-0.401994371543,[-0.03842745  0.0387768 ],[ 0.64538717  0.45001018],-1.06471,"[ 0.64374149  0.89385328  1.03771177  1.04076241 -1.30962589 -1.37439073
 -0.28489575  2.048324    1.06615224  2.25171906  0.        ]","[[  0.86396961   0.77545818  -0.1432886   -0.16253146]
 [ 11.64853677  16.61585078   0.           0.        ]]",[ 0.76663379  2.5309977 ]
6,-0.356301383178,[-0.03842745  0.0387768 ],[ 0.6395582   0.45108461],-0.927133,"[ 0.34286015  0.51848684  1.25297007  1.39470061 -1.30959597 -1.37435732
 -0.11554829  2.51061883  0.53293015  2.17444499  0.        ]","[[  1.1250762    1.14418841  -0.1432886   -0.16253146]
 [ 14.45321013  20.24504128   0.           0.        ]]",[-0.57559774  1.94673599]
7,-0.284284520792,[-0.03842745  0.0387768 ],[ 0.62948477  0.43828601],-0.583563,"[ -1.37415450e-03  -1.61969123e-02   1.37603245e+00   1.54532379e+00
  -1.30956606e+00  -1.37432391e+00  -2.70122571e-01   2.96380911e+00
   1.39749134e-01   1.78076390e+00   0.00000000e+00]","[[  1.38845328   1.58479393  -0.1432886   -0.16253146]
 [ 11.89317096  23.80364442   0.           0.        ]]",[ 1.06584064  1.72688568]
8,-0.203268351053,[-0.03842745  0.0387768 ],[ 0.61615741  0.3877238 ],-0.326124,"[-0.379162   -0.62522685  1.39460844  1.3187637  -1.30953614 -1.37429051
 -0.04502964  3.40774303  0.08567271  1.22861818  0.        ]","[[  1.66371571   2.09585398  -0.1432886   -0.16253146]
 [ 15.62103681  27.29075459   0.           0.        ]]",[ 0.58731356  1.09328942]
9,-0.173708687068,[-0.03842745  0.0387768 ],[ 0.60159969  0.30170202],-0.176635,"[-0.82031498 -1.11551936  1.26574745  0.61814933 -1.30950623 -1.3742571
  0.07700494  3.84274147  0.41960803  0.85564575  0.        ]","[[  1.99641679   2.67596666  -0.1432886   -0.16253146]
 [ 17.64210374  30.70920171   0.           0.        ]]",[ 0.252732   -0.66957341]
10,-0.212674543906,[-0.03842745  0.0387768 ],[ 0.60110372  0.20199642],-0.221449,"[-1.22541477 -1.24746935  0.95708388 -0.20763894 -1.30947632 -1.3742237
  0.11636953  1.24436938  0.734251    0.91877449  0.        ]","[[  2.35581198   3.1833186   -0.1432886   -0.16253146]
 [ 18.29404516  10.31157623   0.           0.        ]]",[ 0.53803324 -0.13249539]
11,-0.227688635542,[-0.03842745  0.0387768 ],[ 0.60372519  0.13728082],-0.295573,"[-1.51945134 -1.24559497  0.47763628 -0.25270891 -1.30944641 -1.37419031
  0.223091   -0.49627018  0.7824036   1.01026026  0.        ]","[[  2.73942413   3.21014251  -0.1432886   -0.16253146]
 [ 20.06149908  -3.35295945   0.           0.        ]]",[-1.78251317 -0.06447136]
12,-0.221946625611,[-0.03842745  0.0387768 ],[ 0.59997857  0.16411594],-0.245671,"[-1.62798763 -1.24838803 -0.04857349 -0.11454469 -1.3094165  -1.37415691
 -0.03996626 -0.61886677  0.76830809  0.9708389   0.        ]","[[  3.09694398   3.12799118  -0.1432886   -0.16253146]
 [ 15.70501986  -4.31542654   0.           0.        ]]",[-0.09396214 -0.47325099]
13,-0.217804246669,[-0.03842745  0.0387768 ],[ 0.59754896  0.1853224 ],-0.255655,"[-1.58206893 -1.23980686 -0.51020686  0.06044836 -1.30938659 -1.37412352
 -0.08121037 -0.84668827  0.78312811  0.91521542  0.        ]","[[  3.40419125   3.02373785  -0.1432886   -0.16253146]
 [ 15.02197333  -6.10396277   0.           0.        ]]",[ 2.132512   -0.17843364]
14,-0.218330666414,[-0.03842745  0.0387768 ],[ 0.59559906  0.21033414],-0.272516,"[-1.38873824 -1.21088083 -0.9728087   0.27209459 -1.30935669 -1.37409013
  0.13989878 -0.92129061  0.83552601  0.85908928  0.        ]","[[  3.74137036   2.895782    -0.1432886   -0.16253146]
 [ 18.68370548  -6.68971583   0.           0.        ]]",[-1.19117231  1.07475574]
15,-0.22630195895,[-0.03842745  0.0387768 ],[ 0.59360397  0.26364237],-0.238156,"[-1.07499817 -1.17747992 -1.33266898  0.42150447 -1.30932679 -1.37405674
 -0.1215119  -0.40008287  0.9038702   0.85557708  0.        ]","[[  4.07160883   2.80303917  -0.1432886   -0.16253146]
 [ 14.35459204  -2.59818586   0.           0.        ]]",[-0.31213638 -0.5119969 ]
16,-0.236247053105,[-0.03842745  0.0387768 ],[ 0.59481847  0.27735797],-0.379772,"[-0.74810216 -1.14464479 -1.53153068  0.53392598 -1.30929689 -1.37402336
 -0.21330517 -0.65181637  0.96474478  0.88159776  0.        ]","[[  4.34344845   2.73124762  -0.1432886   -0.16253146]
 [ 12.83442942  -4.57437974   0.           0.        ]]",[ 1.32762983  1.57123835]
17,-0.248246421414,[-0.03842745  0.0387768 ],[ 0.59606689  0.2964592 ],-0.370952,"[-0.35447281 -1.11779678 -1.62931257  0.61149825 -1.30926699 -1.37398997
  0.01042662 -0.13591637  1.01153193  0.94879283  0.        ]","[[  4.63731092   2.6803938   -0.1432886   -0.16253146]
 [ 16.53948474  -0.52454302   0.           0.        ]]",[-0.90769845  0.17922382]
18,-0.257266871623,[-0.03842745  0.0387768 ],[ 0.59839612  0.30254981],-0.494281,"[ 0.04476932 -1.11594981 -1.59815868  0.61641834 -1.3092371  -1.37395659
 -0.22635088 -0.04425542  1.01011378  1.04514268  0.        ]","[[  4.92875894   2.6771219   -0.1432886   -0.16253146]
 [ 12.61839055   0.19499204   0.           0.        ]]",[ 1.82232998  1.32753985]
19,-0.259563028581,[-0.03842745  0.0387768 ],[ 0.60085201  0.29683965],-0.473844,"[ 0.41681371 -1.13926175 -1.44339221  0.55013289 -1.3092072  -1.37392322
 -0.00234248  0.45961964  0.95138879  1.13493973  0.        ]","[[  5.21834558   2.72070802  -0.1432886   -0.16253146]
 [ 16.32796406   4.1504123    0.           0.        ]]",[ 0.81470254 -0.35671426]
