timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.16255076 -0.28692263],"[[ 0.04584675 -0.06438906  0.1792776  -0.18126519]
 [-0.00412615 -0.00105782  0.          0.        ]]",[-0.36201004 -1.90293512],"[ 1.26118689  2.61125758 -0.05088936  0.76279746  1.50868376 -1.53484988
 -1.39872147  0.3861421   0.05519966  1.4656094   0.        ]",-1.58966,-0.186338156109,[ 0.23257315 -1.79911423]
1,[-0.16255076 -0.28692263],"[[ 0.03141208 -0.10413227  0.1792776  -0.18126519]
 [-1.43458604 -3.9600701   0.          0.        ]]",[ 0.02555028 -1.18438014],"[ 1.26192381  2.60586553 -0.07211699  0.59395912  1.50863401 -1.53479804
 -1.44435952 -0.14572432  0.05356018  1.40172486  0.        ]",-1.48686,-0.179013899494,[ 0.21894293 -1.67522311]
2,[-0.16255076 -0.28692263],"[[  4.03395062e-03  -2.22275376e-01   1.79277598e-01  -1.81265188e-01]
 [ -1.30368087e+00  -7.84130537e+00   0.00000000e+00   0.00000000e+00]]",[ 0.16313012 -1.52593565],"[ 1.26256087  2.57591249 -0.11240272  0.09724177  1.50858427 -1.5347462
 -1.44013444 -0.66713882  0.0363299   1.2413697   0.        ]",-1.40332,-0.16033757432,[ 0.21226449 -1.55376291]
3,[-0.16255076 -0.28692263],"[[ -0.01529288  -0.41727428   0.1792776   -0.18126519]
 [ -0.63128226 -11.6459033    0.           0.        ]]",[-0.60439888 -2.93574945],"[ 1.26237767  2.48081749 -0.14084543 -0.69073105  1.50853453 -1.53469437
 -1.41861829 -1.17824173 -0.02085542  1.0320895   0.        ]",-1.35867,-0.13520009384,[ 0.21164632 -1.41150713]
4,[-0.16255076 -0.28692263],"[[ -0.05177426  -0.68759816   0.1792776   -0.18126519]
 [ -3.00909334 -15.37407056   0.           0.        ]]",[ 0.86711933 -1.18815178],"[ 1.26065582  2.26135676 -0.19450372 -1.66877513  1.5084848  -1.53464255
 -1.49450458 -1.67903833 -0.16289277  0.75870788  0.        ]",-1.13497,-0.101989547152,[ 0.2081605 -1.1890204]
5,[-0.16255076 -0.28692263],"[[ -0.07693652  -1.03176472   0.1792776   -0.18126519]
 [  0.4812081  -19.03036745   0.           0.        ]]",[-0.50957983 -0.77131752],"[ 1.25838847  1.85890654 -0.23145793 -2.62154748  1.50843507 -1.53459073
 -1.38300333 -2.17011033 -0.4088532   0.52673684  0.        ]",-1.02574,-0.0810828640681,[ 0.15850776 -0.91698086]
6,[-0.16255076 -0.28692263],"[[ -0.08764795  -1.43922942   0.1792776   -0.18126519]
 [ -1.54587108 -21.7072095    0.           0.        ]]",[-0.53916054 -1.81400836],"[ 1.25713994  1.26632281 -0.2471673  -3.18883971  1.50838535 -1.53453891
 -1.4476912  -2.52952266 -0.74511346  0.41880807  0.        ]",-1.0979,-0.0975734410418,[ 0.0743649  -0.63342083]
7,[-0.16255076 -0.28692263],"[[ -0.13968868  -1.90878577   0.1792776   -0.18126519]
 [ -3.65149845 -25.23669192   0.           0.        ]]",[ 0.69283867 -0.21748168],"[ 1.24895746  0.54868799 -0.32325682 -2.98420764  1.50833563 -1.5344871
 -1.51488157 -3.00333642 -1.17011396  0.47956798  0.        ]",-1.41928,-0.148206420893,[ 0.02915666 -0.40117115]
8,[-0.16255076 -0.28692263],"[[ -0.18450598  -2.41714828   0.1792776   -0.18126519]
 [ -0.8392925  -25.59831915   0.           0.        ]]",[-0.07880235  0.13989034],"[ 1.23893839 -0.09838383 -0.38834696 -1.78764193  1.50828592 -1.5344353
 -1.42503496 -3.05159327 -1.50794451  0.79666305  0.        ]",-1.71321,-0.205071005429,[-0.01034492 -0.33852777]
9,[-0.16255076 -0.28692263],"[[ -0.20427085  -2.91847231   0.1792776   -0.18126519]
 [ -1.1359695  -24.53762128   0.           0.        ]]",[ 1.22854072 -1.11089952],"[ 1.23363491 -0.44937442 -0.41688504  0.09396281  1.50823621 -1.5343835
 -1.43446461 -2.90885576 -1.62942007  1.25039148  0.        ]",-1.88939,-0.248719381787,[-0.04012951 -0.26940945]
10,[-0.16255076 -0.28692263],"[[-0.18703018 -3.15223664  0.1792776  -0.18126519]
 [ 2.84673319 -1.4926797   0.          0.        ]]",[-1.09386143 -0.78420859],"[ 1.23823167 -0.48772044 -0.39198866  1.08246739  1.5081865  -1.53433171
 -1.30725062  0.1860364  -1.60885652  1.47964242  0.        ]",-1.70792,-0.264532284729,[-0.15392783 -0.53682357]
11,[-0.16255076 -0.28692263],"[[-0.17038329 -3.12363875  0.1792776  -0.18126519]
 [-1.1687368   2.72971856  0.          0.        ]]",[-0.97310727 -1.31212078],"[ 1.24228609 -0.48755228 -0.36787242  0.96055794  1.50813681 -1.53427992
 -1.43543019  0.75309051 -1.61464131  1.44369407  0.        ]",-1.69363,-0.26219024138,[-0.14829049 -0.63116002]
12,[-0.16255076 -0.28692263],"[[-0.23218268 -3.07190607  0.1792776  -0.18126519]
 [-4.99844934  2.19634278  0.          0.        ]]",[ 1.16969822  0.72558366],"[ 1.22519641 -0.48403232 -0.4569794   0.74027678  1.50808711 -1.53422814
 -1.55766727  0.68144805 -1.62291862  1.39874282  0.        ]",-1.67692,-0.259427327026,[-0.13640717 -0.64327049]
13,[-0.16255076 -0.28692263],"[[-0.29143261 -2.99958776  0.1792776  -0.18126519]
 [-0.94007404  5.02605514  0.          0.        ]]",[-1.34253469 -0.15227972],"[ 1.20399308 -0.47218076 -0.5411995   0.43381181  1.50803742 -1.53417636
 -1.42803298  1.061458   -1.63625265  1.33661966  0.        ]",-1.622,-0.255925422568,[-0.13599887 -0.72028053]
14,[-0.16255076 -0.28692263],"[[-0.34977241 -2.90611639  0.1792776  -0.18126519]
 [-4.88076207  4.32343016  0.          0.        ]]",[-0.41935324 -0.04860511],"[ 1.17858049 -0.44498883 -0.62267595  0.0426109   1.50798774 -1.53412459
 -1.55381094  0.96707618 -1.65399791  1.25567365  0.        ]",-1.63371,-0.251651081123,[-0.12005532 -0.74819863]
15,[-0.16255076 -0.28692263],"[[-0.46307657 -2.82243783  0.1792776  -0.18126519]
 [-6.44443596  4.04535994  0.          0.        ]]",[-1.01895307  0.47870013],"[ 1.11673527 -0.40946716 -0.77577303 -0.30033878  1.50793806 -1.53407282
 -1.60368275  0.92971371 -1.68473054  1.1937211   0.        ]",-1.60478,-0.250374891367,[-0.10536227 -0.76804018]
16,[-0.16255076 -0.28692263],"[[ -0.63040789  -2.72331681   0.1792776   -0.18126519]
 [-10.27590392   5.86071889   0.           0.        ]]",[ 0.59180796 -2.09924347],"[ 0.99672301 -0.3540834  -0.98590572 -0.6942787   1.50788839 -1.53402106
 -1.72595378  1.17349    -1.74052846  1.13416053  0.        ]",-1.76636,-0.252216600499,[-0.07591641 -0.8540262 ]
17,[-0.16255076 -0.28692263],"[[-0.81037622 -2.64699214  0.1792776  -0.18126519]
 [-7.72943278  1.78531541  0.          0.        ]]",[-0.15911802 -0.75478726],"[ 0.83298954 -0.30192261 -1.1846964  -0.98622171  1.50783872 -1.5339693
 -1.64458437  0.62615291 -1.8078874   1.11247546  0.        ]",-1.7757,-0.25812751484,[-0.08452058 -0.75942254]
18,[-0.16255076 -0.28692263],"[[-0.96975067 -2.64162532  0.1792776  -0.18126519]
 [-8.20643823 -1.23855257  0.          0.        ]]",[-0.28269163 -0.66408831],"[ 0.66213553 -0.29794892 -1.3321452  -1.00630699  1.50778905 -1.53391755
 -1.65975205  0.22004142 -1.85253879  1.16094631  0.        ]",-1.82755,-0.266148764125,[-0.0871     -0.70306289]
19,[-0.16255076 -0.28692263],"[[-1.14348023 -2.69253186  0.1792776  -0.18126519]
 [-9.16335233 -3.84341704  0.          0.        ]]",[-1.51864338 -1.41001439],"[ 0.45351059 -0.33401325 -1.4577089  -0.81329611  1.50773939 -1.5338658
 -1.69023939 -0.12979708 -1.86422778  1.26509952  0.        ]",-1.83856,-0.274322986874,[-0.09318736 -0.67294925]
20,[-0.16255076 -0.28692263],"[[ -1.3646542   -2.80836369   0.1792776   -0.18126519]
 [-12.9415082   -7.72681609   0.           0.        ]]",[ 0.46728908  0.59674139],"[ 0.16387134 -0.40245714 -1.55884409 -0.3570952   1.50768974 -1.53381406
 -1.81079042 -0.65134314 -1.810598    1.41286857  0.        ]",-1.81149,-0.279207690457,[-0.0811511  -0.62770247]
21,[-0.16255076 -0.28692263],"[[ -1.60235294  -2.93765529   0.1792776   -0.18126519]
 [-10.83533593  -5.21074959   0.           0.        ]]",[ 0.65769767 -1.73706669],"[-0.1623509  -0.45562436 -1.58921806  0.17389512  1.50764009 -1.53376233
 -1.74347521 -0.31342033 -1.70422924  1.51576784  0.        ]",-1.80408,-0.276589894805,[-0.07235265 -0.64718944]
22,[-0.16255076 -0.28692263],"[[-1.79078217 -3.0533344   0.1792776  -0.18126519]
 [-8.01679337 -2.61852479  0.          0.        ]]",[-0.59267699  0.35039059],"[-0.42011713 -0.48172139 -1.55442614  0.66146138  1.50759045 -1.5337106
 -1.65342655  0.03473023 -1.61526793  1.5449566   0.        ]",-1.62756,-0.270590187212,[-0.06100604 -0.66125059]
23,[-0.16255076 -0.28692263],"[[ -1.97306768  -3.05801161   0.1792776   -0.18126519]
 [-10.20451325   1.04765662   0.           0.        ]]",[-1.14889269 -0.04221697],"[-0.65941656 -0.48233789 -1.4723583   0.68131524  1.50754081 -1.53365887
 -1.72320302  0.52711795 -1.57107415  1.54985819  0.        ]",-1.58409,-0.266963422014,[-0.05209354 -0.72892684]
24,[-0.16255076 -0.28692263],"[[ -2.21485581  -3.03486869   0.1792776   -0.18126519]
 [-13.96178407   1.10640036   0.           0.        ]]",[ 1.50017551 -0.95749277],"[-0.94793093 -0.47892192 -1.29495403  0.58310433  1.50749117 -1.53360715
 -1.84307398  0.53500079 -1.56525498  1.56834164  0.        ]",-1.68757,-0.268005280884,[-0.05062249 -0.77824175]
25,[-0.16255076 -0.28692263],"[[-2.4515936  -3.01852851  0.1792776  -0.18126519]
 [-9.72610989  0.57043452  0.          0.        ]]",[ 0.80808437  1.45793028],"[-1.18376935 -0.47601079 -1.05483563  0.51390389  1.50744154 -1.53355543
 -1.70778422  0.46301003 -1.54847767  1.5832077   0.        ]",-1.62942,-0.267777279181,[-0.06406772 -0.79765654]
26,[-0.16255076 -0.28692263],"[[-2.61208104 -2.96750339  0.1792776  -0.18126519]
 [-6.33393839  4.51891415  0.          0.        ]]",[-0.11742467 -1.2959228 ],"[-1.31051464 -0.46429174 -0.86138718  0.29881196  1.50739192 -1.53350372
 -1.59943512  0.9933112  -1.55524366  1.62114341  0.        ]",-1.64187,-0.271639235391,[-0.08463678 -0.89509821]
27,[-0.16255076 -0.28692263],"[[-2.74216783 -2.91775036  0.1792776  -0.18126519]
 [-6.67360966  0.46988531  0.          0.        ]]",[-0.18968616 -0.48559923],"[-1.39088697 -0.44903592 -0.69031653  0.09092904  1.5073423  -1.53345202
 -1.61022043  0.44947989 -1.55811369  1.66136321  0.        ]",-1.62333,-0.275379036852,[-0.09477174 -0.86179769]
28,[-0.16255076 -0.28692263],"[[-2.8818505  -2.92773759  0.1792776  -0.18126519]
 [-7.29259912 -1.46216828  0.          0.        ]]",[ 0.94179015  0.61278121],"[-1.45321985 -0.45239335 -0.49594439  0.13248611  1.50729268 -1.53340032
 -1.62992049  0.18998131 -1.52726139  1.65412452  0.        ]",-1.62823,-0.272083184252,[-0.09593272 -0.84744   ]
29,[-0.16255076 -0.28692263],"[[-2.98884081 -2.93234412  0.1792776  -0.18126519]
 [-3.41933573  0.99332504  0.          0.        ]]",[ 0.43589887  1.27603079],"[-1.48341385 -0.45388805 -0.3418785   0.15168388  1.50724307 -1.53334863
 -1.5062267   0.51977832 -1.50604349  1.64759896  0.        ]",-1.60422,-0.269696715388,[-0.10604513 -0.88401508]
30,[-0.16255076 -0.28692263],"[[-3.03923083 -2.87294629  0.1792776  -0.18126519]
 [-1.62564955  4.933324    0.          0.        ]]",[ 0.22708007 -1.14421208],"[-1.49221625 -0.43208192 -0.2683191  -0.09429377  1.50719347 -1.53329694
 -1.4489233   1.04895148 -1.51355094  1.69866912  0.        ]",-1.6296,-0.274862700858,[-0.12425312 -0.95212936]
31,[-0.16255076 -0.28692263],"[[-3.06240186 -2.81498724  0.1792776  -0.18126519]
 [-0.69455327  0.87610183  0.          0.        ]]",[ 0.65669681 -1.61393049],"[-1.49506805 -0.40571923 -0.23435304 -0.33047245  1.50714386 -1.53324525
 -1.41915805  0.50400568 -1.52610143  1.74913244  0.        ]",-1.65139,-0.280429502675,[-0.12970641 -0.92341202]
32,[-0.16255076 -0.28692263],"[[-3.05006965 -2.83736617  0.1792776  -0.18126519]
 [ 1.91906602 -3.10073958  0.          0.        ]]",[ 0.76925464 -0.01980565],"[-1.49356773 -0.41648153 -0.25243572 -0.23977649  1.50709427 -1.53319358
 -1.33569021 -0.03014125 -1.52197928  1.72966666  0.        ]",-1.64811,-0.278354503022,[-0.13092068 -0.8526454 ]
33,[-0.16255076 -0.28692263],"[[-2.98151129 -2.89955065  0.1792776  -0.18126519]
 [ 4.92675362 -3.1176469   0.          0.        ]]",[-0.41509947 -0.47374814],"[-1.48164435 -0.44248936 -0.35252557  0.01545106  1.50704468 -1.5331419
 -1.23964968 -0.03241184 -1.51746421  1.67644881  0.        ]",-1.60595,-0.273257135759,[-0.12248507 -0.82480639]
