timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.10415755  1.97774846 -0.34029684  0.88400332  0.78123434  1.58540035
 -0.91989964  0.39802045  0.56245336 -1.93514551  0.        ]","[[-0.05373472 -0.09593274  0.09002506  0.1828744 ]
 [ 0.00164242  0.00448632  0.          0.        ]]",[ 3.30793042 -0.14405191],-3.5364,-0.23653053157,[-0.63611078 -0.8325671 ],[ 3.44787669 -0.09421676]
1,"[ 1.10605641  1.97697022 -0.27928822  0.86842856  0.78123395  1.58539859
 -0.81594542  0.30675479  0.56791685 -1.86421039  0.        ]","[[-0.01400939 -0.10158217  0.09002506  0.1828744 ]
 [ 3.9577177  -0.56751661  0.          0.        ]]",[ 4.09431707 -0.10555876],-3.44693,-0.230241867077,[-0.63611078 -0.8325671 ],[ 3.14127779 -0.10962352]
2,"[ 1.09855674  1.97462223 -0.09814774  0.82589351  0.78123355  1.58539684
 -0.71404895  0.24162218  0.56960011 -1.65140597  0.        ]","[[ 0.10405175 -0.11702835  0.09002506  0.1828744 ]
 [ 7.83548614 -0.97573185  0.          0.        ]]",[ 3.48472407  0.17570325],-3.31042,-0.210973931303,[-0.63611078 -0.8325671 ],[ 2.53896713 -0.26209289]
3,"[ 1.04358364  1.97250617  0.19475491  0.79192627  0.78123315  1.58539508
 -0.61417923  0.35548236  0.52225013 -1.29089014  0.        ]","[[  0.29889442  -0.12938319   0.09002506   0.1828744 ]
 [ 11.6361263   -0.26211766   0.           0.        ]]",[ 0.58662336 -1.36451732],-3.49203,-0.176576484301,[-0.63611078 -0.8325671 ],[ 1.53379238 -0.72612095]
4,"[ 0.89601116  1.96304677  0.54888782  0.66891213  0.78123276  1.58539333
 -0.55920691 -0.27557182  0.37782951 -0.87428833  0.        ]","[[  0.55260676  -0.17430852   0.09002506   0.1828744 ]
 [ 13.72814846  -4.21722006   0.           0.        ]]",[-0.04082422 -0.18269734],-3.03539,-0.132386079253,[-0.63611078 -0.8325671 ],[ 0.35238472 -0.45771593]
5,"[ 0.6545255   1.93552693  0.86878301  0.42360342  0.78123236  1.58539157
 -0.57057658 -0.37761909  0.15237918 -0.5196188   0.        ]","[[  0.82282832  -0.2650701    0.09002506   0.1828744 ]
 [ 13.29545441  -4.8567971    0.           0.        ]]",[-1.54084858 -0.49937672],-2.73841,-0.0878785931999,[-0.63611078 -0.8325671 ],[-0.83047479 -0.76975882]
6,"[ 0.40108587  1.88430487  1.07249595  0.11906485  0.78123196  1.58538982
 -0.68141571 -0.6774878  -0.06220613 -0.3077606   0.        ]","[[ 1.04641598 -0.38106259  0.09002506  0.1828744 ]
 [ 9.0773416  -6.73621076  0.          0.        ]]",[-1.49681136 -0.00884156],-2.49436,-0.0545522524719,[-0.63611078 -0.8325671 ],[-1.24527574 -0.58208066]
7,"[ 0.22352241  1.80376546  1.16687702 -0.2145876   0.78123157  1.58538806
 -0.7900852  -0.66153826 -0.17500059 -0.2460125   0.        ]","[[ 1.18646994 -0.51478359  0.09002506  0.1828744 ]
 [ 4.94179418 -6.63624969  0.          0.        ]]",[-1.38904796  0.15080716],-2.46477,-0.0399808341567,[-0.63611078 -0.8325671 ],[-1.39017165 -0.46389788]
8,"[ 0.14653274  1.7085541   1.19795869 -0.5054593   0.78123117  1.58538631
 -0.89661638 -0.54506805 -0.18408005 -0.28218773  0.        ]","[[ 1.24462944 -0.64018433  0.09002506  0.1828744 ]
 [ 0.88761921 -5.90628034  0.          0.        ]]",[-1.40398542 -0.31922008],-2.49261,-0.0414096748338,[-0.63611078 -0.8325671 ],[-1.20063901 -0.33904627]
9,"[ 0.17600297  1.59173655  1.18671316 -0.7787539   0.78123077  1.58538455
 -1.00103072 -0.72787004 -0.09304885 -0.42189205  0.        ]","[[ 1.22251395 -0.76980503  0.09002506  0.1828744 ]
 [-3.08600196 -7.05198396  0.          0.        ]]",[ 1.02204397  0.01555916],-2.30671,-0.0592638474804,[-0.63611078 -0.8325671 ],[-0.45815891  0.19658747]
