timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.1437333   2.06212178 -0.33761531  1.01530132  1.36638599  0.35758047
 -1.00760461  0.39705519  0.04037796 -0.5913408   0.        ]","[[-0.08806122 -0.00949325  0.15850608  0.04107875]
 [-0.00168243  0.00236528  0.          0.        ]]",[ 0.93779949 -1.18632899],-2.16671,-0.0789273316027,[-0.44703531 -0.68783331],[ 1.38521183 -0.9121961 ]
1,"[ 1.14733569  2.06050644 -0.2814825   0.89739878  1.36638434  0.3575803
 -0.9064049  -0.20905022  0.04226248 -0.56126359  0.        ]","[[-0.05085735 -0.04918874  0.15850608  0.04107875]
 [ 3.70970691 -3.9587074   0.          0.        ]]",[ 1.25049947  0.33998525],-1.8678,-0.0764740977222,[-0.44703531 -0.68783331],[ 1.35406446 -0.46961528]
2,"[ 1.14643274  2.05318276 -0.1104453   0.70522742  1.3663827   0.35758013
 -0.80055414  0.0087041   0.04501831 -0.41602686  0.        ]","[[ 0.06228566 -0.1140847   0.15850608  0.04107875]
 [ 7.59167462 -2.53562122  0.          0.        ]]",[ 0.61291544 -0.27046207],-1.95447,-0.0652776184655,[-0.44703531 -0.68783331],[ 0.57935339 -0.86858314]
3,"[ 1.11014313  2.04103154  0.15044574  0.52598779  1.36638106  0.35757996
 -0.73852384 -0.14760849  0.02330216 -0.15568016  0.        ]","[[ 0.23694377 -0.17504675  0.15850608  0.04107875]
 [ 9.8665662  -3.55716828  0.          0.        ]]",[ 0.2345886  -0.72127494],-1.98415,-0.0496782651046,[-0.44703531 -0.68783331],[-0.24764712 -1.03234577]
4,"[ 1.01522639  2.01051153  0.44189237  0.23903154  1.36637941  0.35757979
 -0.71850941 -0.57386514 -0.04299709  0.11389575  0.        ]","[[  0.44163942  -0.27414015   0.15850608   0.04107875]
 [ 10.60056152  -6.34287596   0.           0.        ]]",[-1.16746625 -1.81026401],-2.1085,-0.0450446457279,[-0.44703531 -0.68783331],[-0.92560649 -0.83950943]
5,"[ 0.89592804  1.93073004  0.66419947 -0.22074339  1.36637777  0.35757962
 -0.83205287 -1.16027328 -0.11346402  0.24722316  0.        ]","[[  0.61187109  -0.43944862   0.15850608   0.04107875]
 [  6.43643096 -10.17522244   0.           0.        ]]",[-0.62250811 -0.59591646],-1.95897,-0.0474115728887,[-0.44703531 -0.68783331],[-1.0301888  -0.15588337]
6,"[ 0.80767543  1.76774587  0.78660921 -0.78921939  1.36637613  0.35757945
 -0.90265531 -1.49034986 -0.15284471  0.20100846  0.        ]","[[  0.71462108  -0.66459631   0.15850608   0.04107875]
 [  3.84712226 -12.33237747   0.           0.        ]]",[-1.94088504 -0.10857688],-1.91318,-0.0402557166984,[-0.44703531 -0.68783331],[-0.89157146  0.50190395]
7,"[ 0.77361397  1.5244689   0.8276191  -1.30823658  1.36637448  0.35757928
 -1.01261674 -1.51857087 -0.18336893  0.02135194  0.        ]","[[  0.75110272  -0.9130941    0.15850608   0.04107875]
 [ -0.18564977 -12.51682347   0.           0.        ]]",[ 0.42823344  0.41980039],-1.70789,-0.0249929638298,[-0.44703531 -0.68783331],[-0.51461083  1.024616  ]
8,"[ 0.76084266  1.2511412   0.84224562 -1.66188821  1.36637284  0.35757911
 -0.96634101 -1.22637609 -0.24302436 -0.17189625  0.        ]","[[  0.76441638  -1.1442714    0.15850608   0.04107875]
 [  1.51144416 -10.60725604   0.           0.        ]]",[-0.30441407  0.88283993],-1.66783,-0.0202682054419,[-0.44703531 -0.68783331],[-0.34162986  1.17707324]
9,"[ 0.74345876  1.02318509  0.86154414 -1.83458299  1.3663712   0.35757894
 -1.00003219 -0.65930233 -0.31550088 -0.29621521  0.        ]","[[ 0.78224752 -1.31923305  0.15850608  0.04107875]
 [ 0.27581829 -6.90126985  0.          0.        ]]",[-0.51750864  1.6784921 ],-1.61301,-0.0277451437192,[-0.44703531 -0.68783331],[-0.15812562  0.97526062]
10,"[ 0.7581959   0.8919194   0.84522643 -1.89265214  1.36636955  0.35757877
 -1.0560483  -0.03244954 -0.36301818 -0.39502352  0.        ]","[[ 0.76715149 -1.41615525  0.15850608  0.04107875]
 [-1.7785581  -2.80460918  0.          0.        ]]",[ 0.06287092  0.87312091],-1.6478,-0.0381697204494,[-0.44703531 -0.68783331],[ 0.00647784  0.46081984]
11,"[ 0.78935689  0.86337925  0.80903265 -1.90155209  1.36636791  0.3575786
 -1.04832356  0.50504484 -0.37486893 -0.45620816  0.        ]","[[ 0.73442221 -1.43700358  0.15850608  0.04107875]
 [-1.49529383  0.70806933  0.          0.        ]]",[ 0.08542198 -0.12602511],-1.72735,-0.0451464606724,[-0.44703531 -0.68783331],[-0.08033507 -0.25400507]
12,"[ 0.81351801  0.87572768  0.77925625 -1.89785597  1.36636627  0.35757844
 -1.03829544  0.42653346 -0.37081379 -0.48596838  0.        ]","[[ 0.70820599 -1.42799021  0.15850608  0.04107875]
 [-1.12755439  0.19497698  0.          0.        ]]",[ 0.05286883  0.13440836],-1.71361,-0.048546329534,[-0.44703531 -0.68783331],[ 0.02645977 -0.12690867]
13,"[ 0.83166409  0.88831548  0.75581666 -1.89383694  1.36636462  0.35757827
 -1.0319842   0.50737123 -0.36677583 -0.50747571  0.        ]","[[ 0.68797687 -1.41879007  0.15850608  0.04107875]
 [-0.89612804  0.72327595  0.          0.        ]]",[ 0.18033158 -0.49580808],-1.76673,-0.0510080462317,[-0.44703531 -0.68783331],[ 0.03812891 -0.24280864]
14,"[ 0.84097955  0.88095958  0.7433996  -1.89621029  1.36636298  0.3575781
 -1.01203019  0.20475758 -0.37096542 -0.52601043  0.        ]","[[ 0.67739636 -1.42416709  0.15850608  0.04107875]
 [-0.16436341 -1.25438682  0.          0.        ]]",[-0.19093154  0.15777941],-1.73693,-0.0531220828061,[-0.44703531 -0.68783331],[ 0.20753834  0.21726173]
