timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.47798511 -0.72148746],"[[ 0.00450375 -0.0227712   0.15526073  0.06227932]
 [ 0.00052788 -0.00187189  0.          0.        ]]",[ 0.86167736 -1.11724879],"[ 1.14995531  2.13371484 -0.24313214  1.11817989  1.33738954  0.53288739
 -1.05496766  0.40992765  0.0525855  -0.649382    0.        ]",-2.26699,-0.0840808562354,[ 1.54293692 -0.89059788]
1,[-0.47798511 -0.72148746],"[[ 0.03873006 -0.06254941  0.15526073  0.06227932]
 [ 3.41074389 -3.96274348  0.          0.        ]]",[ 0.19151135 -0.72164937],"[ 1.14891105  2.13128738 -0.19129166  0.99819337  1.33738765  0.53288704
 -0.96709131 -0.20770756  0.05183409 -0.62353157  0.        ]",-2.23005,-0.0819099325767,[ 1.52318394 -0.44771966]
2,[-0.47798511 -0.72148746],"[[ 0.11388012 -0.16968933  0.15526073  0.06227932]
 [ 4.10195724 -6.74198308  0.          0.        ]]",[ 1.56594992 -0.34514632],"[ 1.1408354   2.11357051 -0.07779248  0.67703653  1.33738576  0.53288669
 -0.94927902 -0.6410858   0.04566157 -0.58694206  0.        ]",-2.02849,-0.0784998644644,[ 1.37338495 -0.0737834 ]
3,[-0.47798511 -0.72148746],"[[ 0.23480114 -0.31691632  0.15526073  0.06227932]
 [ 7.97726101 -7.97657905  0.          0.        ]]",[ 1.88091317 -0.53366399],"[ 1.1112826   2.06298025  0.10252359  0.24599442  1.33738387  0.53288635
 -0.84941835 -0.83360096  0.02578382 -0.50404092  0.        ]",-1.95329,-0.0705191135852,[ 0.76841009  0.04288343]
4,[-0.47798511 -0.72148746],"[[  0.43246362  -0.49607761   0.15526073   0.06227932]
 [ 11.77638149  -9.93298219   0.           0.        ]]",[ 1.46980341  0.2673982 ],"[ 1.02017603  1.96198888  0.38502143 -0.25020414  1.33738198  0.532886
 -0.75152093 -1.13867007 -0.02889399 -0.31382948  0.        ]",-1.83316,-0.0529324803483,[-0.09094651  0.17105865]
5,[-0.47798511 -0.72148746],"[[  0.70534635  -0.68215034   0.15526073   0.06227932]
 [ 15.49957018  -8.67839124   0.           0.        ]]",[-1.49199111  0.50753655],"[ 0.8135759   1.81461568  0.73225691 -0.71663895  1.33738009  0.53288565
 -0.65558025 -0.94303539 -0.15412819 -0.01519483  0.        ]",-1.90488,-0.0312678880451,[-1.35296476 -0.19337364]
6,[-0.47798511 -0.72148746],"[[  0.9725639   -0.83381096   0.15526073   0.06227932]
 [ 11.23632661  -6.49501118   0.           0.        ]]",[-2.62368702  0.29531401],"[ 0.53415413  1.66592633  1.00199047 -1.04886587  1.3373782   0.53288531
 -0.76543617 -0.60257107 -0.33469107  0.26512878  0.        ]",-2.03909,-0.0369483683095,[-2.1649375  -0.54781216]
7,[-0.47798511 -0.72148746],"[[ 1.15536222 -0.95067255  0.15526073  0.06227932]
 [ 7.05737147 -5.19553527  0.          0.        ]]",[-2.22934352 -0.26001225],"[ 0.30916165  1.53613377  1.13623744 -1.27020578  1.33737631  0.53288496
 -0.87311998 -0.39993787 -0.48363094  0.41237688  0.        ]",-2.09852,-0.0520759186443,[-2.5204711  -0.62909192]
8,[-0.47798511 -0.72148746],"[[ 1.25541445 -1.06386776  0.15526073  0.06227932]
 [ 2.96143035 -6.12094394  0.          0.        ]]",[-1.53517549  0.39465516],"[ 0.17747871  1.39960588  1.19037958 -1.45267035  1.33737442  0.53288461
 -0.97866448 -0.5442406  -0.56205747  0.43222045  0.        ]",-2.05018,-0.0561381402648,[-2.3131783  -0.26839694]
9,[-0.47798511 -0.72148746],"[[ 1.27435022 -1.16938097  0.15526073  0.06227932]
 [-1.05451722 -4.43601488  0.          0.        ]]",[-3.40745217 -0.59254045],"[ 0.15202339  1.26431859  1.19901808 -1.5923683   1.33737253  0.53288427
 -1.08214746 -0.28150187 -0.56551201  0.35083098  0.        ]",-2.12617,-0.0478762640977,[-2.09341478 -0.26941815]
