timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.42227611 -0.69108927],"[[ 0.06292351 -0.01697496 -0.17578354  0.04536988]
 [ 0.00198798 -0.00289512  0.          0.        ]]",[ 5.14043125 -1.23245607],"[ 1.16266642  2.17248624 -0.13116386  1.10250278 -1.53944348  0.38863767
 -1.0944366   0.410221    2.88455622 -0.37539825  0.        ]",-4.25537,-0.386968658533,[ 4.85086012 -0.94790256]
1,[-0.42227611 -0.69108927],"[[ 0.10266883 -0.05677557 -0.17578354  0.04536988]
 [ 3.95936284 -3.9639586   0.          0.        ]]",[ 4.36015908 -0.51030511],"[ 1.15805536  2.17038354 -0.07148993  0.97795987 -1.53944052  0.38863741
 -0.99123889 -0.19749851  2.88175665 -0.3396389   0.        ]",-4.22238,-0.386313863418,[ 4.92322636 -0.69998658]
2,[-0.42227611 -0.69108927],"[[ 0.22076858 -0.15555565 -0.17578354  0.04536988]
 [ 7.83770433 -5.90755969  0.          0.        ]]",[ 4.93074321 -0.92393753],"[ 1.13140085  2.15543227  0.10402337  0.67049819 -1.53943756  0.38863716
 -0.89010234 -0.49569211  2.86462169 -0.21507104  0.        ]",-4.20061,-0.383469918572,[ 4.87995291 -0.78193867]
3,[-0.42227611 -0.69108927],"[[  0.41567247  -0.30925333  -0.17578354   0.04536988]
 [ 11.64004679  -9.45036869   0.           0.        ]]",[ 4.62636289 -0.04224122],"[ 1.04601279  2.10491513  0.3824941   0.20259731 -1.5394346   0.3886369
 -0.79094779 -1.03924103  2.80966827 -0.00701545  0.        ]",-4.06957,-0.376705862733,[ 4.86880541 -0.81775087]
4,[-0.42227611 -0.69108927],"[[  0.68585742  -0.49807295  -0.17578354   0.04536988]
 [ 15.36610318  -9.43158888   0.           0.        ]]",[ 4.53846545 -1.29047256],"[ 0.8483118   1.99913614  0.72832168 -0.34035765 -1.53943164  0.38863665
 -0.69378268 -1.03635854  2.67895865  0.28068112  0.        ]",-4.11104,-0.363284100627,[ 4.60680866 -1.20767903]
5,[-0.42227611 -0.69108927],"[[  1.02984215  -0.7245656   -0.17578354   0.04536988]
 [ 19.02030241 -13.20498598   0.           0.        ]]",[ 4.59923079 -1.0524578 ],"[ 0.48518858  1.81385893  1.06563506 -0.91992135 -1.53942869  0.38863639
 -0.59849148 -1.61528295  2.43257806  0.59654305  0.        ]",-3.76694,-0.340209361616,[ 4.41802835 -1.15288949]
6,[-0.42227611 -0.69108927],"[[  1.44619288  -1.02576858  -0.17578354   0.04536988]
 [ 22.60300458 -16.90281041   0.           0.        ]]",[ 4.12711774 -1.0921258 ],"[-0.06270709  1.48485858  1.26907777 -1.52211114 -1.53942573  0.38863614
 -0.50506479 -2.18260836  2.06306937  0.82576081  0.        ]",-3.34482,-0.305059415749,[ 4.15707064 -0.84877026]
7,[-0.42227611 -0.69108927],"[[  1.93349744  -1.40018188  -0.17578354   0.04536988]
 [ 26.11596234 -20.52622377   0.           0.        ]]",[ 3.64685634 -0.40129901],"[-0.73459135  0.98688298  1.18273624 -1.93035001 -1.53942277  0.38863588
 -0.41345687 -2.73851009  1.60835921  0.87367751  0.        ]",-2.71541,-0.257030015927,[ 3.91054034 -0.27671856]
8,[-0.42227611 -0.69108927],"[[  2.49037145  -1.82254577  -0.17578354   0.04536988]
 [ 29.56015962 -21.70605017   0.           0.        ]]",[ 4.74812832  0.47615287],"[-1.35242561  0.38859656  0.68736738 -1.87710221 -1.53941981  0.38863563
 -0.32364205 -2.91950609  1.16379532  0.68659293  0.        ]",-2.07362,-0.200748307969,[ 3.73876977 -0.10806972]
9,[-0.42227611 -0.69108927],"[[  3.11545082  -2.233404    -0.17578354   0.04536988]
 [ 32.93659381 -19.38744728   0.           0.        ]]",[ 3.86796939  0.95845377],"[-1.63896085 -0.13426192 -0.18652983 -1.31316161 -1.53941685  0.38863537
 -0.23559432 -2.56377081  0.85090382  0.31389813  0.        ]",-1.76158,-0.151710867476,[ 3.5622251   0.14807808]
10,[-0.42227611 -0.69108927],"[[  3.80738816  -2.57918977  -0.17578354   0.04536988]
 [ 36.24602241 -15.20515337   0.           0.        ]]",[ 3.62563729  1.08506527],"[-1.33991265 -0.46391047 -1.15655846 -0.51410323 -1.53941389  0.38863512
 -0.1492939  -1.9221127   0.75219691 -0.09951004  0.        ]",-1.47645,-0.134142738224,[ 3.3029604   0.62177336]
11,[-0.42227611 -0.69108927],"[[  4.56485007  -2.8405168   -0.17578354   0.04536988]
 [ 39.48922364 -10.94192019   0.           0.        ]]",[ 3.9488237   0.37230411],"[-0.44316243 -0.61965203 -1.71620856  0.22703048 -1.53941094  0.38863486
 -0.0647205  -1.26804104  0.83843074 -0.38940301  0.        ]",-1.48764,-0.148584496255,[ 3.15440464  1.06747937]
12,[-0.42227611 -0.69108927],"[[  5.38652358  -3.04237339  -0.17578354   0.04536988]
 [ 42.6675088   -7.66399178   0.           0.        ]]",[ 3.95592864  1.0342218 ],"[ 0.638435   -0.6768738  -1.40298729  0.84546839 -1.53940798  0.38863461
  0.01816007 -0.76513725  0.98351903 -0.47266653  0.        ]",-1.15442,-0.167465319155,[ 3.38770437  1.37977195]
13,[-0.42227611 -0.69108927],"[[  6.27112983e+00  -3.08624778e+00  -1.75783537e-01   4.53698811e-02]
 [  4.57825904e+01   9.62663276e-01   0.00000000e+00   0.00000000e+00]]",[ 3.58836503 -0.122695  ],"[ 1.16533864 -0.6817109  -0.24407018  0.98243773 -1.53940502  0.38863435
  0.09939247  0.55837279  1.02164294 -0.52808491  0.        ]",-1.91034,-0.173498065221,[ 3.56342745  0.26996547]
14,[-0.42227611 -0.69108927],"[[  7.21741314e+00  -3.05645099e+00  -1.75783537e-01   4.53698811e-02]
 [  4.88355402e+01   1.57283196e+00   0.00000000e+00   0.00000000e+00]]",[ 4.03502048 -0.80425113],"[ 0.59666569 -0.67872347  0.98566459  0.88936249 -1.53940206  0.3886341
  0.17900465  0.65198501  1.12060647 -0.5977547   0.        ]",-2.43369,-0.18695275304,[ 3.93235874 -0.03839776]
15,[-0.42227611 -0.69108927],"[[  8.22414810e+00  -3.03080627e+00  -1.75783537e-01   4.53698811e-02]
 [  5.18279837e+01   9.77852737e-01   0.00000000e+00   0.00000000e+00]]",[ 4.46303646 -0.26059549],"[-0.74436192 -0.67514053  1.17870761  0.80944317 -1.5393991   0.38863384
  0.25703899  0.56070219  1.23055774 -0.51686192  0.        ]",-2.39724,-0.196859120962,[ 4.20881128  0.15314621]
16,[-0.42227611 -0.69108927],"[[  9.29013772e+00  -3.01574609e+00  -1.75783537e-01   4.53698811e-02]
 [  5.47612061e+01   5.46896695e-01   0.00000000e+00   0.00000000e+00]]",[ 3.70827907 -0.24059995],"[-1.62674522 -0.67260093 -0.02366362  0.76261207 -1.53939614  0.38863359
  0.33352899  0.49458404  1.198269   -0.36529506  0.        ]",-2.47412,-0.189563436149,[ 3.97877932  0.5208382 ]
17,[-0.42227611 -0.69108927],"[[  1.04142094e+01  -3.00781686e+00  -1.75783537e-01   4.53698811e-02]
 [  5.76363826e+01   2.71758881e-01   0.00000000e+00   0.00000000e+00]]",[ 2.89548441  0.93954418],"[-1.00716772 -0.67113437 -1.48505087  0.7379902  -1.53939319  0.38863333
  0.4085053   0.45237173  1.04377208 -0.33691919  0.        ]",-1.83237,-0.171082012221,[ 3.58032417  0.61553311]
18,[-0.42227611 -0.69108927],"[[  1.15952143e+01  -2.96508726e+00  -1.75783537e-01   4.53698811e-02]
 [  6.04546596e+01   3.98895596e+00   0.00000000e+00   0.00000000e+00]]",[ 2.36666883  0.47702162],"[ 0.55446346 -0.66170425 -1.46971777  0.60580008 -1.53939023  0.38863308
  0.48199779  1.02266795  0.93086452 -0.51466888  0.        ]",-1.42958,-0.162842057905,[ 3.38749123 -0.17044134]
19,[-0.42227611 -0.69108927],"[[  1.28320199e+01  -2.86711472e+00  -1.75783537e-01   4.53698811e-02]
 [  6.32166025e+01   5.80257237e+00   0.00000000e+00   0.00000000e+00]]",[ 3.09644178 -1.0232457 ],"[ 1.11624725 -0.63042937  0.16964813  0.30688748 -1.53938727  0.38863282
  0.55402121  1.30091343  1.12404136 -0.75220909  0.        ]",-2.52238,-0.193360932983,[ 3.64469337 -1.00380921]
20,[-0.42227611 -0.69108927],"[[  1.41235110e+01  -2.79188879e+00  -1.75783537e-01   4.53698811e-02]
 [  6.59235759e+01   1.73387515e+00   0.00000000e+00   0.00000000e+00]]",[ 4.96712304 -1.51198517],"[-0.21784739 -0.5974461   1.28061905  0.08275128 -1.53938431  0.38863257
  0.62461112  0.67668809  1.42508348 -0.51287611  0.        ]",-2.73741,-0.219027746205,[ 4.23326445 -0.63771152]
21,[-0.42227611 -0.69108927],"[[  1.54686106e+01  -2.79721529e+00  -1.75783537e-01   4.53698811e-02]
 [  6.85776794e+01  -2.25316500e+00   0.00000000e+00   0.00000000e+00]]",[ 4.32247977 -0.69866074],"[-1.59945502 -0.60003315  0.1312836   0.09843665 -1.53938135  0.38863231
  0.69382226  0.06499102  1.20966154 -0.15919412  0.        ]",-2.27218,-0.188301099507,[ 4.04856634  0.12735546]
22,[-0.42227611 -0.69108927],"[[  1.68662724e+01  -2.86951956e+00  -1.75783537e-01   4.53698811e-02]
 [  7.11798835e+01  -4.96837496e+00   0.00000000e+00   0.00000000e+00]]",[ 2.69866454  0.82023531],"[-0.79921864 -0.63135496 -1.60620306  0.31413867 -1.53937839  0.38863206
  0.76167993 -0.35158013  0.89631708 -0.32144298  0.        ]",-1.58346,-0.153672842314,[ 3.56937003  0.87245262]
23,[-0.42227611 -0.69108927],"[[  1.83154636e+01  -2.93525842e+00  -1.75783537e-01   4.53698811e-02]
 [  7.37306507e+01  -1.61686135e+00   0.00000000e+00   0.00000000e+00]]",[ 2.95899855  0.10381505],"[ 0.97012715 -0.6535966  -0.99288827  0.51410105 -1.53937544  0.3886318
  0.82819617  0.16261402  0.95250613 -0.61814458  0.        ]",-1.70608,-0.16904902932,[ 3.52312732  0.54810441]
24,[-0.42227611 -0.69108927],"[[  1.98151587e+01  -2.96310196e+00  -1.75783537e-01   4.53698811e-02]
 [  7.62305152e+01  -1.16904528e+00   0.00000000e+00   0.00000000e+00]]",[ 4.2203142   0.22187495],"[ 0.56088089 -0.66120065  1.01316474  0.59968043 -1.53937248  0.38863155
  0.8933849   0.23131854  1.20220141 -0.6398981   0.        ]",-2.36444,-0.197554269242,[ 4.26135206  0.01234034]
