timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.50650531 -0.75159603],"[[ 0.0637447  -0.08290511 -0.02877223 -0.1813707 ]
 [-0.00347636 -0.00407508  0.          0.        ]]",[ 1.22453162 -2.85523045],"[ 1.14193312  2.11419251 -0.16229353  0.9542602  -0.25690267 -1.58230766
 -1.03974353  0.40936293  1.64396931  1.66097478  0.        ]",-4.45034,-0.30226699252,[ 0.57395196 -3.00071001]
1,[-0.50650531 -0.75159603],"[[ 0.10338185 -0.12272905 -0.02877223 -0.1813707 ]
 [ 3.95401162 -3.96511017  0.          0.        ]]",[ 0.34290648 -2.51216829],"[ 1.13725811  2.10835245 -0.10233368  0.83611445 -0.25690254 -1.58230499
 -0.93828626 -0.21239678  1.64107712  1.6973743   0.        ]",-4.45007,-0.304435640517,[ 0.86131626 -2.72015119]
2,[-0.50650531 -0.75159603],"[[ 0.19530276 -0.24097629 -0.02877223 -0.1813707 ]
 [ 5.23381391 -7.84667187  0.          0.        ]]",[ 0.00788165 -3.04701487],"[ 1.11794119  2.07783654  0.0356109   0.48944382 -0.25690241 -1.58230232
 -0.90547572 -0.82168135  1.62831993  1.75478741  0.        ]",-4.50888,-0.307203267381,[ 1.01867223 -2.57612705]
3,[-0.50650531 -0.75159603],"[[  0.29926778  -0.43607829  -0.02877223  -0.1813707 ]
 [  5.16290177 -11.65084654   0.           0.        ]]",[ 0.80621567 -2.56164638],"[ 1.08200349  1.98548372  0.18857161 -0.05857696 -0.25690228 -1.58229965
 -0.90729287 -1.41881725  1.59814768  1.75568221  0.        ]",-4.30461,-0.304609527139,[ 1.16705835 -2.31098771]
4,[-0.50650531 -0.75159603],"[[  0.43351547  -0.70651904  -0.02877223  -0.1813707 ]
 [  8.25160405 -15.38075365   0.           0.        ]]",[ 2.29058821 -1.87329512],"[ 1.014106    1.77736093  0.37870485 -0.73504399 -0.25690214 -1.58229698
 -0.82810845 -2.00429237  1.52961934  1.73589136  0.        ]",-3.9281,-0.297243136628,[ 1.2458179  -1.81268907]
5,[-0.50650531 -0.75159603],"[[  0.63661881  -1.050816    -0.02877223  -0.1813707 ]
 [ 12.04618021 -19.03665805   0.           0.        ]]",[ 1.38935139 -1.4237768 ],"[ 0.86804361  1.40082707  0.6434887  -1.38716245 -0.25690201 -1.5822943
 -0.73082795 -2.57814586  1.3937597   1.76211749  0.        ]",-3.71792,-0.287543991103,[ 1.46018136 -1.11102498]
6,[-0.50650531 -0.75159603],"[[  0.91486675  -1.46749788  -0.02877223  -0.1813707 ]
 [ 15.76636145 -22.61944427   0.           0.        ]]",[ 1.12193557  0.24197357],"[ 0.59365659  0.83873632  0.94407698 -1.76547782 -0.25690188 -1.58229163
 -0.63545478 -3.1405136   1.16252735  1.82077016  0.        ]",-3.24322,-0.273477874186,[ 1.98235714 -0.33950678]
7,[-0.50650531 -0.75159603],"[[  1.26678118  -1.90577401  -0.02877223  -0.1813707 ]
 [ 19.41318318 -21.21271768   0.           0.        ]]",[ 2.07030652 -0.22169354],"[ 0.1549206   0.22223592  1.18949575 -1.61559237 -0.25690175 -1.58228896
 -0.54196236 -2.91968953  0.8449646   1.89773655  0.        ]",-2.98283,-0.257307760567,[ 2.36710835 -0.24590909]
8,[-0.50650531 -0.75159603],"[[  1.69092199  -2.33460842  -0.02877223  -0.1813707 ]
 [ 22.98909335 -21.66913391   0.           0.        ]]",[ 2.8422918  -0.28987022],"[-0.43731379 -0.29586225  1.24817147 -0.95281211 -0.25690162 -1.58228629
 -0.45028792 -2.99131754  0.47640918  1.92973479  0.        ]",-2.89548,-0.238841881352,[ 2.92713332 -0.22675598]
9,[-0.50650531 -0.75159603],"[[  2.18587461  -2.77518734  -0.02877223  -0.1813707 ]
 [ 26.49444551 -22.38643096   0.           0.        ]]",[ 2.89901199  0.76767916],"[-1.08322694 -0.64124275  0.98088296  0.13269444 -0.25690148 -1.58228361
 -0.36042237 -3.10389327  0.10756096  1.81177369  0.        ]",-2.81509,-0.211363314349,[ 3.38141274  0.2022714 ]
10,[-0.50650531 -0.75159603],"[[  2.75023604e+00  -3.13700692e+00  -2.87722326e-02  -1.81370704e-01]
 [  2.99303843e+01  -7.16438742e+00   0.00000000e+00   0.00000000e+00]]",[ 2.26062454 -1.33065468],"[-1.57399056 -0.73598548  0.32006887  1.18757788 -0.25690135 -1.58228094
 -0.27233636 -0.71455105 -0.08719862  1.63933107  0.        ]",-2.89889,-0.187658589398,[ 2.53649592 -0.22129513]
11,[-0.50650531 -0.75159603],"[[  3.38262952e+00  -3.15424600e+00  -2.87722326e-02  -1.81370704e-01]
 [  3.32976081e+01   2.42619749e+00   0.00000000e+00   0.00000000e+00]]",[ 0.82900062 -0.82286146],"[-1.63996356 -0.73588566 -0.6213946   1.23899313 -0.25690122 -1.58227827
 -0.18601199  0.79084344 -0.09832608  1.62618539  0.        ]",-3.03132,-0.186002790291,[ 1.74970341 -0.4859975 ]
12,[-0.50650531 -0.75159603],"[[  4.07490036e+00  -3.09643358e+00  -2.87722326e-02  -1.81370704e-01]
 [  3.59206980e+01   2.76969225e+00   0.00000000e+00   0.00000000e+00]]",[ 2.32124403 -0.28484375],"[-1.1088729  -0.73454402 -1.47895152  1.06660577 -0.25690109 -1.5822756
 -0.11876471  0.84475973 -0.16962268  1.72190022  0.        ]",-2.81198,-0.194656335008,[ 1.884637   -0.33433363]
13,[-0.50650531 -0.75159603],"[[  4.82590360e+00  -3.05086352e+00  -2.87722326e-02  -1.81370704e-01]
 [  3.91687974e+01   1.75033925e+00   0.00000000e+00   0.00000000e+00]]",[ 2.34563375 -0.33246567],"[-0.10797208 -0.73012729 -1.76734629  0.93101167 -0.25690096 -1.58227292
 -0.03549428  0.6847555  -0.28272262  1.69890378  0.        ]",-2.52292,-0.190563298763,[ 2.18281555  0.09158635]
14,[-0.50650531 -0.75159603],"[[  5.64122367e+00  -3.02489921e+00  -2.87722326e-02  -1.81370704e-01]
 [  4.23526041e+01   9.10309287e-01   0.00000000e+00   0.00000000e+00]]",[ 2.01757026  0.01376748],"[ 0.86354429 -0.72628968 -1.16799865  0.85398733 -0.25690082 -1.58227025
  0.0461279   0.55289899 -0.31859395  1.57762101  0.        ]",-2.3455,-0.177174930752,[ 2.04634929  0.36718512]
15,[-0.50650531 -0.75159603],"[[  6.51958795e+00  -3.00631547e+00  -2.87722326e-02  -1.81370704e-01]
 [  4.54734212e+01   9.47989417e-01   0.00000000e+00   0.00000000e+00]]",[ 0.6416719   0.09419285],"[ 1.10550567 -0.72295577  0.09655214  0.79899839 -0.25690069 -1.58226758
  0.12613523  0.55881313 -0.23295083  1.46821353  0.        ]",-2.5746,-0.166508450486,[ 1.67356634  0.04185498]
16,[-0.50650531 -0.75159603],"[[  7.44551410e+00  -2.98378814e+00  -2.87722326e-02  -1.81370704e-01]
 [  4.71137214e+01   1.30360925e+00   0.00000000e+00   0.00000000e+00]]",[ 1.61104653 -1.03900303],"[ 0.2931667  -0.71825963  1.13421878  0.73252868 -0.25690056 -1.58226491
  0.16818702  0.61463299 -0.07841827  1.48433751  0.        ]",-2.68148,-0.171602460371,[ 1.82407379 -0.50889927]
17,[-0.50650531 -0.75159603],"[[  8.41815370e+00  -2.99768541e+00  -2.87722326e-02  -1.81370704e-01]
 [  5.01401971e+01  -2.68005098e+00   0.00000000e+00   0.00000000e+00]]",[ 2.79216744 -0.04101897],"[-1.02345284 -0.72124056  1.02385231  0.77350744 -0.25690043 -1.58226224
  0.24577577 -0.01066691 -0.02922657  1.63018683  0.        ]",-2.73338,-0.188239099627,[ 2.25733781 -0.35607004]
