timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.11931204  2.01940491 -0.33740722  0.98166449 -1.52820568 -0.6290507
 -0.95568185  0.39664745  2.82887781  0.43565125  0.        ]","[[-0.06722364 -0.04208795 -0.17585769 -0.07274587]
 [ 0.00327665 -0.00259931  0.          0.        ]]",[ 6.12545366 -1.01545053],-4.43199,-0.388748009156,[-0.55855715 -0.77812475],[ 5.35871363 -1.8090992 ]
1,"[ 1.12195771  2.01597804 -0.2768235   0.86890633 -1.52820386 -0.62905038
 -0.8504684  -0.22380257  2.8304573   0.47143137  0.        ]","[[-0.0274528  -0.08188269 -0.17585769 -0.07274587]
 [ 3.96062751 -3.96366714  0.          0.        ]]",[ 5.07708045 -0.89060721],-4.56537,-0.389505087049,[-0.55855715 -0.77812475],[ 5.52393866 -1.56560254]
2,"[ 1.11670879  1.99410095 -0.09685386  0.54886266 -1.52820204 -0.62905007
 -0.7473406  -0.76411229  2.82771682  0.58202205  0.        ]","[[ 0.09067792 -0.19576553 -0.17585769 -0.07274587]
 [ 7.83953465 -7.41310557  0.          0.        ]]",[ 6.39890568 -1.37273717],-4.39827,-0.391201421422,[-0.55855715 -0.77812475],[ 5.6243763  -1.52182055]
3,"[ 1.06551025  1.92037045  0.19474753  0.04198096 -1.52820022 -0.62904976
 -0.64624565 -1.36154741  2.79771318  0.7627271   0.        ]","[[  0.28561941  -0.38229658  -0.17585769  -0.07274587]
 [ 11.64198386 -11.22724846   0.           0.        ]]",[ 5.68391661 -1.24321167],-4.50768,-0.391840394969,[-0.55855715 -0.77812475],[ 5.68354321 -1.53655076]
4,"[ 0.91075412  1.74216327  0.56980735 -0.60427761 -1.5281984  -0.62904944
 -0.54714201 -1.9470941   2.70535714  0.99255877  0.        ]","[[  0.55585794  -0.64434961  -0.17585769  -0.07274587]
 [ 15.36953598 -14.96550704   0.           0.        ]]",[ 5.35016409 -1.5376875 ],-4.53369,-0.388050908893,[-0.55855715 -0.77812475],[ 5.67451954 -1.53077006]
5,"[ 0.59042509  1.40495025  0.95963094 -1.25742209 -1.52819658 -0.62904913
 -0.44998122 -2.52093261  2.51336623  1.23092981  0.        ]","[[  0.89991369  -0.98041873  -0.17585769  -0.07274587]
 [ 19.02401372 -18.62904311   0.           0.        ]]",[ 5.21605388 -1.23624962],-4.28272,-0.375636801916,[-0.55855715 -0.77812475],[ 5.62493563 -1.2582655 ]
6,"[ 0.07012342  0.88291935  1.24105849 -1.69121968 -1.52819476 -0.62904882
 -0.35471544 -3.08323736  2.20106286  1.40506348  0.        ]","[[  1.31634338  -1.38902065  -0.17585769  -0.07274587]
 [ 22.60721541 -22.21898389   0.           0.        ]]",[ 5.83287314 -0.95775477],-3.66356,-0.350220145763,[-0.55855715 -0.77812475],[ 5.60995865 -0.86501569]
7,"[-0.60852695  0.22647635  1.24897373 -1.61433982 -1.52819294 -0.6290485
 -0.26130544 -3.60801891  1.79358094  1.41904614  0.        ]","[[  1.80373701  -1.8670181   -0.17585769  -0.07274587]
 [ 26.12061712 -25.56942072   0.           0.        ]]",[ 6.59564807 -0.4804781 ],-2.96557,-0.309084367995,[-0.55855715 -0.77812475],[ 5.57965994 -0.50216258]
8,"[-1.28280991 -0.38502442  0.8385869  -0.83247191 -1.52819112 -0.62904819
 -0.16973075 -3.82629552  1.3895242   1.20771619  0.        ]","[[  2.36070737  -2.3923898   -0.17585769  -0.07274587]
 [ 29.56498798 -26.96308934   0.           0.        ]]",[ 5.35235221 -0.460127  ],-2.74478,-0.256185114723,[-0.55855715 -0.77812475],[ 5.69767189  0.06952086]
9,"[ -1.67322979e+00  -7.30016381e-01   1.56180147e-03   5.45320000e-01
  -1.52818929e+00  -6.29047875e-01  -7.99826101e-02  -4.02772818e+00
   1.15442920e+00   7.85242737e-01   0.00000000e+00]","[[  2.98587861  -2.94455357  -0.17585769  -0.07274587]
 [ 32.94065714 -28.24924999   0.           0.        ]]",[ 5.00440749  0.85890827],-2.29012,-0.208736577627,[-0.55855715 -0.77812475],[ 5.78814459  1.07847142]
