timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.08048564  1.20666585 -0.0144213   0.09188844 -0.46930057  0.61110094
 -0.14158443  0.06595727  1.39019776 -0.4941947   0.        ]","[[ 0.01020296 -0.03704777 -0.05112961  0.05803184]
 [-0.00249216  0.00266923  0.          0.        ]]",[-0.34404037 -0.20962195],-1.32728,-0.267882351878,[-0.03441051  0.0197458 ],[ 0.09220427 -0.19899413]
1,"[ 1.08051848  1.2062005  -0.03535176  0.07798259 -0.46929308  0.61108996
 -0.26404723 -0.04309741  1.38959085 -0.52016818  0.        ]","[[-0.00349829 -0.04531743 -0.05112961  0.05803184]
 [-1.36310395 -0.82687244  0.          0.        ]]",[ 1.71860252  1.6332642 ],-1.16683,-0.268670297542,[-0.03441051  0.0197458 ],[ 0.09216152 -0.20056424]
2,"[ 1.08043798  1.20714543 -0.01597519  0.1172348  -0.46928558  0.61107897
  0.09430639  0.47939594  1.39029261 -0.48430116  0.        ]","[[ 0.00918515 -0.02197833 -0.05112961  0.05803184]
 [ 2.61819655  3.14754209  0.          0.        ]]",[ 0.00677225  0.74430035],-1.27156,-0.26759489776,[-0.03441051  0.0197458 ],[ 0.09243917 -0.19380826]
3,"[ 1.07787037  1.20434821  0.06356296  0.27178264 -0.46927809  0.61106799
  0.09195514  0.85863609  1.38309515 -0.34002429  0.        ]","[[ 0.06128705  0.06991683 -0.05112961  0.05803184]
 [ 2.59208811  6.03235903  0.          0.        ]]",[-1.56105934 -0.41093852],-1.39682,-0.262689493451,[-0.03441051  0.0197458 ],[ 0.09284361 -0.18736398]
4,"[ 1.07676055  1.18865684  0.0813104   0.44399454 -0.46927059  0.611057
 -0.26867108  0.62920919  1.36744444 -0.24688147  0.        ]","[[ 0.07293078  0.17305563 -0.05112961  0.05803184]
 [-1.41438486  4.28732992  0.          0.        ]]",[ 1.48028391 -1.07167531],-1.34668,-0.258663340158,[-0.03441051  0.0197458 ],[ 0.09275921 -0.18668087]
5,"[ 1.07545737  1.1776241   0.09912763  0.51851776 -0.4692631   0.61104602
  0.09006925  0.09728474  1.35600139 -0.1975756   0.        ]","[[ 0.08463027  0.21820736 -0.05112961  0.05803184]
 [ 2.57105943  0.24133273  0.          0.        ]]",[-0.60830704  0.25549376],-1.29657,-0.256315725193,[-0.03441051  0.0197458 ],[ 0.09282773 -0.19126686]
6,"[ 1.071807    1.17339946  0.13981616  0.54301144 -0.4692556   0.61103504
 -0.13115232  0.22977902  1.34496973 -0.14939637  0.        ]","[[ 0.1113931   0.23314572 -0.05112961  0.05803184]
 [ 0.11340755  1.24914243  0.          0.        ]]",[-1.62758552  0.3063951 ],-1.34782,-0.254232345921,[-0.03441051  0.0197458 ],[ 0.09274999 -0.18952397]
7,"[ 1.07656694  1.16184722  0.0828477   0.60317989 -0.46924811  0.61102405
 -0.4874817   0.38622147  1.34725466 -0.17536823  0.        ]","[[ 0.07394316  0.27006803 -0.05112961  0.05803184]
 [-3.84522451  2.43911349  0.          0.        ]]",[-1.05626175  1.21761472],-1.28055,-0.254771001113,[-0.03441051  0.0197458 ],[ 0.09289308 -0.18625395]
8,"[ 1.07910027  1.12774532 -0.09402456  0.74404063 -0.46924062  0.61101307
 -0.83685374  0.90061978  1.35471758 -0.27475124  0.        ]","[[-0.04190468  0.35810808 -0.05112961  0.05803184]
 [-7.7266463   6.35182995  0.          0.        ]]",[ 1.05526221  0.03949737],-1.27689,-0.257119056679,[-0.03441051  0.0197458 ],[ 0.09372851 -0.17719434]
9,"[ 1.06366589  1.06245114 -0.26620615  0.93939829 -0.46923312  0.61100209
 -0.46698658  0.90441992  1.34443515 -0.34213702  0.        ]","[[-0.15521309  0.48543609 -0.05112961  0.05803184]
 [-3.6178474   6.38089772  0.          0.        ]]",[-0.34926574  0.29087034],-1.29572,-0.256785862808,[-0.03441051  0.0197458 ],[ 0.09473477 -0.17359078]
10,"[ 1.04039699  0.97153726 -0.39425129  1.13654666 -0.46922563  0.61099111
 -0.58495042  1.0392609   1.3208286  -0.362566    0.        ]","[[-0.24071929  0.62334655 -0.05112961  0.05803184]
 [-4.92841715  7.40671906  0.          0.        ]]",[ 0.74366594 -0.89980472],-1.3421,-0.253595814204,[-0.03441051  0.0197458 ],[ 0.09549171 -0.16856094]
