timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.20032822  2.12301518 -0.08363463  1.08606675 -0.89223582 -0.75721527
 -1.0078057   0.35606408  2.01303224  0.78375606  0.        ]","[[ 0.02130342  0.0956289  -0.10354194 -0.08790052]
 [-0.00382226  0.0032339   0.          0.        ]]",[ 1.12375366 -1.85011884],-2.93058,-0.329248943987,[-0.21192023 -0.35827959],[ 2.71054649 -1.55384529]
1,"[ 1.19808364  2.12713569 -0.02457576  0.96453412 -0.89223392 -0.75721385
 -0.87601444 -0.19325895  2.01185033  0.81616255  0.        ]","[[ 0.0609337   0.05594968 -0.10354194 -0.08790052]
 [ 3.9536675  -3.95795102  0.          0.        ]]",[ 2.0879948  -1.47978923],-2.70868,-0.330351625018,[-0.21192023 -0.35827959],[ 2.71842909 -1.39617932]
2,"[ 1.1786693   2.12661679  0.15005949  0.60191271 -0.89223202 -0.75721244
 -0.7468313  -0.73170172  2.00167299  0.91205172  0.        ]","[[ 0.17892806 -0.06216613 -0.10354194 -0.08790052]
 [ 7.83285077 -7.84068165  0.          0.        ]]",[ 2.72061323 -1.74885776],-2.63437,-0.332998930101,[-0.21192023 -0.35827959],[ 2.68716574 -1.32871342]
3,"[ 1.10566009  2.08400505  0.42917092  0.01146382 -0.89223011 -0.75721103
 -0.62020199 -1.25946726  1.96340106  1.06531149  0.        ]","[[  0.37373651  -0.25716444  -0.10354194  -0.08790052]
 [ 11.6353541  -11.64643465   0.           0.        ]]",[ 2.62134158 -1.23033146],-2.56755,-0.335253698354,[-0.21192023 -0.35827959],[ 2.61432457 -1.28666246]
4,"[ 0.92519074  1.94216608  0.77996077 -0.75358458 -0.89222821 -0.75720961
 -0.49606883 -1.77673451  1.86879029  1.25792131  0.        ]","[[  0.64384253  -0.52751913  -0.10354194  -0.08790052]
 [ 15.36290682 -15.37652229   0.           0.        ]]",[ 3.51067442 -0.74134402],-2.34194,-0.333978887597,[-0.21192023 -0.35827959],[ 2.49403    -1.21880341]
5,"[ 0.58229673  1.64940734  1.12977391 -1.5381235  -0.89222631 -0.7572082
 -0.37438221 -2.14163288  1.68803441  1.459154    0.        ]","[[  0.98776178  -0.86145272  -0.10354194  -0.08790052]
 [ 19.01699662 -18.00792081   0.           0.        ]]",[ 1.97284077 -1.72821472],-2.48584,-0.32555784307,[-0.21192023 -0.35827959],[ 2.31799436 -1.16681623]
6,"[ 0.05319105  1.17683513  1.35550093 -2.12978534 -0.89222441 -0.75720678
 -0.25505792 -2.64117671  1.40844608  1.6011004   0.        ]","[[  1.40405062  -1.25775748  -0.10354194  -0.08790052]
 [ 22.60015009 -21.6103462    0.           0.        ]]",[ 1.49498251 -1.68154873],-2.25296,-0.305697778137,[-0.21192023 -0.35827959],[ 2.13092089 -0.97300422]
7,"[-0.60858952  0.54113267  1.30022631 -2.24242304 -0.89222251 -0.75720537
 -0.13805446 -3.13063963  1.05902575  1.58820411  0.        ]","[[  1.89130332  -1.7253827   -0.10354194  -0.08790052]
 [ 26.11361263 -25.14021156   0.           0.        ]]",[ 0.26475888 -1.67932177],-2.01432,-0.270151373723,[-0.21192023 -0.35827959],[ 1.9843576  -0.63754565]
8,"[-1.20705724 -0.12520234  0.87109463 -1.57225133 -0.8922206  -0.75720395
 -0.12026559 -3.6102763   0.74647098  1.34351678  0.        ]","[[  2.41893646  -2.26289327  -0.10354194  -0.08790052]
 [ 26.6477852  -28.5993991    0.           0.        ]]",[ 1.85609507  0.02861347],-1.54158,-0.21934248301,[-0.21192023 -0.35827959],[ 1.92929184 -0.16349921]
9,"[-1.53437896 -0.55608151  0.11522121 -0.15469582 -0.8922187  -0.75720254
 -0.0059283  -3.51572671  0.57456437  0.92999731  0.        ]","[[  2.98634163  -2.82804275  -0.10354194  -0.08790052]
 [ 30.08118261 -27.91797584   0.           0.        ]]",[ 2.18595705 -0.68556713],-1.25554,-0.165595772538,[-0.21192023 -0.35827959],[ 1.90711641  0.1075964 ]
10,"[-1.39536524 -0.61585969 -0.80439334  1.10913755 -0.8922168  -0.75720113
  0.10613452 -0.40781255  0.60811846  0.5950999   0.        ]","[[  3.6217272   -3.24476805  -0.10354194  -0.08790052]
 [ 33.44628086  -5.50558085   0.           0.        ]]",[ 2.39319946  0.63205513],-0.862255,-0.142501255935,[-0.21192023 -0.35827959],[ 2.05491924  0.08814496]
11,"[-0.69647548 -0.61899824 -1.4957833   1.03196671 -0.8922149  -0.75719971
  0.21595178  0.99371763  0.59129147  0.7054424   0.        ]","[[  4.32374042  -3.2195426   -0.10354194  -0.08790052]
 [ 36.74394841   4.60141483   0.           0.        ]]",[ 2.17233906 -0.78990582],-0.96318,-0.148633701815,[-0.21192023 -0.35827959],[ 2.05833483 -0.24442369]
12,"[ 0.33344932 -0.62305708 -1.50135554  0.75235018 -0.89221299 -0.7571983
  0.32357963  0.90641657  0.46801782  0.7330822   0.        ]","[[  5.09104681  -3.12843724  -0.10354194  -0.08790052]
 [ 39.97587231   3.97186714   0.           0.        ]]",[ 0.78870371 -1.23944274],-0.910877,-0.138096296136,[-0.21192023 -0.35827959],[ 1.90419841 -0.34254783]
13,"[ 1.10791696 -0.61927901 -0.65373079  0.56177789 -0.89221109 -0.75719688
  0.40121213  0.67266126  0.41694496  0.62642875  0.        ]","[[  5.91395408  -3.06632788  -0.10354194  -0.08790052]
 [ 42.30707958   2.28617547   0.           0.        ]]",[ 3.00530282  0.12528862],-0.733615,-0.124009976333,[-0.21192023 -0.35827959],[ 1.83231628 -0.40432125]
14,"[ 1.02674538 -0.61234697  0.61045077  0.40819439 -0.89220919 -0.75719547
  0.5051688   0.73531141  0.49443861  0.52593598  0.        ]","[[  6.7914167   -3.01607217  -0.10354194  -0.08790052]
 [ 45.42876622   2.73797933   0.           0.        ]]",[ 1.43535283 -0.13957548],-1.06754,-0.124736757015,[-0.21192023 -0.35827959],[ 1.94634855 -0.62530822]
15,"[-0.00595559 -0.60234344  1.36486562  0.26033208 -0.89220729 -0.75719405
  0.60706375  0.65137444  0.63276293  0.57397416  0.        ]","[[  7.73069185  -2.96738676  -0.10354194  -0.08790052]
 [ 48.48854712   2.13268601   0.           0.        ]]",[ 2.34598687 -0.1258074 ],-1.17558,-0.143944525839,[-0.21192023 -0.35827959],[ 2.15352845 -0.73188066]
16,"[-1.23250149 -0.59251798  0.83889303  0.14802421 -0.89220538 -0.75719264
  0.70694096  0.57674785  0.65207724  0.7669107   0.        ]","[[  8.73055471  -2.93013359  -0.10354194  -0.08790052]
 [ 51.4877439    1.59453243   0.           0.        ]]",[ 2.89381031  0.02066112],-1.21984,-0.159900663074,[-0.21192023 -0.35827959],[ 2.16785669 -0.71853369]
17,"[-1.4602745  -0.58244633 -0.64788458  0.05100266 -0.89220348 -0.75719123
  0.80484074  0.5841111   0.4807139   0.88421079  0.        ]","[[  9.78980589  -2.89771126  -0.10354194  -0.08790052]
 [ 54.4275696    1.6476382    0.           0.        ]]",[ 2.18003267 -0.82998552],-1.11972,-0.152725011692,[-0.21192023 -0.35827959],[ 2.01107597 -0.53052491]
18,"[-0.29646944 -0.58254969 -1.60120566  0.05193865 -0.89220158 -0.75718981
  0.90080335  0.12434063  0.31732371  0.73536288  0.        ]","[[ 10.9072693   -2.89802526  -0.10354194  -0.08790052]
 [ 57.30923459  -1.66793208   0.           0.        ]]",[ 1.6193888  -1.42933568],-0.861917,-0.124264359928,[-0.21192023 -0.35827959],[ 1.7752949  -0.25868502]
19,"[ 1.04225151 -0.60313341 -0.81024719  0.27049879 -0.89219968 -0.7571884
  0.99487735 -0.41970247  0.38719981  0.55739507  0.        ]","[[ 12.08179729  -2.9707463   -0.10354194  -0.08790052]
 [ 60.13419921  -5.59122347   0.           0.        ]]",[ 0.79189472  0.34065916],-0.740208,-0.115337819049,[-0.21192023 -0.35827959],[ 1.74393046 -0.04507855]
20,"[ 0.84302449 -0.61679666  0.88774297  0.49750519 -0.89219778 -0.75718698
  1.05965855  0.23485792  0.50188557  0.54701134  0.        ]","[[ 13.30400002  -3.04532703  -0.10354194  -0.08790052]
 [ 62.07955697  -0.8709595    0.           0.        ]]",[ 1.91049386  0.20202037],-0.971228,-0.127064949467,[-0.21192023 -0.35827959],[ 2.00007629 -0.34556895]
21,"[-0.75593322 -0.61598926  1.23675823  0.47942388 -0.89219587 -0.75718557
  1.15058263  0.48100697  0.60528179  0.62947967  0.        ]","[[ 14.57298658  -3.03941201  -0.10354194  -0.08790052]
 [ 64.80995962   0.90410973   0.           0.        ]]",[ 2.7213164  -0.82326684],-1.1626,-0.144574246771,[-0.21192023 -0.35827959],[ 2.22480273 -0.52663857]
22,"[-1.52665789 -0.61353374 -0.39429726  0.42994643 -0.89219397 -0.75718416
  1.23970188  0.44760597  0.55156998  0.77973216  0.        ]","[[ 15.89603722  -3.02320683  -0.10354194  -0.08790052]
 [ 67.48618402   0.66324858   0.           0.        ]]",[ 2.15415945 -1.01598705],-1.11287,-0.150405527509,[-0.21192023 -0.35827959],[ 2.17490959 -0.30439621]
23,"[-0.18432603 -0.61184687 -1.60698122  0.39959736 -0.89219207 -0.75718274
  1.32705648  0.40458389  0.40251734  0.73636164  0.        ]","[[ 17.27208083  -3.01325156  -0.10354194  -0.08790052]
 [ 70.10943876   0.35300644   0.           0.        ]]",[ 2.28118885  1.27454479],-0.50627,-0.132062397749,[-0.21192023 -0.35827959],[ 1.89339173 -0.1685288 ]
24,"[ 1.18529779 -0.60212323 -0.33755677  0.25765365 -0.89219017 -0.75718133
  1.41268068  0.95315166  0.42373224  0.51582372  0.        ]","[[ 18.70006924  -2.96650258  -0.10354194  -0.08790052]
 [ 72.68075472   4.3089186    0.           0.        ]]",[ 1.620671   -1.42473577],-0.929039,-0.116087980694,[-0.21192023 -0.35827959],[ 1.8219167  -0.66376871]
25,"[ 0.15373647 -0.58977289  1.33294355  0.12019761 -0.89218827 -0.75717991
  1.49659513  0.39292492  0.65972608  0.55543655  0.        ]","[[ 20.17896754  -2.92086085  -0.10354194  -0.08790052]
 [ 75.20075483   0.26894975   0.           0.        ]]",[ 2.93994495  0.29585216],-1.04603,-0.145938017502,[-0.21192023 -0.35827959],[ 2.12983227 -0.66149276]
26,"[-1.49604668 -0.58441167  0.30163875  0.06893633 -0.89218636 -0.7571785
  1.57885959  0.55543779  0.60374462  0.84923446  0.        ]","[[ 21.7077701   -2.90372476  -0.10354194  -0.08790052]
 [ 77.6712352    1.44088668   0.           0.        ]]",[ 3.02964468 -0.73915793],-1.14348,-0.161479436183,[-0.21192023 -0.35827959],[ 2.16186523 -0.66486758]
27,"[-0.55065111 -0.58465951 -1.55037576  0.07123027 -0.89218446 -0.75717708
  1.65949348  0.1465353   0.33796749  0.7734458   0.        ]","[[ 23.28549015  -2.90449311  -0.10354194  -0.08790052]
 [ 80.0927816   -1.50783223   0.           0.        ]]",[ 2.34231373  0.00248378],-0.740544,-0.129681571301,[-0.21192023 -0.35827959],[ 1.86591959 -0.17324096]
28,"[ 1.16700789 -0.59366602 -0.44321727  0.16019758 -0.89218256 -0.75717567
  1.7385413   0.15292588  0.41395759  0.49359176  0.        ]","[[ 24.91116445  -2.93418659  -0.10354194  -0.08790052]
 [ 82.46673311  -1.46174648   0.           0.        ]]",[ 2.30258175  0.08149117],-0.739348,-0.113377979395,[-0.21192023 -0.35827959],[ 1.80608547 -0.26475158]
29,"[-0.01086208 -0.60048958  1.36551647  0.23749204 -0.89218066 -0.75717426
  1.81602192  0.20250704  0.63900929  0.57488257  0.        ]","[[ 26.58384601  -2.95983341  -0.10354194  -0.08790052]
 [ 84.7936577   -1.10420069   0.           0.        ]]",[ 1.8816447  -0.79638856],-1.16742,-0.144737137694,[-0.21192023 -0.35827959],[ 2.15640235 -0.50532067]
30,"[-1.55036586 -0.61184569 -0.15757424  0.3996913  -0.89217876 -0.75717284
  1.89196819 -0.09159185  0.56637065  0.77849429  0.        ]","[[ 28.30260315  -3.01328238  -0.10354194  -0.08790052]
 [ 87.07454476  -3.22503071   0.           0.        ]]",[ 1.27589664 -0.53649739],-1.01404,-0.151814563158,[-0.21192023 -0.35827959],[ 2.21968722 -0.07011619]
31,"[ 0.12697644 -0.61519476 -1.57060265  0.46278321 -0.89217685 -0.75717143
  1.96641062  0.38325334  0.40680733  0.71507977  0.        ]","[[  3.00665272e+01  -3.03396529e+00  -1.03541941e-01  -8.79005150e-02]
 [  8.93103124e+01   1.99210224e-01   0.00000000e+00   0.00000000e+00]]",[ 1.70898557 -1.06619355],-0.688452,-0.130577276613,[-0.21192023 -0.35827959],[ 1.89182961 -0.10599542]
32,"[ 1.05837188 -0.61374248  0.54516868  0.43406622 -0.89217495 -0.75717001
  2.03936883  0.43182179  0.48473598  0.53323779  0.        ]","[[  3.18747190e+01  -3.02455781e+00  -1.03541941e-01  -8.79005150e-02]
 [  9.15015519e+01   5.49454526e-01   0.00000000e+00   0.00000000e+00]]",[ 1.72280901 -0.33971782],-0.883274,-0.124156205347,[-0.21192023 -0.35827959],[ 1.93963957 -0.41549435]
33,"[-1.10237838 -0.61203471  0.98651343  0.40302618 -0.89217305 -0.7571686
  2.11088003  0.41470294  0.62228335  0.68288572  0.        ]","[[  3.37262999e+01  -3.01437755e+00  -1.03541941e-01  -8.79005150e-02]
 [  9.36493823e+01   4.26010247e-01   0.00000000e+00   0.00000000e+00]]",[ 3.21871599 -0.29564225],-0.977899,-0.150331812554,[-0.21192023 -0.35827959],[ 2.25418568 -0.47627175]
