timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.08944203  1.94267471 -0.21694976  0.97511077  1.49781154  0.15151796
 -0.89294133  0.39880918 -0.17040838 -0.21737756  0.        ]","[[ 0.03735975 -0.08184252  0.17248675  0.01743011]
 [-0.00434659  0.0039925   0.          0.        ]]",[ 0.80886588 -1.13070382],-2.74273,-0.0417053329965,[-0.7228651 -0.9157874],[ 0.490336   -1.10998654]
1,"[ 1.08702704  1.93706285 -0.1673268   0.86744703  1.49781018  0.15151791
 -0.80923015 -0.24547596 -0.1722797  -0.19512337  0.        ]","[[ 0.06939345 -0.12150376  0.17248675  0.01743011]
 [ 3.19705276 -3.95691078  0.          0.        ]]",[ 0.49906739 -0.90851187],-2.66716,-0.0405148815537,[-0.7228651 -0.9157874],[ 0.44356385 -0.63310599]
2,"[ 1.07402606  1.90872137 -0.0391942   0.56026624  1.49780883  0.15151787
 -0.75922426 -0.81799673 -0.18249582 -0.14963956  0.        ]","[[ 0.1525221  -0.23595651  0.17248675  0.01743011]
 [ 5.10944311 -7.47662575  0.          0.        ]]",[-0.01867208  0.52152985],-2.57855,-0.0377344391012,[-0.7228651 -0.9157874],[ 0.25387156 -0.19883789]
3,"[ 1.04547101  1.85638399  0.11334723  0.22851419  1.49780747  0.15151783
 -0.76381908 -0.45800063 -0.20293516 -0.08468945  0.        ]","[[ 0.25294768 -0.36328364  0.17248675  0.01743011]
 [ 4.93370804 -5.26346207  0.          0.        ]]",[-0.217738   -0.54559122],-2.64938,-0.0339638982288,[-0.7228651 -0.9157874],[-0.3273221  -0.53499961]
4,"[ 1.0086037   1.78389699  0.24540029 -0.08408985  1.49780611  0.15151779
 -0.78887349 -0.79238666 -0.23065351 -0.04228053  0.        ]","[[ 0.34200825 -0.48917858  0.17248675  0.01743011]
 [ 3.9755248  -7.31918422  0.          0.        ]]",[-0.82710832  0.16122064],-2.61965,-0.0305325321587,[-0.7228651 -0.9157874],[-0.40012628 -0.17330988]
5,"[ 0.98546776  1.68170383  0.31189498 -0.40439238  1.49780476  0.15151774
 -0.8764986  -0.66478284 -0.26250527 -0.09611467  0.        ]","[[ 0.38789636 -0.62769119  0.17248675  0.01743011]
 [ 0.62441337 -6.53471029  0.          0.        ]]",[-0.05768748  0.57764731],-2.56535,-0.0275386973516,[-0.7228651 -0.9157874],[-0.20741726 -0.03184566]
6,"[ 0.98002251  1.58836901  0.32632    -0.62998502  1.4978034   0.1515177
 -0.88281191 -0.27167894 -0.29257881 -0.1832101   0.        ]","[[ 0.39796182 -0.73413783  0.17248675  0.01743011]
 [ 0.38295309 -4.11800899  0.          0.        ]]",[ 0.05016476 -0.46051777],-2.59519,-0.0278940174325,[-0.7228651 -0.9157874],[-0.22687826 -0.16574104]
7,"[ 0.97471756  1.49016373  0.33999209 -0.82280904  1.49780204  0.15151766
 -0.87780676 -0.55503381 -0.32861023 -0.26176746  0.        ]","[[ 0.40754138 -0.83397602  0.17248675  0.01743011]
 [ 0.57435143 -5.86000273  0.          0.        ]]",[  1.87175002e-01  -6.72746276e-05],-2.54422,-0.0303603591853,[-0.7228651 -0.9157874],[ 0.06707183  0.33533445]
8,"[ 0.96396028  1.3643743   0.36666159 -1.02151357  1.49780069  0.15151761
 -0.85874202 -0.53624154 -0.37867082 -0.33523813  0.        ]","[[ 0.42634346 -0.95001697  0.17248675  0.01743011]
 [ 1.30343833 -5.74447389  0.          0.        ]]",[ 0.71895588 -0.3438464 ],-2.53721,-0.0340173159862,[-0.7228651 -0.9157874],[ 0.18625209  0.57907212]
9,"[ 0.93032012  1.21376397  0.44245165 -1.20521852  1.49779933  0.15151757
 -0.78502381 -0.73933011 -0.43757263 -0.35336934  0.        ]","[[ 0.4806981  -1.07743367  0.17248675  0.01743011]
 [ 4.12266974 -6.99301144  0.          0.        ]]",[ 0.36349877  1.15397227],-2.45529,-0.0337756555857,[-0.7228651 -0.9157874],[ 0.1274956   0.94624758]
10,"[ 0.86189341  1.08955128  0.57107116 -1.32091711  1.49779797  0.15151753
 -0.74957287 -0.07278098 -0.48195757 -0.27749265  0.        ]","[[ 0.57675386 -1.17617979  0.17248675  0.01743011]
 [ 5.47842649 -2.89524192  0.          0.        ]]",[-0.35941277  0.52258849],-2.52438,-0.025053762063,[-0.7228651 -0.9157874],[-0.51920462  0.21504125]
11,"[ 0.7841744   1.0421673   0.6896466  -1.35758319  1.49779662  0.15151748
 -0.78960672  0.27320442 -0.50034646 -0.15506015  0.        ]","[[ 0.67096102 -1.21274333  0.17248675  0.01743011]
 [ 3.94737706 -0.76821426  0.          0.        ]]",[-1.18274463 -0.35212892],-2.63564,-0.0119792582368,[-0.7228651 -0.9157874],[-0.91427642 -0.35383874]
12,"[ 0.74957732  1.00386622  0.73565968 -1.38440517  1.49779526  0.15151744
 -0.89510814  0.04904564 -0.51740598 -0.11879032  0.        ]","[[ 0.70942673 -1.24193405  0.17248675  0.01743011]
 [-0.08738582 -2.14628298  0.          0.        ]]",[-0.62825726  0.04307061],-2.59534,-0.00833967135117,[-0.7228651 -0.9157874],[-0.5931505   0.06570849]
13,"[ 0.7737402   0.94972145  0.70390567 -1.41818902  1.4977939   0.1515174
 -0.96007078  0.08379532 -0.53750865 -0.19715918  0.        ]","[[ 0.68275219 -1.28271626  0.17248675  0.01743011]
 [-2.57180563 -1.93265108  0.          0.        ]]",[-0.17561671  0.10624544],-2.56244,-0.0169495735324,[-0.7228651 -0.9157874],[-0.15860857  0.24950388]
14,"[ 0.82348272  0.9040114   0.63261551 -1.44306249  1.49779255  0.15151735
 -0.97691525  0.15847865 -0.56022633 -0.31665526  0.        ]","[[ 0.6248525  -1.31676266  0.17248675  0.01743011]
 [-3.2160177  -1.47351772  0.          0.        ]]",[ 0.2423338   1.57232884],-2.46686,-0.0298693285844,[-0.7228651 -0.9157874],[ 0.24156691  0.38411358]
15,"[ 0.86647032  0.9182185   0.56329006 -1.43568064  1.49779119  0.15151731
 -0.95019937  0.80726421 -0.56104048 -0.39295166  0.        ]","[[ 0.57078295 -1.30621445  0.17248675  0.01743011]
 [-2.1943277   2.51504297  0.          0.        ]]",[ 0.07345646 -0.68674239],-2.62831,-0.0378139567039,[-0.7228651 -0.9157874],[ 0.07337075 -0.59842128]
16,"[ 0.89641986  0.94841007  0.5097093  -1.41894413  1.49778983  0.15151727
 -0.94144593  0.35684261 -0.55413325 -0.43924018  0.        ]","[[ 0.53025502 -1.28369656  0.17248675  0.01743011]
 [-1.85958445 -0.25402643  0.          0.        ]]",[ 0.68155708 -0.47475346],-2.58009,-0.0425348950375,[-0.7228651 -0.9157874],[ 0.39947668  0.16849366]
17,"[ 0.90333366  0.91636182  0.49661198 -1.43666007  1.49778848  0.15151722
 -0.8699505   0.05178259 -0.57263418 -0.47227928  0.        ]","[[ 0.52049659 -1.30759388  0.17248675  0.01743011]
 [ 0.8746359  -2.12945229  0.          0.        ]]",[ 0.23230875  0.54832848],-2.54875,-0.0463241387415,[-0.7228651 -0.9157874],[ 0.44404945  0.65099323]
18,"[ 0.88425931  0.88886066  0.53205344 -1.45058261  1.49778712  0.15151718
 -0.84637782  0.41177221 -0.58036842 -0.44621352  0.        ]","[[ 0.54703415 -1.32797801  0.17248675  0.01743011]
 [ 1.77612231  0.08366613  0.          0.        ]]",[ 0.48806279 -0.04993635],-2.57027,-0.0437756320043,[-0.7228651 -0.9157874],[ 0.13461018  0.0527707 ]
19,"[ 0.8423996   0.88841225  0.60309217 -1.4507985   1.49778576  0.15151714
 -0.79679376  0.37927639 -0.57045587 -0.36202311  0.        ]","[[ 0.60158229 -1.32830918  0.17248675  0.01743011]
 [ 3.67237711 -0.11610848  0.          0.        ]]",[ 0.1805022  -0.98772967],-2.62481,-0.034816324358,[-0.7228651 -0.9157874],[-0.25922725 -0.06641757]
20,"[ 0.77487346  0.83194606  0.70236807 -1.47572308  1.49778441  0.15151709
 -0.77999236 -0.25653242 -0.58849306 -0.2714128   0.        ]","[[ 0.68147648 -1.36984944  0.17248675  0.01743011]
 [ 4.31490793 -4.02488559  0.          0.        ]]",[-0.19378047  0.77185792],-2.51871,-0.026243025041,[-0.7228651 -0.9157874],[-0.26740211  0.81684577]
21,"[ 0.70244331  0.76468718  0.79298933 -1.49920339  1.49778305  0.15151705
 -0.8022918   0.25360209 -0.61646198 -0.19306483  0.        ]","[[ 0.75921806 -1.41888091  0.17248675  0.01743011]
 [ 3.4620854  -0.88872013  0.          0.        ]]",[-0.94596721  0.23687777],-2.60036,-0.0206402075505,[-0.7228651 -0.9157874],[-0.64709347  0.04999161]
22,"[ 0.67181632  0.75341338  0.82734732 -1.50248943  1.4977817   0.15151701
 -0.90197378  0.40915905 -0.62223787 -0.15328544  0.        ]","[[ 0.79021079 -1.4270601   0.17248675  0.01743011]
 [-0.35011991  0.06760133  0.          0.        ]]",[-0.89610792 -0.39353928],-2.65429,-0.0180605096696,[-0.7228651 -0.9157874],[-0.54075253 -0.14367585]
23,"[ 0.71357477  0.73368742  0.77995733 -1.50779733  1.49778034  0.15151696
 -0.9945117   0.15559254 -0.63020246 -0.22844198  0.        ]","[[ 0.74770072 -1.44134865  0.17248675  0.01743011]
 [-3.88911443 -1.49125395  0.          0.        ]]",[-0.67055369  0.09547061],-2.60553,-0.0245564962201,[-0.7228651 -0.9157874],[ 0.10240372  0.49635336]
24,"[ 0.80739145  0.69807654  0.65661693 -1.51596276  1.49777898  0.15151692
 -1.06189074  0.22198653 -0.65800513 -0.40080271  0.        ]","[[ 0.64406431 -1.46707856  0.17248675  0.01743011]
 [-6.46594896 -1.08308211  0.          0.        ]]",[ 0.50691169  0.26845581],-2.57822,-0.0419601103163,[-0.7228651 -0.9157874],[ 0.83420205  0.75230336]
