timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.10260633  1.97785422 -0.3176606   1.14724339 -1.41665038 -0.8552033
 -0.91375451  0.39720373  2.7760148   0.79470361  0.        ]","[[-0.03665468 -0.00379579 -0.16303308 -0.09859702]
 [ 0.00037908 -0.00050244  0.          0.        ]]",[ 4.71031183 -1.63421048],-5.37096,-0.383697565087,[-0.64271164 -0.84724706],[ 5.21595049 -2.11588812]
1,"[ 1.10354801  1.97654122 -0.25656088  1.03756317 -1.41664906 -0.85520284
 -0.80991926 -0.23688941  2.77658696  0.83146198  0.        ]","[[  3.05877560e-03  -4.35490223e-02  -1.63033084e-01  -9.85970219e-02]
 [  3.95778520e+00  -3.96161387e+00   0.00000000e+00   0.00000000e+00]]",[ 5.51305799 -1.03648038],-5.113,-0.384716267818,[-0.64271164 -0.84724706],[ 5.40086651 -1.86813045]
2,"[ 1.09320044  1.95968762 -0.07531731  0.71327326 -1.41664775 -0.85520239
 -0.70813813 -0.85842045  2.77019688  0.9405531   0.        ]","[[ 0.12113482 -0.16173722 -0.16303308 -0.09859702]
 [ 7.83690641 -7.84425252  0.          0.        ]]",[ 5.68489503 -1.95377156],-5.24131,-0.387067992909,[-0.64271164 -0.84724706],[ 5.54816818 -1.78934801]
3,"[ 1.03358504  1.89016571  0.21698552  0.19370994 -1.41664644 -0.85520193
 -0.60836797 -1.46762228  2.73342626  1.11649323  0.        ]","[[  0.31602407  -0.35680574  -0.16303308  -0.09859702]
 [ 11.63938649 -11.64987772   0.           0.        ]]",[ 5.52743262 -1.10222317],-5.10441,-0.388701821421,[-0.64271164 -0.84724706],[ 5.64422417 -1.79926443]
4,"[ 0.86766093  1.71284278  0.59002667 -0.46211129 -1.41664512 -0.85520147
 -0.51056314 -2.06470218  2.63110372  1.34102491  0.        ]","[[  0.58621091  -0.62722762  -0.16303308  -0.09859702]
 [ 15.36696462 -15.37979187   0.           0.        ]]",[ 6.01558679 -1.38237487],-4.96179,-0.386307088255,[-0.64271164 -0.84724706],[ 5.68850183 -1.71364331]
5,"[ 0.53509282  1.37090146  0.97248782 -1.12127492 -1.41664381 -0.85520102
 -0.41467556 -2.64984256  2.42602701  1.57119996  0.        ]","[[  0.93021552  -0.97150035  -0.16303308  -0.09859702]
 [ 19.0214722  -19.03514488   0.           0.        ]]",[ 5.91491437 -1.51558139],-4.64699,-0.375566478155,[-0.64271164 -0.84724706],[ 5.71594858 -1.36313379]
6,"[ 0.00478882  0.83846016  1.23904826 -1.55633339 -1.41664249 -0.85520056
 -0.32065786 -3.22322013  2.09902579  1.73154633  0.        ]","[[  1.34659477  -1.38814374  -0.16303308  -0.09859702]
 [ 22.60471524 -22.61705322   0.           0.        ]]",[ 5.546073   -1.04672115],-4.16083,-0.35186434115,[-0.64271164 -0.84724706],[ 5.79986954 -0.87326002]
7,"[-0.67685136  0.16759959  1.22459046 -1.47494056 -1.41664118 -0.8552001
 -0.22847066 -3.78505109  1.67871116  1.7226222   0.        ]","[[  1.83393919  -1.8757018   -0.16303308  -0.09859702]
 [ 26.11819345 -26.12688222   0.           0.        ]]",[  6.17955335e+00   4.35469790e-03],-3.46012,-0.311908664627,[-0.64271164 -0.84724706],[ 5.81973314 -0.5228073 ]
8,"[-1.34242389 -0.43434448  0.78848105 -0.72103501 -1.41663986 -0.85519965
 -0.13809866 -3.6990568   1.2691435   1.50039116  0.        ]","[[  2.39086009  -2.39285072  -0.16303308  -0.09859702]
 [ 29.56249001 -25.58978458   0.           0.        ]]",[ 6.04434942 -0.21376162],-3.18517,-0.260230236046,[-0.64271164 -0.84724706],[ 5.96921062 -0.12277813]
9,"[-1.71108974 -0.76891423 -0.06848514  0.51895051 -1.41663855 -0.85519919
 -0.04952488 -3.75311053  1.03623821  1.0959623   0.        ]","[[  3.01598195  -2.90803327  -0.16303308  -0.09859702]
 [ 32.93825192 -25.92756615   0.           0.        ]]",[ 6.24082149  1.16882093],-2.64543,-0.212402554818,[-0.64271164 -0.84724706],[ 6.20786381  1.03956091]
10,"[-1.50161612 -0.80667619 -1.08694373  1.17861174 -1.41663724 -0.85519873
  0.03728622  0.14886042  1.03092904  0.90328636  0.        ]","[[  3.707946    -3.14916204  -0.16303308  -0.09859702]
 [ 36.24683412  -1.55194303   0.           0.        ]]",[ 3.27676348 -0.01588527],-2.84525,-0.200561684116,[-0.64271164 -0.84724706],[ 4.6181674   0.41581365]
11,"[-0.6547476  -0.80642044 -1.75340563  1.10088596 -1.41663592 -0.85519828
  0.12234864  0.83423597  0.95243508  0.96413324  0.        ]","[[  4.46541085  -3.12099891  -0.16303308  -0.09859702]
 [ 39.48876973   2.72960127   0.           0.        ]]",[ 3.97924172 -0.35405638],-2.20918,-0.196420134492,[-0.64271164 -0.84724706],[ 4.28915358  0.09991831]
12,"[ 0.45866381 -0.80307682 -1.55291211  0.95831817 -1.41663461 -0.85519782
  0.20572025  0.74870975  0.84405839  0.90572446  0.        ]","[[  5.28706728  -3.06928191  -0.16303308  -0.09859702]
 [ 42.66626469   2.19532119   0.           0.        ]]",[ 4.4247337 -0.1904765],-1.78804,-0.182580579719,[-0.64271164 -0.84724706],[ 4.20855474  0.24037811]
13,"[ 1.09477451 -0.79856952 -0.43255854  0.85961163 -1.41663329 -0.85519736
  0.28744048  0.62116782  0.85529835  0.77009238  0.        ]","[[  6.17164194  -3.03337025  -0.16303308  -0.09859702]
 [ 45.78082205   1.3985685    0.           0.        ]]",[ 3.54601343  0.41528265],-2.10768,-0.1759082394,[-0.64271164 -0.84724706],[ 4.075418    0.22322664]
14,"[ 0.63927502 -0.79057156  0.87915653  0.73865248 -1.41663198 -0.85519691
  0.36754405  0.880177    1.00462407  0.70599434  0.        ]","[[  7.1178898   -2.98916561  -0.16303308  -0.09859702]
 [ 48.83376467   3.01660138   0.           0.        ]]",[ 4.54024571 -0.30683559],-2.76894,-0.187871598802,[-0.64271164 -0.84724706],[ 4.34023285 -0.51174343]
15,"[-0.68702025 -0.77896394  1.2215623   0.60942616 -1.41663067 -0.85519645
  0.44605663  0.67646523  1.14946356  0.8543203   0.        ]","[[  8.12458782  -2.94160308  -0.16303308  -0.09859702]
 [ 51.82607146   1.74401633   0.           0.        ]]",[ 5.06478793 -1.19397295],-3.18335,-0.209892269835,[-0.64271164 -0.84724706],[ 4.74018717 -0.56410623]
16,"[-1.68363503 -0.78037475  0.09589929  0.6234125  -1.41662935 -0.85519599
  0.52301739  0.0375181   1.05799503  1.04494296  0.        ]","[[  9.19053801  -2.94677113  -0.16303308  -0.09859702]
 [ 54.75923563  -2.24748417   0.           0.        ]]",[ 4.45109099  0.81271608],-2.67345,-0.211336786893,[-0.64271164 -0.84724706],[ 4.76159716 -0.11587471]
