timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.25140506 -0.46497652],"[[ 0.04052379  0.0485507  -0.19058778  0.0082219 ]
 [-0.00292452 -0.00197004  0.          0.        ]]",[ 4.08631772 -1.76738969],"[ 1.25997541  2.53861305 -0.06083662  1.28282471 -1.69032209  0.06797364
 -1.31847251  0.39816513  2.84929672 -0.03171304  0.        ]",-3.43081,-0.400108985085,[ 4.12167168 -1.33816504]
1,[-0.25140506 -0.46497652],"[[ 0.08017183  0.00876841 -0.19058778  0.0082219 ]
 [ 3.95454615 -3.96305323  0.          0.        ]]",[ 4.28364409 -0.29069833],"[  1.25667121e+00   2.54032290e+00  -2.53403546e-03   1.11706895e+00
  -1.69031264e+00   6.79735408e-02  -1.20472069e+00  -1.51702164e-01
   2.84744377e+00   2.60337535e-03   0.00000000e+00]",-3.1581,-0.39994609584,[ 4.08613873 -1.14105511]
2,[-0.25140506 -0.46497652],"[[ 0.19817268 -0.08126936 -0.19058778  0.0082219 ]
 [ 7.83262936 -5.03713478  0.          0.        ]]",[ 5.1264547  -0.60626936],"[ 1.23409108  2.53532403  0.16953369  0.74212124 -1.6903032   0.06797344
 -1.09325154 -0.30080318  2.83249917  0.13093218  0.        ]",-3.06627,-0.39862118982,[ 4.0765934  -1.20916605]
3,[-0.25140506 -0.46497652],"[[  3.92970814e-01  -2.05111581e-01  -1.90587783e-01   8.22190146e-03]
 [  1.16345396e+01  -7.33939121e+00   0.00000000e+00   0.00000000e+00]]",[ 3.85182338 -1.10342448],"[ 1.15591083  2.50838127  0.44364716  0.23149827 -1.69029375  0.06797334
 -0.98397249 -0.6203962   2.78014573  0.36011168  0.        ]",-3.29736,-0.394292646028,[ 4.0294857  -1.21701908]
4,[-0.25140506 -0.46497652],"[[  6.63060056e-01  -3.90181716e-01  -1.90587783e-01   8.22190146e-03]
 [  1.53620185e+01  -1.11548494e+01   0.00000000e+00   0.00000000e+00]]",[ 5.33195432 -2.19114732],"[ 0.96870279  2.42575768  0.78632753 -0.50498703 -1.6902843   0.06797324
 -0.87683334 -1.15004648  2.6601881   0.64191543  0.        ]",-3.03898,-0.384392314983,[ 3.89397812 -1.2452904 ]
5,[-0.25140506 -0.46497652],"[[  1.00696288e+00  -6.50798639e-01  -1.90587783e-01   8.22190146e-03]
 [  1.90162004e+01  -1.48942647e+01   0.00000000e+00   0.00000000e+00]]",[ 3.83064284 -1.37928755],"[ 0.61863849  2.22877564  1.12471055 -1.44482861 -1.69027485  0.06797314
 -0.77180134 -1.6691351   2.44475838  0.91775442  0.        ]",-2.97079,-0.365573121007,[ 3.68550181 -1.31068218]
6,[-0.25140506 -0.46497652],"[[  1.42323172e+00  -9.85452762e-01  -1.90587783e-01   8.22190146e-03]
 [  2.25989279e+01  -1.85587483e+01   0.00000000e+00   0.00000000e+00]]",[ 3.9626128  -1.34272959],"[ 0.08405315  1.85825674  1.33673998 -2.39396756 -1.6902654   0.06797305
 -0.66882345 -2.17781159  2.12233903  1.11515097  0.        ]",-2.56032,-0.334414561538,[ 3.45240855 -1.28948045]
7,[-0.25140506 -0.46497652],"[[  1.91045559e+00  -1.39265641e+00  -1.90587783e-01   8.22190146e-03]
 [  2.61119821e+01  -2.21494184e+01   0.00000000e+00   0.00000000e+00]]",[ 4.14821872 -0.72419796],"[-0.57858234  1.28631634  1.26857529 -3.02191027 -1.69025595  0.06797295
 -0.56784837 -2.67622524  1.72464726  1.14291348  0.        ]",-1.99831,-0.2892717089,[ 3.20995378 -1.03105712]
8,[-0.25140506 -0.46497652],"[[  2.46725399e+00  -1.85998984e+00  -1.90587783e-01   8.22190146e-03]
 [  2.95565744e+01  -2.45756551e+01   0.00000000e+00   0.00000000e+00]]",[ 3.07249472  0.27635487],"[-1.19672457  0.5816525   0.79935072 -2.91473903 -1.69024651  0.06797285
 -0.46884122 -3.01298062  1.34241712  0.93804954  0.        ]",-1.66029,-0.234131579154,[ 3.02835798 -0.40785366]
9,[-0.25140506 -0.46497652],"[[  3.09226501e+00  -2.33560837e+00  -1.90587783e-01   8.22190146e-03]
 [  3.29333264e+01  -2.29914662e+01   0.00000000e+00   0.00000000e+00]]",[ 2.67422872 -0.39591496],"[-1.49707836 -0.03895254 -0.04789642 -1.92698706 -1.69023706  0.06797275
 -0.37178408 -2.7930375   1.09712439  0.54827259  0.        ]",-1.40599,-0.185346326292,[ 2.86391473  0.11571977]
