timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.18639172  2.07568079 -0.22135501  0.88660636  1.14211558 -0.66130768
 -0.99174999  0.35039876  0.30673592  0.48608651  0.        ]","[[-0.06958816  0.03854544  0.1338451  -0.07794984]
 [ 0.00484145 -0.00446554  0.          0.        ]]",[ 0.54244115 -1.58068898],-1.38435,-0.101597801488,[-0.18364149 -0.32919648],[ 0.36045623 -1.51807594]
1,"[ 1.1881362   2.07667319 -0.1890443   0.76702298  1.14211203 -0.6613064
 -0.91633083 -0.19977113  0.30707169  0.48739479  0.        ]","[[ -4.79470838e-02  -1.27920589e-03   1.33845098e-01  -7.79498369e-02]
 [  2.15211124e+00  -3.96479719e+00   0.00000000e+00   0.00000000e+00]]",[ 0.78171561 -2.42423284],-1.39267,-0.101740390786,[-0.18364149 -0.32919648],[ 0.36038294 -1.34012604]
2,"[ 1.18925855  2.06697375 -0.07891246  0.41272676  1.14210849 -0.66130512
 -0.80916014 -0.73909615  0.3051439   0.50739455  0.        ]","[[ 0.02570989 -0.11952731  0.1338451  -0.07794984]
 [ 5.20342363 -7.84706748  0.          0.        ]]",[ 0.59087172 -1.2185124 ],-1.22745,-0.103204952069,[-0.18364149 -0.32919648],[ 0.35058215 -1.17094946]
3,"[ 1.17380561  2.00999928  0.10941512 -0.1586372   1.14210494 -0.66130384
 -0.73062526 -1.26769093  0.29016359  0.54874515  0.        ]","[[  0.15221279  -0.31464612   0.1338451   -0.07794984]
 [  7.4394243  -11.65211619   0.           0.        ]]",[-0.29924753 -1.706088  ],-1.24113,-0.10527726981,[-0.18364149 -0.32919648],[ 0.3244032  -0.99674594]
4,"[ 1.13318592  1.85082271  0.30696465 -0.88786751  1.1421014  -0.66130256
 -0.77732349 -1.78562169  0.24469999  0.53873097  0.        ]","[[  0.28766122  -0.58509594   0.1338451   -0.07794984]
 [  6.10978635 -15.38044489   0.           0.        ]]",[ 1.25138682 -0.93887306],-1.03918,-0.100034006384,[-0.18364149 -0.32919648],[ 0.31376538 -0.79349017]
5,"[ 1.05375187  1.53398218  0.53096274 -1.63126952  1.14209786 -0.66130128
 -0.64257342 -2.25989133  0.14921087  0.51080104  0.        ]","[[  0.44834969  -0.92696053   0.1338451   -0.07794984]
 [  9.94634883 -18.79455618   0.           0.        ]]",[ 0.23463807 -0.40419617],-0.961901,-0.0888590378796,[-0.18364149 -0.32919648],[ 0.27937779 -0.55495274]
6,"[ 0.90535159  1.06234962  0.7932658  -2.13495     1.14209431 -0.6613
 -0.6168605  -2.43048059 -0.00557659  0.51653809  0.        ]","[[  0.65462159  -1.31517428   0.1338451   -0.07794984]
 [ 10.67841241 -20.02269354   0.           0.        ]]",[-0.74669753 -1.88123877],-0.961572,-0.0783343950001,[-0.18364149 -0.32919648],[ 0.20909826 -0.39382607]
7,"[ 0.73594266  0.47530421  0.99277247 -2.18369321  1.14209077 -0.66129872
 -0.72805919 -2.92530459 -0.23592246  0.4651737   0.        ]","[[  0.83642681  -1.75136845   0.1338451   -0.07794984]
 [  7.51233147 -23.58494357   0.           0.        ]]",[ 1.08387285 -0.40338724],-0.815195,-0.0650004032786,[-0.18364149 -0.32919648],[ 0.2465201  -0.16243303]
8,"[ 0.52833973 -0.11708207  1.16088385 -1.5951125   1.14208723 -0.66129744
 -0.59427036 -3.08227662 -0.54664939  0.4288684   0.        ]","[[  1.02489004  -2.2344088    0.1338451   -0.07794984]
 [ 11.32152099 -24.71522825   0.           0.        ]]",[ 0.49658433  0.0246188 ],-0.824381,-0.0742622077599,[-0.18364149 -0.32919648],[ 0.26563406 -0.07362467]
9,"[ 0.22330139 -0.52111049  1.31057164 -0.45041429  1.14208368 -0.66129616
 -0.53309254 -3.00066875 -0.89289247  0.45847755  0.        ]","[[  1.26879582  -2.72282201   0.1338451   -0.07794984]
 [ 13.06334115 -24.12805416   0.           0.        ]]",[-1.05847217  1.22975186],-0.992662,-0.11158607728,[-0.18364149 -0.32919648],[ 0.24674194 -0.0387139 ]
10,"[-0.07171719 -0.63775564  1.37309887  0.67739373  1.14208014 -0.66129488
 -0.68120756 -0.77326911 -1.1396445   0.48626369  0.        ]","[[ 1.4877479  -3.11046116  0.1338451  -0.07794984]
 [ 8.84619661 -8.09366242  0.          0.        ]]",[-0.03087799 -0.34219856],-1.12642,-0.142698495185,[-0.18364149 -0.32919648],[ 0.02009323 -0.34744567]
11,"[-0.31068037 -0.63841184  1.37207379  0.76865566  1.14207659 -0.6612936
 -0.69163479  0.62701481 -1.19510788  0.48905471  0.        ]","[[ 1.66169414 -3.14085294  0.1338451  -0.07794984]
 [ 8.54927522  1.98657827  0.          0.        ]]",[-0.58367464 -0.3305194 ],-1.17064,-0.149705527099,[-0.18364149 -0.32919648],[-0.0976482  -0.63885701]
12,"[-0.50877446 -0.63655478  1.33643576  0.6138682   1.14207305 -0.66129232
 -0.77874286  0.70662651 -1.14238904  0.50316647  0.        ]","[[ 1.80779557 -3.0892921   0.1338451  -0.07794984]
 [ 6.06910428  2.55968932  0.          0.        ]]",[ 1.4726065   0.11270018],-1.09416,-0.144035006192,[-0.18364149 -0.32919648],[-0.10175911 -0.71023154]
13,"[-0.71754365 -0.6305785   1.26197378  0.44873525  1.14206951 -0.66129104
 -0.64390101  0.76160222 -1.09424618  0.53699876  0.        ]","[[ 1.96769717 -3.03412752  0.1338451  -0.07794984]
 [ 9.9082567   2.95545432  0.          0.        ]]",[ 1.49117103 -1.11934415],-1.09393,-0.14035719549,[-0.18364149 -0.32919648],[-0.11671355 -0.77038133]
14,"[-0.99933157 -0.62562543  1.08862538  0.35967792  1.14206596 -0.66128976
 -0.51173339  0.42824895 -1.07261955  0.5841268   0.        ]","[[  2.20361764  -3.00425097   0.1338451   -0.07794984]
 [ 13.67127617   0.55575202   0.           0.        ]]",[-0.01183198 -2.16128746],-1.1455,-0.141011086033,[-0.18364149 -0.32919648],[-0.09831208 -0.71850872]
15,"[-1.26590955 -0.62487831  0.80871268  0.34790838  1.14206242 -0.66128848
 -0.52288452  0.34626615 -1.079347    0.6237391   0.        ]","[[  2.47385734  -3.00029407   0.1338451   -0.07794984]
 [ 13.35375852  -0.03441246   0.           0.        ]]",[-1.74587801 -0.9762411 ],-1.15193,-0.144592841917,[-0.18364149 -0.32919648],[-0.0762873  -0.71173006]
16,"[-1.42852902 -0.62515599  0.52375918  0.35226779  1.14205888 -0.6612872
 -0.67122863  0.34137274 -1.09326177  0.65116607  0.        ]","[[ 2.69855527 -3.0017602   0.1338451  -0.07794984]
 [ 9.1301122  -0.06963483  0.          0.        ]]",[ 0.59216995 -1.42868371],-1.09691,-0.148156485071,[-0.18364149 -0.32919648],[-0.04636651 -0.71477246]
17,"[-1.52231446 -0.6253629   0.23626617  0.35555121  1.14205533 -0.66128592
 -0.59522816  0.34533182 -1.11012895  0.67252531  0.        ]","[[  2.90286793  -3.0028643    0.1338451   -0.07794984]
 [ 11.2939424   -0.04113097   0.           0.        ]]",[ 1.23325092 -1.59035946],-1.10754,-0.151616373233,[-0.18364149 -0.32919648],[-0.02572238 -0.69526815]
18,"[-1.56089919 -0.62547457 -0.15423839  0.35734254  1.14205179 -0.66128464
 -0.46401933  0.34814797 -1.13675085  0.69434991  0.        ]","[[  3.16622838  -3.00346667   0.1338451   -0.07794984]
 [ 15.0296532   -0.02085471   0.           0.        ]]",[-0.45226209 -2.00981706],-1.16846,-0.156202050202,[-0.18364149 -0.32919648],[ 0.00590745 -0.65948915]
19,"[-1.49812375 -0.62552831 -0.56549275  0.35821687  1.14204825 -0.66128336
 -0.53736053  0.34968433 -1.16947197  0.70844655  0.        ]","[[  3.44587016e+00  -3.00376076e+00   1.33845098e-01  -7.79498369e-02]
 [  1.29414837e+01  -9.79117314e-03   0.00000000e+00   0.00000000e+00]]",[ 2.39829488 -1.22330111],-1.24177,-0.160904496881,[-0.18364149 -0.32919648],[ 0.05278319 -0.63375783]
20,"[-1.32084818 -0.62555229 -0.96221387  0.35861778  1.1420447  -0.66128208
 -0.40729712  0.35043544 -1.20645047  0.7118221   0.        ]","[[  3.74185418e+00  -3.00389570e+00   1.33845098e-01  -7.79498369e-02]
 [  1.66445782e+01  -4.38035574e-03   0.00000000e+00   0.00000000e+00]]",[-0.34424947  0.9724163 ],-1.15945,-0.165330736358,[-0.18364149 -0.32919648],[ 0.08612174 -0.58113933]
21,"[-1.02328349 -0.61737146 -1.30384078  0.24427717  1.14204116 -0.6612808
 -0.46673686  0.88533255 -1.271839    0.71832266  0.        ]","[[  4.05776588  -2.96534957   0.1338451   -0.07794984]
 [ 14.95221415   3.84616245   0.           0.        ]]",[ 2.15055043 -0.9338434 ],-1.34961,-0.173294507895,[-0.18364149 -0.32919648],[ 0.09314898 -0.6308738 ]
22,"[-0.61694418 -0.60705525 -1.53764096  0.12920103  1.14203762 -0.66127952
 -0.33807946  0.36115139 -1.34168767  0.68697804  0.        ]","[[  4.39356266  -2.92628614   0.1338451   -0.07794984]
 [ 18.61527336   0.07278017   0.           0.        ]]",[ 0.32448612 -0.10088219],-1.26624,-0.179443807264,[-0.18364149 -0.32919648],[ 0.15171421 -0.51562285]
23,"[-0.09963601 -0.60779313 -1.61007076  0.13672299  1.14203407 -0.66127824
 -0.30589942  0.30551255 -1.36803174  0.61897173  0.        ]","[[  4.77506065  -2.92884913   0.1338451   -0.07794984]
 [ 19.53147458  -0.32773952   0.           0.        ]]",[ 0.5851411 -1.150185 ],-1.34242,-0.178497002636,[-0.18364149 -0.32919648],[ 0.19199488 -0.43649703]
