timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.21314951  2.19394604 -0.14666396  0.61731028  1.51591619 -1.61852059
 -1.08192487  0.38534877 -0.00892282  1.39606024  0.        ]","[[-0.01148098 -0.08794796  0.17618854 -0.18772551]
 [-0.00436122 -0.00072414  0.          0.        ]]",[-0.99556484 -1.65189374],-2.21216,-0.178779640232,[-0.28700632 -0.52009672],[-1.21581519 -1.80562174]
1,"[ 1.21144199  2.18795527 -0.20554512  0.48490089  1.51591288 -1.61851672
 -1.19693041 -0.18282262 -0.01889964  1.29034422  0.        ]","[[-0.05106651 -0.12767479  0.17618854 -0.18772551]
 [-3.94109518 -3.95877217  0.          0.        ]]",[-0.32762311 -1.65647976],-2.09407,-0.166165798143,[-0.28700632 -0.52009672],[-0.91075969 -1.32651627]
2,"[ 1.19934829  2.15727632 -0.34034262  0.09601957  1.51590958 -1.61851284
 -1.2324723  -0.73989453 -0.07354085  1.02911878  0.        ]","[[-0.14209541 -0.24578685  0.17618854 -0.18772551]
 [-5.15777355 -7.83949984  0.          0.        ]]",[-0.03772757 -0.63954618],-1.91441,-0.134240632485,[-0.28700632 -0.52009672],[-0.37966385 -0.76605189]
3,"[ 1.171844    2.07399931 -0.49160267 -0.47494301  1.51590627 -1.61850896
 -1.23383129 -1.08111901 -0.20647185  0.71796958  0.        ]","[[ -0.24571786  -0.42642688   0.17618854  -0.18772551]
 [ -5.20436263 -10.21657741   0.           0.        ]]",[ 1.05188499 -1.37695891],-1.7351,-0.0951571021012,[-0.28700632 -0.52009672],[ 0.16241667 -0.23972806]
4,"[ 1.14793939  1.89809691 -0.58226869 -1.16615165  1.51590296 -1.61850508
 -1.11522367 -1.62067729 -0.40352162  0.47608246  0.        ]","[[ -0.30907053  -0.66847129   0.17618854  -0.18772551]
 [ -1.14444722 -13.97532128   0.           0.        ]]",[ 0.91078346  1.39796806],-1.56263,-0.0688992892541,[-0.28700632 -0.52009672],[ 0.64729011  0.40786168]
5,"[ 1.15346557  1.66371263 -0.56312588 -1.72583655  1.51589965 -1.61850121
 -1.0093422  -1.01273343 -0.56341048  0.39145049  0.        ]","[[-0.29559723 -0.90548581  0.17618854 -0.18772551]
 [ 2.47985957 -9.74021593  0.          0.        ]]",[-1.00801421  0.34898702],-1.43375,-0.0692951867864,[-0.28700632 -0.52009672],[ 0.57977998  0.24087718]
6,"[ 1.15717888  1.45387331 -0.54972334 -2.0521613   1.51589634 -1.61849733
 -1.12638413 -0.78652299 -0.69526275  0.35507109  0.        ]","[[-0.28619717 -1.08447891  0.17618854 -0.18772551]
 [-1.52657698 -8.16437366  0.          0.        ]]",[-0.66592632 -0.6207359 ],-1.44438,-0.0779821708927,[-0.28700632 -0.52009672],[ 0.64977175  0.20191124]
7,"[ 1.13302378  1.21335002 -0.62990796 -2.29111971  1.51589303 -1.61849345
 -1.20247857 -1.11603982 -0.90743311  0.29223392  0.        ]","[[ -0.34286222  -1.27079802   0.17618854  -0.18772551]
 [ -4.13137886 -10.45989534   0.           0.        ]]",[ 1.25757024  0.56064945],-1.59617,-0.0973384896881,[-0.28700632 -0.52009672],[ 0.98131752  0.59348869]
8,"[ 1.11236697  0.96054628 -0.68847722 -2.41864841  1.51588972 -1.61848957
 -1.08451324 -0.76776462 -1.10299593  0.29174847  0.        ]","[[-0.38497755 -1.45565343  0.17618854 -0.18772551]
 [-0.09344337 -8.03371422  0.          0.        ]]",[ 1.08593747  1.3093873 ],-1.70074,-0.121164775876,[-0.28700632 -0.52009672],[ 0.87212944  0.46424821]
9,"[ 1.13103138  0.79385263 -0.63588452 -2.44080733  1.51588641 -1.6184857
 -0.96886783 -0.17664065 -1.15676936  0.34443095  0.        ]","[[-0.34713033 -1.57501138  0.17618854 -0.18772551]
 [ 3.86509223 -3.91577399  0.          0.        ]]",[ 0.49484277  0.37235519],-1.71339,-0.130177913106,[-0.28700632 -0.52009672],[ 0.53683782  0.04905143]
10,"[ 1.17006022  0.70610365 -0.49914422 -2.43331231  1.5158831  -1.61848182
 -0.91389302  0.04610242 -1.10952498  0.41144139  0.        ]","[[-0.25094832 -1.63775841  0.17618854 -0.18772551]
 [ 5.74685874 -2.36408196  0.          0.        ]]",[ 0.08740003  0.59541054],-1.65702,-0.12782927854,[-0.28700632 -0.52009672],[ 0.32157135 -0.16762799]
11,"[ 1.20092526  0.67379461 -0.32793873 -2.42721014  1.5158798  -1.61847794
 -0.90711825  0.39126432 -1.01807672  0.48479484  0.        ]","[[-0.13368465 -1.66091497  0.17618854 -0.18772551]
 [ 5.97872368  0.04041493  0.          0.        ]]",[-0.61126254 -1.01551307],-1.59228,-0.121692783293,[-0.28700632 -0.52009672],[ 0.03587262 -0.52143562]
12,"[ 1.21213997  0.61964965 -0.18843721 -2.41292942  1.51587649 -1.61847407
 -0.9812299  -0.17717577 -0.96735592  0.55357032  0.        ]","[[-0.0395637  -1.69983754  0.17618854 -0.18772551]
 [ 3.44181612 -3.91949708  0.          0.        ]]",[ 0.35463614  0.11407977],-1.60036,-0.12102504933,[-0.28700632 -0.52009672],[ 0.25284147 -0.06831396]
13,"[ 1.21196193  0.51878997 -0.0660823  -2.37254409  1.51587318 -1.61847019
 -0.94221377 -0.10120983 -0.96003846  0.62121725  0.        ]","[[ 0.04267189 -1.77291797  0.17618854 -0.18772551]
 [ 4.7773094  -3.39029812  0.          0.        ]]",[-0.3538242  -0.35113391],-1.60099,-0.125465249714,[-0.28700632 -0.52009672],[ 0.12005948 -0.14835745]
14,"[ 1.20276639  0.40866834  0.05335276 -2.30723583  1.51586987 -1.61846631
 -0.98588008 -0.29112144 -0.96544999  0.68869072  0.        ]","[[ 0.12322096 -1.85399766  0.17618854 -0.18772551]
 [ 3.28255498 -4.71327475  0.          0.        ]]",[-0.2240534   1.29925082],-1.62882,-0.131461691039,[-0.28700632 -0.52009672],[ 0.16057411 -0.00851333]
15,"[ 1.19111722  0.33723577  0.13587728 -2.25241453  1.51586656 -1.61846243
 -1.01369577  0.2906869  -0.96976719  0.73489011  0.        ]","[[ 0.17931846 -1.9075977   0.17618854 -0.18772551]
 [ 2.33036886 -0.66024284  0.          0.        ]]",[ -2.92851347e-01   2.49444947e-04],-1.64239,-0.135748609424,[-0.28700632 -0.52009672],[-0.15658298 -0.49040505]
16,"[ 1.18182669  0.32002089  0.18625276 -2.2376639   1.51586325 -1.61845856
 -1.0489049   0.29272369 -0.95731843  0.76041362  0.        ]","[[ 0.21383302 -1.92066014  0.17618854 -0.18772551]
 [ 1.12510008 -0.64605263  0.          0.        ]]",[ 0.66143841  0.01829266],-1.66005,-0.1367952273,[-0.28700632 -0.52009672],[-0.1759958  -0.50759166]
17,"[ 1.16604803  0.30418881  0.25645854 -2.22355773  1.51585994 -1.61845468
 -0.97306927  0.30492511 -0.93606191  0.79605427  0.        ]","[[ 0.2623798  -1.93272847  0.17618854 -0.18772551]
 [ 3.72093343 -0.56105286  0.          0.        ]]",[-0.53838862 -0.3593215 ],-1.64246,-0.138048778813,[-0.28700632 -0.52009672],[-0.27638206 -0.56262344]
18,"[ 1.14554217  0.27112914  0.33106917 -2.1924119   1.51585664 -1.6184508
 -1.03747135  0.10231617 -0.92509566  0.83602738  0.        ]","[[ 0.31467958 -1.9581107   0.17618854 -0.18772551]
 [ 1.51638237 -1.97247714  0.          0.        ]]",[-0.68243623 -0.42324942],-1.65004,-0.14074527795,[-0.28700632 -0.52009672],[-0.19907165 -0.41118887]
19,"[ 1.14428723  0.19958959  0.33520667 -2.11685094  1.51585333 -1.61844693
 -1.11725799 -0.13261787 -0.96916861  0.84320012  0.        ]","[[ 0.31760475 -2.01398081  0.17618854 -0.18772551]
 [-1.21479498 -3.60908624  0.          0.        ]]",[-0.16466172  0.10910925],-1.68674,-0.145187190837,[-0.28700632 -0.52009672],[-0.03409457 -0.1795862 ]
20,"[ 1.15683695  0.11612926  0.29173822 -2.01358755  1.51585002 -1.61844305
 -1.13559877 -0.06033579 -1.04160752  0.83432896  0.        ]","[[ 0.28700925 -2.08111041  0.17618854 -0.18772551]
 [-1.84266413 -3.10555209  0.          0.        ]]",[ 0.1182527   0.06652583],-1.73768,-0.150927930494,[-0.28700632 -0.52009672],[-0.01082107 -0.1609242 ]
21,"[ 1.16856667  0.04548183  0.24615309 -1.91220063  1.51584671 -1.61843917
 -1.12085915 -0.01369975 -1.10719853  0.83081928  0.        ]","[[ 0.25521755 -2.13996185  0.17618854 -0.18772551]
 [-1.33817984 -2.7806744   0.          0.        ]]",[-0.45520099  0.3012651 ],-1.77482,-0.156838330368,[-0.28700632 -0.52009672],[ 0.00362307 -0.14469156]
22,"[ 1.1827429  -0.00460405  0.18160457 -1.83174138  1.5158434  -1.6184353
 -1.17272835  0.1654565  -1.16711303  0.82275475  0.        ]","[[ 0.21063918 -2.18305332  0.17618854 -0.18772551]
 [-3.11374186 -1.53262946  0.          0.        ]]",[ 0.2839562  -0.91802115],-1.82522,-0.162079195858,[-0.28700632 -0.52009672],[-0.00932696 -0.22345541]
23,"[ 1.19553976 -0.0792832   0.10792158 -1.69696626  1.51584009 -1.61843142
 -1.1380861  -0.35199242 -1.24659653  0.82921919  0.        ]","[[ 0.16026164 -2.24987272  0.17618854 -0.18772551]
 [-1.92798551 -5.13729867  0.          0.        ]]",[ 0.38463085  1.34431486],-1.91924,-0.170661416798,[-0.28700632 -0.52009672],[ 0.25359929  0.17006239]
24,"[ 1.2002166  -0.14507193  0.07421444 -1.56148915  1.51583678 -1.61842754
 -1.09249259  0.23099971 -1.30326465  0.85194404  0.        ]","[[ 0.13735981 -2.3118708   0.17618854 -0.18772551]
 [-0.36735918 -1.07604352  0.          0.        ]]",[-0.07578135 -0.20589285],-1.93284,-0.178250674206,[-0.28700632 -0.52009672],[-0.02996597 -0.19359237]
25,"[ 1.20208289 -0.17510248  0.05904228 -1.49368559  1.51583348 -1.61842367
 -1.10104255  0.11702969 -1.32882243  0.86482553  0.        ]","[[ 0.12707568 -2.34135752  0.17618854 -0.18772551]
 [-0.66008212 -1.86998325  0.          0.        ]]",[ 1.28024718 -0.92679171],-1.97732,-0.18187982762,[-0.28700632 -0.52009672],[ 0.03112552 -0.10517097]
