timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.11948408  2.02742394 -0.09019266  1.06254997  1.22861949  1.67978584
 -0.96198135  0.39624823  0.14909001 -1.6261347   0.        ]","[[ 0.09185632 -0.01033828  0.14171794  0.19331634]
 [-0.00127669 -0.00499475  0.          0.        ]]",[ 3.10884613 -0.52023165],-3.0642,-0.187739000124,[-0.54896873 -0.75098097],[ 2.78100705  0.01392975]
1,"[ 1.11327054  2.02682209 -0.03014521  1.00326795  1.22861836  1.67978349
 -0.85647625  0.07443145  0.14378389 -1.57216748  0.        ]","[[ 0.13152958 -0.03112031  0.14171794  0.19331634]
 [ 3.95542585 -2.06633245  0.          0.        ]]",[ 3.16382486 -0.04693089],-2.91526,-0.18191160357,[-0.54896873 -0.75098097],[ 2.54061818  0.26085952]
2,"[ 1.08188514  2.0236995   0.14625218  0.88134065  1.22861723  1.67978114
 -0.75307767  0.05157358  0.1154169  -1.39458953  0.        ]","[[ 0.24954425 -0.07391603  0.14171794  0.19331634]
 [ 7.83313197 -2.21274415  0.          0.        ]]",[ 1.70124707 -0.31512897],-2.90647,-0.162335334056,[-0.54896873 -0.75098097],[ 1.93303156  0.08597204]
3,"[ 0.9889648   2.01572364  0.42484473  0.72142346  1.2286161   1.67977879
 -0.65171281 -0.13661394  0.028736   -1.09774075  0.        ]","[[  0.44434781  -0.13026524   0.14171794   0.19331634]
 [ 11.63457092  -3.41814402   0.           0.        ]]",[ 1.15156904 -0.53188756],-2.74329,-0.127930371996,[-0.54896873 -0.75098097],[ 1.00969398  0.01582155]
4,"[ 0.78183003  1.99429362  0.76803457  0.47191895  1.22861497  1.67977644
 -0.55234256 -0.45504923 -0.16126655 -0.73103097  0.        ]","[[  0.71442953  -0.21909319   0.14171794   0.19331634]
 [ 15.36120899  -5.45782144   0.           0.        ]]",[-0.47714946 -0.14211583],-2.38994,-0.0814813326696,[-0.54896873 -0.75098097],[-0.32410747 -0.10873181]
5,"[ 0.47990846  1.9513003   1.0514995   0.15993156  1.22861384  1.67977409
 -0.61076727 -0.52586485 -0.42913863 -0.42241169  0.        ]","[[  0.99966982  -0.33280069   0.14171794   0.19331634]
 [ 13.17011631  -5.91141877   0.           0.        ]]",[-0.81816497  0.76107333],-2.28287,-0.0411657621658,[-0.54896873 -0.75098097],[-1.36088037 -0.33425033]
6,"[ 0.19267453  1.90703442  1.20460016 -0.07034164  1.22861271  1.67977174
 -0.70404575 -0.03688238 -0.68915025 -0.22879027  0.        ]","[[ 1.2279738  -0.41960364  0.14171794  0.19331634]
 [ 9.6719133  -2.77933719  0.          0.        ]]",[-2.50467422 -1.32941602],-2.47489,-0.0376297171094,[-0.54896873 -0.75098097],[-2.21684718 -0.95512235]
7,"[-0.01291557  1.84783399  1.2655382  -0.31163659  1.22861158  1.67976939
 -0.81459375 -0.64621105 -0.8515278  -0.15507158  0.        ]","[[ 1.37981569 -0.51434954  0.14171794  0.19331634]
 [ 5.52605429 -6.68227365  0.          0.        ]]",[-2.27504386 -1.10733696],-2.55081,-0.052672489824,[-0.54896873 -0.75098097],[-2.06393957 -0.29479972]
8,"[-0.10969745  1.71306364  1.28204989 -0.71614202  1.22861046  1.67976703
 -0.92296402 -1.24350209 -0.84066256 -0.21465609  0.        ]","[[  1.44956045  -0.68638059   0.14171794   0.19331634]
 [  1.46186182 -10.50810994   0.           0.        ]]",[-1.24919303  0.58255964],-2.49513,-0.0532752288945,[-0.54896873 -0.75098097],[-1.53291726  0.47350898]
9,"[-0.09470171  1.53297269  1.27997928 -1.09111949  1.22860933  1.67976468
 -1.02925986 -0.85069674 -0.7200407  -0.36772006  0.        ]","[[ 1.43880137 -0.8712984   0.14171794  0.19331634]
 [-2.52453985 -7.99207641  0.          0.        ]]",[-1.36683541 -0.08264407],-2.47472,-0.0501076729703,[-0.54896873 -0.75098097],[-1.21319878  0.5263592 ]
