timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.09251308  1.95673624 -0.19301577  1.17552705 -0.57311331  0.49986373
 -0.89627199  0.39706039  1.9402173  -0.48776147  0.        ]","[[ 0.04969368 -0.00260936 -0.06584001  0.0576072 ]
 [ 0.00058821 -0.00051287  0.          0.        ]]",[ 3.37827209 -1.09927428],-4.09694,-0.279651748078,[-0.69405007 -0.90133518],[ 3.4297061  -1.12668633]
1,"[ 1.08860865  1.95548871 -0.13176726  1.0668038  -0.57311309  0.49986355
 -0.79289142 -0.24309265  1.93778345 -0.4506047   0.        ]","[[ 0.08941128 -0.0423628  -0.06584001  0.0576072 ]
 [ 3.95799016 -3.96162414  0.          0.        ]]",[ 3.79795635 -0.45026456],-3.90894,-0.278735229757,[-0.69405007 -0.90133518],[ 3.29677057 -0.55684894]
2,"[ 1.06392306  1.94335816  0.04865185  0.80439455 -0.57311287  0.49986337
 -0.69157804 -0.51878459  1.92117156 -0.31860316  0.        ]","[[ 0.20748289 -0.1387114  -0.06584001  0.0576072 ]
 [ 7.83626258 -5.66753928  0.          0.        ]]",[ 2.5996735  -1.41372162],-4.12283,-0.275017123718,[-0.69405007 -0.90133518],[ 2.91195011 -0.59647083]
3,"[ 0.98130504  1.89830677  0.33556706  0.39858013 -0.57311265  0.49986319
 -0.59224472 -1.14077822  1.86590594 -0.1001426   0.        ]","[[  0.40235931  -0.29067825  -0.06584001   0.0576072 ]
 [ 11.63873976  -9.51628697   0.           0.        ]]",[ 3.23557981 -0.43785429],-3.80375,-0.267241009554,[-0.69405007 -0.90133518],[ 2.63807988 -0.48174003]
4,"[ 0.78627991  1.78855028  0.69325413 -0.12058265 -0.57311243  0.499863
 -0.49489204 -1.3906888   1.73536106  0.18290286  0.        ]","[[  0.67252416  -0.49652013  -0.06584001   0.0576072 ]
 [ 15.36539948 -11.06267939   0.           0.        ]]",[ 2.57329644 -1.21169958],-3.78005,-0.25350061226,[-0.69405007 -0.90133518],[ 2.06067395 -0.63844699]
5,"[ 0.42433843  1.57798365  1.044655   -0.69276303 -0.57311221  0.49986282
 -0.39943059 -1.99528027  1.4917646   0.48227591  0.        ]","[[  1.01649536  -0.75531045  -0.06584001   0.0576072 ]
 [ 19.01966355 -14.80376122   0.           0.        ]]",[ 1.03592223 -0.92865919],-3.63876,-0.231574668586,[-0.69405007 -0.90133518],[ 1.71902645 -0.43582746]
6,"[-0.12560258  1.21385811  1.26144062 -1.23703711 -0.57311199  0.49986264
 -0.30583747 -2.54209796  1.12377676  0.69902457  0.        ]","[[  1.43283361  -1.08533642  -0.06584001   0.0576072 ]
 [ 22.60240853 -18.18737222   0.           0.        ]]",[ 0.87688824 -0.46065134],-3.17023,-0.199302742916,[-0.69405007 -0.90133518],[ 1.60085106 -0.08173859]
7,"[-0.79770203  0.7127757   1.18532884 -1.53747056 -0.57311177  0.49986246
 -0.22680507 -2.77839917  0.66548556  0.75170494  0.        ]","[[  1.91523422  -1.46375671  -0.06584001   0.0576072 ]
 [ 25.62776906 -19.64959336   0.           0.        ]]",[ 1.29954239  0.28252729],-2.74053,-0.155939513351,[-0.69405007 -0.90133518],[ 1.48595643  0.21817395]
8,"[-1.42063948  0.19141862  0.7012517  -1.45342723 -0.57311155  0.49986228
 -0.13659445 -2.53429971  0.19324137  0.60785299  0.        ]","[[  2.46243551  -1.84159591  -0.06584001   0.0576072 ]
 [ 29.08103185 -18.1391928    0.           0.        ]]",[ 1.74355272 -0.31556532],-2.54096,-0.103898679151,[-0.69405007 -0.90133518],[ 1.19134784  0.18505433]
9,"[-1.73162669 -0.27053276 -0.17160896 -1.00763667 -0.57311133  0.4998621
 -0.04814286 -2.67763873 -0.16031832  0.26273752  0.        ]","[[  3.07802751  -2.21327988  -0.06584001   0.0576072 ]
 [ 32.46695944 -19.02618413   0.           0.        ]]",[ 1.32281307  0.43322834],-2.45619,-0.0495250015604,[-0.69405007 -0.90133518],[ 1.63108444  0.9923085 ]
