timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.13799596  2.05312604 -0.14281891  1.18399359  0.50195877  1.09329602
 -0.98856484  0.39676488  0.86298907 -1.04307476  0.        ]","[[ 0.04440491  0.04319694  0.05770302  0.12543999]
 [-0.00102113  0.00241017  0.          0.        ]]",[ 2.51662127 -0.99214918],-2.80272,-0.188257773649,[-0.47225741 -0.71064544],[ 2.6616981  -0.71019757]
1,"[ 1.13443189  2.05440498 -0.08278551  1.06882816  0.50195852  1.09329505
 -0.88185634 -0.20797043  0.8608612  -1.00777851  0.        ]","[[  8.40905190e-02   3.81327462e-03   5.77030218e-02   1.25439992e-01]
 [  3.95639985e+00  -3.92767373e+00   0.00000000e+00   0.00000000e+00]]",[ 2.2567262  0.1080129],-2.58229,-0.185713963864,[-0.47225741 -0.71064544],[ 2.49998546 -0.27766576]
2,"[ 1.11090339  2.051046    0.09421248  0.85400078  0.50195827  1.09329409
 -0.77730473 -0.13042589  0.84252027 -0.86150034  0.        ]","[[ 0.20212192 -0.06968399  0.05770302  0.12543999]
 [ 7.8338338  -3.42372405  0.          0.        ]]",[ 1.05839293 -0.9336842 ],-2.72215,-0.174764220071,[-0.47225741 -0.71064544],[ 1.76257932 -0.61746883]
3,"[ 1.0306328   2.03333094  0.37596385  0.5495699   0.50195802  1.09329313
 -0.67477686 -0.68908473  0.78069819 -0.61106923  0.        ]","[[  0.39694894  -0.17458607   0.05770302   0.12543999]
 [ 11.63621717  -7.05436319   0.           0.        ]]",[ 2.09072059 -0.42831441],-2.2987,-0.154984381807,[-0.47225741 -0.71064544],[ 0.85994154 -0.55472916]
4,"[ 0.83959708  1.97900923  0.72777714  0.10619398  0.50195777  1.09329217
 -0.57429434 -0.92874258  0.63950995 -0.29988414  0.        ]","[[  0.66706231  -0.33130076   0.05770302   0.12543999]
 [ 15.36274864  -8.61186626   0.           0.        ]]",[ 0.14811718 -0.50797273],-2.11606,-0.127679470728,[-0.47225741 -0.71064544],[-0.45787731 -0.71436334]
5,"[ 0.52317504  1.86975762  1.04647514 -0.40087196  0.50195751  1.0932912
 -0.56665994 -1.211952    0.41085068 -0.00685939  0.        ]","[[  0.97715765  -0.52200518   0.05770302   0.12543999]
 [ 15.64587024 -10.45240736   0.           0.        ]]",[-1.41404215 -0.40054863],-1.95101,-0.097209817878,[-0.47225741 -0.71064544],[-1.39772367 -0.63345075]
6,"[ 0.18546509  1.68724009  1.2271975  -0.92522848  0.50195726  1.09329024
 -0.68165529 -1.42385491  0.19158977  0.13937579  0.        ]","[[  1.24728584  -0.74487007   0.05770302   0.12543999]
 [ 11.3810855  -11.82954239   0.           0.        ]]",[-2.66535228 -0.08891987],-1.88992,-0.07394707004,[-0.47225741 -0.71064544],[-1.72983503 -0.2729432 ]
7,"[-0.06694984  1.43721609  1.29145698 -1.37594169  0.50195701  1.09328928
 -0.7944004  -1.44174848  0.06421058  0.13183361  0.        ]","[[  1.43295597  -0.98262713   0.05770302   0.12543999]
 [  7.19975047 -11.94584146   0.           0.        ]]",[-2.23576347  0.30357761],-1.78176,-0.0591137352751,[-0.47225741 -0.71064544],[-1.65372503  0.08880445]
8,"[-0.21020107  1.16117212  1.30490705 -1.67614823  0.50195676  1.09328832
 -0.90494365 -1.22020702  0.02153988  0.03031486  0.        ]","[[  1.53581861  -1.20709783   0.05770302   0.12543999]
 [  3.10007014 -10.50608499   0.           0.        ]]",[-1.09272074  0.4203101 ],-1.66637,-0.0508965013311,[-0.47225741 -0.71064544],[-1.36448646  0.33313262]
9,"[-0.24050537  0.90577428  1.30569878 -1.82413878  0.50195651  1.09328735
 -1.01331664 -0.93197388  0.04082114 -0.12916539  0.        ]","[[ 1.5574949  -1.39842494  0.05770302  0.12543999]
 [-0.9191291  -8.63290561  0.          0.        ]]",[-2.29638802  0.30408153],-1.71893,-0.0528491741369,[-0.47225741 -0.71064544],[-0.93366367  0.51535803]
