timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 0.9052995   1.75885661  0.12279381 -0.47627371  0.77689734  0.32650106
 -0.55324818 -0.35824668  0.71667823 -0.37856352  0.        ]","[[ 0.00235161  0.06661315  0.08888258  0.03800987]
 [-0.00106096  0.00463333  0.          0.        ]]",[ 0.14765138  1.61850687],-3.29991,-0.124570475388,[-0.6892153  -0.67133349],[-0.32346877  1.88484216]
1,"[ 0.90525166  1.75456903  0.13194749 -0.36539082  0.77689706  0.32650098
 -0.53224498  0.23041169  0.71260942 -0.32497877  0.        ]","[[ 0.00817555  0.10643046  0.08888258  0.03800987]
 [ 0.58152301  3.96390334  0.          0.        ]]",[-0.8562623   1.30806941],-3.20352,-0.122883398275,[-0.6892153  -0.67133349],[-0.57482547  1.24090004]
2,"[ 0.90514447  1.73031034  0.09660656 -0.03959072  0.77689678  0.3265009
 -0.65482972  0.80764361  0.69757983 -0.24675434  0.        ]","[[-0.01430995  0.22466217  0.08888258  0.03800987]
 [-2.81874693  7.84632076  0.          0.        ]]",[-1.5367384   0.64786716],-3.13449,-0.119820068532,[-0.6892153  -0.67133349],[-0.17947048  0.58181471]
3,"[ 0.89597054  1.66045347 -0.05317554  0.441115    0.77689651  0.32650082
 -0.79547106  1.16616391  0.67165333 -0.25073909  0.        ]","[[ -0.10982585   0.40578302   0.08888258   0.03800987]
 [ -6.71987432  10.2577034    0.           0.        ]]",[ 0.48259532  0.45367139],-3.21864,-0.11695788782,[-0.6892153  -0.67133349],[ 0.55194998  0.38312626]
4,"[ 0.86669362  1.52472705 -0.22964198  0.97758755  0.77689623  0.32650074
 -0.72186998  1.40292886  0.61956493 -0.25224341  0.        ]","[[ -0.22374037   0.6269147    0.08888258   0.03800987]
 [ -4.67832918  11.85017158   0.           0.        ]]",[-1.23602933  0.09668158],-3.08201,-0.111120244023,[-0.6892153  -0.67133349],[ 0.21220064  0.1810399 ]
5,"[ 0.80814026  1.32351717 -0.42881318  1.46599546  0.77689596  0.32650066
 -0.86116891  1.42513296  0.54113753 -0.27325321  0.        ]","[[ -0.35607363   0.86541719   0.08888258   0.03800987]
 [ -8.54222107  11.99952102   0.           0.        ]]",[ 1.00541916  0.01348263],-3.14357,-0.102698030407,[-0.6892153  -0.67133349],[ 1.05857503  0.20005214]
6,"[ 0.72628872  1.07700009 -0.61440056  1.83343673  0.77689568  0.32650058
 -0.71243252  1.39754732  0.43859549 -0.28971102  0.        ]","[[ -0.48552528   1.10354548   0.08888258   0.03800987]
 [ -4.41656857  11.81398831   0.           0.        ]]",[ 0.45546862  0.78723385],-3.0341,-0.0916390180709,[-0.6892153  -0.67133349],[ 0.45139372  0.02716666]
7,"[ 0.67288392  0.76586926 -0.70899972  2.07621076  0.7768954   0.3265005
 -0.64431893  1.82614386  0.28425395 -0.19166308  0.        ]","[[ -0.55490181   1.36874824   0.08888258   0.03800987]
 [ -2.5272353   14.69670784   0.           0.        ]]",[-0.14405971  0.64305197],-2.91697,-0.0724513714248,[-0.6892153  -0.67133349],[-0.03532976 -0.35971731]
8,"[ 0.62535573  0.37353782 -0.78216575  2.11476481  0.77689513  0.32650042
 -0.66305898  2.16145797  0.05362973 -0.07524808  0.        ]","[[ -0.61066249   1.68531082   0.08888258   0.03800987]
 [ -3.04705369  16.95202446   0.           0.        ]]",[-0.43211681 -0.85851297],-2.81625,-0.0454307745398,[-0.6892153  -0.67133349],[ 0.04435104 -0.64288372]
9,"[ 0.55279482  0.01238059 -0.87913926  1.89456459  0.77689485  0.32650034
 -0.72251292  1.60616594 -0.18798375 -0.04596281  0.        ]","[[ -0.68814818   1.98687861   0.08888258   0.03800987]
 [ -4.6961969   13.21717608   0.           0.        ]]",[-0.1221993  -1.01829026],-2.78148,-0.0184578425385,[-0.6892153  -0.67133349],[ 0.32876801 -0.66033095]
10,"[ 0.45097472 -0.22613679 -0.99296032  1.58305901  0.77689458  0.32650026
 -0.73658906  0.97854644 -0.36305952 -0.08819965  0.        ]","[[-0.78598889  2.20886823  0.08888258  0.03800987]
 [-5.08664866  8.99585084  0.          0.        ]]",[ 0.50038506 -1.15507197],-2.81159,-0.00200440788747,[-0.6892153  -0.67133349],[ 0.56246471 -0.56608647]
11,"[ 0.3588933  -0.3570877  -1.07903026  1.33187272  0.7768943   0.32650018
 -0.66154178  0.36334521 -0.47053711 -0.1335775   0.        ]","[[-0.86683594  2.34726912  0.08888258  0.03800987]
 [-3.00498965  4.8580479   0.          0.        ]]",[-0.09261229 -0.43586226],-2.77549,-0.0149856321933,[-0.6892153  -0.67133349],[ 0.32562059 -0.45035797]
