timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 0.90196166  1.67718713 -0.02242132 -0.44851366  0.08715583  1.72649007
 -0.53726173 -0.35273797  1.43412967 -2.16663803  0.        ]","[[-0.08702538  0.08015874  0.00989241  0.19899943]
 [ 0.00027504  0.00384726  0.          0.        ]]",[ 5.52195665  3.77153294],-5.11066,-0.288687658029,[-0.73519355 -0.75719368],[ 4.55657864  3.92571402]
1,"[ 0.906155    1.67230047  0.03924844 -0.34321913  0.08715581  1.7264887
 -0.39420681  0.24636243  1.43394355 -2.04112114  0.        ]","[[-0.04734475  0.11994733  0.00989241  0.19899943]
 [ 3.9546324   3.96182617  0.          0.        ]]",[ 2.98459981  2.25690801],-5.05895,-0.279649264201,[-0.73519355 -0.75719368],[ 3.84997082  3.08538914]
2,"[ 0.90399252  1.64644754  0.22292139 -0.03413169  0.08715579  1.72648733
 -0.25397648  0.83360373  1.38861459 -1.67276028  0.        ]","[[ 0.07063936  0.23810949  0.00989241  0.19899943]
 [ 7.83091225  7.84145824  0.          0.        ]]",[ 3.07965002  2.25709837],-4.78838,-0.251039129969,[-0.73519355 -0.75719368],[ 2.65725851  2.0987637 ]
3,"[ 0.85280392  1.56763037  0.5215439   0.45478297  0.08715577  1.72648595
 -0.1165032   1.40921097  1.1748289  -1.11403423  0.        ]","[[  2.65383593e-01   4.33093306e-01   9.89241344e-03   1.98999429e-01]
 [  1.16309812e+01   1.16442329e+01   0.00000000e+00   0.00000000e+00]]",[-0.00571925  0.23205568],-4.40581,-0.199002120692,[-0.73519355 -0.75719368],[ 0.48479068  0.37883553]
4,"[ 0.71859327  1.41317421  0.85361257  0.99622183  0.08715576  1.72648458
 -0.12561916  1.51336482  0.72868322 -0.60164134  0.        ]","[[  4.95474224e-01   6.72882115e-01   9.89241344e-03   1.98999429e-01]
 [  1.13789949e+01   1.23323357e+01   0.00000000e+00   0.00000000e+00]]",[-2.08197918 -1.01118322],-3.81414,-0.13116902776,[-0.73519355 -0.75719368],[-1.15187991 -1.01228929]
5,"[ 0.55662778  1.23756978  1.09384838  1.38405836  0.08715574  1.72648321
 -0.27680866  0.87722976  0.26155102 -0.36221933  0.        ]","[[ 0.68112444  0.87736225  0.00989241  0.19899943]
 [ 7.19977826  8.12968753  0.          0.        ]]",[-1.56519203 -0.0109217 ],-3.31607,-0.0738840193271,[-0.73519355 -0.75719368],[-1.14650178 -1.07507372]
6,"[ 0.44835991  1.07632284  1.21293963  1.62954058  0.08715572  1.72648184
 -0.42507673  0.84648998 -0.05778964 -0.32064743  0.        ]","[[ 0.78399963  1.03791842  0.00989241  0.19899943]
 [ 3.10131622  7.92660591  0.          0.        ]]",[-0.49434333 -1.64915077],-3.1327,-0.0400559718282,[-0.73519355 -0.75719368],[-0.70662224 -1.56454778]
7,"[ 0.40093219  0.94818325  1.25807183  1.77186182  0.0871557   1.72648047
 -0.49801006  0.22347155 -0.23326254 -0.34812157  0.        ]","[[ 0.82579928  1.15515346  0.00989241  0.19899943]
 [ 1.08527353  3.81061198  0.          0.        ]]",[ 0.59879546 -1.51146038],-3.17928,-0.0283365100938,[-0.73519355 -0.75719368],[-0.30733645 -1.05549335]
8,"[ 0.34746169  0.90770093  1.30469604  1.80866367  0.08715569  1.7264791
 -0.41303154 -0.3873853  -0.33572675 -0.35689476  0.        ]","[[ 0.8710731   1.19087475  0.00989241  0.19899943]
 [ 3.43426567 -0.22503621  0.          0.        ]]",[-1.1079791  -1.09925538],-3.1596,-0.0256364664383,[-0.73519355 -0.75719368],[-0.84962505 -0.48610789]
9,"[ 0.31296028  0.95767084  1.33261725  1.7626942   0.08715567  1.72647772
 -0.55860079 -0.98590154 -0.34157385 -0.33114054  0.        ]","[[ 0.89938549  1.14670093  0.00989241  0.19899943]
 [-0.58959467 -4.17915703  0.          0.        ]]",[-0.36603623  0.68720711],-3.20974,-0.0229831291911,[-0.73519355 -0.75719368],[-0.20758721  0.52710599]
10,"[ 0.34493127  1.01898578  1.30679772  1.6983102   0.08715565  1.72647635
 -0.61059972 -0.56144721 -0.25014926 -0.3101312   0.        ]","[[ 0.8731721   1.09125297  0.00989241  0.19899943]
 [-2.02696455 -1.37498579  0.          0.        ]]",[-0.26326746  0.99999513],-3.18243,-0.0240703578933,[-0.73519355 -0.75719368],[ 0.20322609  0.13788223]
11,"[ 0.40466049  1.00530429  1.25465539  1.71346803  0.08715563  1.72647498
 -0.64687321  0.04205185 -0.181056   -0.32807483  0.        ]","[[ 0.82257264  1.10375655  0.00989241  0.19899943]
 [-3.02964864  2.61205111  0.          0.        ]]",[ 0.67127753 -0.35801274],-3.186,-0.0300722863426,[-0.73519355 -0.75719368],[ 0.48297751 -0.58675963]
12,"[ 0.4425246   0.96377143  1.21869503  1.75668598  0.08715562  1.72647361
 -0.5486008  -0.18045938 -0.16329947 -0.35250579  0.        ]","[[ 0.78923465  1.14124818  0.00989241  0.19899943]
 [-0.31318703  1.14202321  0.          0.        ]]",[ 0.02409445 -1.39102113],-3.21616,-0.0332330903211,[-0.73519355 -0.75719368],[ 0.13229424 -0.3393712 ]
13,"[ 0.44835879  0.98282294  1.21293562  1.73737352  0.0871556   1.72647224
 -0.54488944 -0.78322995 -0.13925101 -0.34785817  0.        ]","[[ 0.78400015  1.12413369  0.00989241  0.19899943]
 [-0.21060069 -2.84020096  0.          0.        ]]",[-0.03929338  0.93137046],-3.27049,-0.0347161831645,[-0.73519355 -0.75719368],[ 0.18881214  0.66761941]
14,"[ 0.45472135  1.00405249  1.20658537  1.71482641  0.08715558  1.72647087
 -0.5503991  -0.21650078 -0.11221212 -0.34320399  0.        ]","[[ 0.77826008  1.10489558  0.00989241  0.19899943]
 [-0.3629036   0.9039123   0.          0.        ]]",[-0.14132565 -0.40314727],-3.21972,-0.0365918181353,[-0.73519355 -0.75719368],[ 0.22814178 -0.15855664]
15,"[ 0.46876789  1.00198193  1.19230463  1.71707196  0.08715556  1.72646949
 -0.57035353 -0.46081146 -0.09395291 -0.34869299  0.        ]","[[ 0.76546776  1.10677958  0.00989241  0.19899943]
 [-0.91449203 -0.71013406  0.          0.        ]]",[ 0.78638645 -0.32660078],-3.28827,-0.0384978582949,[-0.73519355 -0.75719368],[ 0.38368213  0.26923841]
