timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
0,"[ 0.9049341   2.03010726 -0.00257568 -0.50872615  0.00484529 -1.4892628
 -0.60916167 -0.37288649  1.46217876  1.38831508  0.        ]",[-0.54177463 -0.44405133],[-1.31547828 -1.57771887],-3.97016,-0.266136253194,"[[-0.06658819  0.05865747  0.00049435 -0.17193475]
 [-0.00418826 -0.00018245  0.          0.        ]]",[-1.30512762 -0.93438488]
1,"[ 0.89981984  2.03213814 -0.06577457 -0.64053173  0.00484529 -1.48926141
 -0.75094462 -0.93318468  1.45588692  1.27504817  0.        ]",[-0.54177463 -0.44405133],[-1.11047829 -0.2123765 ],-3.93239,-0.257877957618,"[[ -1.06346197e-01   1.89414456e-02   4.94352095e-04  -1.71934747e-01]
 [ -3.95845012e+00  -3.95823426e+00   0.00000000e+00   0.00000000e+00]]",[-1.37516916 -0.64542872]
2,"[ 0.87088374  2.02933319 -0.25149662 -0.92865598  0.00484529 -1.48926001
 -0.88996784 -1.04091769  1.40462497  0.97384767  0.        ]",[-0.54177463 -0.44405133],[-1.23775038 -1.1078411 ],-3.73435,-0.234223536682,"[[ -2.24417198e-01  -6.78590815e-02   4.94352095e-04  -1.71934747e-01]
 [ -7.83574719e+00  -4.71928427e+00   0.00000000e+00   0.00000000e+00]]",[-1.43552351 -0.60281652]
3,"[ 0.77923401  2.00578235 -0.54595949 -1.36662415  0.00484529 -1.48925862
 -1.02620227 -1.58799034  1.22254744  0.52117875  0.        ]",[-0.54177463 -0.44405133],[-0.57740267  0.32456695],-3.42235,-0.192501701428,"[[ -4.19253419e-01  -2.01019977e-01   4.94352095e-04  -1.71934747e-01]
 [ -1.16352704e+01  -8.58391640e+00   0.00000000e+00   0.00000000e+00]]",[-0.71763372  0.16928405]
4,"[ 0.58385237  1.94861623 -0.89050014 -1.8675473   0.00484529 -1.48925722
 -1.09988153 -1.38186903  0.84093954  0.05689307  0.        ]",[-0.54177463 -0.44405133],[ 0.64415862  0.10709794],-2.97064,-0.135163826186,"[[ -6.72575948e-01  -3.58089294e-01   4.94352095e-04  -1.71934747e-01]
 [ -1.36901658e+01  -7.12784566e+00   0.00000000e+00   0.00000000e+00]]",[ 0.38918447  0.5146051 ]
5,"[ 0.32335737  1.87389504 -1.16406884 -2.28116516  0.00484529 -1.48925583
 -0.99882075 -1.30197049  0.37050393 -0.22383722  0.        ]",[-0.54177463 -0.44405133],[ 1.93824957  1.18049786],-2.72905,-0.0791765282879,"[[ -9.18100378e-01  -4.94983309e-01   4.94352095e-04  -1.71934747e-01]
 [ -1.08716500e+01  -6.56343462e+00   0.00000000e+00   0.00000000e+00]]",[ 0.92540729  0.91209489]
6,"[ 0.10272103  1.81263879 -1.31387257 -2.53816113  0.00484528 -1.48925443
 -0.84931974 -0.72324558  0.00626839 -0.31411166  0.        ]",[-0.54177463 -0.44405133],[ 0.99474465  0.25700997],-2.60502,-0.0426016217879,"[[ -1.09370037e+00  -5.85233448e-01   4.94352095e-04  -1.71934747e-01]
 [ -6.70215749e+00  -2.47521529e+00   0.00000000e+00   0.00000000e+00]]",[ 0.8936801   0.40263653]
7,"[-0.02343234  1.78350507 -1.37593042 -2.64421427  0.00484528 -1.48925304
 -0.70347443 -0.57244335 -0.18232144 -0.3263779   0.        ]",[-0.54177463 -0.44405133],[ 0.9468237   0.57948412],-2.59111,-0.0296604709605,"[[ -1.18693288e+00  -6.24049242e-01   4.94352095e-04  -1.71934747e-01]
 [ -2.63461761e+00  -1.40992166e+00   0.00000000e+00   0.00000000e+00]]",[ 0.57820475  0.29786754]
8,"[-0.04364748  1.77970206 -1.38449283 -2.65741862  0.00484528 -1.48925164
 -0.5673247  -0.24386736 -0.21079063 -0.3264295   0.        ]",[-0.54177463 -0.44405133],[-0.30851082  0.51681128],-2.57403,-0.0285963135001,"[[ -1.20152749e+00  -6.28959130e-01   4.94352095e-04  -1.71934747e-01]
 [  1.16251967e+00   9.11199628e-01   0.00000000e+00   0.00000000e+00]]",[ 0.07241565 -0.1613583 ]
9,"[-0.02872332  1.80886408 -1.37820483 -2.55236819  0.00484528 -1.48925025
 -0.61193784  0.04332136 -0.15872407 -0.33419508  0.        ]",[-0.54177463 -0.44405133],[-0.35848728 -0.07332733],-2.57838,-0.0315981279673,"[[ -1.19076097e+00  -5.90379974e-01   4.94352095e-04  -1.71934747e-01]
 [ -8.17238348e-02   2.93995368e+00   0.00000000e+00   0.00000000e+00]]",[ 0.18420488 -0.58330935]
10,"[-0.05071111  1.84781379 -1.38739705 -2.39701217  0.00484528 -1.48924885
 -0.66272717 -0.0059479  -0.13563614 -0.34668366  0.        ]",[-0.54177463 -0.44405133],[-0.52539483 -0.49254628],-2.56921,-0.0341158511484,"[[ -1.20660762e+00  -5.35072977e-01   4.94352095e-04  -1.71934747e-01]
 [ -1.49821835e+00   2.59190663e+00   0.00000000e+00   0.00000000e+00]]",[ 0.37230039 -0.57186371]
11,"[-0.12166334  1.86861871 -1.41419184 -2.30541683  0.00484528 -1.48924745
 -0.73616504 -0.28918572 -0.19190171 -0.35837756  0.        ]",[-0.54177463 -0.44405133],[ 0.66743864 -1.30658359],-2.56819,-0.0326653812298,"[[ -1.25712172e+00  -5.03309985e-01   4.94352095e-04  -1.71934747e-01]
 [ -3.54636925e+00   5.91063141e-01   0.00000000e+00   0.00000000e+00]]",[ 0.77384448 -0.17526585]
12,"[-0.18402118  1.85031177 -1.43425749 -2.38633615  0.00484528 -1.48924606
 -0.6389232  -0.85149485 -0.29033174 -0.35385526  0.        ]",[-0.54177463 -0.44405133],[ 0.86768607  0.24876671],-2.57532,-0.0307899903742,"[[ -1.30083854e+00  -5.31343660e-01   4.94352095e-04  -1.71934747e-01]
 [ -8.34355499e-01  -3.38119160e+00   0.00000000e+00   0.00000000e+00]]",[ 0.51117384  0.60703194]
