timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
0,"[ 0.94398239  2.43422434 -0.06412275 -1.08970588  1.431559    0.29461852
 -0.63915267 -0.38327681  0.14829271 -0.6040392   0.        ]",[-0.27862996 -0.27762976],[-0.01890284  1.18001366],-2.03838,-0.0734503568715,"[[-0.08070343 -0.07560899  0.1659226   0.03478296]
 [ 0.0010591   0.0042927   0.          0.        ]]",[-0.481289    0.75683588]
1,"[ 0.94389449  2.43748076 -0.0652941  -0.93526262  1.4315572   0.29461839
 -0.64199636  0.15441165  0.1528091  -0.568688    0.        ]",[-0.27862996 -0.27762976],[-1.2015693  1.0996489],-2.01244,-0.0704305760143,"[[-0.08144815 -0.03579585  0.1659226   0.03478296]
 [-0.07527292  3.96382462  0.          0.        ]]",[-0.44987005  0.38417581]
2,"[ 0.93782946  2.4334169  -0.12996208 -0.47626652  1.43155541  0.29461826
 -0.78938936  0.68165896  0.15473377 -0.53189929  0.        ]",[-0.27862996 -0.27762976],[ 0.70872251  0.75036742],-2.01615,-0.0671953581906,"[[-0.12264432  0.08243655  0.1659226   0.03478296]
 [-4.03116715  7.84646894  0.          0.        ]]",[ 0.05294979  0.13534385]
3,"[ 0.92677499  2.3860036  -0.21064869  0.23120247  1.43155362  0.29461812
 -0.68199565  1.06388173  0.14574179 -0.45118303  0.        ]",[-0.27862996 -0.27762976],[ 0.51256259 -1.66684002],-1.95405,-0.0593782780235,"[[ -0.17434872   0.26760654   0.1659226    0.03478296]
 [ -1.14883919  10.66115796   0.           0.        ]]",[-0.26162264  0.13897625]
4,"[ 0.92617169  2.2988048  -0.2143585   0.85516647  1.43155182  0.29461799
 -0.60553636  0.49741858  0.11983773 -0.29863891  0.        ]",[-0.27862996 -0.27762976],[ 1.08464897  0.01371569],-1.94316,-0.0455075696586,"[[-0.17673631  0.43897637  0.1659226   0.03478296]
 [ 0.90324135  6.48973432  0.          0.        ]]",[-0.52991331  0.15243238]
5,"[ 0.93843521  2.20719567 -0.124498    1.29400745  1.43155003  0.29461786
 -0.45879364  0.48714984  0.07086506 -0.08805508  0.        ]",[-0.27862996 -0.27762976],[-2.13734246  1.54538612],-1.88044,-0.0324900308105,"[[-0.11915657  0.56801232  0.1659226   0.03478296]
 [ 4.8416603   6.41411737  0.          0.        ]]",[-1.325351    0.03678006]
6,"[ 0.94581575  2.05850908 -0.03623921  1.80864739  1.43154823  0.29461773
 -0.60980562  1.00778774 -0.02648001  0.13452901  0.        ]",[-0.27862996 -0.27762976],[-0.05522853  1.22780937],-1.95627,-0.0338982233525,"[[ -0.06298855   0.73476228   0.1659226    0.03478296]
 [  0.78864498  10.24809023   0.           0.        ]]",[-1.17078185  0.0440926 ]
7,"[ 0.94690565  1.78932206 -0.01510032  2.42505048  1.43154644  0.2946176
 -0.61855185  1.51794036 -0.18285152  0.31133581  0.        ]",[-0.27862996 -0.27762976],[-0.90225113  0.66480491],-1.99207,-0.048297392206,"[[ -0.04957191   0.97741699   0.1659226    0.03478296]
 [  0.55389556  14.00485875   0.           0.        ]]",[-1.24178791  0.05426306]
8,"[ 0.94467998  1.38654701 -0.05423918  2.92739033  1.43154465  0.29461747
 -0.75197358  1.83787547 -0.39273304  0.41513069  0.        ]",[-0.27862996 -0.27762976],[-0.14717999  0.43923609],-2.10123,-0.0663315497293,"[[ -0.07442182   1.28115335   0.1659226    0.03478296]
 [ -3.02701726  16.36087994   0.           0.        ]]",[-0.70835924  0.08370513]
9,"[ 0.93449968  0.8898269  -0.15742758  3.08401513  1.43154285  0.29461733
 -0.77142482  2.03006843 -0.62769235  0.41715627  0.        ]",[-0.27862996 -0.27762976],[-1.06821188  0.89235449],-2.1172,-0.0834797501413,"[[ -0.14020047   1.6225716    0.1659226    0.03478296]
 [ -3.54908182  17.77621847   0.           0.        ]]",[-0.33857313  0.14891282]
10,"[ 0.90368643  0.33992116 -0.32761071  2.72041436  1.43154106  0.2946172
 -0.91626837  2.46213067 -0.88103406  0.31305401  0.        ]",[-0.27862996 -0.27762976],[-0.07347684  1.30508813],-2.09731,-0.101978244654,"[[ -0.25018512   2.01002042   0.1659226    0.03478296]
 [ -7.43654882  20.95797743   0.           0.        ]]",[ 0.49850291  0.21706623]
11,"[ 0.83440049 -0.18175511 -0.55195226  1.63738352  1.43153927  0.29461707
 -0.92160418  2.94344299 -1.16337639  0.09840898  0.        ]",[-0.27862996 -0.27762976],[ 1.26508339  0.19053499],-2.12919,-0.128049399654,"[[ -0.40035377   2.46474278   0.1659226    0.03478296]
 [ -7.57977508  24.50245478   0.           0.        ]]",[ 1.03778625  0.33685142]
12,"[ 0.76426996 -0.48145746 -0.70827212 -0.08494566  1.43153747  0.29461694
 -0.76847722  2.98001069 -1.45347759 -0.20892356  0.        ]",[-0.27862996 -0.27762976],[ 0.77291473  0.18851954],-2.42589,-0.163717618429,"[[ -0.51071498   2.95749406   0.1659226    0.03478296]
 [ -3.4700227   24.77182979   0.           0.        ]]",[ 1.1699965   0.44227648]
13,"[ 0.73650899 -0.50517508 -0.76004231 -0.95058744  1.43153568  0.29461681
 -0.65193471 -0.28608199 -1.56328559 -0.38836782  0.        ]",[-0.27862996 -0.27762976],[-0.32196227  0.17643185],-2.53985,-0.180594388295,"[[-0.54873354  3.18133509  0.1659226   0.03478296]
 [-0.34215553  0.72011894  0.          0.        ]]",[ 0.34597844  1.47079873]
14,"[ 0.72152331 -0.50633134 -0.78622847 -0.78502649  1.43153388  0.29461668
 -0.69918489 -0.83316231 -1.54042679 -0.34548191  0.        ]",[-0.27862996 -0.27762976],[ 0.49688414  1.59607102],-2.50265,-0.176801935641,"[[-0.56830123  3.13871396  0.1659226   0.03478296]
 [-1.61031152 -3.30861739  0.          0.        ]]",[ 0.35136002  1.67676353]
15,"[ 0.71198526 -0.50342995 -0.80232132 -0.55216554  1.43153209  0.29461655
 -0.62469446 -0.71975113 -1.50924444 -0.29718453  0.        ]",[-0.27862996 -0.27762976],[-0.19094016  2.91715265],-2.35988,-0.171977776565,"[[-0.5804486   3.07874072  0.1659226   0.03478296]
 [ 0.38892208 -2.47345407  0.          0.        ]]",[ 0.21562165  1.567994  ]
16,"[ 0.71207724 -0.49886311 -0.80216685 -0.4052215   1.4315303   0.29461641
 -0.65314672 -0.57035282 -1.48902708 -0.26902239  0.        ]",[-0.27862996 -0.27762976],[-0.12890037  1.503377  ],-2.37048,-0.168974837159,"[[-0.58033197  3.04079222  0.1659226   0.03478296]
 [-0.37471613 -1.37327868  0.          0.        ]]",[ 0.36248428  1.47009277]
17,"[ 0.70204555 -0.49563839 -0.81864729 -0.32867777  1.4315285   0.29461628
 -0.67188422 -0.47570121 -1.47660014 -0.25475385  0.        ]",[-0.27862996 -0.27762976],[ 0.30695834  3.14590972],-2.3377,-0.167195039902,"[[-0.59287207  3.02097036  0.1659226   0.03478296]
 [-0.8776209  -0.67626077  0.          0.        ]]",[ 0.47196275  1.40897346]
18,"[ 0.69784308 -0.49389733 -0.82541955 -0.29222214  1.43152671  0.29461615
 -0.62595324 -0.42623566 -1.47059847 -0.24817535  0.        ]",[-0.27862996 -0.27762976],[ 0.40155151  1.81376898],-2.37501,-0.166344357399,"[[-0.5980561   3.0115135   0.1659226   0.03478296]
 [ 0.35510685 -0.31199537  0.          0.        ]]",[ 0.36748409  1.37529063]
19,"[ 0.71622643 -0.49306644 -0.79521266 -0.27574028  1.43152492  0.29461602
 -0.56697747 -0.4026294  -1.4712568  -0.24510275  0.        ]",[-0.27862996 -0.27762976],[-0.52265756  0.70498264],-2.33164,-0.166389964435,"[[-0.57507284  3.00723421  0.1659226   0.03478296]
 [ 1.93794349 -0.13815913  0.          0.        ]]",[ 0.17601383  1.36249566]
20,"[ 0.72988001 -0.49263209 -0.77175814 -0.26733467  1.43152312  0.29461589
 -0.6455092  -0.3948816  -1.47244925 -0.24351823  0.        ]",[-0.27862996 -0.27762976],[ 0.75471022  1.00914267],-2.41969,-0.166522810541,"[[-0.55746136  3.00505088  0.1659226   0.03478296]
 [-0.16977142 -0.08110535  0.          0.        ]]",[ 0.37766248  1.36430025]
21,"[ 0.74979383 -0.49245626 -0.73581877 -0.26397333  1.43152133  0.29461576
 -0.53404827 -0.38650073 -1.47559021 -0.24284909  0.        ]",[-0.27862996 -0.27762976],[-0.58061105  1.25495908],-2.30541,-0.166915829965,"[[-0.53084229  3.00417761  0.1659226   0.03478296]
 [ 2.82170849 -0.01938955  0.          0.        ]]",[ 0.02489895  1.35992384]
22,"[ 0.77312213 -0.49241778 -0.69074616 -0.26324417  1.43151953  0.29461562
 -0.62178132 -0.38431548 -1.47998309 -0.24282569  0.        ]",[-0.27862996 -0.27762976],[-0.3468825  1.5485661],-2.31508,-0.16747662809,"[[-0.49803326  3.00398819  0.1659226   0.03478296]
 [ 0.46704208 -0.00329861  0.          0.        ]]",[ 0.22775042  1.37004876]
23,"[ 0.76998011 -0.49241324 -0.69702077 -0.26316229  1.43151774  0.29461549
 -0.67329776 -0.38384053 -1.47935272 -0.24278904  0.        ]",[-0.27862996 -0.27762976],[ 0.39097377  1.47582761],-2.3766,-0.167395950334,"[[ -5.02565029e-01   3.00396695e+00   1.65922601e-01   3.47829588e-02]
 [ -9.15611824e-01   1.97561209e-04   0.00000000e+00   0.00000000e+00]]",[ 0.38113672  1.37123215]
24,"[ 0.76816618 -0.49241502 -0.70061208 -0.26320085  1.43151595  0.29461536
 -0.61494531 -0.38378645 -1.47899968 -0.24278495  0.        ]",[-0.27862996 -0.27762976],[ 0.16105454  1.96958058],-2.34669,-0.167351076089,"[[ -5.05164032e-01   3.00397699e+00   1.65922601e-01   3.47829588e-02]
 [  6.50492440e-01   5.94524657e-04   0.00000000e+00   0.00000000e+00]]",[ 0.21885359  1.3679142 ]
25,"[ 0.78141288 -0.49241684 -0.67384822 -0.2632403   1.43151415  0.29461523
 -0.5916659  -0.38381129 -1.48163732 -0.24290811  0.        ]",[-0.27862996 -0.27762976],[-1.50940685 -0.06013402],-2.27132,-0.167689577284,"[[ -4.85885522e-01   3.00398728e+00   1.65922601e-01   3.47829588e-02]
 [  1.27527654e+00   4.10256890e-04   0.00000000e+00   0.00000000e+00]]",[ 0.1244418   1.37113035]
26,"[ 0.77151163 -0.49193124 -0.69396577 -0.25407171  1.43151236  0.2946151
 -0.74012726 -0.41616944 -1.47844364 -0.24103859  0.        ]",[-0.27862996 -0.27762976],[-0.66707127  0.14171164],-2.3348,-0.167259420569,"[[-0.50035823  3.00160466  0.1659226   0.03478296]
 [-2.70926891 -0.23787769  0.          0.        ]]",[ 0.5592801   1.38702357]
