timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 0.98463688  2.42815109 -0.03527411 -0.44957774  1.47261492  0.11213769
 -0.63248827 -0.38192392  0.12427173 -0.20892762  0.        ]","[[-0.04540574  0.09284361  0.16870142  0.01333443]
 [ 0.00061135 -0.00436494  0.          0.        ]]",[-2.68721569  1.90153849],-1.56219,-0.0429778524981,[-0.24617834 -0.2491539 ],[-1.5750407   1.14678001]
1,"[ 0.98094928  2.42157539 -0.09698466 -0.29914815  1.4726125   0.11213764
 -0.7868936   0.15598069  0.12227687 -0.24209232  0.        ]","[[-0.08509963  0.13250041  0.16870142  0.01333443]
 [-3.95682111  3.95683616  0.          0.        ]]",[-1.43531298  0.5942199 ],-1.58805,-0.0440676827217,[-0.24617834 -0.2491539 ],[-1.12589216  1.05994785]
2,"[ 0.9568108   2.39417368 -0.2789047   0.08345586  1.47261008  0.11213758
 -0.93822077  0.4650447   0.10973763 -0.35458382  0.        ]","[[-0.20315055  0.23447304  0.16870142  0.01333443]
 [-7.83536596  6.23282526  0.          0.        ]]",[ 0.7185627   0.73441793],-1.63166,-0.0493914149698,[-0.24617834 -0.2491539 ],[-0.30055076  1.11549604]
3,"[ 0.90933866  2.32550846 -0.46913298  0.63753814  1.47260766  0.11213752
 -0.82130677  0.84301311  0.08303862 -0.43295136  0.        ]","[[-0.32979344  0.3870563   0.16870142  0.01333443]
 [-4.83887389  9.01623745  0.          0.        ]]",[-1.20782603  0.82382236],-1.56143,-0.0532079912895,[-0.24617834 -0.2491539 ],[ 0.08810759  1.13236701]
4,"[ 0.8346568   2.17857986 -0.66366906  1.34687695  1.47260524  0.11213746
 -0.97197092  1.26190621  0.03647625 -0.46798683  0.        ]","[[ -0.46531465   0.59833222   0.16870142   0.01333443]
 [ -8.70042626  12.10103068   0.           0.        ]]",[ 0.84602054  2.48742186],-1.56649,-0.052763897247,[-0.24617834 -0.2491539 ],[ 1.08638871  1.19939733]
5,"[ 0.73405528  1.90265758 -0.84948168  2.13325979  1.47260282  0.1121374
 -0.8347082   1.76687835 -0.04211863 -0.44116584  0.        ]","[[ -6.04027247e-01   8.77663397e-01   1.68701420e-01   1.33344342e-02]
 [ -5.18239707e+00   1.58197371e+01   0.00000000e+00   0.00000000e+00]]",[ 2.78316915 -0.20270277],-1.61385,-0.0448732317199,[-0.24617834 -0.2491539 ],[ 1.3694557   1.10669184]
6,"[ 0.68087055  1.51871815 -0.92835631  2.73049416  1.4726004   0.11213734
 -0.67629714  1.61519393 -0.1498445  -0.27815179  0.        ]","[[ -6.66940718e-01   1.18285032e+00   1.68701420e-01   1.33344342e-02]
 [ -1.12233011e+00   1.47027349e+01   0.00000000e+00   0.00000000e+00]]",[ 1.67352639  2.40249819],-1.53779,-0.0216536264805,[-0.24617834 -0.2491539 ],[ 1.09147656  0.95016527]
7,"[ 0.69610176  1.04557549 -0.90680811  3.00796042  1.47259798  0.11213728
 -0.52101412  2.11322551 -0.32887293 -0.02055154  0.        ]","[[ -6.49459161e-01   1.51370299e+00   1.68701420e-01   1.33344342e-02]
 [  2.85756827e+00   1.83703536e+01   0.00000000e+00   0.00000000e+00]]",[ 1.52312539  0.77940595],-1.54742,-0.020209536378,[-0.24617834 -0.2491539 ],[ 0.46434855  0.5725168 ]
8,"[ 0.77368153  0.47362844 -0.78311458  2.79863984  1.47259555  0.11213722
 -0.3687173   2.48281373 -0.65641889  0.24496855  0.        ]","[[ -5.53147458e-01   1.90841818e+00   1.68701420e-01   1.33344342e-02]
 [  6.76093191e+00   2.10921260e+01   0.00000000e+00   0.00000000e+00]]",[-0.28864999  1.0847863 ],-1.59268,-0.0730719456717,[-0.24617834 -0.2491539 ],[-0.08984816  0.3378813 ]
9,"[ 0.85600591 -0.08994387 -0.61506931  1.86993751  1.47259313  0.11213716
 -0.41841383  2.96376799 -1.09583505  0.2961368   0.        ]","[[ -4.30708159e-01   2.36579818e+00   1.68701420e-01   1.33344342e-02]
 [  5.48720343e+00   2.46340674e+01   0.00000000e+00   0.00000000e+00]]",[ 1.13730895  0.53154341],-1.81566,-0.126371646935,[-0.24617834 -0.2491539 ],[ 0.02747118  0.32852706]
