timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.00018724  2.40757372 -0.12746108 -0.76763851  0.72735235 -1.38980495
 -0.62978234 -0.37891836  0.77955242  1.07046839  0.        ]","[[-0.09338302  0.00648305  0.08249999 -0.15954972]
 [ 0.00080113  0.00064614  0.          0.        ]]",[-2.65491029  0.14464041],-2.32514,-0.189289012747,[-0.20501757 -0.25135285],[-1.87169814  0.80052531]
1,"[ 0.99384059  2.40748488 -0.18848484 -0.74599874  0.72735169 -1.38980254
 -0.78922415 -0.30091693  0.77313221  1.00690985  0.        ]","[[-0.1330599   0.01225754  0.08249999 -0.15954972]
 [-3.95531528  0.5748838   0.          0.        ]]",[-2.32194277  0.64625807],-2.32488,-0.183102152874,[-0.20501757 -0.25135285],[-1.72190833  0.79710674]
2,"[ 0.9619643   2.4058054  -0.3677227  -0.6071398   0.72735103 -1.38980013
 -0.94554297  0.04532961  0.74481202  0.83765844  0.        ]","[[-0.25108171  0.04933057  0.08249999 -0.15954972]
 [-7.8339504   3.12391674  0.          0.        ]]",[-0.82159447  1.04121877],-2.27953,-0.166162346441,[-0.20501757 -0.25135285],[-1.13035882  0.80855215]
3,"[ 0.8722181   2.39094449 -0.64084145 -0.22847008  0.72735038 -1.38979771
 -1.07034816  0.57493452  0.678371    0.61464075  0.        ]","[[ -0.43883098   0.150928     0.08249999  -0.15954972]
 [-10.93067117   7.02281655   0.           0.        ]]",[-0.13656078 -0.08801154],-2.17831,-0.142296690982,[-0.20501757 -0.25135285],[-0.1724104   0.90764368]
4,"[ 0.70845164  2.34793708 -0.93308449  0.26708212  0.72734972 -1.3897953
 -1.08340211  0.50871215  0.56563745  0.3831652   0.        ]","[[ -0.66069439   0.28649303   0.08249999  -0.15954972]
 [-11.25460256   6.53529727   0.           0.        ]]",[ 0.69970202  1.00551802],-2.10964,-0.114592546633,[-0.20501757 -0.25135285],[ 0.72178954  1.07177234]
5,"[ 0.51882666  2.25832146 -1.15201872  0.85703876  0.72734906 -1.38979289
 -0.96293326  1.02881389  0.45426395  0.24360607  0.        ]","[[ -0.85579652   0.45561585   0.08249999  -0.15954972]
 [ -8.26553627  10.36423853   0.           0.        ]]",[ 0.6443345   0.46813268],-2.02987,-0.0938831053773,[-0.20501757 -0.25135285],[ 1.25256419  1.10376763]
6,"[ 0.36283543  2.08267398 -1.28060452  1.56282158  0.7273484  -1.38979048
 -0.85363369  1.25257965  0.3948565   0.2479664   0.        ]","[[ -0.99389814   0.67942882   0.08249999  -0.15954972]
 [ -5.55359853  12.01159154   0.           0.        ]]",[ 0.72017021  1.24359767],-2.04047,-0.087259436739,[-0.20501757 -0.25135285],[ 1.5986855   1.11341941]
7,"[ 0.26381003  1.78722457 -1.34495414  2.27152419  0.72734774 -1.38978807
 -0.73440779  1.75798672  0.37662738  0.3882783   0.        ]","[[ -1.07529093   0.95699215   0.08249999  -0.15954972]
 [ -2.59536241  15.7323757    0.           0.        ]]",[ 2.30901695  0.01876246],-2.06145,-0.0946044746735,[-0.20501757 -0.25135285],[ 1.68200207  0.99389958]
8,"[ 0.24921286  1.37908209 -1.35345895  2.78647638  0.72734708 -1.38978566
 -0.57282821  1.7256199   0.36059168  0.65731779  0.        ]","[[ -1.08697516   1.26924874   0.08249999  -0.15954972]
 [  1.41376467  15.49412422   0.           0.        ]]",[ 1.59314451  0.22898311],-2.14696,-0.116130619272,[-0.20501757 -0.25135285],[ 1.50726604  0.83501387]
9,"[ 0.33249308  0.92359978 -1.30159513  2.95516882  0.72734643 -1.38978324
 -0.41440647  1.8069905   0.28795673  1.00958413  0.        ]","[[ -1.01926331   1.58514168   0.08249999  -0.15954972]
 [  5.3445414   16.09320094   0.           0.        ]]",[ 0.51649841  0.03868291],-2.26375,-0.147379241554,[-0.20501757 -0.25135285],[ 1.19374037  0.57902068]
