timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 0.93825915  2.33579362  0.18912464 -1.06999203 -0.62560206 -0.58539472
 -0.62051165 -0.3811648   2.01765677  0.51949932  0.        ]","[[ 0.06375775 -0.08435571 -0.07316752 -0.06718904]
 [ 0.00456779 -0.00404831  0.          0.        ]]",[ 0.19206225  3.76723917],-3.92322,-0.291785143506,[-0.34410581 -0.29018468],[ 0.9547351  2.6178441]
1,"[ 0.93750217  2.33945198  0.20127463 -0.92199548 -0.62560174 -0.58539442
 -0.59259186  0.16023744  2.0171184   0.57054786  0.        ]","[[ 0.07145583 -0.04471099 -0.07316752 -0.06718904]
 [ 0.76271923  3.9553256   0.          0.        ]]",[ 1.09416378  1.56568542],-3.93992,-0.293236190213,[-0.34410581 -0.29018468],[ 0.85556501  2.41579509]
2,"[ 0.92964081  2.33702769  0.28749704 -0.48072397 -0.62560141 -0.58539412
 -0.44752407  0.69075203  1.99599948  0.77834062  0.        ]","[[ 0.12623422  0.0733223  -0.07316752 -0.06718904]
 [ 4.70201662  7.83507709  0.          0.        ]]",[ 1.11545881  4.10865933],-4.00463,-0.298034751656,[-0.34410581 -0.29018468],[ 1.01818657  2.29250956]
3,"[ 0.89269875  2.28964147  0.49351762  0.23651877 -0.62560108 -0.58539383
 -0.30531704  1.21076393  1.87566574  1.17629063  0.        ]","[[  0.25901853   0.26818009  -0.07316752  -0.06718904]
 [  8.56363118  11.63802515   0.           0.        ]]",[ 0.97790152  1.55724327],-4.12988,-0.30350701907,[-0.34410581 -0.29018468],[ 1.25481153  2.11887336]
4,"[ 0.78522645  2.13815108  0.80109991  1.16331838 -0.62560075 -0.58539353
 -0.16911198  1.7204737   1.53295514  1.66349508  0.        ]","[[  0.46739851   0.53834124  -0.07316752  -0.06718904]
 [ 12.26226314  15.3656431    0.           0.        ]]",[ 0.39586192  1.49346754],-4.17906,-0.301791679775,[-0.34410581 -0.29018468],[ 1.54397726  1.81982923]
5,"[ 0.57455271  1.81824883  1.13847277  2.13413763 -0.62560043 -0.58539324
 -0.1203379   2.22017774  0.92305141  1.99127384  0.        ]","[[  0.7259292    0.8823209   -0.07316752  -0.06718904]
 [ 13.5867162   19.0201075    0.           0.        ]]",[ 2.05128796  1.80168524],-3.9804,-0.282806361811,[-0.34410581 -0.29018468],[ 1.47232318  1.45670056]
6,"[ 0.22974434  1.29287133  1.44833378  2.84860632 -0.6256001  -0.58539294
  0.01559199  2.70984649  0.17098091  1.89900531  0.        ]","[[  1.03469239   1.29865399  -0.07316752  -0.06718904]
 [ 17.27787535  22.6012133    0.           0.        ]]",[ 0.65687186  0.36063787],-3.51163,-0.237652387482,[-0.34410581 -0.29018468],[ 1.19283533  0.93491399]
7,"[-0.27016119  0.63736229  1.64804046  2.919165   -0.62559977 -0.58539265
  0.0989456   2.84365669 -0.36699101  1.3065393   0.        ]","[[  1.40295741   1.76049766  -0.07316752  -0.06718904]
 [ 19.54133229  23.57986693   0.           0.        ]]",[-0.61236893  0.91623497],-2.9326,-0.164612264218,[-0.34410581 -0.29018468],[ 0.76442927  0.54233289]
8,"[-0.79468771 -0.00800493  1.64033301  2.12332475 -0.62559944 -0.58539235
 -0.00434939  3.27573825 -0.33169179  0.59361751  0.        ]","[[  1.76564293   2.2637998   -0.07316752  -0.06718904]
 [ 16.73637188  26.7398857    0.           0.        ]]",[ 0.5015852   0.76470142],-2.38038,-0.0814779689069,[-0.34410581 -0.29018468],[ 0.27834624  0.26954755]
9,"[-1.26856998 -0.45378909  1.44008383  0.41469027 -0.62559912 -0.58539206
  0.05673401  3.6172601   0.15404892  0.29895713  0.        ]","[[  2.11701671   2.82365756  -0.07316752  -0.06718904]
 [ 18.39508269  29.23766382   0.           0.        ]]",[-0.22934017  1.49812598],-2.21877,-0.064776855404,[-0.34410581 -0.29018468],[-0.17343578 -0.05479968]
10,"[-1.65354376 -0.51480232  1.06998459 -1.21352935 -0.62559879 -0.58539176
  0.00986966  0.41124114  0.50010293  0.54584401  0.        ]","[[  2.47215911   3.26452615  -0.07316752  -0.06718904]
 [ 17.1224891    5.79110928   0.           0.        ]]",[-1.6247176  -0.18562965],-2.42003,-0.116826683633,[-0.34410581 -0.29018468],[-0.78787076  0.33219963]
11,"[-1.86894292 -0.51915112  0.66054896 -1.10977984 -0.62559846 -0.58539146
 -0.14843394 -1.04403315  0.46776942  0.54366244  0.        ]","[[  2.77147669   3.23662731  -0.07316752  -0.06718904]
 [ 12.82378161  -4.85174068   0.           0.        ]]",[ 0.32374562  2.07888988],-2.45202,-0.113521380217,[-0.34410581 -0.29018468],[-1.04748619  1.73652172]
12,"[-1.95966142 -0.52561472  0.2514891  -0.74650478 -0.62559813 -0.58539117
 -0.11057731 -0.9644728   0.44509986  0.47449889  0.        ]","[[  3.03826626   3.13937954  -0.07316752  -0.06718904]
 [ 13.85177012  -4.26989776   0.           0.        ]]",[ 0.01294783  0.63001719],-2.3948,-0.106140720823,[-0.34410581 -0.29018468],[-0.92943758  1.69860601]
13,"[-1.94608617 -0.52212791 -0.181609   -0.49386715 -0.62559781 -0.58539087
 -0.11878523 -0.72440724  0.4526922   0.43399633  0.        ]","[[  3.31306542   3.07179189  -0.07316752  -0.06718904]
 [ 13.62888428  -2.51423159   0.           0.        ]]",[-0.18581365  1.98707297],-2.29881,-0.104037423597,[-0.34410581 -0.29018468],[-0.80400544  1.44839168]
14,"[-1.83260626 -0.51754212 -0.57683408 -0.35820934 -0.62559748 -0.58539058
 -0.15581202 -0.55099469  0.4725309   0.42753775  0.        ]","[[  3.57555508   3.03538718  -0.07316752  -0.06718904]
 [ 12.62342796  -1.24601738   0.           0.        ]]",[-0.32870282  1.21618597],-2.24798,-0.105650208228,[-0.34410581 -0.29018468],[-0.6754052   1.21409583]
15,"[-1.65223511 -0.51467277 -0.89511315 -0.29333747 -0.62559715 -0.58539028
 -0.2129404  -0.459519    0.48981564  0.44214515  0.        ]","[[  3.81245885   3.01793133  -0.07316752  -0.06718904]
 [ 11.07211693  -0.57703091   0.           0.        ]]",[ 0.19363208 -0.28123236],-2.25425,-0.108429835352,[-0.34410581 -0.29018468],[-0.55451548  1.03288031]
16,"[-1.41961284 -0.51031447 -1.14868688 -0.20956288 -0.62559683 -0.58538999
 -0.192782   -0.6102294   0.50886387  0.45797521  0.        ]","[[  4.03939341   2.99533211  -0.07316752  -0.06718904]
 [ 11.61951176  -1.67922135   0.           0.        ]]",[ 0.10784749  1.79777519],-2.26471,-0.111475246554,[-0.34410581 -0.29018468],[-0.5079599   1.06248295]
17,"[-1.13073595 -0.51163723 -1.34386163 -0.23354311 -0.6255965  -0.58538969
 -0.18552276 -0.16080704  0.50596406  0.49783176  0.        ]","[[  4.27376163   3.00180827  -0.07316752  -0.06718904]
 [ 11.81663262   1.60753138   0.           0.        ]]",[-0.95877494  1.51669704],-2.18568,-0.113926336353,[-0.34410581 -0.29018468],[-0.26733103  0.7111975 ]
18,"[-0.86264173 -0.51399727 -1.44723989 -0.27938139 -0.62559617 -0.58538939
 -0.33393335 -0.37479231  0.49039963  0.53147146  0.        ]","[[ 4.46965928  3.01417129 -0.07316752 -0.06718904]
 [ 7.7865761   0.04259579  0.          0.        ]]",[ 0.64453739  0.36281181],-2.24184,-0.114806610604,[-0.34410581 -0.29018468],[-0.2179822   0.72572017]
19,"[-0.60456798 -0.51343287 -1.49047947 -0.2680252  -0.62559584 -0.5853891
 -0.24563371 -0.4124779   0.48365959  0.55405845  0.        ]","[[  4.64944817   3.01111035  -0.07316752  -0.06718904]
 [ 10.18432739  -0.23301078   0.           0.        ]]",[-0.67734218  0.24530347],-2.19156,-0.115846013113,[-0.34410581 -0.29018468],[-0.15655971  0.69066012]
20,"[-0.35081651 -0.51259952 -1.48373114 -0.25173162 -0.62559552 -0.5853888
 -0.35181793 -0.40604414  0.47466282  0.57495471  0.        ]","[[ 4.82420454  3.00671643 -0.07316752 -0.06718904]
 [ 7.30091913 -0.18596016  0.          0.        ]]",[-0.63888759  0.50257516],-2.21386,-0.116596568491,[-0.34410581 -0.29018468],[-0.02908689  0.64121228]
21,"[-0.18012023 -0.51209122 -1.45158732 -0.24205384 -0.62559519 -0.58538851
 -0.45029304 -0.39244729  0.46627985  0.58846258  0.        ]","[[ 4.94339311  3.00410538 -0.07316752 -0.06718904]
 [ 4.62684907 -0.08652397  0.          0.        ]]",[ 0.20771502  1.81386379],-2.31461,-0.116872612092,[-0.34410581 -0.29018468],[ 0.06604469  0.6048553 ]
22,"[-0.04063079 -0.51196058 -1.40780069 -0.2395996  -0.62559486 -0.58538821
 -0.42337996 -0.3808998   0.45681227  0.59882406  0.        ]","[[  5.04326257e+00   3.00344309e+00  -7.31675186e-02  -6.71890404e-02]
 [  5.35766123e+00  -2.07522990e-03   0.00000000e+00   0.00000000e+00]]",[ 0.79659541 -0.17274976],-2.27645,-0.116825175921,[-0.34410581 -0.29018468],[ 0.07583845  0.56466663]
23,"[ 0.1437391  -0.51056406 -1.32306976 -0.21403347 -0.62559453 -0.58538792
 -0.3111394  -0.47441098  0.4471243   0.61321585  0.        ]","[[ 5.18099594  2.99654011 -0.07316752 -0.06718904]
 [ 8.40551731 -0.68594929  0.          0.        ]]",[ 0.56590782 -0.44965194],-2.27294,-0.117113442679,[-0.34410581 -0.29018468],[ 0.03224808  0.55480647]
24,"[ 0.37572805 -0.50334913 -1.16377937 -0.09791331 -0.62559421 -0.58538762
 -0.23475856 -0.71600282  0.4473484   0.64136836  0.        ]","[[  5.36991642   2.96509403  -0.07316752  -0.06718904]
 [ 10.47961341  -2.45277791   0.           0.        ]]",[ -1.43465675e-03   2.02591645e+00],-2.40987,-0.119470004898,[-0.34410581 -0.29018468],[ 0.11402386  0.63436639]
25,"[ 0.59376215 -0.50106878 -0.93779486 -0.06537667 -0.62559388 -0.58538732
 -0.24260159 -0.16795055  0.42180224  0.66126076  0.        ]","[[  5.57737171   2.95625256  -0.07316752  -0.06718904]
 [ 10.26663576   1.55527356   0.           0.        ]]",[-0.49858654  0.79811366],-2.33138,-0.118936447908,[-0.34410581 -0.29018468],[ 0.24463153  0.36759603]
26,"[ 0.74730507 -0.51481522 -0.70088791 -0.2963942  -0.62559355 -0.58538703
 -0.32277766  0.10896324  0.35730338  0.62334679  0.        ]","[[ 5.76086074  3.01875482 -0.07316752 -0.06718904]
 [ 8.0894767   3.58041727  0.          0.        ]]",[ 0.73111428  0.6123667 ],-2.26115,-0.110178549372,[-0.34410581 -0.29018468],[ 0.1268959   0.14609623]
27,"[ 0.86128117 -0.51832213 -0.42891844 -0.37787669 -0.62559322 -0.58538673
 -0.22208054 -0.42072193  0.32460696  0.598797    0.        ]","[[  5.95008492   3.04067282  -0.07316752  -0.06718904]
 [ 10.82387144  -0.29330972   0.           0.        ]]",[ 0.71300752  0.18325709],-2.1865,-0.105297656871,[-0.34410581 -0.29018468],[ 0.02620435  0.18075418]
28,"[ 0.93527484 -0.51636643 -0.05455449 -0.33048606 -0.6255929  -0.58538644
 -0.12601202 -0.48074493  0.30291951  0.59738073  0.        ]","[[  6.19273625   3.02793187  -0.07316752  -0.06718904]
 [ 13.43257832  -0.73227502   0.           0.        ]]",[ 0.29599245 -0.14546281],-2.1514,-0.103415982518,[-0.34410581 -0.29018468],[-0.02254277  0.15851054]
